tchextid,studentuuid,stdextid,classcode
tch_20200710-155544_38,4c0035b9-c502-11ea-af23-0242ac110002,std_1594642423853_138,p9yM-js3N
tch_20200710-155544_24,48f31d32-c502-11ea-af23-0242ac110002,std_1594642419052_124,ChNB-j86Q
tch_20200710-155544_23,4a4e1958-c502-11ea-acee-0242ac110002,std_1594642421315_123,H23i-Pnja
tch_20200710-155544_31,4b6ccfcc-c502-11ea-af23-0242ac110002,std_1594642423194_131,a82v-8A37
tch_20200710-155544_39,4e659cc1-c502-11ea-acee-0242ac110002,std_1594642427860_139,dh4z-7WrR
tch_20200710-155544_33,5043d322-c502-11ea-96b3-0242ac110002,std_1594642431333_133,pe9D-PR2h
tch_20200710-155544_25,4ea27f64-c502-11ea-acee-0242ac110002,std_1594642428597_125,ojkb-uW3b
tch_20200710-155544_19,4e07ed29-c502-11ea-89f8-0242ac110002,std_1594642427562_119,29ik-K9yL
tch_20200710-155544_40,50cf49d8-c502-11ea-96b3-0242ac110002,std_1594642431867_140,6A2X-F3AT
tch_20200710-155544_32,4e576c8e-c502-11ea-af23-0242ac110002,std_1594642428094_132,Zc9Q-n8x2
tch_20200710-155544_21,51fbe3be-c502-11ea-96b3-0242ac110002,std_1594642434206_121,FP37-k6K4
tch_20200710-155544_27,50bf1e10-c502-11ea-96b3-0242ac110002,std_1594642432134_127,dFvK-f84g
tch_20200710-155544_18,51c961db-c502-11ea-89f8-0242ac110002,std_1594642433883_118,2AGV-23u6
tch_20200710-155544_26,518aaa84-c502-11ea-89f8-0242ac110002,std_1594642433470_126,ZQs4-zrEQ
tch_20200710-155544_34,518d4317-c502-11ea-acee-0242ac110002,std_1594642433481_134,Er7h-KUf8
tch_20200710-155544_20,51fb6ddb-c502-11ea-af23-0242ac110002,std_1594642434158_120,Tj7A-CtF8
tch_20200710-155544_22,55edb6cd-c502-11ea-acee-0242ac110002,std_1594642440832_122,C9PV-eyb9
tch_20200710-155544_35,551160e9-c502-11ea-acee-0242ac110002,std_1594642439371_135,JsxD-oDtX
tch_20200710-155544_41,539e219c-c502-11ea-acee-0242ac110002,std_1594642436628_141,h48V-8w7K
tch_20200710-155544_30,558fb80d-c502-11ea-af23-0242ac110002,std_1594642440183_130,Gb96-82P9
tch_20200710-155544_29,546bf938-c502-11ea-af23-0242ac110002,std_1594642438302_129,34J4-7f48
tch_20200710-155544_36,54d038d0-c502-11ea-acee-0242ac110002,std_1594642438970_136,TPYj-bNR9
tch_20200710-155544_42,5603b016-c502-11ea-acee-0242ac110002,std_1594642440642_142,UJ98-Tc26
tch_20200710-155544_28,571658bd-c502-11ea-89f8-0242ac110002,std_1594642442775_128,cNan-RX8n
tch_20200710-155544_23,5a90d8b1-c502-11ea-acee-0242ac110002,std_1594642448624_123,H23i-Pnja
tch_20200710-155544_44,5acad4fa-c502-11ea-89f8-0242ac110002,std_1594642448666_144,gyxD-2Dvp
tch_20200710-155544_37,5a24a98b-c502-11ea-af23-0242ac110002,std_1594642447912_137,8XZR-fRTc
tch_20200710-155544_43,5865e2b7-c502-11ea-96b3-0242ac110002,std_1594642444655_143,8Qm9-dB9t
tch_20200710-155544_45,5d34f749-c502-11ea-96b3-0242ac110002,std_1594642452679_145,4eW7-BrG9
tch_20200710-155544_24,5a24d0b6-c502-11ea-96b3-0242ac110002,std_1594642447918_124,ChNB-j86Q
tch_20200710-155544_38,5a2741b6-c502-11ea-acee-0242ac110002,std_1594642447917_138,p9yM-js3N
tch_20200710-155544_31,5bc3654b-c502-11ea-89f8-0242ac110002,std_1594642450584_131,a82v-8A37
tch_20200710-155544_40,5ef23718-c502-11ea-af23-0242ac110002,std_1594642455959_140,6A2X-F3AT
tch_20200710-155544_33,5dde7d76-c502-11ea-af23-0242ac110002,std_1594642454156_133,pe9D-PR2h
tch_20200710-155544_39,5d8eaf6a-c502-11ea-acee-0242ac110002,std_1594642453615_139,dh4z-7WrR
tch_20200710-155544_32,5f2c0bff-c502-11ea-acee-0242ac110002,std_1594642456345_132,Zc9Q-n8x2
tch_20200710-155544_46,5f9ef1cd-c502-11ea-af23-0242ac110002,std_1594642456719_146,Q7z4-8Fk7
tch_20200710-155544_47,61f9f931-c502-11ea-acee-0242ac110002,std_1594642460731_147,FKp9-g3wt
tch_20200710-155544_26,60f88ec7-c502-11ea-89f8-0242ac110002,std_1594642459355_126,ZQs4-zrEQ
tch_20200710-155544_25,5df5fd82-c502-11ea-96b3-0242ac110002,std_1594642454307_125,ojkb-uW3b
tch_20200710-155544_34,61502519-c502-11ea-89f8-0242ac110002,std_1594642459934_134,Er7h-KUf8
tch_20200710-155544_27,60423702-c502-11ea-96b3-0242ac110002,std_1594642458167_127,dFvK-f84g
tch_20200710-155544_48,6465a1bb-c502-11ea-89f8-0242ac110002,std_1594642464743_148,3Mzi-YNTj
tch_20200710-155544_35,65208de6-c502-11ea-89f8-0242ac110002,std_1594642466322_135,JsxD-oDtX
tch_20200710-155544_49,66c4c83a-c502-11ea-96b3-0242ac110002,std_1594642468756_149,3N2M-uH3Q
tch_20200710-155544_29,6629e725-c502-11ea-89f8-0242ac110002,std_1594642468068_129,34J4-7f48
tch_20200710-155544_30,65acc834-c502-11ea-89f8-0242ac110002,std_1594642467233_130,Gb96-82P9
tch_20200710-155544_41,653b6825-c502-11ea-acee-0242ac110002,std_1594642466487_141,h48V-8w7K
tch_20200710-155544_28,67b1e74e-c502-11ea-acee-0242ac110002,std_1594642470629_128,cNan-RX8n
tch_20200710-155544_36,663b4c89-c502-11ea-af23-0242ac110002,std_1594642468180_136,TPYj-bNR9
tch_20200710-155544_42,670e2c92-c502-11ea-acee-0242ac110002,std_1594642469570_142,UJ98-Tc26
tch_20200710-155544_37,69ff590a-c502-11ea-acee-0242ac110002,std_1594642474504_137,8XZR-fRTc
tch_20200710-155544_43,6a2075e8-c502-11ea-acee-0242ac110002,std_1594642474709_143,8Qm9-dB9t
tch_20200710-155544_44,69a7ea5d-c502-11ea-af23-0242ac110002,std_1594642473915_144,gyxD-2Dvp
tch_20200710-155544_45,6a850400-c502-11ea-af23-0242ac110002,std_1594642475359_145,4eW7-BrG9
tch_20200710-155544_50,6926acc0-c502-11ea-89f8-0242ac110002,std_1594642472768_150,rP8b-67Pg
tch_20200710-155544_51,6b8e5e09-c502-11ea-89f8-0242ac110002,std_1594642476781_151,ixeT-W3z8
tch_20200710-155544_39,6d92b8db-c502-11ea-acee-0242ac110002,std_1594642480502_139,dh4z-7WrR
tch_20200710-155544_38,6b6eeedf-c502-11ea-89f8-0242ac110002,std_1594642476902_138,p9yM-js3N
tch_20200710-155544_40,6ce4023e-c502-11ea-89f8-0242ac110002,std_1594642479359_140,6A2X-F3AT
tch_20200710-155544_31,6cb3f22c-c502-11ea-af23-0242ac110002,std_1594642479049_131,a82v-8A37
tch_20200710-155544_33,6d78efcd-c502-11ea-89f8-0242ac110002,std_1594642480308_133,pe9D-PR2h
tch_20200710-155544_32,6ee6b0c9-c502-11ea-af23-0242ac110002,std_1594642482745_132,Zc9Q-n8x2
tch_20200710-155544_52,6def57ff-c502-11ea-89f8-0242ac110002,std_1594642480794_152,6iT9-nzn2
tch_20200710-155544_46,7007b10a-c502-11ea-96b3-0242ac110002,std_1594642484628_146,Q7z4-8Fk7
tch_20200710-155544_47,7025e7ab-c502-11ea-89f8-0242ac110002,std_1594642484816_147,FKp9-g3wt
tch_20200710-155544_53,7052275d-c502-11ea-96b3-0242ac110002,std_1594642484806_153,6L7D-rVd7
tch_20200710-155544_34,714f4bc4-c502-11ea-acee-0242ac110002,std_1594642486760_134,Er7h-KUf8
tch_20200710-155544_55,7526e0ce-c502-11ea-89f8-0242ac110002,std_1594642492834_155,DrTh-6h4T
tch_20200710-155544_54,72b78ee4-c502-11ea-96b3-0242ac110002,std_1594642488820_154,9feT-G62a
tch_20200710-155544_48,754824a6-c502-11ea-af23-0242ac110002,std_1594642493444_148,3Mzi-YNTj
tch_20200710-155544_35,75ad4ea8-c502-11ea-89f8-0242ac110002,std_1594642494086_135,JsxD-oDtX
tch_20200710-155544_41,76dea307-c502-11ea-96b3-0242ac110002,std_1594642496088_141,h48V-8w7K
tch_20200710-155544_37,788cc89e-c502-11ea-acee-0242ac110002,std_1594642498881_137,8XZR-fRTc
tch_20200710-155544_57,79e5ef8e-c502-11ea-af23-0242ac110002,std_1594642500855_157,43Fq-KgV3
tch_20200710-155544_36,7778c07f-c502-11ea-96b3-0242ac110002,std_1594642497096_136,TPYj-bNR9
tch_20200710-155544_49,75b5da50-c502-11ea-96b3-0242ac110002,std_1594642494152_149,3N2M-uH3Q
tch_20200710-155544_56,778ae8a4-c502-11ea-af23-0242ac110002,std_1594642496844_156,9cCv-623b
tch_20200710-155544_42,77b26e3c-c502-11ea-89f8-0242ac110002,std_1594642497493_142,UJ98-Tc26
tch_20200710-155544_50,79992f6b-c502-11ea-96b3-0242ac110002,std_1594642500618_150,rP8b-67Pg
tch_20200710-155544_43,7915f5d2-c502-11ea-af23-0242ac110002,std_1594642499816_143,8Qm9-dB9t
tch_20200710-155544_38,7b8b6207-c502-11ea-89f8-0242ac110002,std_1594642503923_138,p9yM-js3N
tch_20200710-155544_45,794c6e57-c502-11ea-96b3-0242ac110002,std_1594642500188_145,4eW7-BrG9
tch_20200710-155544_40,7bab94dc-c502-11ea-af23-0242ac110002,std_1594642504150_140,6A2X-F3AT
tch_20200710-155544_39,7b5d9ba2-c502-11ea-acee-0242ac110002,std_1594642503645_139,dh4z-7WrR
tch_20200710-155544_44,7938bf80-c502-11ea-89f8-0242ac110002,std_1594642500031_144,gyxD-2Dvp
tch_20200710-155544_51,7b2526bb-c502-11ea-af23-0242ac110002,std_1594642503255_151,ixeT-W3z8
tch_20200710-155544_58,7c4bf2c2-c502-11ea-96b3-0242ac110002,std_1594642504868_158,zKsK-EPYa
tch_20200710-155544_59,7ead1463-c502-11ea-af23-0242ac110002,std_1594642508879_159,kWvi-9d7x
tch_20200710-155544_46,804fc87b-c502-11ea-89f8-0242ac110002,std_1594642511886_146,Q7z4-8Fk7
tch_20200710-155544_52,800c2f00-c502-11ea-af23-0242ac110002,std_1594642511473_152,6iT9-nzn2
tch_20200710-155544_53,81145067-c502-11ea-96b3-0242ac110002,std_1594642513235_153,6L7D-rVd7
tch_20200710-155544_60,8111431e-c502-11ea-89f8-0242ac110002,std_1594642512891_160,P8yt-k7z9
tch_20200710-155544_47,80ab7cbb-c502-11ea-89f8-0242ac110002,std_1594642512531_147,FKp9-g3wt
tch_20200710-155544_48,85323d0b-c502-11ea-acee-0242ac110002,std_1594642520130_148,3Mzi-YNTj
tch_20200710-155544_55,84a454de-c502-11ea-89f8-0242ac110002,std_1594642519196_155,DrTh-6h4T
tch_20200710-155544_54,84d2df1a-c502-11ea-af23-0242ac110002,std_1594642519519_154,9feT-G62a
tch_20200710-155544_41,85ffc63f-c502-11ea-96b3-0242ac110002,std_1594642521467_141,h48V-8w7K
tch_20200710-155544_61,837831a2-c502-11ea-acee-0242ac110002,std_1594642516904_161,fLTi-z846
tch_20200710-155544_62,85dbeb2c-c502-11ea-acee-0242ac110002,std_1594642520914_162,on6Q-Rq4E
tch_20200710-155544_57,86f4fc16-c502-11ea-96b3-0242ac110002,std_1594642523083_157,43Fq-KgV3
tch_20200710-155544_63,883ff29e-c502-11ea-af23-0242ac110002,std_1594642524928_163,236d-yUg2
tch_20200710-155544_42,89a6fcce-c502-11ea-89f8-0242ac110002,std_1594642527608_142,UJ98-Tc26
tch_20200710-155544_56,88911f76-c502-11ea-89f8-0242ac110002,std_1594642525788_156,9cCv-623b
tch_20200710-155544_49,877c05d2-c502-11ea-acee-0242ac110002,std_1594642523966_149,3N2M-uH3Q
tch_20200710-155544_50,89bca7c1-c502-11ea-af23-0242ac110002,std_1594642527755_150,rP8b-67Pg
tch_20200710-155544_45,8a263e5d-c502-11ea-96b3-0242ac110002,std_1594642528433_145,4eW7-BrG9
tch_20200710-155544_43,8a08cb85-c502-11ea-af23-0242ac110002,std_1594642528256_143,8Qm9-dB9t
tch_20200710-155544_44,8addf5ee-c502-11ea-acee-0242ac110002,std_1594642529646_144,gyxD-2Dvp
tch_20200710-155544_51,8b46f0fd-c502-11ea-89f8-0242ac110002,std_1594642530334_151,ixeT-W3z8
tch_20200710-155544_58,8bca788e-c502-11ea-96b3-0242ac110002,std_1594642531197_158,zKsK-EPYa
tch_20200710-155544_64,8aa1d793-c502-11ea-89f8-0242ac110002,std_1594642528939_164,29D8-yDE2
tch_20200710-155544_59,8dfa510f-c502-11ea-96b3-0242ac110002,std_1594642534875_159,kWvi-9d7x
tch_20200710-155544_65,8d05df6d-c502-11ea-96b3-0242ac110002,std_1594642532950_165,ZC7y-RM7c
tch_20200710-155544_46,8f4d36a5-c502-11ea-96b3-0242ac110002,std_1594642537042_146,Q7z4-8Fk7
tch_20200710-155544_66,8f7001a6-c502-11ea-acee-0242ac110002,std_1594642536962_166,48MG-Ap6W
tch_20200710-155544_53,9120492e-c502-11ea-af23-0242ac110002,std_1594642540156_153,6L7D-rVd7
tch_20200710-155544_52,90a9e130-c502-11ea-acee-0242ac110002,std_1594642539353_152,6iT9-nzn2
tch_20200710-155544_47,927922b2-c502-11ea-96b3-0242ac110002,std_1594642542408_147,FKp9-g3wt
tch_20200710-155544_67,91cf9bb1-c502-11ea-af23-0242ac110002,std_1594642540974_167,D42R-v4yX
tch_20200710-155544_60,91bd4cde-c502-11ea-acee-0242ac110002,std_1594642541187_160,P8yt-k7z9
tch_20200710-155544_68,9437c2da-c502-11ea-acee-0242ac110002,std_1594642544985_168,RTne-p8q7
tch_20200710-155544_48,93a48324-c502-11ea-96b3-0242ac110002,std_1594642544345_148,3Mzi-YNTj
tch_20200710-155544_54,9476edd4-c502-11ea-96b3-0242ac110002,std_1594642545762_154,9feT-G62a
tch_20200710-155544_55,93b80b46-c502-11ea-af23-0242ac110002,std_1594642544507_155,DrTh-6h4T
tch_20200710-155544_61,9575996f-c502-11ea-af23-0242ac110002,std_1594642547432_161,fLTi-z846
tch_20200710-155544_69,9699590b-c502-11ea-96b3-0242ac110002,std_1594642548995_169,6T9L-489M
tch_20200710-155544_62,9579b887-c502-11ea-acee-0242ac110002,std_1594642547441_162,on6Q-Rq4E
tch_20200710-155544_70,98fd1329-c502-11ea-96b3-0242ac110002,std_1594642553009_170,6jgf-34sH
tch_20200710-155544_63,983de0eb-c502-11ea-89f8-0242ac110002,std_1594642552070_163,236d-yUg2
tch_20200710-155544_57,97ba0b75-c502-11ea-af23-0242ac110002,std_1594642551185_157,43Fq-KgV3
tch_20200710-155544_56,9932c8e6-c502-11ea-af23-0242ac110002,std_1594642553697_156,9cCv-623b
tch_20200710-155544_51,9ac5ebca-c502-11ea-af23-0242ac110002,std_1594642556354_151,ixeT-W3z8
tch_20200710-155544_49,99d682d6-c502-11ea-acee-0242ac110002,std_1594642554763_149,3N2M-uH3Q
tch_20200710-155544_50,99fe0855-c502-11ea-acee-0242ac110002,std_1594642555029_150,rP8b-67Pg
tch_20200710-155544_71,9b5ea8ff-c502-11ea-acee-0242ac110002,std_1594642557019_171,EaAU-BTJR
tch_20200710-155544_64,9b8236fa-c502-11ea-af23-0242ac110002,std_1594642557566_164,29D8-yDE2
tch_20200710-155544_59,9cbc3e04-c502-11ea-96b3-0242ac110002,std_1594642559630_159,kWvi-9d7x
tch_20200710-155544_58,9b4ad328-c502-11ea-96b3-0242ac110002,std_1594642557185_158,zKsK-EPYa
tch_20200710-155544_53,a0e4ffab-c502-11ea-96b3-0242ac110002,std_1594642566621_153,6L7D-rVd7
tch_20200710-155544_72,9dc57079-c502-11ea-89f8-0242ac110002,std_1594642561030_172,EkHT-F8ed
tch_20200710-155544_66,9fa70176-c502-11ea-89f8-0242ac110002,std_1594642564520_166,48MG-Ap6W
tch_20200710-155544_65,9d5d3854-c502-11ea-89f8-0242ac110002,std_1594642560684_165,ZC7y-RM7c
tch_20200710-155544_73,a04600ef-c502-11ea-af23-0242ac110002,std_1594642565042_173,FbGn-soTe
tch_20200710-155544_67,a1648fa2-c502-11ea-af23-0242ac110002,std_1594642567450_167,D42R-v4yX
tch_20200710-155544_52,a12675e7-c502-11ea-96b3-0242ac110002,std_1594642567006_152,6iT9-nzn2
tch_20200710-155544_68,a239e119-c502-11ea-96b3-0242ac110002,std_1594642568839_168,RTne-p8q7
tch_20200710-155544_60,a2076004-c502-11ea-96b3-0242ac110002,std_1594642568515_160,P8yt-k7z9
tch_20200710-155544_74,a28edf24-c502-11ea-acee-0242ac110002,std_1594642569058_174,pEkf-U9Qb
tch_20200710-155544_55,a4b3e27a-c502-11ea-96b3-0242ac110002,std_1594642572994_155,DrTh-6h4T
tch_20200710-155544_75,a4ed8f71-c502-11ea-acee-0242ac110002,std_1594642573068_175,AKct-639M
tch_20200710-155544_62,a7994e59-c502-11ea-acee-0242ac110002,std_1594642577819_162,on6Q-Rq4E
tch_20200710-155544_69,a6be7ebb-c502-11ea-acee-0242ac110002,std_1594642576417_169,6T9L-489M
tch_20200710-155544_54,a3e34b2f-c502-11ea-acee-0242ac110002,std_1594642571623_154,9feT-G62a
tch_20200710-155544_61,a6b0c3eb-c502-11ea-96b3-0242ac110002,std_1594642576296_161,fLTi-z846
tch_20200710-155544_76,a7589c0f-c502-11ea-af23-0242ac110002,std_1594642577080_176,s7U8-ra4b
tch_20200710-155544_63,a8dcf26d-c502-11ea-89f8-0242ac110002,std_1594642579951_163,236d-yUg2
tch_20200710-155544_70,a8621cdb-c502-11ea-af23-0242ac110002,std_1594642579168_170,6jgf-34sH
tch_20200710-155544_77,a9b9e4ea-c502-11ea-acee-0242ac110002,std_1594642581093_177,GFK9-H8Gt
tch_20200710-155544_64,aca2d438-c502-11ea-acee-0242ac110002,std_1594642586298_164,29D8-yDE2
tch_20200710-155544_57,a90cb544-c502-11ea-89f8-0242ac110002,std_1594642580283_157,43Fq-KgV3
tch_20200710-155544_56,a9f34494-c502-11ea-96b3-0242ac110002,std_1594642581801_156,9cCv-623b
tch_20200710-155544_78,ac1d01c7-c502-11ea-acee-0242ac110002,std_1594642585104_178,fJYp-394C
tch_20200710-155544_59,acbbb35d-c502-11ea-89f8-0242ac110002,std_1594642586454_159,kWvi-9d7x
tch_20200710-155544_71,aba7d24b-c502-11ea-89f8-0242ac110002,std_1594642584617_171,EaAU-BTJR
tch_20200710-155544_66,aeb07dbc-c502-11ea-96b3-0242ac110002,std_1594642589754_166,48MG-Ap6W
tch_20200710-155544_72,ae4fc0e3-c502-11ea-af23-0242ac110002,std_1594642589116_172,EkHT-F8ed
tch_20200710-155544_58,adaace2c-c502-11ea-89f8-0242ac110002,std_1594642588026_158,zKsK-EPYa
tch_20200710-155544_79,ae7ee6e0-c502-11ea-96b3-0242ac110002,std_1594642589115_179,7Amo-vyCg
tch_20200710-155544_80,b0e55f3e-c502-11ea-af23-0242ac110002,std_1594642593128_180,2zvF-s6o3
tch_20200710-155544_65,af2475d9-c502-11ea-96b3-0242ac110002,std_1594642590503_165,ZC7y-RM7c
tch_20200710-155544_73,af8e5b31-c502-11ea-af23-0242ac110002,std_1594642591212_173,FbGn-soTe
tch_20200710-155544_67,b1fee58b-c502-11ea-96b3-0242ac110002,std_1594642595295_167,D42R-v4yX
tch_20200710-155544_68,b2fa845e-c502-11ea-96b3-0242ac110002,std_1594642596933_168,RTne-p8q7
tch_20200710-155544_81,b34e9713-c502-11ea-acee-0242ac110002,std_1594642597139_181,6r4G-DQLw
tch_20200710-155544_60,b2fa5d4a-c502-11ea-96b3-0242ac110002,std_1594642596949_160,P8yt-k7z9
tch_20200710-155544_74,b364421a-c502-11ea-acee-0242ac110002,std_1594642597639_174,pEkf-U9Qb
tch_20200710-155544_61,b6484fd5-c502-11ea-acee-0242ac110002,std_1594642602483_161,fLTi-z846
tch_20200710-155544_75,b4c950bc-c502-11ea-89f8-0242ac110002,std_1594642599961_175,AKct-639M
tch_20200710-155544_62,b50ce8b8-c502-11ea-af23-0242ac110002,std_1594642600421_162,on6Q-Rq4E
tch_20200710-155544_69,b5e08d3f-c502-11ea-af23-0242ac110002,std_1594642601783_169,6T9L-489M
tch_20200710-155544_82,b5b006a1-c502-11ea-acee-0242ac110002,std_1594642601153_182,8vr7-XsY4
tch_20200710-155544_83,b81853f8-c502-11ea-acee-0242ac110002,std_1594642605164_183,v9vB-624Y
tch_20200710-155544_63,b9030299-c502-11ea-96b3-0242ac110002,std_1594642607064_163,236d-yUg2
tch_20200710-155544_64,ba95ff19-c502-11ea-96b3-0242ac110002,std_1594642609713_164,29D8-yDE2
tch_20200710-155544_76,b669936e-c502-11ea-af23-0242ac110002,std_1594642602708_176,s7U8-ra4b
tch_20200710-155544_77,b9fb93a7-c502-11ea-89f8-0242ac110002,std_1594642608684_177,GFK9-H8Gt
tch_20200710-155544_70,b9815a24-c502-11ea-af23-0242ac110002,std_1594642607880_170,6jgf-34sH
tch_20200710-155544_84,ba7ad5c0-c502-11ea-acee-0242ac110002,std_1594642609176_184,Poe3-e9w3
tch_20200710-155544_78,bc232e3b-c502-11ea-af23-0242ac110002,std_1594642612312_178,fJYp-394C
tch_20200710-155544_71,bd27a5ba-c502-11ea-89f8-0242ac110002,std_1594642613978_171,EaAU-BTJR
tch_20200710-155544_72,bd5e1f0f-c502-11ea-96b3-0242ac110002,std_1594642614318_172,EkHT-F8ed
tch_20200710-155544_66,bd292c86-c502-11ea-af23-0242ac110002,std_1594642614032_166,48MG-Ap6W
tch_20200710-155544_85,bcd93831-c502-11ea-af23-0242ac110002,std_1594642613187_185,uxry-73d6
tch_20200710-155544_80,bec836ff-c502-11ea-af23-0242ac110002,std_1594642616750_180,2zvF-s6o3
tch_20200710-155544_73,c0b4c3e4-c502-11ea-96b3-0242ac110002,std_1594642619974_173,FbGn-soTe
tch_20200710-155544_67,c1a2f520-c502-11ea-96b3-0242ac110002,std_1594642621484_167,D42R-v4yX
tch_20200710-155544_79,be37b6ab-c502-11ea-acee-0242ac110002,std_1594642615803_179,7Amo-vyCg
tch_20200710-155544_86,bf3db528-c502-11ea-96b3-0242ac110002,std_1594642617199_186,G93Z-H3XG
tch_20200710-155544_65,c008ccc1-c502-11ea-acee-0242ac110002,std_1594642618830_165,ZC7y-RM7c
tch_20200710-155544_68,c1b67d54-c502-11ea-acee-0242ac110002,std_1594642621660_168,RTne-p8q7
tch_20200710-155544_81,c2a4addf-c502-11ea-96b3-0242ac110002,std_1594642623208_181,6r4G-DQLw
tch_20200710-155544_87,c1a53f22-c502-11ea-89f8-0242ac110002,std_1594642621211_187,J7T8-HE39
tch_20200710-155544_75,c4d4fa85-c502-11ea-96b3-0242ac110002,std_1594642626895_175,AKct-639M
tch_20200710-155544_74,c451c170-c502-11ea-89f8-0242ac110002,std_1594642626034_174,pEkf-U9Qb
tch_20200710-155544_88,c40b4223-c502-11ea-89f8-0242ac110002,std_1594642625224_188,z6qk-EL2H
tch_20200710-155544_89,c66c8b3e-c502-11ea-af23-0242ac110002,std_1594642629236_189,3hvG-2WyL
tch_20200710-155544_82,c7277679-c502-11ea-89f8-0242ac110002,std_1594642630789_182,8vr7-XsY4
tch_20200710-155544_69,c723cd1e-c502-11ea-acee-0242ac110002,std_1594642630729_169,6T9L-489M
tch_20200710-155544_76,c8e5c804-c502-11ea-acee-0242ac110002,std_1594642633716_176,s7U8-ra4b
tch_20200710-155544_83,c75a9443-c502-11ea-acee-0242ac110002,std_1594642631061_183,v9vB-624Y
tch_20200710-155544_70,c97a194b-c502-11ea-89f8-0242ac110002,std_1594642634699_170,6jgf-34sH
tch_20200710-155544_90,c8d68643-c502-11ea-89f8-0242ac110002,std_1594642633249_190,Dd7z-YFts
tch_20200710-155544_84,caa0224d-c502-11ea-af23-0242ac110002,std_1594642636528_184,Poe3-e9w3
tch_20200710-155544_77,c97c3c38-c502-11ea-89f8-0242ac110002,std_1594642634684_177,GFK9-H8Gt
tch_20200710-155544_91,cb37a7fb-c502-11ea-89f8-0242ac110002,std_1594642637262_191,Wfs4-3G6W
tch_20200710-155544_78,cba8e022-c502-11ea-acee-0242ac110002,std_1594642638349_178,fJYp-394C
tch_20200710-155544_71,cc192ded-c502-11ea-96b3-0242ac110002,std_1594642639083_171,EaAU-BTJR
tch_20200710-155544_92,cd9c4b26-c502-11ea-96b3-0242ac110002,std_1594642641275_192,9rwf-md4b
tch_20200710-155544_80,ce5c3fa4-c502-11ea-96b3-0242ac110002,std_1594642642883_180,2zvF-s6o3
tch_20200710-155544_72,cd7dc6ad-c502-11ea-af23-0242ac110002,std_1594642641417_172,EkHT-F8ed
tch_20200710-155544_79,d032fc20-c502-11ea-96b3-0242ac110002,std_1594642645989_179,7Amo-vyCg
tch_20200710-155544_85,ce5317ef-c502-11ea-89f8-0242ac110002,std_1594642642809_185,uxry-73d6
tch_20200710-155544_86,d0c1807d-c502-11ea-acee-0242ac110002,std_1594642646900_186,G93Z-H3XG
tch_20200710-155544_73,cf680a77-c502-11ea-89f8-0242ac110002,std_1594642644638_173,FbGn-soTe
tch_20200710-155544_93,cffd6d4d-c502-11ea-acee-0242ac110002,std_1594642645288_193,caWD-Wk6k
tch_20200710-155544_75,d36f3b10-c502-11ea-96b3-0242ac110002,std_1594642651383_175,AKct-639M
tch_20200710-155544_87,d2129121-c502-11ea-96b3-0242ac110002,std_1594642649120_187,J7T8-HE39
tch_20200710-155544_94,d25e8e88-c502-11ea-af23-0242ac110002,std_1594642649302_194,87PX-6rci
tch_20200710-155544_81,d182ad7d-c502-11ea-af23-0242ac110002,std_1594642648163_181,6r4G-DQLw
tch_20200710-155544_88,d573be2f-c502-11ea-96b3-0242ac110002,std_1594642654775_188,z6qk-EL2H
tch_20200710-155544_89,d6322bd1-c502-11ea-acee-0242ac110002,std_1594642656035_189,3hvG-2WyL
tch_20200710-155544_74,d4e11a93-c502-11ea-acee-0242ac110002,std_1594642653832_174,pEkf-U9Qb
tch_20200710-155544_97,d9926d88-c502-11ea-96b3-0242ac110002,std_1594642661345_197,3V7C-6wju
tch_20200710-155544_95,d4c5a395-c502-11ea-89f8-0242ac110002,std_1594642653314_195,NQYD-peQ8
tch_20200710-155544_82,d7a0d6f8-c502-11ea-af23-0242ac110002,std_1594642658415_182,8vr7-XsY4
tch_20200710-155544_76,d8c90315-c502-11ea-89f8-0242ac110002,std_1594642660376_176,s7U8-ra4b
tch_20200710-155544_96,d72cb8c4-c502-11ea-acee-0242ac110002,std_1594642657330_196,7zfu-EdC4
tch_20200710-155544_90,d9719fc5-c502-11ea-96b3-0242ac110002,std_1594642661476_190,Dd7z-YFts
tch_20200710-155544_84,d9e150f4-c502-11ea-acee-0242ac110002,std_1594642662209_184,Poe3-e9w3
tch_20200710-155544_83,d8d42669-c502-11ea-96b3-0242ac110002,std_1594642660433_183,v9vB-624Y
tch_20200710-155544_91,da69e208-c502-11ea-89f8-0242ac110002,std_1594642663103_191,Wfs4-3G6W
tch_20200710-155544_77,da0a5d38-c502-11ea-acee-0242ac110002,std_1594642662463_177,GFK9-H8Gt
tch_20200710-155544_92,dcbbe8b3-c502-11ea-af23-0242ac110002,std_1594642667005_192,9rwf-md4b
tch_20200710-155544_78,db13dd52-c502-11ea-96b3-0242ac110002,std_1594642664218_178,fJYp-394C
tch_20200710-155544_98,dbf42b72-c502-11ea-89f8-0242ac110002,std_1594642665359_198,7VCY-7yGZ
tch_20200710-155544_80,dd14dd87-c502-11ea-af23-0242ac110002,std_1594642667569_180,2zvF-s6o3
tch_20200710-155544_79,deda8264-c502-11ea-acee-0242ac110002,std_1594642670556_179,7Amo-vyCg
tch_20200710-155544_100,e0cd2aba-c502-11ea-af23-0242ac110002,std_1594642673388_200,fmWs-2P2r
