col1,cvol2,col3
std_1593103240856_71,8a944620-029c-46bd-acc6-22cb440761a7,tch_20200625-211715_71
std_1593102996547_72,a7f6f57a-a6f0-4bc7-8cd7-fd3df4b8f3a5,tch_20200625-211715_72
std_1593102971821_71,91d0ea7c-0c57-4592-ba7e-4a09ac97f8de,tch_20200625-211715_71
std_1593103593748_74,ed19a85b-f56a-4f83-8e5f-ae01e87c1227,tch_20200625-211715_74
std_1593103558641_73,511342fb-be16-4bf0-acf5-3d2476ed203b,tch_20200625-211715_73
std_1593103592808_77,1be83d1a-0b44-4591-bb62-1c06e64b477a,tch_20200625-211715_77
std_1593102727506_72,80c6d742-d9b8-4e5d-82bf-ab5f422cb8f8,tch_20200625-211715_72
std_1593102706215_71,5fecba18-91e9-40ff-998f-c0156971a7f9,tch_20200625-211715_71
std_1593103582607_75,bfeb06c9-aa05-48c8-a9f8-7b31478d6d47,tch_20200625-211715_75
std_1593103299404_73,094d1409-6a1e-4e94-be04-cde1a53ea82f,tch_20200625-211715_73
std_1593103335415_74,4154838c-6c94-4547-823e-7afde284ecc4,tch_20200625-211715_74
std_1593103357481_77,0e782bb3-c269-4f4f-9aa1-50ec397a043c,tch_20200625-211715_77
std_1593103593932_76,1edf9b53-f4ae-4e23-94d7-308ea2589227,tch_20200625-211715_76
std_1593103346189_75,feff550c-3724-48cc-a20b-7aec411e4b77,tch_20200625-211715_75
std_1593103058188_74,1bc1d502-e2f5-468e-9a82-96ecb7825283,tch_20200625-211715_74
std_1593103032794_73,da675505-3c03-4cf1-be89-4ad1df027860,tch_20200625-211715_73
std_1593103133814_77,b6286d96-70e0-4d28-b15d-57b2f5f994ed,tch_20200625-211715_77
std_1593103313131_76,3fc32d09-c1b4-4be6-b503-ce83fc6dad45,tch_20200625-211715_76
std_1593102801490_74,246ed2e8-46ef-46f1-9ac4-1a313bdb2b85,tch_20200625-211715_74
std_1593103086529_75,cc2ca02b-67f6-4a5e-ada6-402ab3735b41,tch_20200625-211715_75
std_1593102766713_73,63d83538-9fe7-4515-88f1-e01ec181be18,tch_20200625-211715_73
std_1593102880659_77,73c35072-9cd4-43d9-98d9-20e7917f687a,tch_20200625-211715_77
std_1593103693840_78,6ab20896-64a5-45f8-a871-3c43bb39c45a,tch_20200625-211715_78
std_1593103088755_76,04a097fe-67be-4f1b-b963-e242215f3352,tch_20200625-211715_76
std_1593103678287_80,b54c3d72-1ce4-4930-8d5c-a15a38eb8312,tch_20200625-211715_80
std_1593102812525_75,620a1a6f-4937-46cd-9a44-1d3966c117ed,tch_20200625-211715_75
std_1593103424327_78,6c117c8b-43cc-4855-a40b-ee15b61a91a4,tch_20200625-211715_78
std_1593102850381_76,4804bf77-4dd3-4b1d-af2d-14f7639f1cb8,tch_20200625-211715_76
std_1593103428178_80,830e4ea6-68af-42f3-b04d-b33aa735a645,tch_20200625-211715_80
std_1593103191627_78,793dec3a-c0da-4f02-b137-dfc8b5fad9da,tch_20200625-211715_78
std_1593103757029_79,9778a48f-c22b-4f4e-a2fc-1d001f527c9c,tch_20200625-211715_79
std_1593103164790_80,bffef89e-2d66-47db-976a-49f680f3715d,tch_20200625-211715_80
std_1593102933810_78,bdd8cdae-ea58-4e81-8c21-b9cef3805e37,tch_20200625-211715_78
std_1593103473535_79,d9fc385c-0bfc-49c2-9045-c3987363c87a,tch_20200625-211715_79
std_1593102971135_80,4dde376b-3ab7-4364-82ae-6b51acd68d3e,tch_20200625-211715_80
std_1593103813351_81,944ee601-fee5-4c8a-9b3e-0624b089a314,tch_20200625-211715_81
std_1593103823876_82,80fc2be7-5de3-4e60-a341-63fc73c7ce44,tch_20200625-211715_82
std_1593103217633_79,2b1d9a58-44a2-4a22-9c7d-294acdb52971,tch_20200625-211715_79
std_1593103548829_81,4b03a17b-5c62-4770-adbb-ff5a1ddbdfd9,tch_20200625-211715_81
std_1593103875424_83,a8fbf1ac-c3ed-4acd-8f20-ae0d9bf94518,tch_20200625-211715_83
std_1593103570798_82,27996751-5085-40f7-a7be-8109c9cfc49d,tch_20200625-211715_82
std_1593102959325_79,a0135c4c-a675-4206-8b3e-e3a5d0e65895,tch_20200625-211715_79
std_1593103591867_83,ced856c3-069e-4bc2-9362-529c3815b282,tch_20200625-211715_83
std_1593103876562_84,fe273264-c58f-4321-ac27-452c9519ebe0,tch_20200625-211715_84
std_1593103269817_81,62b316bd-318d-4eba-a491-cf08ebcf58d9,tch_20200625-211715_81
std_1593103297692_82,0f34e7e1-e1bb-4ff4-93d5-6729f514d396,tch_20200625-211715_82
std_1593103894341_88,8c07a346-b3e3-4dfb-9762-9f283c232b8d,tch_20200625-211715_88
std_1593103641638_84,ec7fde00-84e2-4c3f-b901-2b5921cba3c3,tch_20200625-211715_84
std_1593103020423_81,35480867-e9d8-46b0-aee7-40a58d9c05fa,tch_20200625-211715_81
std_1593103339502_83,264e86c4-0a4d-4a89-be19-0eb705cc0387,tch_20200625-211715_83
std_1593103043397_82,4b1ac6dd-0bb6-41a3-84c2-e49b10ed6ac6,tch_20200625-211715_82
std_1593103692705_88,c0f16f80-3fee-4a08-9f3a-92c30a7d64eb,tch_20200625-211715_88
std_1593103910344_85,4c4a6116-1b50-4c90-ae55-8bcffeb246ad,tch_20200625-211715_85
std_1593103937872_86,93c22dee-e2df-404b-a166-0a2312b4f874,tch_20200625-211715_86
std_1593103974596_89,2204a964-2d40-42af-9fb4-236c7c104670,tch_20200625-211715_89
std_1593103370430_84,112a1e3a-1b5c-45ec-86ff-f89f77ab2a43,tch_20200625-211715_84
std_1593103082114_83,a3e846d4-2042-4596-ab53-3452a36cc489,tch_20200625-211715_83
std_1593103484629_88,70013e4d-2096-423d-a3d7-fdbba17eda7a,tch_20200625-211715_88
std_1593103674154_86,a697e552-ad77-483c-9413-479f5286be52,tch_20200625-211715_86
std_1593103652502_85,f91628ad-4205-4509-a06f-64ed49258bd7,tch_20200625-211715_85
std_1593103721803_89,ffab7b8c-4238-4eb1-8288-8c6f113a68f8,tch_20200625-211715_89
std_1593103082662_84,38d15ce9-1e7f-46bd-bbc7-8dc03dbbe68f,tch_20200625-211715_84
std_1593104061945_90,7e9e2a95-ee95-4138-819f-77ade84dd198,tch_20200625-211715_90
std_1593103223065_88,21939594-5f88-4ee4-8bab-3e5ad9c45780,tch_20200625-211715_88
std_1593103357056_85,76e85b38-a579-48b0-a162-aa56d142cded,tch_20200625-211715_85
std_1593103434838_86,97589c50-3b02-4269-8064-e77b88565de7,tch_20200625-211715_86
std_1593103507658_89,1acb7c65-4023-474b-9583-adc55084faad,tch_20200625-211715_89
std_1593103793904_90,b6e8dafa-ba11-4f2b-afaf-5d619fa34619,tch_20200625-211715_90
std_1593103131931_85,a937a96a-3433-4ded-8a1b-6f5104da3679,tch_20200625-211715_85
std_1593104044598_87,7a0ccac7-73bc-4b4b-a471-07fb8ff20eb9,tch_20200625-211715_87
std_1593103172040_86,324c286f-5b3d-41c3-9010-9e4024868a31,tch_20200625-211715_86
std_1593103250404_89,01eb0223-5cff-4976-b517-66f6cb5d3e59,tch_20200625-211715_89
std_1593103534761_90,8b2607bd-d9a8-4715-ac00-40db0daec0d6,tch_20200625-211715_90
std_1593103781430_87,e0180ed0-5029-4266-ac9f-08d0d3e62c92,tch_20200625-211715_87
std_1593103264661_90,0778adf0-f163-40a6-97b1-1a4004a2bdda,tch_20200625-211715_90
std_1593104191216_97,ef98aa3c-f141-4c3f-858a-4c52246ea64f,tch_20200625-211715_97
std_1593103491515_87,c5a96ae3-0579-4efa-abe8-a0e6b274a701,tch_20200625-211715_87
std_1593104107752_91,68a5539a-939c-430b-91f3-4614c64d116b,tch_20200625-211715_91
std_1593104165094_92,4d163d69-50c5-46a8-803f-313e30ba1787,tch_20200625-211715_92
std_1593103936116_97,cb8879f0-fe14-48fe-a61b-68a552f4c3cf,tch_20200625-211715_97
std_1593104187973_93,48e1129c-bb10-49f5-ad21-e10b68852da1,tch_20200625-211715_93
std_1593104168522_95,7107ef57-705f-46d8-8b37-ebca85b85794,tch_20200625-211715_95
std_1593103195447_87,6e3e71a0-2b19-4bc0-bfec-bb57be99c3fe,tch_20200625-211715_87
std_1593103821953_91,ae6dc3ce-a281-4a8f-adba-a4a03f2162fd,tch_20200625-211715_91
std_1593103887534_92,e8b898c8-d32b-46fc-8f22-2bf728481a14,tch_20200625-211715_92
std_1593103685701_97,8a331a15-1803-49d2-aa11-86370a954eeb,tch_20200625-211715_97
std_1593103929362_93,20e034d7-0733-47f3-8916-2d11422f1159,tch_20200625-211715_93
std_1593103924232_95,1f1597c2-1b88-416b-84f5-8dc942a32787,tch_20200625-211715_95
std_1593103587500_91,804220c7-e7a5-41be-bf9b-8af09b2a754f,tch_20200625-211715_91
std_1593103641219_92,ff271cdb-0968-4f14-996c-578ddc9a1d49,tch_20200625-211715_92
std_1593104243545_98,aceae1af-7a9e-47e3-bdc4-8bf9fce5d24f,tch_20200625-211715_98
std_1593103486053_97,1f5a803d-2345-45e5-92cf-bfe9d7e1ea28,tch_20200625-211715_97
std_1593103642623_93,fc020939-bbf6-4524-a8e7-ef761b2d3e1a,tch_20200625-211715_93
std_1593103671302_95,f350fcb4-dc69-4099-a758-64381a0f203c,tch_20200625-211715_95
std_1593104247997_96,eef6b3f7-a381-4d74-bf2a-d559cc974604,tch_20200625-211715_96
std_1593104244302_94,c4b51f56-cb7b-4dec-b172-671dcc9f944c,tch_20200625-211715_94
std_1593103317477_91,01e982fe-2d27-461e-b42d-55bbec42720c,tch_20200625-211715_91
std_1593103348202_92,5289ee0a-b4fb-47e2-8129-9d457efcfae7,tch_20200625-211715_92
std_1593103997135_98,5fc938e9-e2bc-44cf-9144-b2374135ff0b,tch_20200625-211715_98
std_1593103382186_93,358d7b60-ada1-4f67-bcd2-042035811fed,tch_20200625-211715_93
std_1593103424449_95,f6623b3f-7cad-45f9-8f79-56aae6f3e1aa,tch_20200625-211715_95
std_1593103953404_94,c94efd61-843f-423b-bdd1-196d56cbb4d0,tch_20200625-211715_94
std_1593103984464_96,d0aab82e-bd79-4212-a230-e6f3aea98d2c,tch_20200625-211715_96
std_1593103753337_98,c9018832-6f09-4af9-ad98-6e9c2b1f3c01,tch_20200625-211715_98
std_1593103676532_94,f651cad4-c5a9-4556-84bd-ca8ee3896de3,tch_20200625-211715_94
std_1593103726789_96,a9baa995-17a9-453d-a955-a38236d1bc83,tch_20200625-211715_96
std_1593103530910_98,3e036500-91bc-4549-8447-c07e758d263a,tch_20200625-211715_98
std_1593104395561_100,3519fc6a-9392-461d-bae2-3ed2bc364d83,tch_20200625-211715_100
std_1593103399359_94,558f6d81-a463-43c3-8312-bfa7698ae30f,tch_20200625-211715_94
std_1593103472979_96,2d5cf5e1-9482-46c7-a73b-17ea03f76e25,tch_20200625-211715_96
std_1593104334498_99,f067be2d-b3b1-4a06-861a-5540ee730e9f,tch_20200625-211715_99
std_1593104136094_100,c8b2a403-7e3c-4e55-a053-feda8bc2e6b5,tch_20200625-211715_100
std_1593104095293_99,b53d4faa-8d04-4581-9fd0-82087042e747,tch_20200625-211715_99
std_1593103881910_100,7f3b4ab0-5503-4be0-bb86-8060650a04a7,tch_20200625-211715_100
std_1593103832111_99,fa6fa8b5-c5b1-461f-9ee5-394988475c24,tch_20200625-211715_99
std_1593103590946_100,3dbda088-c5b4-40f2-9295-01b5603f0602,tch_20200625-211715_100
std_1593103558958_99,f19bff14-0607-4780-a593-9847c4bfc4f6,tch_20200625-211715_99
