tch,stduuid,stdextuserid,classttile,classcode,ap1,ap2,ap3,ap4,ap5
tch_20200625-211715_4,6cd5f1d1-b6fe-11ea-840b-0242ac110002,std_1593101460296_4,class_20200625-211715_4,k47s-vncW,adf5d569-eea8-490f-8b6a-f053b3e853d4,aca332d1-6b21-4d15-9fc2-9329f489663f,8fa5483b-728c-4d57-a154-736ac6dbce46,26f47c1c-9edb-4583-82ca-4f49aa2a04a9,e8d2eb9d-5b72-4cfa-8392-5eb0bc829049
tch_20200625-211715_16,64b9ad6b-b6fe-11ea-94cc-0242ac110002,std_1593101446672_16,class_20200625-211715_16,Wo3s-h2Ki,901a552c-edba-45f9-94ab-d5133f21b506,6b616553-86cc-449d-af05-e2c3b4528a60,c7290156-f4f4-4bcc-b2b6-5b53c0b6c423,55b2e2ae-8279-488d-8bb8-fab63f12c353,05831f21-5753-4c79-bd65-613973fe0727
tch_20200625-211715_29,60f41a2a-b6fe-11ea-94cc-0242ac110002,std_1593101440092_29,class_20200625-211715_29,sY9b-EbEh,67c1c6a3-2450-4676-bef5-e46a390ee83f,803d3ba4-c1d7-4d20-968a-0d9ca780cc5b,703e6b9e-c304-4df6-a5bb-8c58fb9e2e35,3ad2496e-4978-40d9-9bbf-47a76813a4de,ecadb689-7cb3-4c0c-9dc0-782c7c20e671
tch_20200625-211715_15,6c8f4b4c-b6fe-11ea-94cc-0242ac110002,std_1593101459820_15,class_20200625-211715_15,fLZv-6tq2,ffc9cb35-8d4a-4a8a-82d7-96d5225053a7,fa665dbd-1580-4270-9ef1-382bd8100b4b,d3ebf35d-b5c4-4240-a10c-8f84ae7f6965,326856cb-9dd2-41f2-ac86-c897354754e5,3ab4c31e-229a-4559-b8f5-42e489a40a6b
tch_20200625-211715_7,69cfb653-b6fe-11ea-94cc-0242ac110002,std_1593101455220_7,class_20200625-211715_7,qAqm-398E,8a472d25-0430-476c-a7c6-42e8c8082258,6c78fe96-a626-48b6-a355-de0640a334fa,967ed7f1-45bd-49ab-a7e2-fb066983c8ac,b403e19b-179c-4ceb-b0c9-bc097d24df06,365a3a8e-eaa3-4882-bb40-f1e13cbbbf4d
tch_20200625-211715_20,66afd87c-b6fe-11ea-94cc-0242ac110002,std_1593101449974_20,class_20200625-211715_20,76dr-nqa2,00d5b0d2-4239-4b3a-8c9c-3f5da68a2920,a0889448-e55e-4804-869b-0557ae6ef259,3d8e6602-18d7-46b5-8f96-91dac3468dfd,84525881-b4ac-4388-8ba2-ef6422a9272c,79fbdd16-2420-4f49-a021-0506fad03c04
tch_20200625-211715_2,6a2465b8-b6fe-11ea-94cc-0242ac110002,std_1593101455753_2,class_20200625-211715_2,Djt2-X69s,b868d65c-d3d0-414e-95f1-c5eaaf37a488,8ec6ce3b-df21-4a43-bf1d-219eafee63d2,fe0439b3-b0c4-457b-add8-a46d3191935f,4cc65cf4-c3c5-4146-a256-5a7bf6d160e5,9b6da82c-8304-45c1-bbd3-2b04fd00a50d
tch_20200625-211715_21,675d570f-b6fe-11ea-840b-0242ac110002,std_1593101451117_21,class_20200625-211715_21,yVgz-8anY,ab7d1200-4467-40b4-af09-c9dd8b7d2ef6,bc0ac4fa-734e-4649-86c2-3840a958c936,abec9f43-e890-4c77-a9d5-b0e8955c12bb,277c6173-338a-4c2e-901d-f49ae22c01a5,a1f2e5d7-1af5-4b43-964b-1c29d897e27a
tch_20200625-211715_10,6e8500d6-b6fe-11ea-840b-0242ac110002,std_1593101463090_10,class_20200625-211715_10,v8nD-Y2ew,2d9e8b62-0d94-4843-b43e-fad426a1696a,a0d39eb3-3aed-4f14-972b-ebc4dcd90144,635c0e12-6da8-4f4e-83e6-98a2deb64aa2,a21e12dd-35d0-43db-b43c-a8f260e0b002,4813e8e0-9627-4727-9ef4-2cce50bdfc57
tch_20200625-211715_8,748d0a33-b6fe-11ea-840b-0242ac110002,std_1593101473205_8,class_20200625-211715_8,NJeZ-6aDs,74ccb77c-5b61-438a-ac45-77076cb77463,b24267c2-89d7-48c6-a176-34b81c218f5f,794ce07f-8114-47a0-8d36-294554f508bc,6e077d19-44a3-4ae4-8104-44a2e167bf1c,2a51ce3c-e0ad-4752-a045-76759d5d2ae0
tch_20200625-211715_30,7261297c-b6fe-11ea-94cc-0242ac110002,std_1593101469325_30,class_20200625-211715_30,L3PT-3dVm,6c621a18-69d4-410d-a559-b2d74a077e8f,f420121d-7061-4d77-989e-14674d181141,92c42e4d-8eb3-4f8b-8eed-6554af45a9fd,505dc861-477d-4963-bb81-bbc48e2a149b,5a75eda5-8923-4e4b-a619-8256de358470
tch_20200625-211715_5,7801beb9-b6fe-11ea-94cc-0242ac110002,std_1593101479026_5,class_20200625-211715_5,2XhU-3msD,1ba8204c-b9e5-4988-a754-dddfca999cc3,c9e63d9b-06f5-4a68-80fb-c8c4eeded67e,a798559b-051f-437e-9dc5-3c6c8683adce,e33fa23f-86b4-4267-8dab-660684436596,c3d97b10-c6ec-449a-b16a-b6b56dbdd854
tch_20200625-211715_23,65387b2c-b6fe-11ea-94cc-0242ac110002,std_1593101447456_23,class_20200625-211715_23,tRe6-aAge,5b4a4534-8e2a-4fa5-9639-068e2fb29dcf,733727b9-4b82-4743-9ebb-bdbf7698bc54,eb860fea-6612-4c1c-89f6-3e613ebdf899,ab1db03e-9106-4983-87e3-eca34d1df6e1,d431bc54-79cb-460c-b3ff-240d2814a6be
tch_20200625-211715_18,714e3312-b6fe-11ea-94cc-0242ac110002,std_1593101467782_18,class_20200625-211715_18,4n93-4LQ6,2e5860da-3a96-496b-ab28-690c5519bf8b,56dec246-8455-4960-b620-d0c1e1b0a8b4,4ee8fe42-a158-4d74-8776-51ee75b4e3dd,d9805b83-c211-4779-b2ca-4f9a7a71bd53,39e0cde3-abeb-4c3c-ad93-2339e84cdc58
tch_20200625-211715_13,7213f3c5-b6fe-11ea-840b-0242ac110002,std_1593101469089_13,class_20200625-211715_13,3RG6-WRz2,b03ce482-f64b-4cac-9091-0d4e8f314cf8,6878e4c6-3d1c-4501-826b-d7c82f7137ae,e3849ae9-86cb-4222-81da-1b3b74ccd09a,43beed1c-06ed-4e82-b119-2b258a0e4fc6,83266152-c59d-4312-a5a9-c72407b582a9
tch_20200625-211715_9,6848c7bd-b6fe-11ea-840b-0242ac110002,std_1593101452649_9,class_20200625-211715_9,2TJe-fLmu,8c5cb9df-c5f2-49ca-828d-a599a9c3e7d6,8ec82744-25c3-44d1-85fb-a7a36c4b0789,3d30a4df-c067-43e4-953b-7b03833b198d,72b89a0b-e2f8-4f9b-aacb-76f97b67a722,fbabc867-ecd1-44a8-9b65-7b044ca5120c
tch_20200625-211715_6,752c092f-b6fe-11ea-840b-0242ac110002,std_1593101474227_6,class_20200625-211715_6,nx74-TrJ3,4927d54a-2bc6-4027-8122-77433f25923b,78b57cbd-68c6-480d-85c7-ceb70fba0645,aa99aa7b-d964-487a-9e44-b70576a7aabd,e693009a-1d59-434f-93c4-b61e46369f24,2d6e9a6a-a73d-4abb-a093-f7db7848e9ea
tch_20200625-211715_24,70e0f287-b6fe-11ea-94cc-0242ac110002,std_1593101467066_24,class_20200625-211715_24,HUT3-E6Lj,5eff2110-3d64-4d33-92cb-a4f4047fb254,e8c1c442-c895-4f70-b875-36a9ea0a4e3b,8392fc9f-3a85-4e43-96db-a3099ba87502,e2425920-9dee-4244-902e-69ffaacc84ab,130dfca6-aebf-4294-9c58-2a22dd1a0e8c
tch_20200625-211715_28,7a85d136-b6fe-11ea-840b-0242ac110002,std_1593101483246_28,class_20200625-211715_28,8X34-zMwg,bfc7aaf5-882b-495c-b18e-51a39c34d34e,a73ce245-b54b-4af6-b389-3fffebc311d0,ef906d30-6141-436d-b4cd-6cc5f4e2ac15,a63fe52c-9edd-4415-a53f-a909437bafeb,30f42ead-ddf7-45a5-899b-f4c32e4af237
tch_20200625-211715_3,76c0170c-b6fe-11ea-840b-0242ac110002,std_1593101476917_3,class_20200625-211715_3,UYdu-v4hu,48b63bf4-cb9a-434d-a49c-c13b617099ed,cbcc77c1-2a1e-41ae-a8d6-6e729b1d86bb,cf54d59e-b518-418e-96bd-d5b473257f00,1dd029bd-c36c-49ef-9caa-2cae0f92bfff,f9c9ccc2-c7d7-46f9-b1f9-b1d2becd857c
tch_20200625-211715_27,8321a55a-b6fe-11ea-840b-0242ac110002,std_1593101497697_27,class_20200625-211715_27,g7nh-36KA,5b48847d-ff32-45b0-a6fd-7ba7d232c158,33d6f694-dce2-456d-84c7-584f3b3b206d,537ea63b-340e-4804-8147-ae10ff8f6f35,550329bb-d683-408e-8a16-885f2bb46dc0,9f0b95fb-0ebd-4168-9442-4c08818c5ee1
tch_20200625-211715_26,78383799-b6fe-11ea-94cc-0242ac110002,std_1593101479394_26,class_20200625-211715_26,o2DU-Crt8,ae2b404a-396d-402d-97a9-0007a60b3a64,ff912e7e-e688-4ae3-8343-5f9a6f427c4f,50775062-53d5-4529-80b0-d9bda2203a08,c5bc9caa-a19e-4e7a-bc1f-9dbf1b9633fa,58db4e0c-b848-467a-bb5a-b2437baff373
tch_20200625-211715_22,727ceea5-b6fe-11ea-840b-0242ac110002,std_1593101469738_22,class_20200625-211715_22,c6DB-8We8,35945471-d358-4aa2-bb8e-06066e26e493,ed043100-fadd-44e5-b593-e546cf92f003,bc03095b-22c8-4aab-9688-c4d73d332612,0daf4213-4e0b-43b0-850c-27cbe6ecafd0,ef37b413-86e4-4f32-aa76-00da2e99eaa3
tch_20200625-211715_1,7f4a373f-b6fe-11ea-94cc-0242ac110002,std_1593101491201_1,class_20200625-211715_1,8AFA-3JFj,cb419c7e-a8ba-4d6d-a005-f43383aa0808,9f132e70-d882-4432-a336-6ed71e2195fc,8df5ab2d-64e5-4ca6-af9c-88f2e4205725,2db15032-daaa-43d6-b9c6-2434146fa60b,27a8128f-634f-41ae-8710-93cac9cb8dc7
tch_20200625-211715_14,78c7a705-b6fe-11ea-840b-0242ac110002,std_1593101480327_14,class_20200625-211715_14,42ZM-9t4o,d22e662b-3455-4b1b-8bce-b3d1ec5a598b,cf0090d6-e029-4d27-9e3e-c7f4f823f9a4,97d494f1-9db9-422a-aa41-8293c9636c1e,6493098c-9025-4b7f-99cf-7f8e24d35244,0966e8de-b214-4557-9fd8-53c531f6f239
tch_20200625-211715_16,85102e44-b6fe-11ea-840b-0242ac110002,std_1593101500929_16,class_20200625-211715_16,Wo3s-h2Ki,901a552c-edba-45f9-94ab-d5133f21b506,6b616553-86cc-449d-af05-e2c3b4528a60,c7290156-f4f4-4bcc-b2b6-5b53c0b6c423,55b2e2ae-8279-488d-8bb8-fab63f12c353,05831f21-5753-4c79-bd65-613973fe0727
tch_20200625-211715_4,843e86ef-b6fe-11ea-840b-0242ac110002,std_1593101499552_4,class_20200625-211715_4,k47s-vncW,adf5d569-eea8-490f-8b6a-f053b3e853d4,aca332d1-6b21-4d15-9fc2-9329f489663f,8fa5483b-728c-4d57-a154-736ac6dbce46,26f47c1c-9edb-4583-82ca-4f49aa2a04a9,e8d2eb9d-5b72-4cfa-8392-5eb0bc829049
tch_20200625-211715_11,7f8718e5-b6fe-11ea-94cc-0242ac110002,std_1593101491628_11,class_20200625-211715_11,gZsm-KmiA,25a726ee-87b2-4538-b674-4a3ab11b2e65,b4cd0013-34a9-496f-8057-2667c04552aa,b286e49e-2bbb-4949-87d2-01a62ef42491,360b7365-29a8-453b-8503-50a70a637180,cdf49a08-9b61-4b9f-a55e-c514e5f2d210
tch_20200625-211715_25,80266613-b6fe-11ea-94cc-0242ac110002,std_1593101492685_25,class_20200625-211715_25,98rG-ynju,fbdd4b0e-7129-466a-ab4f-e6022abac6a2,d4f2eb12-aa3b-43b0-9405-c41efbe6ec08,a52fb8f0-f184-428e-999a-169d0d09a613,c257f123-9d67-47c2-8cab-d21404528497,e7890e96-a1fb-436e-9703-cbc1844631ea
tch_20200625-211715_7,880775d5-b6fe-11ea-94cc-0242ac110002,std_1593101505901_7,class_20200625-211715_7,qAqm-398E,8a472d25-0430-476c-a7c6-42e8c8082258,6c78fe96-a626-48b6-a355-de0640a334fa,967ed7f1-45bd-49ab-a7e2-fb066983c8ac,b403e19b-179c-4ceb-b0c9-bc097d24df06,365a3a8e-eaa3-4882-bb40-f1e13cbbbf4d
tch_20200625-211715_19,7b697aaf-b6fe-11ea-94cc-0242ac110002,std_1593101484739_19,class_20200625-211715_19,K6Y4-y8h4,fdf0e1af-6db1-4b31-848c-3c7a7c04eac2,18eab775-7762-41f2-a107-f42c40236524,152ff952-91e3-412d-a669-50299c69774e,b76ca8e3-4036-4e93-bf89-060b9b6a0a56,3be4c6fb-36e2-463e-8e01-73a4dff387b2
tch_20200625-211715_17,7ca64024-b6fe-11ea-840b-0242ac110002,std_1593101486816_17,class_20200625-211715_17,Va92-kD9c,d3a7838e-dc66-4a08-a980-2fd8b7f9d33d,daa6be07-e849-4962-b177-7f847851cec2,d61cc6db-32e6-4c94-9a21-8074b33dc78c,cee7c0e1-c570-4f2e-a989-a1e0f89bce47,a0337d25-669b-4f4a-97dc-1b6cd5997273
tch_20200625-211715_12,8116ba80-b6fe-11ea-94cc-0242ac110002,std_1593101494268_12,class_20200625-211715_12,9Ew9-TDtc,b51191d7-2f1b-4153-99e9-67508120f42d,437acb6f-8931-4fe4-8fd8-0ca9a0543f14,c8518b3d-3a58-44cb-9c86-6ead21d2575d,6dd858ea-aafb-4303-8a43-b68ec13952d0,21bef07f-aeab-420d-b60e-5674887ca491
tch_20200625-211715_21,8a174320-b6fe-11ea-94cc-0242ac110002,std_1593101509360_21,class_20200625-211715_21,yVgz-8anY,ab7d1200-4467-40b4-af09-c9dd8b7d2ef6,bc0ac4fa-734e-4649-86c2-3840a958c936,abec9f43-e890-4c77-a9d5-b0e8955c12bb,277c6173-338a-4c2e-901d-f49ae22c01a5,a1f2e5d7-1af5-4b43-964b-1c29d897e27a
tch_20200625-211715_15,8732e7fa-b6fe-11ea-94cc-0242ac110002,std_1593101504460_15,class_20200625-211715_15,fLZv-6tq2,ffc9cb35-8d4a-4a8a-82d7-96d5225053a7,fa665dbd-1580-4270-9ef1-382bd8100b4b,d3ebf35d-b5c4-4240-a10c-8f84ae7f6965,326856cb-9dd2-41f2-ac86-c897354754e5,3ab4c31e-229a-4559-b8f5-42e489a40a6b
tch_20200625-211715_23,8e5c3fb3-b6fe-11ea-94cc-0242ac110002,std_1593101516517_23,class_20200625-211715_23,tRe6-aAge,5b4a4534-8e2a-4fa5-9639-068e2fb29dcf,733727b9-4b82-4743-9ebb-bdbf7698bc54,eb860fea-6612-4c1c-89f6-3e613ebdf899,ab1db03e-9106-4983-87e3-eca34d1df6e1,d431bc54-79cb-460c-b3ff-240d2814a6be
tch_20200625-211715_10,8add2b61-b6fe-11ea-840b-0242ac110002,std_1593101510664_10,class_20200625-211715_10,v8nD-Y2ew,2d9e8b62-0d94-4843-b43e-fad426a1696a,a0d39eb3-3aed-4f14-972b-ebc4dcd90144,635c0e12-6da8-4f4e-83e6-98a2deb64aa2,a21e12dd-35d0-43db-b43c-a8f260e0b002,4813e8e0-9627-4727-9ef4-2cce50bdfc57
tch_20200625-211715_18,8ed7b0da-b6fe-11ea-94cc-0242ac110002,std_1593101517315_18,class_20200625-211715_18,4n93-4LQ6,2e5860da-3a96-496b-ab28-690c5519bf8b,56dec246-8455-4960-b620-d0c1e1b0a8b4,4ee8fe42-a158-4d74-8776-51ee75b4e3dd,d9805b83-c211-4779-b2ca-4f9a7a71bd53,39e0cde3-abeb-4c3c-ad93-2339e84cdc58
tch_20200625-211715_20,88286ac3-b6fe-11ea-840b-0242ac110002,std_1593101506044_20,class_20200625-211715_20,76dr-nqa2,00d5b0d2-4239-4b3a-8c9c-3f5da68a2920,a0889448-e55e-4804-869b-0557ae6ef259,3d8e6602-18d7-46b5-8f96-91dac3468dfd,84525881-b4ac-4388-8ba2-ef6422a9272c,79fbdd16-2420-4f49-a021-0506fad03c04
tch_20200625-211715_29,852ae2a1-b6fe-11ea-840b-0242ac110002,std_1593101501083_29,class_20200625-211715_29,sY9b-EbEh,67c1c6a3-2450-4676-bef5-e46a390ee83f,803d3ba4-c1d7-4d20-968a-0d9ca780cc5b,703e6b9e-c304-4df6-a5bb-8c58fb9e2e35,3ad2496e-4978-40d9-9bbf-47a76813a4de,ecadb689-7cb3-4c0c-9dc0-782c7c20e671
tch_20200625-211715_2,88d6109b-b6fe-11ea-94cc-0242ac110002,std_1593101507263_2,class_20200625-211715_2,Djt2-X69s,b868d65c-d3d0-414e-95f1-c5eaaf37a488,8ec6ce3b-df21-4a43-bf1d-219eafee63d2,fe0439b3-b0c4-457b-add8-a46d3191935f,4cc65cf4-c3c5-4146-a256-5a7bf6d160e5,9b6da82c-8304-45c1-bbd3-2b04fd00a50d
tch_20200625-211715_26,983240ab-b6fe-11ea-94cc-0242ac110002,std_1593101533020_26,class_20200625-211715_26,o2DU-Crt8,ae2b404a-396d-402d-97a9-0007a60b3a64,ff912e7e-e688-4ae3-8343-5f9a6f427c4f,50775062-53d5-4529-80b0-d9bda2203a08,c5bc9caa-a19e-4e7a-bc1f-9dbf1b9633fa,58db4e0c-b848-467a-bb5a-b2437baff373
tch_20200625-211715_30,8c9f9b46-b6fe-11ea-840b-0242ac110002,std_1593101513636_30,class_20200625-211715_30,L3PT-3dVm,6c621a18-69d4-410d-a559-b2d74a077e8f,f420121d-7061-4d77-989e-14674d181141,92c42e4d-8eb3-4f8b-8eed-6554af45a9fd,505dc861-477d-4963-bb81-bbc48e2a149b,5a75eda5-8923-4e4b-a619-8256de358470
tch_20200625-211715_13,8f88b1b1-b6fe-11ea-840b-0242ac110002,std_1593101518513_13,class_20200625-211715_13,3RG6-WRz2,b03ce482-f64b-4cac-9091-0d4e8f314cf8,6878e4c6-3d1c-4501-826b-d7c82f7137ae,e3849ae9-86cb-4222-81da-1b3b74ccd09a,43beed1c-06ed-4e82-b119-2b258a0e4fc6,83266152-c59d-4312-a5a9-c72407b582a9
tch_20200625-211715_5,8e063003-b6fe-11ea-840b-0242ac110002,std_1593101515974_5,class_20200625-211715_5,2XhU-3msD,1ba8204c-b9e5-4988-a754-dddfca999cc3,c9e63d9b-06f5-4a68-80fb-c8c4eeded67e,a798559b-051f-437e-9dc5-3c6c8683adce,e33fa23f-86b4-4267-8dab-660684436596,c3d97b10-c6ec-449a-b16a-b6b56dbdd854
tch_20200625-211715_27,982fcfa1-b6fe-11ea-94cc-0242ac110002,std_1593101533010_27,class_20200625-211715_27,g7nh-36KA,5b48847d-ff32-45b0-a6fd-7ba7d232c158,33d6f694-dce2-456d-84c7-584f3b3b206d,537ea63b-340e-4804-8147-ae10ff8f6f35,550329bb-d683-408e-8a16-885f2bb46dc0,9f0b95fb-0ebd-4168-9442-4c08818c5ee1
tch_20200625-211715_8,8c4ebc27-b6fe-11ea-94cc-0242ac110002,std_1593101513089_8,class_20200625-211715_8,NJeZ-6aDs,74ccb77c-5b61-438a-ac45-77076cb77463,b24267c2-89d7-48c6-a176-34b81c218f5f,794ce07f-8114-47a0-8d36-294554f508bc,6e077d19-44a3-4ae4-8104-44a2e167bf1c,2a51ce3c-e0ad-4752-a045-76759d5d2ae0
tch_20200625-211715_24,9218d24c-b6fe-11ea-94cc-0242ac110002,std_1593101522777_24,class_20200625-211715_24,HUT3-E6Lj,5eff2110-3d64-4d33-92cb-a4f4047fb254,e8c1c442-c895-4f70-b875-36a9ea0a4e3b,8392fc9f-3a85-4e43-96db-a3099ba87502,e2425920-9dee-4244-902e-69ffaacc84ab,130dfca6-aebf-4294-9c58-2a22dd1a0e8c
tch_20200625-211715_31,92008fe7-b6fe-11ea-94cc-0242ac110002,std_1593101522361_31,class_20200625-211715_31,jgFu-6Fb9,9e8e6fb1-7340-49bf-abee-f64b9822df2b,8379da8d-62ab-4974-9219-638cfc5d1e12,c8d4efda-92ee-452d-a892-a426cf4f4133,64628b36-eec1-4c77-966d-0ca391e49373,066a21e6-f367-45a7-9276-6000dfe05630
tch_20200625-211715_9,9000798d-b6fe-11ea-94cc-0242ac110002,std_1593101519229_9,class_20200625-211715_9,2TJe-fLmu,8c5cb9df-c5f2-49ca-828d-a599a9c3e7d6,8ec82744-25c3-44d1-85fb-a7a36c4b0789,3d30a4df-c067-43e4-953b-7b03833b198d,72b89a0b-e2f8-4f9b-aacb-76f97b67a722,fbabc867-ecd1-44a8-9b65-7b044ca5120c
tch_20200625-211715_6,9169cd8f-b6fe-11ea-840b-0242ac110002,std_1593101521654_6,class_20200625-211715_6,nx74-TrJ3,4927d54a-2bc6-4027-8122-77433f25923b,78b57cbd-68c6-480d-85c7-ceb70fba0645,aa99aa7b-d964-487a-9e44-b70576a7aabd,e693009a-1d59-434f-93c4-b61e46369f24,2d6e9a6a-a73d-4abb-a093-f7db7848e9ea
tch_20200625-211715_16,9d6df979-b6fe-11ea-94cc-0242ac110002,std_1593101541808_16,class_20200625-211715_16,Wo3s-h2Ki,901a552c-edba-45f9-94ab-d5133f21b506,6b616553-86cc-449d-af05-e2c3b4528a60,c7290156-f4f4-4bcc-b2b6-5b53c0b6c423,55b2e2ae-8279-488d-8bb8-fab63f12c353,05831f21-5753-4c79-bd65-613973fe0727
tch_20200625-211715_3,928c2d65-b6fe-11ea-94cc-0242ac110002,std_1593101523563_3,class_20200625-211715_3,UYdu-v4hu,48b63bf4-cb9a-434d-a49c-c13b617099ed,cbcc77c1-2a1e-41ae-a8d6-6e729b1d86bb,cf54d59e-b518-418e-96bd-d5b473257f00,1dd029bd-c36c-49ef-9caa-2cae0f92bfff,f9c9ccc2-c7d7-46f9-b1f9-b1d2becd857c
tch_20200625-211715_4,9d6ce875-b6fe-11ea-840b-0242ac110002,std_1593101541819_4,class_20200625-211715_4,k47s-vncW,adf5d569-eea8-490f-8b6a-f053b3e853d4,aca332d1-6b21-4d15-9fc2-9329f489663f,8fa5483b-728c-4d57-a154-736ac6dbce46,26f47c1c-9edb-4583-82ca-4f49aa2a04a9,e8d2eb9d-5b72-4cfa-8392-5eb0bc829049
tch_20200625-211715_7,a12d242b-b6fe-11ea-94cc-0242ac110002,std_1593101548100_7,class_20200625-211715_7,qAqm-398E,8a472d25-0430-476c-a7c6-42e8c8082258,6c78fe96-a626-48b6-a355-de0640a334fa,967ed7f1-45bd-49ab-a7e2-fb066983c8ac,b403e19b-179c-4ceb-b0c9-bc097d24df06,365a3a8e-eaa3-4882-bb40-f1e13cbbbf4d
tch_20200625-211715_22,98e4534c-b6fe-11ea-840b-0242ac110002,std_1593101534209_22,class_20200625-211715_22,c6DB-8We8,35945471-d358-4aa2-bb8e-06066e26e493,ed043100-fadd-44e5-b593-e546cf92f003,bc03095b-22c8-4aab-9688-c4d73d332612,0daf4213-4e0b-43b0-850c-27cbe6ecafd0,ef37b413-86e4-4f32-aa76-00da2e99eaa3
tch_20200625-211715_28,92294d75-b6fe-11ea-94cc-0242ac110002,std_1593101522912_28,class_20200625-211715_28,8X34-zMwg,bfc7aaf5-882b-495c-b18e-51a39c34d34e,a73ce245-b54b-4af6-b389-3fffebc311d0,ef906d30-6141-436d-b4cd-6cc5f4e2ac15,a63fe52c-9edd-4415-a53f-a909437bafeb,30f42ead-ddf7-45a5-899b-f4c32e4af237
tch_20200625-211715_10,a72e0296-b6fe-11ea-840b-0242ac110002,std_1593101558158_10,class_20200625-211715_10,v8nD-Y2ew,2d9e8b62-0d94-4843-b43e-fad426a1696a,a0d39eb3-3aed-4f14-972b-ebc4dcd90144,635c0e12-6da8-4f4e-83e6-98a2deb64aa2,a21e12dd-35d0-43db-b43c-a8f260e0b002,4813e8e0-9627-4727-9ef4-2cce50bdfc57
tch_20200625-211715_18,a7ec2274-b6fe-11ea-840b-0242ac110002,std_1593101559422_18,class_20200625-211715_18,4n93-4LQ6,2e5860da-3a96-496b-ab28-690c5519bf8b,56dec246-8455-4960-b620-d0c1e1b0a8b4,4ee8fe42-a158-4d74-8776-51ee75b4e3dd,d9805b83-c211-4779-b2ca-4f9a7a71bd53,39e0cde3-abeb-4c3c-ad93-2339e84cdc58
tch_20200625-211715_12,a3c69464-b6fe-11ea-840b-0242ac110002,std_1593101552479_12,class_20200625-211715_12,9Ew9-TDtc,b51191d7-2f1b-4153-99e9-67508120f42d,437acb6f-8931-4fe4-8fd8-0ca9a0543f14,c8518b3d-3a58-44cb-9c86-6ead21d2575d,6dd858ea-aafb-4303-8a43-b68ec13952d0,21bef07f-aeab-420d-b60e-5674887ca491
tch_20200625-211715_14,9c11ebb8-b6fe-11ea-94cc-0242ac110002,std_1593101539535_14,class_20200625-211715_14,42ZM-9t4o,d22e662b-3455-4b1b-8bce-b3d1ec5a598b,cf0090d6-e029-4d27-9e3e-c7f4f823f9a4,97d494f1-9db9-422a-aa41-8293c9636c1e,6493098c-9025-4b7f-99cf-7f8e24d35244,0966e8de-b214-4557-9fd8-53c531f6f239
tch_20200625-211715_25,9ea39354-b6fe-11ea-840b-0242ac110002,std_1593101543836_25,class_20200625-211715_25,98rG-ynju,fbdd4b0e-7129-466a-ab4f-e6022abac6a2,d4f2eb12-aa3b-43b0-9405-c41efbe6ec08,a52fb8f0-f184-428e-999a-169d0d09a613,c257f123-9d67-47c2-8cab-d21404528497,e7890e96-a1fb-436e-9703-cbc1844631ea
tch_20200625-211715_29,aa675ba9-b6fe-11ea-840b-0242ac110002,std_1593101563597_29,class_20200625-211715_29,sY9b-EbEh,67c1c6a3-2450-4676-bef5-e46a390ee83f,803d3ba4-c1d7-4d20-968a-0d9ca780cc5b,703e6b9e-c304-4df6-a5bb-8c58fb9e2e35,3ad2496e-4978-40d9-9bbf-47a76813a4de,ecadb689-7cb3-4c0c-9dc0-782c7c20e671
tch_20200625-211715_32,a7f067a7-b6fe-11ea-94cc-0242ac110002,std_1593101559178_32,class_20200625-211715_32,EVg2-4LqA,f96e76d7-514d-43be-9212-2bf36acda01d,73161d61-c5e3-4881-837b-c0bd20ef50a3,5d4fb56b-a892-4ff0-9165-4c9699ff29aa,e3037c10-72a2-48b0-87d4-86ceed4a4887,26e1980f-0aa6-4187-aeb9-4ce70e3b67c3
tch_20200625-211715_33,a4acae9c-b6fe-11ea-94cc-0242ac110002,std_1593101553687_33,class_20200625-211715_33,aFdw-gXp7,e22857c6-38ba-4c23-b4e5-737f04f2a934,bb5f091b-2033-4654-bc66-24ad20f6bdac,8c17ddd0-b657-479d-ab57-f20ef8fd3c98,d2bfc70e-4836-4ce3-8e14-9afb5835b685,ce5b59b7-74ad-48b5-aaca-004ee97b4a1b
tch_20200625-211715_11,9e4965d3-b6fe-11ea-94cc-0242ac110002,std_1593101543247_11,class_20200625-211715_11,gZsm-KmiA,25a726ee-87b2-4538-b674-4a3ab11b2e65,b4cd0013-34a9-496f-8057-2667c04552aa,b286e49e-2bbb-4949-87d2-01a62ef42491,360b7365-29a8-453b-8503-50a70a637180,cdf49a08-9b61-4b9f-a55e-c514e5f2d210
tch_20200625-211715_1,9be1b4cd-b6fe-11ea-840b-0242ac110002,std_1593101539188_1,class_20200625-211715_1,8AFA-3JFj,cb419c7e-a8ba-4d6d-a005-f43383aa0808,9f132e70-d882-4432-a336-6ed71e2195fc,8df5ab2d-64e5-4ca6-af9c-88f2e4205725,2db15032-daaa-43d6-b9c6-2434146fa60b,27a8128f-634f-41ae-8710-93cac9cb8dc7
tch_20200625-211715_19,a16b8d84-b6fe-11ea-94cc-0242ac110002,std_1593101548504_19,class_20200625-211715_19,K6Y4-y8h4,fdf0e1af-6db1-4b31-848c-3c7a7c04eac2,18eab775-7762-41f2-a107-f42c40236524,152ff952-91e3-412d-a669-50299c69774e,b76ca8e3-4036-4e93-bf89-060b9b6a0a56,3be4c6fb-36e2-463e-8e01-73a4dff387b2
