extuserid,studentuserid1,stdextid,classcode
tch_20201214-123839_20,c7040b6d-3f70-11eb-a47c-0242ac110003,std_1608103919518_320,Qp9d-M64s
tch_20201214-123839_9,c7ee4474-3f70-11eb-90a7-0242ac110003,std_1608103921038_309,sHpG-wmTC
tch_20201214-123839_7,c71ff77f-3f70-11eb-a47c-0242ac110003,std_1608103919704_307,HJcx-YctT
tch_20201214-123839_21,c6aa5288-3f70-11eb-a47c-0242ac110003,std_1608103918935_321,hg4M-KgnM
tch_20201214-123839_14,c85e1ceb-3f70-11eb-90a7-0242ac110003,std_1608103921778_314,k2QM-m4vp
tch_20201214-123839_22,c9e07700-3f70-11eb-a47c-0242ac110003,std_1608103924288_322,fnzM-YrRk
tch_20201214-123839_28,c9460be9-3f70-11eb-a47c-0242ac110003,std_1608103922928_328,4kot-4gvc
tch_20201214-123839_23,cc5680a9-3f70-11eb-90a7-0242ac110003,std_1608103928426_323,ojcU-BnC8
tch_20201214-123839_10,cca6c396-3f70-11eb-90a7-0242ac110003,std_1608103928960_310,68yE-z6dc
tch_20201214-123839_15,caaffbd5-3f70-11eb-a47c-0242ac110003,std_1608103925641_315,2834-nXLE
tch_20201214-123839_29,cba66a89-3f70-11eb-a47c-0242ac110003,std_1608103926945_329,27tR-kzZe
tch_20201214-123839_16,cc3c41d7-3f70-11eb-a47c-0242ac110003,std_1608103928261_316,8iP8-wLi3
tch_20201214-123839_8,cb03e881-3f70-11eb-90a7-0242ac110003,std_1608103926206_308,3i4j-26Wo
tch_20201214-123839_30,ce0a7171-3f70-11eb-90a7-0242ac110003,std_1608103930958_330,ANub-9M2h
tch_20201214-123839_24,cfcc6ca6-3f70-11eb-90a7-0242ac110003,std_1608103934239_324,u64C-LxyM
tch_20201214-123839_18,cfa29e64-3f70-11eb-a47c-0242ac110003,std_1608103933969_318,xpMq-trmN
tch_20201214-123839_25,d25ed7fb-3f70-11eb-a47c-0242ac110003,std_1608103938564_325,746H-B6Vz
tch_20201214-123839_17,ceb8da15-3f70-11eb-a47c-0242ac110003,std_1608103932429_317,d3Qt-WeUb
tch_20201214-123839_31,d072234e-3f70-11eb-90a7-0242ac110003,std_1608103934972_331,We3i-Udb7
tch_20201214-123839_32,d2d03719-3f70-11eb-90a7-0242ac110003,std_1608103938989_332,Hu6s-X8Zv
tch_20201214-123839_11,d162766b-3f70-11eb-90a7-0242ac110003,std_1608103936873_311,R862-9Nf9
tch_20201214-123839_12,d1ff794e-3f70-11eb-a47c-0242ac110003,std_1608103937944_312,683b-gWPR
tch_20201214-123839_19,d4125470-3f70-11eb-a47c-0242ac110003,std_1608103941400_319,Z63b-3i2g
tch_20201214-123839_13,d3373656-3f70-11eb-a47c-0242ac110003,std_1608103939983_313,3h2H-GjmV
tch_20201214-123839_33,d538abe6-3f70-11eb-90a7-0242ac110003,std_1608103943006_333,V4Cc-iHCP
tch_20201214-123839_26,d5636567-3f70-11eb-a47c-0242ac110003,std_1608103943621_326,846j-9FKz
tch_20201214-123839_27,d555a95b-3f70-11eb-a47c-0242ac110003,std_1608103943493_327,2piN-Ad8D
tch_20201214-123839_20,d65ce0b3-3f70-11eb-90a7-0242ac110003,std_1608103945256_320,Qp9d-M64s
tch_20201214-123839_21,d792c7f5-3f70-11eb-a47c-0242ac110003,std_1608103947270_321,hg4M-KgnM
tch_20201214-123839_34,d79d014f-3f70-11eb-90a7-0242ac110003,std_1608103947019_334,aQpH-KvE3
tch_20201214-123839_14,d8e5d5b3-3f70-11eb-a47c-0242ac110003,std_1608103949513_314,k2QM-m4vp
tch_20201214-123839_23,daa55f4d-3f70-11eb-90a7-0242ac110003,std_1608103952457_323,ojcU-BnC8
tch_20201214-123839_15,dc29dd1a-3f70-11eb-90a7-0242ac110003,std_1608103954976_315,2834-nXLE
tch_20201214-123839_28,d983747a-3f70-11eb-90a7-0242ac110003,std_1608103950510_328,4kot-4gvc
tch_20201214-123839_22,d957aa4b-3f70-11eb-a47c-0242ac110003,std_1608103950255_322,fnzM-YrRk
tch_20201214-123839_35,da01a550-3f70-11eb-a47c-0242ac110003,std_1608103951044_335,9beR-r7Gt
tch_20201214-123839_29,dc74c7ea-3f70-11eb-90a7-0242ac110003,std_1608103955470_329,27tR-kzZe
tch_20201214-123839_16,dcbbbc27-3f70-11eb-90a7-0242ac110003,std_1608103955894_316,8iP8-wLi3
tch_20201214-123839_30,de07281a-3f70-11eb-90a7-0242ac110003,std_1608103958090_330,ANub-9M2h
tch_20201214-123839_36,dc633ca7-3f70-11eb-a47c-0242ac110003,std_1608103955063_336,Kkx3-7HE7
tch_20201214-123839_37,dece21c6-3f70-11eb-a47c-0242ac110003,std_1608103959081_337,W6oQ-pTgP
tch_20201214-123839_25,e02378fc-3f70-11eb-90a7-0242ac110003,std_1608103961610_325,746H-B6Vz
tch_20201214-123839_32,e0c62109-3f70-11eb-a47c-0242ac110003,std_1608103962733_332,Hu6s-X8Zv
tch_20201214-123839_18,dfed4d39-3f70-11eb-a47c-0242ac110003,std_1608103961266_318,xpMq-trmN
tch_20201214-123839_31,e05b29e7-3f70-11eb-a47c-0242ac110003,std_1608103961970_331,We3i-Udb7
tch_20201214-123839_38,e1311777-3f70-11eb-90a7-0242ac110003,std_1608103963097_338,mRJn-96oW
tch_20201214-123839_24,dfadfaa1-3f70-11eb-a47c-0242ac110003,std_1608103960863_324,u64C-LxyM
tch_20201214-123839_17,e03d4217-3f70-11eb-a47c-0242ac110003,std_1608103961839_317,d3Qt-WeUb
tch_20201214-123839_19,e4f7bcd7-3f70-11eb-a47c-0242ac110003,std_1608103969771_319,Z63b-3i2g
tch_20201214-123839_40,e5fe3025-3f70-11eb-90a7-0242ac110003,std_1608103971132_340,a8dV-JV69
tch_20201214-123839_39,e396a662-3f70-11eb-a47c-0242ac110003,std_1608103967117_339,jnL8-h47M
tch_20201214-123839_33,e5a45061-3f70-11eb-90a7-0242ac110003,std_1608103970893_333,V4Cc-iHCP
tch_20201214-123839_26,e6457224-3f70-11eb-90a7-0242ac110003,std_1608103971946_326,846j-9FKz
tch_20201214-123839_21,e79aa270-3f70-11eb-a47c-0242ac110003,std_1608103974110_321,hg4M-KgnM
tch_20201214-123839_20,e7538768-3f70-11eb-a47c-0242ac110003,std_1608103973714_320,Qp9d-M64s
tch_20201214-123839_34,e83c60ee-3f70-11eb-90a7-0242ac110003,std_1608103975219_334,aQpH-KvE3
tch_20201214-123839_27,e697fee9-3f70-11eb-90a7-0242ac110003,std_1608103972480_327,2piN-Ad8D
tch_20201214-123839_35,ea6fe1e8-3f70-11eb-a47c-0242ac110003,std_1608103978916_335,9beR-r7Gt
tch_20201214-123839_41,e863e59e-3f70-11eb-a47c-0242ac110003,std_1608103975156_341,f2ft-2s4b
tch_20201214-123839_28,e99adf71-3f70-11eb-90a7-0242ac110003,std_1608103977538_328,4kot-4gvc
tch_20201214-123839_22,e9c1c86d-3f70-11eb-a47c-0242ac110003,std_1608103977732_322,fnzM-YrRk
tch_20201214-123839_42,eace0786-3f70-11eb-90a7-0242ac110003,std_1608103979164_342,cA8r-bGz7
tch_20201214-123839_23,e903f66e-3f70-11eb-a47c-0242ac110003,std_1608103975908_323,ojcU-BnC8
tch_20201214-123839_43,ed2ba761-3f70-11eb-90a7-0242ac110003,std_1608103983183_343,Q3cV-HDLE
tch_20201214-123839_25,ef03744c-3f70-11eb-a47c-0242ac110003,std_1608103986463_325,746H-B6Vz
tch_20201214-123839_29,ec029070-3f70-11eb-a47c-0242ac110003,std_1608103981579_329,27tR-kzZe
tch_20201214-123839_31,f002bbb9-3f70-11eb-a47c-0242ac110003,std_1608103988305_331,We3i-Udb7
tch_20201214-123839_32,ef35324d-3f70-11eb-a47c-0242ac110003,std_1608103986945_332,Hu6s-X8Zv
tch_20201214-123839_30,ed630acc-3f70-11eb-90a7-0242ac110003,std_1608103983848_330,ANub-9M2h
tch_20201214-123839_36,ee82d2f4-3f70-11eb-90a7-0242ac110003,std_1608103985705_336,Kkx3-7HE7
tch_20201214-123839_44,ef8d1641-3f70-11eb-a47c-0242ac110003,std_1608103987199_344,wTbL-g9Wk
tch_20201214-123839_37,eebb47e8-3f70-11eb-a47c-0242ac110003,std_1608103986138_337,W6oQ-pTgP
tch_20201214-123839_38,f08c8511-3f70-11eb-a47c-0242ac110003,std_1608103989159_338,mRJn-96oW
tch_20201214-123839_39,f3d34c04-3f70-11eb-a47c-0242ac110003,std_1608103994056_339,jnL8-h47M
tch_20201214-123839_45,f1f27e17-3f70-11eb-a47c-0242ac110003,std_1608103991217_345,X9A6-Wka3
tch_20201214-123839_24,f169782c-3f70-11eb-a47c-0242ac110003,std_1608103990630_324,u64C-LxyM
tch_20201214-123839_33,f5bb6d1a-3f70-11eb-a47c-0242ac110003,std_1608103997896_333,V4Cc-iHCP
tch_20201214-123839_47,f6bc3b08-3f70-11eb-a47c-0242ac110003,std_1608103999250_347,DE23-s3ia
tch_20201214-123839_46,f469713a-3f70-11eb-a47c-0242ac110003,std_1608103995233_346,aZCf-7Ume
tch_20201214-123839_40,f36b62b0-3f70-11eb-a47c-0242ac110003,std_1608103994006_340,a8dV-JV69
tch_20201214-123839_26,f6732474-3f70-11eb-90a7-0242ac110003,std_1608103999084_326,846j-9FKz
tch_20201214-123839_28,f8f7d2b7-3f70-11eb-90a7-0242ac110003,std_1608104003301_328,4kot-4gvc
tch_20201214-123839_48,f91fa684-3f70-11eb-a47c-0242ac110003,std_1608104003266_348,tj9P-3z24
tch_20201214-123839_35,f80f4801-3f70-11eb-90a7-0242ac110003,std_1608104001784_335,9beR-r7Gt
tch_20201214-123839_34,f76943e3-3f70-11eb-a47c-0242ac110003,std_1608104000694_334,aQpH-KvE3
tch_20201214-123839_27,f7eeeec2-3f70-11eb-a47c-0242ac110003,std_1608104001569_327,2piN-Ad8D
tch_20201214-123839_42,f94f6904-3f70-11eb-90a7-0242ac110003,std_1608104003876_342,cA8r-bGz7
tch_20201214-123839_41,f8e5354a-3f70-11eb-a47c-0242ac110003,std_1608104003108_341,f2ft-2s4b
tch_20201214-123839_49,fb8730fe-3f70-11eb-90a7-0242ac110003,std_1608104007280_349,pxc3-b6pM
tch_20201214-123839_43,fd2a58d4-3f70-11eb-90a7-0242ac110003,std_1608104010304_343,Q3cV-HDLE
tch_20201214-123839_31,fe641203-3f70-11eb-a47c-0242ac110003,std_1608104012395_331,We3i-Udb7
tch_20201214-123839_29,fd67625c-3f70-11eb-a47c-0242ac110003,std_1608104010754_329,27tR-kzZe
tch_20201214-123839_50,fdebd4d6-3f70-11eb-a47c-0242ac110003,std_1608104011294_350,z7pn-wH9C
tch_20201214-123839_51,0056e160-3f71-11eb-a47c-0242ac110003,std_1608104015311_351,Ybxw-c7zC
tch_20201214-123839_36,ff1ba168-3f70-11eb-a47c-0242ac110003,std_1608104013616_336,Kkx3-7HE7
tch_20201214-123839_44,003b1b6f-3f71-11eb-a47c-0242ac110003,std_1608104015480_344,wTbL-g9Wk
tch_20201214-123839_38,00f236d8-3f71-11eb-90a7-0242ac110003,std_1608104016716_338,mRJn-96oW
tch_20201214-123839_32,fe997984-3f70-11eb-a47c-0242ac110003,std_1608104012752_332,Hu6s-X8Zv
tch_20201214-123839_37,005b265f-3f71-11eb-a47c-0242ac110003,std_1608104015684_337,W6oQ-pTgP
tch_20201214-123839_30,fef925a9-3f70-11eb-a47c-0242ac110003,std_1608104013382_330,ANub-9M2h
tch_20201214-123839_45,01de6b8a-3f71-11eb-a47c-0242ac110003,std_1608104018261_345,X9A6-Wka3
tch_20201214-123839_39,01500e13-3f71-11eb-a47c-0242ac110003,std_1608104017295_339,jnL8-h47M
tch_20201214-123839_52,02ba9a90-3f71-11eb-a47c-0242ac110003,std_1608104019329_352,KWY4-qR23
tch_20201214-123839_33,0473e313-3f71-11eb-90a7-0242ac110003,std_1608104022560_333,V4Cc-iHCP
tch_20201214-123839_53,051ec8f4-3f71-11eb-90a7-0242ac110003,std_1608104023345_353,tUKE-ts3v
tch_20201214-123839_54,0782d086-3f71-11eb-90a7-0242ac110003,std_1608104027365_354,Qsrh-jf4U
tch_20201214-123839_40,06057fd7-3f71-11eb-90a7-0242ac110003,std_1608104025218_340,a8dV-JV69
tch_20201214-123839_46,05b033dd-3f71-11eb-a47c-0242ac110003,std_1608104024567_346,aZCf-7Ume
tch_20201214-123839_47,059b2502-3f71-11eb-a47c-0242ac110003,std_1608104024536_347,DE23-s3ia
tch_20201214-123839_35,09371084-3f71-11eb-90a7-0242ac110003,std_1608104030564_335,9beR-r7Gt
tch_20201214-123839_55,09ee2c14-3f71-11eb-90a7-0242ac110003,std_1608104031422_355,4fdh-CYj2
tch_20201214-123839_49,0b067905-3f71-11eb-a47c-0242ac110003,std_1608104033613_349,pxc3-b6pM
tch_20201214-123839_48,089b4564-3f71-11eb-90a7-0242ac110003,std_1608104029515_348,tj9P-3z24
tch_20201214-123839_43,0c21fb60-3f71-11eb-a47c-0242ac110003,std_1608104035468_343,Q3cV-HDLE
tch_20201214-123839_42,0a49922a-3f71-11eb-90a7-0242ac110003,std_1608104032364_342,cA8r-bGz7
tch_20201214-123839_34,095ee440-3f71-11eb-a47c-0242ac110003,std_1608104030843_334,aQpH-KvE3
tch_20201214-123839_41,0adf906d-3f71-11eb-90a7-0242ac110003,std_1608104033339_341,f2ft-2s4b
tch_20201214-123839_56,0c4cb587-3f71-11eb-a47c-0242ac110003,std_1608104035440_356,a96g-smRr
tch_20201214-123839_51,0ee2c957-3f71-11eb-a47c-0242ac110003,std_1608104040077_351,Ybxw-c7zC
tch_20201214-123839_57,0eb2dfdd-3f71-11eb-90a7-0242ac110003,std_1608104039455_357,cv8F-q7QG
tch_20201214-123839_44,0f8300af-3f71-11eb-90a7-0242ac110003,std_1608104041140_344,wTbL-g9Wk
tch_20201214-123839_50,0e83dffb-3f71-11eb-90a7-0242ac110003,std_1608104039461_350,z7pn-wH9C
tch_20201214-123839_36,0f5ba303-3f71-11eb-a47c-0242ac110003,std_1608104040873_336,Kkx3-7HE7
tch_20201214-123839_37,10c23767-3f71-11eb-a47c-0242ac110003,std_1608104043222_337,W6oQ-pTgP
tch_20201214-123839_58,111c654b-3f71-11eb-a47c-0242ac110003,std_1608104043471_358,84u7-267n
tch_20201214-123839_38,0fd9d370-3f71-11eb-a47c-0242ac110003,std_1608104041689_338,mRJn-96oW
tch_20201214-123839_45,11ce77e4-3f71-11eb-90a7-0242ac110003,std_1608104044996_345,X9A6-Wka3
tch_20201214-123839_39,1219d817-3f71-11eb-a47c-0242ac110003,std_1608104045499_339,jnL8-h47M
tch_20201214-123839_52,12ebf573-3f71-11eb-a47c-0242ac110003,std_1608104046853_352,KWY4-qR23
tch_20201214-123839_59,13817ede-3f71-11eb-90a7-0242ac110003,std_1608104047489_359,mM8V-H9w3
tch_20201214-123839_54,1571b5c0-3f71-11eb-90a7-0242ac110003,std_1608104051073_354,Qsrh-jf4U
tch_20201214-123839_47,16bb9b76-3f71-11eb-90a7-0242ac110003,std_1608104053245_347,DE23-s3ia
tch_20201214-123839_53,148d980a-3f71-11eb-a47c-0242ac110003,std_1608104049568_353,tUKE-ts3v
tch_20201214-123839_40,15baa5ca-3f71-11eb-a47c-0242ac110003,std_1608104051477_340,a8dV-JV69
tch_20201214-123839_61,184a0319-3f71-11eb-a47c-0242ac110003,std_1608104055516_361,PT3o-DURc
tch_20201214-123839_48,19b2e297-3f71-11eb-a47c-0242ac110003,std_1608104058227_348,tj9P-3z24
tch_20201214-123839_55,193303d1-3f71-11eb-a47c-0242ac110003,std_1608104057400_355,4fdh-CYj2
tch_20201214-123839_46,16ad1c01-3f71-11eb-a47c-0242ac110003,std_1608104053140_346,aZCf-7Ume
tch_20201214-123839_49,196006db-3f71-11eb-a47c-0242ac110003,std_1608104057676_349,pxc3-b6pM
tch_20201214-123839_60,15e73498-3f71-11eb-a47c-0242ac110003,std_1608104051502_360,JqfW-3qk2
tch_20201214-123839_62,1aa6698a-3f71-11eb-a47c-0242ac110003,std_1608104059531_362,cPrV-AH68
tch_20201214-123839_41,1b2b0348-3f71-11eb-90a7-0242ac110003,std_1608104060686_341,f2ft-2s4b
tch_20201214-123839_42,1a6c950b-3f71-11eb-90a7-0242ac110003,std_1608104059405_342,cA8r-bGz7
tch_20201214-123839_43,1a64f3c9-3f71-11eb-90a7-0242ac110003,std_1608104059382_343,Q3cV-HDLE
tch_20201214-123839_56,1c5ad091-3f71-11eb-90a7-0242ac110003,std_1608104062654_356,a96g-smRr
tch_20201214-123839_63,1d1594c2-3f71-11eb-a47c-0242ac110003,std_1608104063547_363,6atw-8oWZ
tch_20201214-123839_51,1d15bbd6-3f71-11eb-a47c-0242ac110003,std_1608104063910_351,Ybxw-c7zC
tch_20201214-123839_57,1d1b3a55-3f71-11eb-a47c-0242ac110003,std_1608104063951_357,cv8F-q7QG
tch_20201214-123839_64,1f75a581-3f71-11eb-a47c-0242ac110003,std_1608104067560_364,atUy-hrBs
tch_20201214-123839_44,1e7dd800-3f71-11eb-a47c-0242ac110003,std_1608104066267_344,wTbL-g9Wk
tch_20201214-123839_50,1f7e311e-3f71-11eb-a47c-0242ac110003,std_1608104067926_350,z7pn-wH9C
tch_20201214-123839_52,2328256e-3f71-11eb-90a7-0242ac110003,std_1608104074108_352,KWY4-qR23
tch_20201214-123839_58,20d2eaf1-3f71-11eb-90a7-0242ac110003,std_1608104070170_358,84u7-267n
tch_20201214-123839_65,21d73b8b-3f71-11eb-90a7-0242ac110003,std_1608104071576_365,MAe7-n49A
tch_20201214-123839_45,227920bb-3f71-11eb-90a7-0242ac110003,std_1608104072947_345,X9A6-Wka3
tch_20201214-123839_59,23878401-3f71-11eb-a47c-0242ac110003,std_1608104074716_359,mM8V-H9w3
tch_20201214-123839_54,2528ff2a-3f71-11eb-90a7-0242ac110003,std_1608104077462_354,Qsrh-jf4U
tch_20201214-123839_53,256a9c1c-3f71-11eb-a47c-0242ac110003,std_1608104077875_353,tUKE-ts3v
tch_20201214-123839_61,2683acbe-3f71-11eb-90a7-0242ac110003,std_1608104079723_361,PT3o-DURc
tch_20201214-123839_46,27758743-3f71-11eb-90a7-0242ac110003,std_1608104081303_346,aZCf-7Ume
tch_20201214-123839_66,243c7bc6-3f71-11eb-a47c-0242ac110003,std_1608104075589_366,JHxo-iTwd
tch_20201214-123839_67,269e39b1-3f71-11eb-a47c-0242ac110003,std_1608104079600_367,7yHs-Rx4r
tch_20201214-123839_47,2540cd28-3f71-11eb-a47c-0242ac110003,std_1608104077633_347,DE23-s3ia
tch_20201214-123839_48,271628e5-3f71-11eb-a47c-0242ac110003,std_1608104080699_348,tj9P-3z24
tch_20201214-123839_49,27c0c0ff-3f71-11eb-a47c-0242ac110003,std_1608104081802_349,pxc3-b6pM
tch_20201214-123839_60,280f2f1e-3f71-11eb-90a7-0242ac110003,std_1608104082309_360,JqfW-3qk2
tch_20201214-123839_55,27638575-3f71-11eb-90a7-0242ac110003,std_1608104081203_355,4fdh-CYj2
tch_20201214-123839_68,2903c7c8-3f71-11eb-a47c-0242ac110003,std_1608104083616_368,j3x7-FBtU
tch_20201214-123839_62,28d11f62-3f71-11eb-90a7-0242ac110003,std_1608104083606_362,cPrV-AH68
tch_20201214-123839_69,2b6a4059-3f71-11eb-a47c-0242ac110003,std_1608104087631_369,Exj8-o82n
tch_20201214-123839_56,2c6457d3-3f71-11eb-a47c-0242ac110003,std_1608104089602_356,a96g-smRr
tch_20201214-123839_51,2ddaf233-3f71-11eb-90a7-0242ac110003,std_1608104092059_351,Ybxw-c7zC
tch_20201214-123839_57,2e649511-3f71-11eb-90a7-0242ac110003,std_1608104092952_357,cv8F-q7QG
tch_20201214-123839_63,2d6770b6-3f71-11eb-90a7-0242ac110003,std_1608104091289_363,6atw-8oWZ
tch_20201214-123839_70,2dcbb04d-3f71-11eb-a47c-0242ac110003,std_1608104091651_370,Xrus-ypYN
tch_20201214-123839_64,2e81e16f-3f71-11eb-90a7-0242ac110003,std_1608104093150_364,atUy-hrBs
tch_20201214-123839_50,3055b6f8-3f71-11eb-a47c-0242ac110003,std_1608104096216_350,z7pn-wH9C
tch_20201214-123839_52,305d093f-3f71-11eb-a47c-0242ac110003,std_1608104096270_352,KWY4-qR23
tch_20201214-123839_58,3135dd8e-3f71-11eb-a47c-0242ac110003,std_1608104097679_358,84u7-267n
tch_20201214-123839_59,3320bd22-3f71-11eb-a47c-0242ac110003,std_1608104100881_359,mM8V-H9w3
tch_20201214-123839_71,3035ab42-3f71-11eb-a47c-0242ac110003,std_1608104095667_371,uLqe-3HNQ
tch_20201214-123839_53,34074cdb-3f71-11eb-90a7-0242ac110003,std_1608104102372_353,tUKE-ts3v
tch_20201214-123839_72,32985359-3f71-11eb-90a7-0242ac110003,std_1608104099685_372,7Kfd-mRdN
tch_20201214-123839_65,326bc577-3f71-11eb-a47c-0242ac110003,std_1608104099701_365,MAe7-n49A
tch_20201214-123839_73,35075790-3f71-11eb-90a7-0242ac110003,std_1608104103702_373,72T7-B2nq
tch_20201214-123839_54,33ee4667-3f71-11eb-a47c-0242ac110003,std_1608104102234_354,Qsrh-jf4U
tch_20201214-123839_61,349bebe1-3f71-11eb-90a7-0242ac110003,std_1608104103336_361,PT3o-DURc
tch_20201214-123839_66,35c85e21-3f71-11eb-90a7-0242ac110003,std_1608104105329_366,JHxo-iTwd
tch_20201214-123839_74,3761266a-3f71-11eb-a47c-0242ac110003,std_1608104107714_374,26Dk-bN3o
tch_20201214-123839_55,382141b5-3f71-11eb-a47c-0242ac110003,std_1608104109218_355,4fdh-CYj2
tch_20201214-123839_67,35fba2ce-3f71-11eb-90a7-0242ac110003,std_1608104105622_367,7yHs-Rx4r
tch_20201214-123839_60,37b1b725-3f71-11eb-90a7-0242ac110003,std_1608104108550_360,JqfW-3qk2
tch_20201214-123839_75,39c618b7-3f71-11eb-90a7-0242ac110003,std_1608104111729_375,Fqsw-7v4W
tch_20201214-123839_68,39a98ff1-3f71-11eb-a47c-0242ac110003,std_1608104111845_368,j3x7-FBtU
tch_20201214-123839_62,3a7f0828-3f71-11eb-a47c-0242ac110003,std_1608104113261_362,cPrV-AH68
tch_20201214-123839_56,3b3f23f8-3f71-11eb-90a7-0242ac110003,std_1608104114491_356,a96g-smRr
tch_20201214-123839_69,3b0db375-3f71-11eb-a47c-0242ac110003,std_1608104114176_369,Exj8-o82n
tch_20201214-123839_57,3ca5df7f-3f71-11eb-a47c-0242ac110003,std_1608104116867_357,cv8F-q7QG
tch_20201214-123839_63,3d3945fd-3f71-11eb-90a7-0242ac110003,std_1608104117808_363,6atw-8oWZ
tch_20201214-123839_64,3e96172c-3f71-11eb-a47c-0242ac110003,std_1608104120134_364,atUy-hrBs
tch_20201214-123839_70,3dd8932c-3f71-11eb-90a7-0242ac110003,std_1608104118870_370,Xrus-ypYN
tch_20201214-123839_76,3c2abbfd-3f71-11eb-a47c-0242ac110003,std_1608104115743_376,386T-E92t
tch_20201214-123839_77,3e91d10b-3f71-11eb-90a7-0242ac110003,std_1608104119761_377,976M-T7Aw
tch_20201214-123839_73,42f26c48-3f71-11eb-a47c-0242ac110003,std_1608104127425_373,72T7-B2nq
tch_20201214-123839_71,4144bc4e-3f71-11eb-90a7-0242ac110003,std_1608104124623_371,uLqe-3HNQ
tch_20201214-123839_72,425ae6c2-3f71-11eb-90a7-0242ac110003,std_1608104126410_372,7Kfd-mRdN
tch_20201214-123839_78,40f738df-3f71-11eb-a47c-0242ac110003,std_1608104123775_378,F7pL-FvqV
tch_20201214-123839_58,410ae810-3f71-11eb-90a7-0242ac110003,std_1608104124238_358,84u7-267n
tch_20201214-123839_59,41221964-3f71-11eb-90a7-0242ac110003,std_1608104124397_359,mM8V-H9w3
tch_20201214-123839_61,439192ac-3f71-11eb-90a7-0242ac110003,std_1608104128475_361,PT3o-DURc
tch_20201214-123839_65,42723fa4-3f71-11eb-90a7-0242ac110003,std_1608104126559_365,MAe7-n49A
tch_20201214-123839_79,43596b0c-3f71-11eb-90a7-0242ac110003,std_1608104127791_379,7qnw-49cq
tch_20201214-123839_74,452cf2fe-3f71-11eb-90a7-0242ac110003,std_1608104131169_374,26Dk-bN3o
tch_20201214-123839_80,45be0f48-3f71-11eb-a47c-0242ac110003,std_1608104131802_380,jZYc-M4CV
tch_20201214-123839_66,44bea090-3f71-11eb-a47c-0242ac110003,std_1608104130426_366,JHxo-iTwd
tch_20201214-123839_81,4824d5cd-3f71-11eb-a47c-0242ac110003,std_1608104135818_381,DPM2-QHNx
tch_20201214-123839_82,4a87f34f-3f71-11eb-90a7-0242ac110003,std_1608104139834_382,yzPk-jkYn
tch_20201214-123839_67,47cd1979-3f71-11eb-90a7-0242ac110003,std_1608104135575_367,7yHs-Rx4r
tch_20201214-123839_68,497f5cce-3f71-11eb-90a7-0242ac110003,std_1608104138424_368,j3x7-FBtU
tch_20201214-123839_62,49cfedd1-3f71-11eb-90a7-0242ac110003,std_1608104138937_362,cPrV-AH68
tch_20201214-123839_64,4cd7fd9c-3f71-11eb-90a7-0242ac110003,std_1608104144040_364,atUy-hrBs
tch_20201214-123839_63,4c49eeaa-3f71-11eb-90a7-0242ac110003,std_1608104143110_363,6atw-8oWZ
tch_20201214-123839_60,493b76b2-3f71-11eb-90a7-0242ac110003,std_1608104137968_360,JqfW-3qk2
tch_20201214-123839_75,495dcb4e-3f71-11eb-90a7-0242ac110003,std_1608104138213_375,Fqsw-7v4W
tch_20201214-123839_77,4de799a5-3f71-11eb-a47c-0242ac110003,std_1608104145749_377,976M-T7Aw
tch_20201214-123839_69,4ba5e68f-3f71-11eb-90a7-0242ac110003,std_1608104142024_369,Exj8-o82n
tch_20201214-123839_83,4ceae9b5-3f71-11eb-90a7-0242ac110003,std_1608104143848_383,7Rz3-YFq9
tch_20201214-123839_70,4d69690e-3f71-11eb-90a7-0242ac110003,std_1608104144998_370,Xrus-ypYN
tch_20201214-123839_85,51b7b3d5-3f71-11eb-90a7-0242ac110003,std_1608104151881_385,XvdQ-328z
tch_20201214-123839_76,4db6289a-3f71-11eb-a47c-0242ac110003,std_1608104145481_376,386T-E92t
tch_20201214-123839_84,4f54bdf6-3f71-11eb-a47c-0242ac110003,std_1608104147860_384,24t4-YKri
tch_20201214-123839_73,5078cb42-3f71-11eb-a47c-0242ac110003,std_1608104150081_373,72T7-B2nq
tch_20201214-123839_72,5103319c-3f71-11eb-a47c-0242ac110003,std_1608104150995_372,7Kfd-mRdN
tch_20201214-123839_65,5371e75a-3f71-11eb-a47c-0242ac110003,std_1608104155117_365,MAe7-n49A
tch_20201214-123839_78,51630405-3f71-11eb-a47c-0242ac110003,std_1608104151644_378,F7pL-FvqV
tch_20201214-123839_71,50e6f6aa-3f71-11eb-a47c-0242ac110003,std_1608104150847_371,uLqe-3HNQ
tch_20201214-123839_86,541ea200-3f71-11eb-a47c-0242ac110003,std_1608104155905_386,vfd9-3dZf
tch_20201214-123839_79,543fbe31-3f71-11eb-a47c-0242ac110003,std_1608104156447_379,7qnw-49cq
tch_20201214-123839_74,555e9c70-3f71-11eb-90a7-0242ac110003,std_1608104158342_374,26Dk-bN3o
tch_20201214-123839_66,56271c00-3f71-11eb-90a7-0242ac110003,std_1608104159658_366,JHxo-iTwd
tch_20201214-123839_87,567fc311-3f71-11eb-90a7-0242ac110003,std_1608104159925_387,Tz3N-9eir
tch_20201214-123839_81,579ccc33-3f71-11eb-90a7-0242ac110003,std_1608104162111_381,DPM2-QHNx
tch_20201214-123839_82,582d25c0-3f71-11eb-a47c-0242ac110003,std_1608104163041_382,yzPk-jkYn
tch_20201214-123839_68,594acacd-3f71-11eb-a47c-0242ac110003,std_1608104164889_368,j3x7-FBtU
