tchextid,stduserid,extuserid,groupid
tch_20201213-012833_24,0869ade4-3cb6-11eb-a47c-0242ac110003,std_1607803809464_24,c97ad44a-6cdd-4c88-8821-bad20b1ba024
tch_20201213-012833_23,d48672aa-3cb5-11eb-90a7-0242ac110003,std_1607803722401_23,3179cda7-bfc6-43c0-8e47-0daca41d92a6
tch_20201213-012833_20,7870134b-3cb5-11eb-90a7-0242ac110003,std_1607803567900_20,2110f965-deeb-402f-bb06-a83dab08519a
tch_20201213-012833_22,bc4334b7-3cb5-11eb-90a7-0242ac110003,std_1607803681702_22,b64c7d08-fc67-421e-9780-a4ead49d1527
tch_20201213-012833_24,01768146-3cb6-11eb-a47c-0242ac110003,std_1607803797788_24,c97ad44a-6cdd-4c88-8821-bad20b1ba024
tch_20201213-012833_20,72322cdf-3cb5-11eb-a47c-0242ac110003,std_1607803557151_20,2110f965-deeb-402f-bb06-a83dab08519a
tch_20201213-012833_23,cde84396-3cb5-11eb-a47c-0242ac110003,std_1607803711311_23,3179cda7-bfc6-43c0-8e47-0daca41d92a6
tch_20201213-012833_22,b546df92-3cb5-11eb-a47c-0242ac110003,std_1607803669967_22,b64c7d08-fc67-421e-9780-a4ead49d1527
tch_20201213-012833_24,fb2aded9-3cb5-11eb-90a7-0242ac110003,std_1607803787233_24,c97ad44a-6cdd-4c88-8821-bad20b1ba024
tch_20201213-012833_25,1e270460-3cb6-11eb-90a7-0242ac110003,std_1607803845929_25,27cb6d5f-3314-4e0d-b7d7-9badc992b38f
tch_20201213-012833_22,aff3cec7-3cb5-11eb-a47c-0242ac110003,std_1607803660992_22,b64c7d08-fc67-421e-9780-a4ead49d1527
tch_20201213-012833_21,95b05317-3cb5-11eb-90a7-0242ac110003,std_1607803616950_21,ae6aa295-b34a-43d9-82fc-3e275adb0236
tch_20201213-012833_25,16dbcd09-3cb6-11eb-90a7-0242ac110003,std_1607803833693_25,27cb6d5f-3314-4e0d-b7d7-9badc992b38f
tch_20201213-012833_22,aab7046d-3cb5-11eb-a47c-0242ac110003,std_1607803652244_22,b64c7d08-fc67-421e-9780-a4ead49d1527
tch_20201213-012833_21,90463784-3cb5-11eb-a47c-0242ac110003,std_1607803607916_21,ae6aa295-b34a-43d9-82fc-3e275adb0236
tch_20201213-012833_25,11055a6c-3cb6-11eb-a47c-0242ac110003,std_1607803823914_25,27cb6d5f-3314-4e0d-b7d7-9badc992b38f
tch_20201213-012833_23,c87c5285-3cb5-11eb-90a7-0242ac110003,std_1607803702181_23,d423310f-6a5c-4cef-ad69-5653b3418d48
tch_20201213-012833_21,8b3893a2-3cb5-11eb-90a7-0242ac110003,std_1607803599404_21,ae6aa295-b34a-43d9-82fc-3e275adb0236
tch_20201213-012833_25,0aefbc80-3cb6-11eb-90a7-0242ac110003,std_1607803813673_25,27cb6d5f-3314-4e0d-b7d7-9badc992b38f
tch_20201213-012833_24,f50032a7-3cb5-11eb-a47c-0242ac110003,std_1607803776900_24,fe9e94c6-16a0-43ae-aaa9-966606a9cf8c
tch_20201213-012833_23,c2702b23-3cb5-11eb-a47c-0242ac110003,std_1607803692031_23,d423310f-6a5c-4cef-ad69-5653b3418d48
tch_20201213-012833_21,853014cd-3cb5-11eb-90a7-0242ac110003,std_1607803589310_21,ae6aa295-b34a-43d9-82fc-3e275adb0236
tch_20201213-012833_24,edf2ee1e-3cb5-11eb-a47c-0242ac110003,std_1607803765070_24,fe9e94c6-16a0-43ae-aaa9-966606a9cf8c
tch_20201213-012833_25,05879cc1-3cb6-11eb-90a7-0242ac110003,std_1607803804584_25,27cb6d5f-3314-4e0d-b7d7-9badc992b38f
tch_20201213-012833_23,bd6d0e54-3cb5-11eb-90a7-0242ac110003,std_1607803683644_23,d423310f-6a5c-4cef-ad69-5653b3418d48
tch_20201213-012833_21,7fad1aa3-3cb5-11eb-90a7-0242ac110003,std_1607803579748_21,ae6aa295-b34a-43d9-82fc-3e275adb0236
tch_20201213-012833_24,e6e6bb68-3cb5-11eb-90a7-0242ac110003,std_1607803753206_24,fe9e94c6-16a0-43ae-aaa9-966606a9cf8c
tch_20201213-012833_22,a3a9e706-3cb5-11eb-a47c-0242ac110003,std_1607803640445_22,d11ea6ff-46d4-4818-8c70-8252f2ccf5aa
tch_20201213-012833_23,b8f62c36-3cb5-11eb-a47c-0242ac110003,std_1607803676141_23,d423310f-6a5c-4cef-ad69-5653b3418d48
tch_20201213-012833_24,e27ea657-3cb5-11eb-90a7-0242ac110003,std_1607803745793_24,fe9e94c6-16a0-43ae-aaa9-966606a9cf8c
tch_20201213-012833_26,2ad887b7-3cb6-11eb-90a7-0242ac110003,std_1607803867188_26,21cbb0e0-b957-489a-96f6-1f3710e7c4be
tch_20201213-012833_23,b3ce70b8-3cb5-11eb-a47c-0242ac110003,std_1607803667491_23,d423310f-6a5c-4cef-ad69-5653b3418d48
tch_20201213-012833_22,9d0ffd47-3cb5-11eb-a47c-0242ac110003,std_1607803629359_22,d11ea6ff-46d4-4818-8c70-8252f2ccf5aa
tch_20201213-012833_24,dcbfb3c9-3cb5-11eb-a47c-0242ac110003,std_1607803736195_24,fe9e94c6-16a0-43ae-aaa9-966606a9cf8c
tch_20201213-012833_26,26594182-3cb6-11eb-90a7-0242ac110003,std_1607803859687_26,21cbb0e0-b957-489a-96f6-1f3710e7c4be
tch_20201213-012833_22,97753562-3cb5-11eb-a47c-0242ac110003,std_1607803619955_22,d11ea6ff-46d4-4818-8c70-8252f2ccf5aa
tch_20201213-012833_25,0077613a-3cb6-11eb-a47c-0242ac110003,std_1607803796095_25,19153919-20a0-45fe-af48-1cb3228f37d7
tch_20201213-012833_26,200cdba9-3cb6-11eb-a47c-0242ac110003,std_1607803849094_26,21cbb0e0-b957-489a-96f6-1f3710e7c4be
tch_20201213-012833_22,92b5629e-3cb5-11eb-a47c-0242ac110003,std_1607803611949_22,d11ea6ff-46d4-4818-8c70-8252f2ccf5aa
tch_20201213-012833_25,f92c77b7-3cb5-11eb-90a7-0242ac110003,std_1607803783867_25,19153919-20a0-45fe-af48-1cb3228f37d7
tch_20201213-012833_26,18e0014b-3cb6-11eb-90a7-0242ac110003,std_1607803837053_26,21cbb0e0-b957-489a-96f6-1f3710e7c4be
tch_20201213-012833_25,f4580b66-3cb5-11eb-90a7-0242ac110003,std_1607803775749_25,19153919-20a0-45fe-af48-1cb3228f37d7
tch_20201213-012833_22,8ce1892e-3cb5-11eb-a47c-0242ac110003,std_1607803601932_22,d11ea6ff-46d4-4818-8c70-8252f2ccf5aa
tch_20201213-012833_26,12c27434-3cb6-11eb-a47c-0242ac110003,std_1607803826809_26,21cbb0e0-b957-489a-96f6-1f3710e7c4be
tch_20201213-012833_23,ad808472-3cb5-11eb-90a7-0242ac110003,std_1607803656903_23,b0005c3c-94a1-4edd-be3d-a803916aeccd
tch_20201213-012833_25,ef854dcf-3cb5-11eb-90a7-0242ac110003,std_1607803767681_25,19153919-20a0-45fe-af48-1cb3228f37d7
tch_20201213-012833_24,d5d97ec6-3cb5-11eb-a47c-0242ac110003,std_1607803724643_24,1407e87f-994d-4d56-a17f-8d80d3e5144d
tch_20201213-012833_23,a6c5f434-3cb5-11eb-a47c-0242ac110003,std_1607803645659_23,b0005c3c-94a1-4edd-be3d-a803916aeccd
tch_20201213-012833_25,eaeb53a5-3cb5-11eb-90a7-0242ac110003,std_1607803759968_25,19153919-20a0-45fe-af48-1cb3228f37d7
tch_20201213-012833_24,cea949b5-3cb5-11eb-a47c-0242ac110003,std_1607803712543_24,1407e87f-994d-4d56-a17f-8d80d3e5144d
tch_20201213-012833_27,3559e411-3cb6-11eb-90a7-0242ac110003,std_1607803884852_27,db190be8-e013-44d9-9e8d-c0c689cb9199
tch_20201213-012833_23,a09309ec-3cb5-11eb-90a7-0242ac110003,std_1607803635234_23,b0005c3c-94a1-4edd-be3d-a803916aeccd
tch_20201213-012833_24,c8eec443-3cb5-11eb-90a7-0242ac110003,std_1607803702945_24,1407e87f-994d-4d56-a17f-8d80d3e5144d
tch_20201213-012833_27,2f0a71fc-3cb6-11eb-90a7-0242ac110003,std_1607803874246_27,db190be8-e013-44d9-9e8d-c0c689cb9199
tch_20201213-012833_23,9a334321-3cb5-11eb-90a7-0242ac110003,std_1607803624518_23,b0005c3c-94a1-4edd-be3d-a803916aeccd
tch_20201213-012833_26,0da05e1d-3cb6-11eb-a47c-0242ac110003,std_1607803818179_26,2849284e-abc6-4c9f-87e0-0161c279a0f8
tch_20201213-012833_24,c35903b3-3cb5-11eb-a47c-0242ac110003,std_1607803693594_24,1407e87f-994d-4d56-a17f-8d80d3e5144d
tch_20201213-012833_27,2a0c3745-3cb6-11eb-90a7-0242ac110003,std_1607803865890_27,db190be8-e013-44d9-9e8d-c0c689cb9199
tch_20201213-012833_23,9403b4d0-3cb5-11eb-90a7-0242ac110003,std_1607803613908_23,b0005c3c-94a1-4edd-be3d-a803916aeccd
tch_20201213-012833_26,0826d874-3cb6-11eb-90a7-0242ac110003,std_1607803809014_26,2849284e-abc6-4c9f-87e0-0161c279a0f8
tch_20201213-012833_24,be2eb040-3cb5-11eb-90a7-0242ac110003,std_1607803684904_24,1407e87f-994d-4d56-a17f-8d80d3e5144d
tch_20201213-012833_27,244b972a-3cb6-11eb-a47c-0242ac110003,std_1607803856232_27,db190be8-e013-44d9-9e8d-c0c689cb9199
tch_20201213-012833_25,e4fbdb67-3cb5-11eb-90a7-0242ac110003,std_1607803750011_25,6f5c9be8-701d-48f5-8a77-8e9034eec522
tch_20201213-012833_26,010aee21-3cb6-11eb-a47c-0242ac110003,std_1607803797043_26,2849284e-abc6-4c9f-87e0-0161c279a0f8
tch_20201213-012833_25,dfa7dff4-3cb5-11eb-90a7-0242ac110003,std_1607803741064_25,6f5c9be8-701d-48f5-8a77-8e9034eec522
tch_20201213-012833_27,1f36c6c6-3cb6-11eb-90a7-0242ac110003,std_1607803847699_27,db190be8-e013-44d9-9e8d-c0c689cb9199
tch_20201213-012833_26,fa4a4331-3cb5-11eb-a47c-0242ac110003,std_1607803785733_26,2849284e-abc6-4c9f-87e0-0161c279a0f8
tch_20201213-012833_25,d86e0c61-3cb5-11eb-a47c-0242ac110003,std_1607803728961_25,6f5c9be8-701d-48f5-8a77-8e9034eec522
tch_20201213-012833_25,d21c776e-3cb5-11eb-a47c-0242ac110003,std_1607803718349_25,6f5c9be8-701d-48f5-8a77-8e9034eec522
tch_20201213-012833_26,f2f1768f-3cb5-11eb-a47c-0242ac110003,std_1607803773419_26,2849284e-abc6-4c9f-87e0-0161c279a0f8
tch_20201213-012833_28,41001181-3cb6-11eb-a47c-0242ac110003,std_1607803904401_28,286a544b-6711-4472-a3c0-99cfd51e3b52
tch_20201213-012833_24,b7284a3e-3cb5-11eb-90a7-0242ac110003,std_1607803673112_24,2cab887b-5090-4902-a416-854e1d936234
tch_20201213-012833_25,cc17c90e-3cb5-11eb-a47c-0242ac110003,std_1607803708255_25,6f5c9be8-701d-48f5-8a77-8e9034eec522
tch_20201213-012833_28,3b0f397a-3cb6-11eb-a47c-0242ac110003,std_1607803894424_28,286a544b-6711-4472-a3c0-99cfd51e3b52
tch_20201213-012833_27,19c04eee-3cb6-11eb-a47c-0242ac110003,std_1607803838526_27,2471f365-0931-40f1-ba71-1dd0deb8e4d0
tch_20201213-012833_29,46bbf713-3cb6-11eb-a47c-0242ac110003,std_1607803914001_29,bedb45a0-484c-4997-ab7d-8e0a41626703
tch_20201213-012833_28,35e3ad68-3cb6-11eb-90a7-0242ac110003,std_1607803885740_28,286a544b-6711-4472-a3c0-99cfd51e3b52
tch_20201213-012833_24,b14c329e-3cb5-11eb-90a7-0242ac110003,std_1607803663316_24,2cab887b-5090-4902-a416-854e1d936234
tch_20201213-012833_27,1387988a-3cb6-11eb-90a7-0242ac110003,std_1607803828095_27,2471f365-0931-40f1-ba71-1dd0deb8e4d0
tch_20201213-012833_29,41f0651b-3cb6-11eb-90a7-0242ac110003,std_1607803905943_29,bedb45a0-484c-4997-ab7d-8e0a41626703
tch_20201213-012833_28,2fc3af6e-3cb6-11eb-90a7-0242ac110003,std_1607803875468_28,286a544b-6711-4472-a3c0-99cfd51e3b52
tch_20201213-012833_24,ac161f47-3cb5-11eb-a47c-0242ac110003,std_1607803654567_24,2cab887b-5090-4902-a416-854e1d936234
tch_20201213-012833_27,0dd131e1-3cb6-11eb-a47c-0242ac110003,std_1607803818531_27,2471f365-0931-40f1-ba71-1dd0deb8e4d0
tch_20201213-012833_26,ee43f494-3cb5-11eb-90a7-0242ac110003,std_1607803765579_26,6116655d-357f-47cd-af37-ff282d6e38a4
tch_20201213-012833_29,3c85ad29-3cb6-11eb-a47c-0242ac110003,std_1607803896858_29,bedb45a0-484c-4997-ab7d-8e0a41626703
tch_20201213-012833_24,a6b8d4a9-3cb5-11eb-a47c-0242ac110003,std_1607803645561_24,2cab887b-5090-4902-a416-854e1d936234
tch_20201213-012833_28,2993f9ed-3cb6-11eb-a47c-0242ac110003,std_1607803865107_28,286a544b-6711-4472-a3c0-99cfd51e3b52
tch_20201213-012833_25,c56fafa3-3cb5-11eb-90a7-0242ac110003,std_1607803697097_25,36195f30-c07f-4fef-bacc-e458dfabace1
tch_20201213-012833_27,061e106e-3cb6-11eb-90a7-0242ac110003,std_1607803805617_27,2471f365-0931-40f1-ba71-1dd0deb8e4d0
tch_20201213-012833_26,e6f190d2-3cb5-11eb-a47c-0242ac110003,std_1607803753314_26,6116655d-357f-47cd-af37-ff282d6e38a4
tch_20201213-012833_24,a236a7a7-3cb5-11eb-a47c-0242ac110003,std_1607803637722_24,2cab887b-5090-4902-a416-854e1d936234
tch_20201213-012833_29,38102ae4-3cb6-11eb-a47c-0242ac110003,std_1607803889404_29,bedb45a0-484c-4997-ab7d-8e0a41626703
tch_20201213-012833_25,bfe16990-3cb5-11eb-a47c-0242ac110003,std_1607803687743_25,36195f30-c07f-4fef-bacc-e458dfabace1
tch_20201213-012833_27,019e552b-3cb6-11eb-90a7-0242ac110003,std_1607803798054_27,2471f365-0931-40f1-ba71-1dd0deb8e4d0
tch_20201213-012833_26,e0ded942-3cb5-11eb-90a7-0242ac110003,std_1607803743117_26,6116655d-357f-47cd-af37-ff282d6e38a4
tch_20201213-012833_25,bb371be4-3cb5-11eb-a47c-0242ac110003,std_1607803679948_25,36195f30-c07f-4fef-bacc-e458dfabace1
tch_20201213-012833_29,3231f04c-3cb6-11eb-90a7-0242ac110003,std_1607803879564_29,bedb45a0-484c-4997-ab7d-8e0a41626703
tch_20201213-012833_26,dc6e387a-3cb5-11eb-90a7-0242ac110003,std_1607803735672_26,6116655d-357f-47cd-af37-ff282d6e38a4
tch_20201213-012833_25,b4bb1a16-3cb5-11eb-90a7-0242ac110003,std_1607803669042_25,36195f30-c07f-4fef-bacc-e458dfabace1
tch_20201213-012833_26,d772206f-3cb5-11eb-90a7-0242ac110003,std_1607803727288_26,6116655d-357f-47cd-af37-ff282d6e38a4
tch_20201213-012833_25,ada68311-3cb5-11eb-a47c-0242ac110003,std_1607803656891_25,36195f30-c07f-4fef-bacc-e458dfabace1
tch_20201213-012833_28,22674647-3cb6-11eb-a47c-0242ac110003,std_1607803853018_28,13fffa58-950a-435b-86cc-cf2f05a6880e
tch_20201213-012833_28,1bcc2481-3cb6-11eb-a47c-0242ac110003,std_1607803841958_28,13fffa58-950a-435b-86cc-cf2f05a6880e
tch_20201213-012833_27,fcbb91e1-3cb5-11eb-a47c-0242ac110003,std_1607803789868_27,ac5a9543-432d-4332-a0d9-203ea73ab4f0
tch_20201213-012833_29,2baceea5-3cb6-11eb-90a7-0242ac110003,std_1607803868582_29,2c5a7326-ba07-4f9d-94de-83eebfb157f3
tch_20201213-012833_28,1605b84b-3cb6-11eb-90a7-0242ac110003,std_1607803832253_28,13fffa58-950a-435b-86cc-cf2f05a6880e
tch_20201213-012833_27,f7085e7f-3cb5-11eb-a47c-0242ac110003,std_1607803780263_27,ac5a9543-432d-4332-a0d9-203ea73ab4f0
tch_20201213-012833_29,2687cb51-3cb6-11eb-90a7-0242ac110003,std_1607803859950_29,2c5a7326-ba07-4f9d-94de-83eebfb157f3
tch_20201213-012833_28,0f82d9e9-3cb6-11eb-90a7-0242ac110003,std_1607803821330_28,13fffa58-950a-435b-86cc-cf2f05a6880e
tch_20201213-012833_27,f0dca048-3cb5-11eb-90a7-0242ac110003,std_1607803769938_27,ac5a9543-432d-4332-a0d9-203ea73ab4f0
tch_20201213-012833_30,580e525d-3cb6-11eb-90a7-0242ac110003,std_1607803943078_30,962512a6-13af-4e6f-9974-a721da70b67f
tch_20201213-012833_29,21218085-3cb6-11eb-a47c-0242ac110003,std_1607803850890_29,2c5a7326-ba07-4f9d-94de-83eebfb157f3
tch_20201213-012833_26,d257ab05-3cb5-11eb-90a7-0242ac110003,std_1607803718744_26,adbcd346-5508-4faf-9bcd-d38e6efc9204
tch_20201213-012833_28,09183d4d-3cb6-11eb-90a7-0242ac110003,std_1607803810573_28,13fffa58-950a-435b-86cc-cf2f05a6880e
tch_20201213-012833_27,ec2cfb02-3cb5-11eb-90a7-0242ac110003,std_1607803762090_27,ac5a9543-432d-4332-a0d9-203ea73ab4f0
tch_20201213-012833_30,536cb6fa-3cb6-11eb-a47c-0242ac110003,std_1607803935299_30,962512a6-13af-4e6f-9974-a721da70b67f
tch_20201213-012833_26,cc4b0dbf-3cb5-11eb-a47c-0242ac110003,std_1607803708594_26,adbcd346-5508-4faf-9bcd-d38e6efc9204
tch_20201213-012833_29,1aa027dd-3cb6-11eb-a47c-0242ac110003,std_1607803840027_29,2c5a7326-ba07-4f9d-94de-83eebfb157f3
tch_20201213-012833_27,e75de761-3cb5-11eb-a47c-0242ac110003,std_1607803754004_27,ac5a9543-432d-4332-a0d9-203ea73ab4f0
tch_20201213-012833_29,1571404e-3cb6-11eb-a47c-0242ac110003,std_1607803831317_29,2c5a7326-ba07-4f9d-94de-83eebfb157f3
tch_20201213-012833_30,4ed2957e-3cb6-11eb-90a7-0242ac110003,std_1607803927592_30,962512a6-13af-4e6f-9974-a721da70b67f
tch_20201213-012833_26,c6bffd25-3cb5-11eb-a47c-0242ac110003,std_1607803699302_26,adbcd346-5508-4faf-9bcd-d38e6efc9204
tch_20201213-012833_30,48cfe33f-3cb6-11eb-90a7-0242ac110003,std_1607803917492_30,962512a6-13af-4e6f-9974-a721da70b67f
tch_20201213-012833_26,c06c9287-3cb5-11eb-90a7-0242ac110003,std_1607803688693_26,adbcd346-5508-4faf-9bcd-d38e6efc9204
tch_20201213-012833_30,427a0786-3cb6-11eb-a47c-0242ac110003,std_1607803906825_30,962512a6-13af-4e6f-9974-a721da70b67f
tch_20201213-012833_28,047039ba-3cb6-11eb-a47c-0242ac110003,std_1607803802672_28,664d917b-d491-4964-89f1-dbdf75100b5a
tch_20201213-012833_26,bbb28ce7-3cb5-11eb-90a7-0242ac110003,std_1607803680449_26,adbcd346-5508-4faf-9bcd-d38e6efc9204
tch_20201213-012833_27,e26eeeaf-3cb5-11eb-90a7-0242ac110003,std_1607803745742_27,248278ed-9b6a-4fe8-9e55-ef9d33ed2687
tch_20201213-012833_29,1101ffb9-3cb6-11eb-90a7-0242ac110003,std_1607803823883_29,0058a033-8300-4b41-ab8a-47c97e34731c
tch_20201213-012833_28,fe3c3dad-3cb5-11eb-90a7-0242ac110003,std_1607803792359_28,664d917b-d491-4964-89f1-dbdf75100b5a
tch_20201213-012833_27,db205b62-3cb5-11eb-90a7-0242ac110003,std_1607803733467_27,248278ed-9b6a-4fe8-9e55-ef9d33ed2687
tch_20201213-012833_28,f95eaaa8-3cb5-11eb-a47c-0242ac110003,std_1607803784215_28,664d917b-d491-4964-89f1-dbdf75100b5a
tch_20201213-012833_31,66aa1915-3cb6-11eb-90a7-0242ac110003,std_1607803967598_31,0d4be1a4-c38f-49b7-8947-2dd19a185219
tch_20201213-012833_29,0a5f63b2-3cb6-11eb-a47c-0242ac110003,std_1607803812660_29,0058a033-8300-4b41-ab8a-47c97e34731c
tch_20201213-012833_27,d44aa209-3cb5-11eb-a47c-0242ac110003,std_1607803722005_27,248278ed-9b6a-4fe8-9e55-ef9d33ed2687
tch_20201213-012833_31,61c8406f-3cb6-11eb-a47c-0242ac110003,std_1607803959389_31,0d4be1a4-c38f-49b7-8947-2dd19a185219
tch_20201213-012833_29,04a8d585-3cb6-11eb-a47c-0242ac110003,std_1607803803133_29,0058a033-8300-4b41-ab8a-47c97e34731c
tch_20201213-012833_28,f3bf9be8-3cb5-11eb-a47c-0242ac110003,std_1607803774773_28,664d917b-d491-4964-89f1-dbdf75100b5a
tch_20201213-012833_30,3b44f048-3cb6-11eb-a47c-0242ac110003,std_1607803894797_30,8a1add2a-c8f6-4160-9125-277b88beb09d
tch_20201213-012833_27,cdaee3d2-3cb5-11eb-90a7-0242ac110003,std_1607803710908_27,248278ed-9b6a-4fe8-9e55-ef9d33ed2687
tch_20201213-012833_29,ff00037d-3cb5-11eb-a47c-0242ac110003,std_1607803793648_29,0058a033-8300-4b41-ab8a-47c97e34731c
tch_20201213-012833_28,ee681de1-3cb5-11eb-90a7-0242ac110003,std_1607803765812_28,664d917b-d491-4964-89f1-dbdf75100b5a
tch_20201213-012833_31,5b7cc551-3cb6-11eb-90a7-0242ac110003,std_1607803948803_31,0d4be1a4-c38f-49b7-8947-2dd19a185219
tch_20201213-012833_30,367195e5-3cb6-11eb-90a7-0242ac110003,std_1607803886681_30,8a1add2a-c8f6-4160-9125-277b88beb09d
tch_20201213-012833_27,c68c9141-3cb5-11eb-90a7-0242ac110003,std_1607803698669_27,248278ed-9b6a-4fe8-9e55-ef9d33ed2687
tch_20201213-012833_29,fa8eed7a-3cb5-11eb-90a7-0242ac110003,std_1607803786207_29,0058a033-8300-4b41-ab8a-47c97e34731c
tch_20201213-012833_31,56c04e64-3cb6-11eb-90a7-0242ac110003,std_1607803940884_31,0d4be1a4-c38f-49b7-8947-2dd19a185219
tch_20201213-012833_30,31d6b150-3cb6-11eb-a47c-0242ac110003,std_1607803878947_30,8a1add2a-c8f6-4160-9125-277b88beb09d
tch_20201213-012833_31,5012687f-3cb6-11eb-a47c-0242ac110003,std_1607803929695_31,0d4be1a4-c38f-49b7-8947-2dd19a185219
tch_20201213-012833_30,2d5658c6-3cb6-11eb-a47c-0242ac110003,std_1607803871424_30,8a1add2a-c8f6-4160-9125-277b88beb09d
tch_20201213-012833_30,26b93b0f-3cb6-11eb-a47c-0242ac110003,std_1607803860300_30,8a1add2a-c8f6-4160-9125-277b88beb09d
tch_20201213-012833_28,e8252e9f-3cb5-11eb-90a7-0242ac110003,std_1607803755299_28,7ff80231-9347-494b-9625-fb9ba6539b05
tch_20201213-012833_29,f53e9b00-3cb5-11eb-a47c-0242ac110003,std_1607803777321_29,4faa2f73-72bb-414c-aebf-d7efe739e123
tch_20201213-012833_28,e32434b2-3cb5-11eb-90a7-0242ac110003,std_1607803746936_28,7ff80231-9347-494b-9625-fb9ba6539b05
tch_20201213-012833_29,f09a40f9-3cb5-11eb-a47c-0242ac110003,std_1607803769506_29,4faa2f73-72bb-414c-aebf-d7efe739e123
tch_20201213-012833_31,494e3ae9-3cb6-11eb-a47c-0242ac110003,std_1607803918300_31,231e53c7-bcc7-49de-b19d-486e6e8d34ac
tch_20201213-012833_28,dbdec9b4-3cb5-11eb-a47c-0242ac110003,std_1607803734720_28,7ff80231-9347-494b-9625-fb9ba6539b05
tch_20201213-012833_29,e9d94754-3cb5-11eb-90a7-0242ac110003,std_1607803758168_29,4faa2f73-72bb-414c-aebf-d7efe739e123
tch_20201213-012833_31,43c413de-3cb6-11eb-a47c-0242ac110003,std_1607803908999_31,231e53c7-bcc7-49de-b19d-486e6e8d34ac
tch_20201213-012833_30,20fe677e-3cb6-11eb-90a7-0242ac110003,std_1607803850699_30,9164dd55-7bae-4675-ac10-e5409729f083
tch_20201213-012833_28,d7802a67-3cb5-11eb-90a7-0242ac110003,std_1607803727389_28,7ff80231-9347-494b-9625-fb9ba6539b05
tch_20201213-012833_31,3f5bd824-3cb6-11eb-90a7-0242ac110003,std_1607803901635_31,231e53c7-bcc7-49de-b19d-486e6e8d34ac
tch_20201213-012833_29,e34aa85f-3cb5-11eb-a47c-0242ac110003,std_1607803747187_29,4faa2f73-72bb-414c-aebf-d7efe739e123
tch_20201213-012833_32,78f246ad-3cb6-11eb-a47c-0242ac110003,std_1607803998264_32,f6cd4cf9-4484-429b-8fcc-01dbe3cb7297
tch_20201213-012833_30,1c95b608-3cb6-11eb-90a7-0242ac110003,std_1607803843290_30,9164dd55-7bae-4675-ac10-e5409729f083
tch_20201213-012833_28,d1c57da3-3cb5-11eb-90a7-0242ac110003,std_1607803717497_28,7ff80231-9347-494b-9625-fb9ba6539b05
tch_20201213-012833_31,38e0e7b5-3cb6-11eb-90a7-0242ac110003,std_1607803890752_31,231e53c7-bcc7-49de-b19d-486e6e8d34ac
tch_20201213-012833_29,dec48430-3cb5-11eb-90a7-0242ac110003,std_1607803739300_29,4faa2f73-72bb-414c-aebf-d7efe739e123
tch_20201213-012833_32,73745404-3cb6-11eb-a47c-0242ac110003,std_1607803989039_32,f6cd4cf9-4484-429b-8fcc-01dbe3cb7297
tch_20201213-012833_30,166feb88-3cb6-11eb-a47c-0242ac110003,std_1607803833001_30,9164dd55-7bae-4675-ac10-e5409729f083
tch_20201213-012833_33,7cc96566-3cb6-11eb-a47c-0242ac110003,std_1607804004717_33,4507d385-89d5-4cd8-abd3-5c39023ac367
tch_20201213-012833_31,336f52d2-3cb6-11eb-90a7-0242ac110003,std_1607803881641_31,231e53c7-bcc7-49de-b19d-486e6e8d34ac
tch_20201213-012833_32,6dc84d42-3cb6-11eb-a47c-0242ac110003,std_1607803979493_32,f6cd4cf9-4484-429b-8fcc-01dbe3cb7297
tch_20201213-012833_30,1076afc8-3cb6-11eb-a47c-0242ac110003,std_1607803822981_30,9164dd55-7bae-4675-ac10-e5409729f083
tch_20201213-012833_33,774c0fff-3cb6-11eb-90a7-0242ac110003,std_1607803995478_33,4507d385-89d5-4cd8-abd3-5c39023ac367
tch_20201213-012833_32,692b93a5-3cb6-11eb-90a7-0242ac110003,std_1607803971785_32,f6cd4cf9-4484-429b-8fcc-01dbe3cb7297
tch_20201213-012833_30,0b8323ab-3cb6-11eb-90a7-0242ac110003,std_1607803814629_30,9164dd55-7bae-4675-ac10-e5409729f083
tch_20201213-012833_33,70a66767-3cb6-11eb-a47c-0242ac110003,std_1607803984306_33,4507d385-89d5-4cd8-abd3-5c39023ac367
tch_20201213-012833_32,62464a3d-3cb6-11eb-90a7-0242ac110003,std_1607803960217_32,f6cd4cf9-4484-429b-8fcc-01dbe3cb7297
tch_20201213-012833_33,6b781bac-3cb6-11eb-90a7-0242ac110003,std_1607803975617_33,4507d385-89d5-4cd8-abd3-5c39023ac367
tch_20201213-012833_33,66bd2c44-3cb6-11eb-90a7-0242ac110003,std_1607803967708_33,4507d385-89d5-4cd8-abd3-5c39023ac367
tch_20201213-012833_31,2d517718-3cb6-11eb-90a7-0242ac110003,std_1607803871376_31,be8499b4-3594-4549-b658-2acf818beb2f
tch_20201213-012833_31,28b7cac9-3cb6-11eb-a47c-0242ac110003,std_1607803863649_31,be8499b4-3594-4549-b658-2acf818beb2f
tch_20201213-012833_30,05f63d65-3cb6-11eb-90a7-0242ac110003,std_1607803805350_30,2dced74a-690f-40d9-8036-3621caa0635b
tch_20201213-012833_32,5c8ab263-3cb6-11eb-90a7-0242ac110003,std_1607803950559_32,caabdf53-3b5b-44a8-a9ef-b704e9f4763b
tch_20201213-012833_31,237b9c89-3cb6-11eb-90a7-0242ac110003,std_1607803854882_31,be8499b4-3594-4549-b658-2acf818beb2f
