col1,col2,col3
std_1593097188957_70,bb536a95-4556-4bec-b099-60a2340c502a,tch_20200625-194535_70
std_1593097537542_73,5a9801eb-c321-4d7e-9f73-12653929ba9a,tch_20200625-194535_73
std_1593097718631_74,0076c695-af76-4a84-9c37-a6cb56dbeda7,tch_20200625-194535_74
std_1593097199667_71,f048ec09-5959-487d-b64d-d2c9f1a62cd9,tch_20200625-194535_71
std_1593097378767_72,3ee6c907-2139-4ca1-b9b4-ac6ec6960345,tch_20200625-194535_72
std_1593097723078_75,99208b0a-b536-4778-9438-6353bedbea7b,tch_20200625-194535_75
std_1593097411950_73,bfdfa907-6c6c-4e24-a403-57cda6c7bbbd,tch_20200625-194535_73
std_1593097585332_74,597b8944-35b2-4f4a-8e5c-d4fa910bf880,tch_20200625-194535_74
std_1593097762171_76,6a7b121d-5ebf-4cec-9f09-af930a49731d,tch_20200625-194535_76
std_1593097247909_72,ac4066e0-1768-457f-8cb8-77dfd46512fc,tch_20200625-194535_72
std_1593097589765_75,b83ef6cb-74c9-480f-bcfa-56164a3575c5,tch_20200625-194535_75
std_1593097276669_73,b6aceb77-9888-4799-95d8-962b10d0ef5c,tch_20200625-194535_73
std_1593097782290_77,e7e3092e-cc59-497a-916f-b5fa2ca70b52,tch_20200625-194535_77
std_1593097446555_74,aa01a30e-f127-4c35-a756-b718df40b647,tch_20200625-194535_74
std_1593097630901_76,e04bd197-8baf-4eea-b1e3-1004a09121c6,tch_20200625-194535_76
std_1593097465312_75,a1cae925-fdef-4504-9bc0-8797574dfe8d,tch_20200625-194535_75
std_1593097804603_78,9e6b844a-04ef-4275-8032-e1692906e8ae,tch_20200625-194535_78
std_1593097656193_77,2f05ac36-1013-4d41-ab07-a405222d635f,tch_20200625-194535_77
std_1593097314038_74,2fb90b1a-c8cc-4313-892b-a96643fdebd9,tch_20200625-194535_74
std_1593097330312_75,a20dea13-b428-4d7b-8d5e-001d6ff08451,tch_20200625-194535_75
std_1593097490312_76,5cf4bc64-30b8-460b-96a5-b32c1626ad25,tch_20200625-194535_76
std_1593097674357_78,187679dd-cf84-44d6-9974-b50d796a8157,tch_20200625-194535_78
std_1593097851519_79,f3a07ed1-410e-44a0-bae6-ca0415cfa7a4,tch_20200625-194535_79
std_1593097521153_77,45d5098f-1add-461e-927d-f584f3fbc27d,tch_20200625-194535_77
std_1593097350544_76,7a130a2d-0088-4883-aa3f-3f4cba73c823,tch_20200625-194535_76
std_1593097544552_78,417a46bb-b0ac-4993-a1df-5d9ae34c3b30,tch_20200625-194535_78
std_1593097883563_81,3ad210d1-4a2f-403d-a82f-6137e15e5d67,tch_20200625-194535_81
std_1593097885749_80,c6f137b5-6901-4a3c-b0bd-e0b8b384cc94,tch_20200625-194535_80
std_1593097716363_79,a65749de-7f61-471e-bf8a-5adf68143e90,tch_20200625-194535_79
std_1593097383290_77,4c856b8f-872c-4da6-83cb-a1fbe136e7eb,tch_20200625-194535_77
std_1593097410088_78,9fa5528f-0fca-4816-b339-0240fc80b3b4,tch_20200625-194535_78
std_1593097758021_81,512cf991-b1e5-47b5-9a06-7f2d5eebd4b2,tch_20200625-194535_81
std_1593097753491_80,46010fa5-268b-4940-85fe-78a4c3fcb941,tch_20200625-194535_80
std_1593097581566_79,37c5beee-dfe3-4544-bbc8-fdd2174216dc,tch_20200625-194535_79
std_1593097632768_81,24b192aa-551b-417f-9646-a01f4e19ff4e,tch_20200625-194535_81
std_1593097627036_80,6683e441-f46e-4f00-8aeb-32d6022d0aad,tch_20200625-194535_80
std_1593097445455_79,e82efb0f-95c3-41bd-82f1-78562d04a949,tch_20200625-194535_79
std_1593097954338_82,265b3877-cfc5-41cf-89f0-1b10d9b2dd93,tch_20200625-194535_82
std_1593097496647_81,fd6d9cb5-a827-4d75-b6bb-1bdf6334f5bf,tch_20200625-194535_81
std_1593097988390_83,7fdfd0f8-ff54-41fd-ab53-44dc71066202,tch_20200625-194535_83
std_1593097494440_80,d7df5638-48dc-4c9d-adb1-35d96fd3b41c,tch_20200625-194535_80
std_1593097822208_82,717954b9-dc16-49e0-be0a-3031ee554f48,tch_20200625-194535_82
std_1593098012669_84,6fee461a-2f79-4093-8dac-82ea8e502d19,tch_20200625-194535_84
std_1593098013028_85,2a453ed2-48bc-4c40-b480-1d639c1c64c5,tch_20200625-194535_85
std_1593097856823_83,51f113ef-bd99-4382-ae44-6ce23a5c0911,tch_20200625-194535_83
std_1593097696413_82,cf9f6362-aa4a-41f7-960a-7392defc8931,tch_20200625-194535_82
std_1593097882819_84,5ea0a304-718a-4498-a7a1-f826125dbbb1,tch_20200625-194535_84
std_1593098038026_86,a9f521bc-89ee-4a94-ae8d-7d4beb7535b9,tch_20200625-194535_86
std_1593097878636_85,61257c30-1c32-4e6f-99b9-a4da95fb45ee,tch_20200625-194535_85
std_1593097720021_83,21d245ea-e879-4336-8ec0-b1a05ae9ead2,tch_20200625-194535_83
std_1593097557349_82,4f6ff97a-c8d6-4b77-bf9b-74e7240eeeb4,tch_20200625-194535_82
std_1593097753057_84,bae81107-8dd5-4873-90f5-f409554c293a,tch_20200625-194535_84
std_1593097911669_86,6c598ce3-b679-40fb-9962-f80181f4f51f,tch_20200625-194535_86
std_1593097753553_85,f275ad09-7f1c-4bb9-ae4e-0a18c83a9ed5,tch_20200625-194535_85
std_1593098107120_87,9d113dac-df6a-46eb-9dbd-fc40927bf7b9,tch_20200625-194535_87
std_1593097588166_83,5d15504a-b541-483c-85bd-feedeee9ab7e,tch_20200625-194535_83
std_1593097782491_86,56be8421-d25d-4c1a-9f10-9bf19190b968,tch_20200625-194535_86
std_1593097618807_84,1c0bb2b8-5135-44d3-9aff-a7f35e147d73,tch_20200625-194535_84
std_1593097615622_85,7a07533b-a305-41dc-a4de-b665c0720a80,tch_20200625-194535_85
std_1593098133595_88,7b5c4f7a-1135-4a68-8b4a-2df55bf6f4f7,tch_20200625-194535_88
std_1593097974701_87,020b844e-db24-478c-825d-7464a2a24b84,tch_20200625-194535_87
std_1593097655868_86,d7fadf12-0681-4beb-ac62-3adb796fc6cf,tch_20200625-194535_86
std_1593098155884_89,cca77d48-90af-4f3f-8b8a-f44b170c233e,tch_20200625-194535_89
std_1593098001807_88,1278b88e-d948-472f-a6c4-1c56bd3749bd,tch_20200625-194535_88
std_1593097841290_87,84089f9b-c215-4d4d-b96a-9a6d5644df21,tch_20200625-194535_87
std_1593098019828_89,22248990-dbce-4e17-bff5-f3ddfb9050cc,tch_20200625-194535_89
std_1593098193401_90,5a3fa4a1-e1b7-4c30-bf13-379dab5a2a91,tch_20200625-194535_90
std_1593097867319_88,6265f40e-1b75-431b-996e-fbf6fa17b937,tch_20200625-194535_88
std_1593097703741_87,38672ffc-9d73-467a-852e-20f46cfbcaf1,tch_20200625-194535_87
std_1593098205954_91,4963cac4-95e5-4376-938e-327e471c8a2d,tch_20200625-194535_91
std_1593097890961_89,4f896c09-8b88-42e4-8841-cf2c5e2f61e5,tch_20200625-194535_89
std_1593098060381_90,a14fbfb4-bcac-4ea3-8da9-ce7174980a89,tch_20200625-194535_90
std_1593097736497_88,b1ed4c77-65e8-4f5c-b26c-be992933c1ad,tch_20200625-194535_88
std_1593098254441_93,ca5e9f8d-3f1c-43a0-a6c6-a94d6f222f1b,tch_20200625-194535_93
std_1593098073786_91,20b160ce-d5db-4aad-b5a7-63041e9856b4,tch_20200625-194535_91
std_1593098250279_92,2f8c05b8-ae86-420d-92d3-c277d3ea5203,tch_20200625-194535_92
std_1593097761103_89,27525ca5-9d9a-4266-abe3-c2e3d5acc77d,tch_20200625-194535_89
std_1593097928540_90,5f7fb1a0-166b-4087-87d6-448c8f4aef01,tch_20200625-194535_90
std_1593098127530_93,68794a9a-ba2f-4a09-aa94-970f950fe9b8,tch_20200625-194535_93
std_1593097943303_91,39a4efd5-42b4-4509-8f4b-160bfe255dc5,tch_20200625-194535_91
std_1593098110394_92,5234bd3b-812d-4772-bedc-2777628e6932,tch_20200625-194535_92
std_1593098308359_94,df51030e-bac8-4280-82cd-6fadda53ef65,tch_20200625-194535_94
std_1593097794489_90,7eb157e0-e22a-4447-b39f-63e66343c029,tch_20200625-194535_90
std_1593098322944_95,3197cbea-d8e4-448d-bc97-9b4b5783e67f,tch_20200625-194535_95
std_1593097998342_93,3cbc5ee7-db52-412c-b450-4ac1ae153ff1,tch_20200625-194535_93
std_1593097807963_91,84d1a744-7757-41a1-bb69-4842acf2f37c,tch_20200625-194535_91
std_1593097972762_92,ff54c20b-d7bd-41c6-9079-0d62861acb46,tch_20200625-194535_92
std_1593098177217_94,cd361656-e162-49cd-a5dd-493db85145a6,tch_20200625-194535_94
std_1593098187402_95,4e2217f2-c7b5-4581-8080-ce1c13181612,tch_20200625-194535_95
std_1593097864281_93,9b454449-c605-4f0d-8372-7356ef2bb556,tch_20200625-194535_93
std_1593097840978_92,4b81a003-7a97-48e6-b72d-c39e07c98d78,tch_20200625-194535_92
std_1593098048854_94,23e14992-9226-42d1-a781-d9ab7a69d552,tch_20200625-194535_94
std_1593098389530_97,95f747e1-406a-4d35-90f0-3eef3c527ec1,tch_20200625-194535_97
std_1593098055938_95,6a612e1c-360c-4c36-9812-9dbe13b54f57,tch_20200625-194535_95
std_1593098387511_96,d117152f-1c39-45e8-8b3f-2b31381900d8,tch_20200625-194535_96
std_1593097916637_94,8f6b8448-9a34-44e3-9263-8b8317c91ef7,tch_20200625-194535_94
std_1593097926268_95,40dbc95e-bfee-4e9a-85bd-23320290268b,tch_20200625-194535_95
std_1593098256926_96,68752df4-ee0a-49e2-b0af-939de838f3d5,tch_20200625-194535_96
std_1593098265385_97,4651adfe-be23-4845-a313-0d303034636b,tch_20200625-194535_97
std_1593098435018_98,6fdf4564-f9b3-43ec-b04f-465a865e41cf,tch_20200625-194535_98
std_1593098442860_99,ab9728b6-7498-494f-9e79-38e244fce8e3,tch_20200625-194535_99
std_1593098121348_96,3d87347d-9292-4501-b8b7-b5017178220e,tch_20200625-194535_96
std_1593098137623_97,60863a2a-44cd-4f5b-868a-f46f13ec154e,tch_20200625-194535_97
std_1593098307203_98,c398e2c3-7d26-46bb-b94f-d8edc9bee557,tch_20200625-194535_98
std_1593098469788_100,2d4c9ed3-a890-41fe-a1ee-1165a1a22478,tch_20200625-194535_100
std_1593098305172_99,cbd79e9a-4def-476b-92d0-fefb21864a96,tch_20200625-194535_99
std_1593097977908_96,c9c101fd-bb9b-4e67-91ba-a6f0a24d1a63,tch_20200625-194535_96
std_1593098174034_98,199e5921-c21f-4f1f-b702-2628583869ca,tch_20200625-194535_98
std_1593098332610_100,eb85c348-f6b5-4beb-a7c8-6f613ca69f47,tch_20200625-194535_100
std_1593098000905_97,87246e8c-56f8-4dde-bafd-d96ef51b05f9,tch_20200625-194535_97
std_1593098174180_99,3286b727-84c5-4831-aaaa-f64d5761253c,tch_20200625-194535_99
std_1593098035157_98,e37ec547-7409-4fde-aca8-490e75e20e3f,tch_20200625-194535_98
std_1593098198095_100,adad7fd5-787f-4f20-804a-2e51144c4d2c,tch_20200625-194535_100
std_1593098035550_99,6cc95aca-0ce6-453e-b318-74ec755177d6,tch_20200625-194535_99
std_1593098069091_100,712aaad2-6238-4669-a069-569355b54960,tch_20200625-194535_100
