col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
tch_20200625-194535_13,f2e7e047-b6f0-11ea-840b-0242ac110002,std_1593095672193_13,class_20200625-194535_13,4Zb9-P27g,5a77a5e8-4ffa-4ca2-9324-f7fe5a60c0a8,14e6f8b7-c2a6-40e3-b206-38a9db23e239,80d8251b-9e5b-4436-8a64-dc957350c66a,0a430ee7-872c-4f84-86cd-3e77d37da25a,aa42733b-360c-4784-90e7-9a9f442b9fb1
tch_20200625-194535_17,f353c11b-b6f0-11ea-840b-0242ac110002,std_1593095672915_17,class_20200625-194535_17,KWVF-unjG,f44a4afc-1456-48f9-a2dd-5fbace41b2a6,77c62091-8df7-4175-ba74-dc627035e5a3,8b7143e8-4682-4153-8df2-f88fddb9671d,d96e0acb-634b-436d-b47c-cb5f85bd6fd6,b9d94301-646c-400d-88b6-09f6f81143c3
tch_20200625-194535_12,f51a2900-b6f0-11ea-840b-0242ac110002,std_1593095675866_12,class_20200625-194535_12,676p-vj4H,1d894a8a-3ea1-4358-959c-faf1ff809156,e476ee6e-9613-4f0c-be7e-9da6ea9386fd,d4928513-9c59-47b4-998e-758a6fe8ea27,09eac84e-3034-4ef6-b4ba-0518247854fc,298daba8-d2d2-4e3d-886b-cbdae4af27cc
tch_20200625-194535_14,f6fe79fd-b6f0-11ea-840b-0242ac110002,std_1593095678986_14,class_20200625-194535_14,nYdo-jdHt,cca545b3-24ae-43e0-ad87-c6ee8d6e3203,8dd7b7b9-57ac-405c-9cf3-6b325b6011eb,5a70393f-7b36-4a05-8695-1a18af482c1a,6f30871c-9e22-462f-a760-3013e61accec,81f0f126-a95c-4c12-847b-8f25c9cdec2a
tch_20200625-194535_4,f93b98af-b6f0-11ea-94cc-0242ac110002,std_1593095682816_4,class_20200625-194535_4,2H3W-tfGq,8c42f582-e44a-4dfc-8e8b-d6b4b60bf9e7,011a4f95-405e-40f7-a844-e7cc70cc5811,2771f20e-12d7-405e-9858-2b53dbb27b60,7582fce7-8285-404d-98f5-8bc5ef47bff1,4eb73981-011e-49fa-ac31-19e2c425757a
tch_20200625-194535_11,f7e0c388-b6f0-11ea-840b-0242ac110002,std_1593095680500_11,class_20200625-194535_11,fD8z-qYDr,72883dee-f5e2-4c2b-b116-5dda9a9ea8f4,5126a57d-c9b9-459f-8963-ee7676c6b626,355818ac-0504-4cf6-932f-b1dab618a9c0,95d991c8-6ead-4be4-8a44-19122628cdb1,f96f7d6b-e148-41c5-a372-3bfea88fb43e
tch_20200625-194535_18,f9edd1a4-b6f0-11ea-94cc-0242ac110002,std_1593095683964_18,class_20200625-194535_18,mJkd-eB8C,36c7e44a-cfe0-49fc-a9c3-1afbec364bdb,7fb90ec4-5bde-40d1-9eb5-b0d0c5c2f789,5c807a08-350c-4cc6-a787-9dc37efd1151,d1737fe5-bbdb-4650-9023-76daabf0b037,e470c020-0623-4a0b-8d33-c97d5f44b78f
tch_20200625-194535_20,fbee5c7d-b6f0-11ea-94cc-0242ac110002,std_1593095687337_20,class_20200625-194535_20,ihDH-GgLk,8dac04a1-196e-44c7-828b-1830b25ec1a2,512a2d2b-4c73-4743-8860-9dd3cd87deee,2bfa2db4-8331-48b4-8a42-8e062cae38b1,7ea39784-28db-4b00-af9a-d6b16c48bb9d,41f10d37-483e-45a9-9c07-e67785f116ce
tch_20200625-194535_3,fc3465df-b6f0-11ea-94cc-0242ac110002,std_1593095687793_3,class_20200625-194535_3,U39p-36iK,7d610ba9-8112-4a03-a56a-ac1422c3e043,6779b186-5c51-43ee-b36a-e4a9a7cf191d,8eb5e236-d662-4c6a-9bcb-c1e78e0f72b2,b883c69a-d58b-450c-9af4-f363e408bd4b,fc773934-9eec-4ee5-818e-aad4c7134405
tch_20200625-194535_19,fd86fde5-b6f0-11ea-840b-0242ac110002,std_1593095690014_19,class_20200625-194535_19,YHLH-y9v3,f8643adc-f239-4480-b3f5-304dcd021323,cbdf0fb2-b791-43e7-9b7f-0f904a032ac6,3568528b-45d0-4f69-baf6-12e1ccaf4b5c,82467b48-409b-4bbb-8b06-b240af5c145c,cb0c876f-5851-4c3e-8b60-8a64f38698de
tch_20200625-194535_6,ff860228-b6f0-11ea-840b-0242ac110002,std_1593095693372_6,class_20200625-194535_6,ftRz-vVDz,fb71f672-bc22-47dc-b5f2-6e5c8c921595,280ef0a2-1e2f-4582-9d38-fc3d725ec675,528a764f-b5fb-4e85-aa57-7056d5c2fa0a,e4cd646c-fc30-4959-87dd-48bf4736b77b,69fd0676-e0b9-4fc0-909b-6fde24e1e283
tch_20200625-194535_5,fcfb8632-b6f0-11ea-94cc-0242ac110002,std_1593095689069_5,class_20200625-194535_5,L3ie-r92P,da581fa5-bd7c-46be-8620-c2d603c13904,964c2a3d-5039-4024-819e-8b775d35abab,d2d26c68-dc84-432b-ab99-e64ac1465f74,534a0bae-ddca-477a-9bf8-2a1cee3f52b1,c47a368f-9fc4-4614-b13b-606d270b591f
tch_20200625-194535_15,fedb9115-b6f0-11ea-840b-0242ac110002,std_1593095692251_15,class_20200625-194535_15,UaLK-83yj,16d64365-ec2f-4d7f-9827-672c1a04a1b9,8bb37598-0ea2-4504-9149-ea0e84b7c646,a61fa80f-3a04-410a-9bbc-35ac316d8961,b617a5fb-eb13-4905-b778-952fcbe5f723,2dfffe77-7c57-4917-8921-5aeef4563fb1
tch_20200625-194535_8,02758107-b6f1-11ea-840b-0242ac110002,std_1593095698284_8,class_20200625-194535_8,ghci-cW78,7d2ee307-c2f0-4a5d-9094-ca10ee1f8d74,f0b2eade-352c-4370-8685-605f0bc88bed,10e514c8-56bc-4e44-ba71-0915117c2757,7c2d78c9-ef00-4758-9f3e-a05e299c3f9c,dd8e60e2-5770-4652-a873-6f5625be9fc1
tch_20200625-194535_13,028d4e6c-b6f1-11ea-94cc-0242ac110002,std_1593095698450_13,class_20200625-194535_13,4Zb9-P27g,5a77a5e8-4ffa-4ca2-9324-f7fe5a60c0a8,14e6f8b7-c2a6-40e3-b206-38a9db23e239,80d8251b-9e5b-4436-8a64-dc957350c66a,0a430ee7-872c-4f84-86cd-3e77d37da25a,aa42733b-360c-4784-90e7-9a9f442b9fb1
tch_20200625-194535_17,0350ec86-b6f1-11ea-94cc-0242ac110002,std_1593095699716_17,class_20200625-194535_17,KWVF-unjG,f44a4afc-1456-48f9-a2dd-5fbace41b2a6,77c62091-8df7-4175-ba74-dc627035e5a3,8b7143e8-4682-4153-8df2-f88fddb9671d,d96e0acb-634b-436d-b47c-cb5f85bd6fd6,b9d94301-646c-400d-88b6-09f6f81143c3
tch_20200625-194535_10,01e0e267-b6f1-11ea-840b-0242ac110002,std_1593095697280_10,class_20200625-194535_10,tYW4-wTDV,862f9e2e-8547-4e32-9e72-2d685c2759c6,e31778bc-384c-4433-820f-6a89047c5523,643b925c-cce5-4ed8-b873-0f73671168f1,1774dcab-5dd6-4cf1-a91e-dc826945598c,3e54d637-8ba8-4c8f-9a2d-31a384c3ac86
tch_20200625-194535_9,020c374f-b6f1-11ea-94cc-0242ac110002,std_1593095697547_9,class_20200625-194535_9,4Kid-wFsg,86697f49-381f-40b7-b9eb-4924fef42a23,adb59ac2-3292-453f-92ee-6a1d2d798e14,2effdf5e-ce13-4c41-a850-56770afafe0e,ee686b47-7fcf-4aed-85dd-ca13cb3b53d7,95cc8c6b-df1d-448c-854c-1ffc47ed3217
tch_20200625-194535_14,0501aa19-b6f1-11ea-94cc-0242ac110002,std_1593095702555_14,class_20200625-194535_14,nYdo-jdHt,cca545b3-24ae-43e0-ad87-c6ee8d6e3203,8dd7b7b9-57ac-405c-9cf3-6b325b6011eb,5a70393f-7b36-4a05-8695-1a18af482c1a,6f30871c-9e22-462f-a760-3013e61accec,81f0f126-a95c-4c12-847b-8f25c9cdec2a
tch_20200625-194535_11,071a77c5-b6f1-11ea-94cc-0242ac110002,std_1593095706085_11,class_20200625-194535_11,fD8z-qYDr,72883dee-f5e2-4c2b-b116-5dda9a9ea8f4,5126a57d-c9b9-459f-8963-ee7676c6b626,355818ac-0504-4cf6-932f-b1dab618a9c0,95d991c8-6ead-4be4-8a44-19122628cdb1,f96f7d6b-e148-41c5-a372-3bfea88fb43e
tch_20200625-194535_7,03b5053b-b6f1-11ea-840b-0242ac110002,std_1593095700393_7,class_20200625-194535_7,47C8-qRVp,a89ab3da-7d37-49a4-b834-121de988d9d0,e2f35ec3-6c90-445d-9d7d-265ce13851e8,c5b19127-7a78-4d7d-8aec-c1e37a0612b5,f36d76fc-55f0-4bd4-b05d-834e45c3f045,9f9c734b-3003-457b-86a7-2e674b80132a
tch_20200625-194535_4,0651d028-b6f1-11ea-840b-0242ac110002,std_1593095704752_4,class_20200625-194535_4,2H3W-tfGq,8c42f582-e44a-4dfc-8e8b-d6b4b60bf9e7,011a4f95-405e-40f7-a844-e7cc70cc5811,2771f20e-12d7-405e-9858-2b53dbb27b60,7582fce7-8285-404d-98f5-8bc5ef47bff1,4eb73981-011e-49fa-ac31-19e2c425757a
tch_20200625-194535_16,0cc40dbc-b6f1-11ea-94cc-0242ac110002,std_1593095715582_16,class_20200625-194535_16,K84L-Z3qF,cd1cf854-a1ce-4d0e-8b73-39a43db5bcf7,7bda3076-5683-4b8c-b151-569e34d6fd18,f25bdaf6-2859-46e3-8cb1-435fe8ee436f,c9ddc25f-3ef0-4bac-9561-849d9fbe3e15,7fe17723-f7c0-4b39-b0f6-9eb2a5c15a14
tch_20200625-194535_18,09a4f38a-b6f1-11ea-840b-0242ac110002,std_1593095710346_18,class_20200625-194535_18,mJkd-eB8C,36c7e44a-cfe0-49fc-a9c3-1afbec364bdb,7fb90ec4-5bde-40d1-9eb5-b0d0c5c2f789,5c807a08-350c-4cc6-a787-9dc37efd1151,d1737fe5-bbdb-4650-9023-76daabf0b037,e470c020-0623-4a0b-8d33-c97d5f44b78f
tch_20200625-194535_20,0b1db0e1-b6f1-11ea-840b-0242ac110002,std_1593095712823_20,class_20200625-194535_20,ihDH-GgLk,8dac04a1-196e-44c7-828b-1830b25ec1a2,512a2d2b-4c73-4743-8860-9dd3cd87deee,2bfa2db4-8331-48b4-8a42-8e062cae38b1,7ea39784-28db-4b00-af9a-d6b16c48bb9d,41f10d37-483e-45a9-9c07-e67785f116ce
tch_20200625-194535_19,0da03c98-b6f1-11ea-94cc-0242ac110002,std_1593095716966_19,class_20200625-194535_19,YHLH-y9v3,f8643adc-f239-4480-b3f5-304dcd021323,cbdf0fb2-b791-43e7-9b7f-0f904a032ac6,3568528b-45d0-4f69-baf6-12e1ccaf4b5c,82467b48-409b-4bbb-8b06-b240af5c145c,cb0c876f-5851-4c3e-8b60-8a64f38698de
tch_20200625-194535_5,0fa4e697-b6f1-11ea-840b-0242ac110002,std_1593095720402_5,class_20200625-194535_5,L3ie-r92P,da581fa5-bd7c-46be-8620-c2d603c13904,964c2a3d-5039-4024-819e-8b775d35abab,d2d26c68-dc84-432b-ab99-e64ac1465f74,534a0bae-ddca-477a-9bf8-2a1cee3f52b1,c47a368f-9fc4-4614-b13b-606d270b591f
tch_20200625-194535_6,0e1aea8f-b6f1-11ea-840b-0242ac110002,std_1593095717823_6,class_20200625-194535_6,ftRz-vVDz,fb71f672-bc22-47dc-b5f2-6e5c8c921595,280ef0a2-1e2f-4582-9d38-fc3d725ec675,528a764f-b5fb-4e85-aa57-7056d5c2fa0a,e4cd646c-fc30-4959-87dd-48bf4736b77b,69fd0676-e0b9-4fc0-909b-6fde24e1e283
tch_20200625-194535_15,10b01507-b6f1-11ea-94cc-0242ac110002,std_1593095722169_15,class_20200625-194535_15,UaLK-83yj,16d64365-ec2f-4d7f-9827-672c1a04a1b9,8bb37598-0ea2-4504-9149-ea0e84b7c646,a61fa80f-3a04-410a-9bbc-35ac316d8961,b617a5fb-eb13-4905-b778-952fcbe5f723,2dfffe77-7c57-4917-8921-5aeef4563fb1
tch_20200625-194535_9,135851c6-b6f1-11ea-94cc-0242ac110002,std_1593095726615_9,class_20200625-194535_9,4Kid-wFsg,86697f49-381f-40b7-b9eb-4924fef42a23,adb59ac2-3292-453f-92ee-6a1d2d798e14,2effdf5e-ce13-4c41-a850-56770afafe0e,ee686b47-7fcf-4aed-85dd-ca13cb3b53d7,95cc8c6b-df1d-448c-854c-1ffc47ed3217
tch_20200625-194535_14,13c5e085-b6f1-11ea-840b-0242ac110002,std_1593095727360_14,class_20200625-194535_14,nYdo-jdHt,cca545b3-24ae-43e0-ad87-c6ee8d6e3203,8dd7b7b9-57ac-405c-9cf3-6b325b6011eb,5a70393f-7b36-4a05-8695-1a18af482c1a,6f30871c-9e22-462f-a760-3013e61accec,81f0f126-a95c-4c12-847b-8f25c9cdec2a
tch_20200625-194535_10,1279b0e6-b6f1-11ea-94cc-0242ac110002,std_1593095725170_10,class_20200625-194535_10,tYW4-wTDV,862f9e2e-8547-4e32-9e72-2d685c2759c6,e31778bc-384c-4433-820f-6a89047c5523,643b925c-cce5-4ed8-b873-0f73671168f1,1774dcab-5dd6-4cf1-a91e-dc826945598c,3e54d637-8ba8-4c8f-9a2d-31a384c3ac86
tch_20200625-194535_11,148b0499-b6f1-11ea-94cc-0242ac110002,std_1593095728603_11,class_20200625-194535_11,fD8z-qYDr,72883dee-f5e2-4c2b-b116-5dda9a9ea8f4,5126a57d-c9b9-459f-8963-ee7676c6b626,355818ac-0504-4cf6-932f-b1dab618a9c0,95d991c8-6ead-4be4-8a44-19122628cdb1,f96f7d6b-e148-41c5-a372-3bfea88fb43e
tch_20200625-194535_7,1506011b-b6f1-11ea-840b-0242ac110002,std_1593095729448_7,class_20200625-194535_7,47C8-qRVp,a89ab3da-7d37-49a4-b834-121de988d9d0,e2f35ec3-6c90-445d-9d7d-265ce13851e8,c5b19127-7a78-4d7d-8aec-c1e37a0612b5,f36d76fc-55f0-4bd4-b05d-834e45c3f045,9f9c734b-3003-457b-86a7-2e674b80132a
tch_20200625-194535_12,15282f86-b6f1-11ea-840b-0242ac110002,std_1593095729682_12,class_20200625-194535_12,676p-vj4H,1d894a8a-3ea1-4358-959c-faf1ff809156,e476ee6e-9613-4f0c-be7e-9da6ea9386fd,d4928513-9c59-47b4-998e-758a6fe8ea27,09eac84e-3034-4ef6-b4ba-0518247854fc,298daba8-d2d2-4e3d-886b-cbdae4af27cc
tch_20200625-194535_20,1c71e0e9-b6f1-11ea-94cc-0242ac110002,std_1593095741858_20,class_20200625-194535_20,ihDH-GgLk,8dac04a1-196e-44c7-828b-1830b25ec1a2,512a2d2b-4c73-4743-8860-9dd3cd87deee,2bfa2db4-8331-48b4-8a42-8e062cae38b1,7ea39784-28db-4b00-af9a-d6b16c48bb9d,41f10d37-483e-45a9-9c07-e67785f116ce
tch_20200625-194535_19,1c8ce28e-b6f1-11ea-94cc-0242ac110002,std_1593095742050_19,class_20200625-194535_19,YHLH-y9v3,f8643adc-f239-4480-b3f5-304dcd021323,cbdf0fb2-b791-43e7-9b7f-0f904a032ac6,3568528b-45d0-4f69-baf6-12e1ccaf4b5c,82467b48-409b-4bbb-8b06-b240af5c145c,cb0c876f-5851-4c3e-8b60-8a64f38698de
tch_20200625-194535_16,1b325c21-b6f1-11ea-94cc-0242ac110002,std_1593095739775_16,class_20200625-194535_16,K84L-Z3qF,cd1cf854-a1ce-4d0e-8b73-39a43db5bcf7,7bda3076-5683-4b8c-b151-569e34d6fd18,f25bdaf6-2859-46e3-8cb1-435fe8ee436f,c9ddc25f-3ef0-4bac-9561-849d9fbe3e15,7fe17723-f7c0-4b39-b0f6-9eb2a5c15a14
tch_20200625-194535_21,1d9f8b02-b6f1-11ea-94cc-0242ac110002,std_1593095743856_21,class_20200625-194535_21,3DnK-VgBW,d30bb626-051e-4ae0-82cc-6a2e1ca14015,42b78167-582b-4a71-87eb-0f569764010c,721a8ff2-e4d7-4afa-876b-b5a26a6d4422,6eeb5e20-f968-423d-a185-fd4defef1023,b6df1d26-a2a2-4e1f-8f77-0c0845cbee7b
tch_20200625-194535_5,1ea673c1-b6f1-11ea-94cc-0242ac110002,std_1593095745582_5,class_20200625-194535_5,L3ie-r92P,da581fa5-bd7c-46be-8620-c2d603c13904,964c2a3d-5039-4024-819e-8b775d35abab,d2d26c68-dc84-432b-ab99-e64ac1465f74,534a0bae-ddca-477a-9bf8-2a1cee3f52b1,c47a368f-9fc4-4614-b13b-606d270b591f
tch_20200625-194535_6,1ed7e475-b6f1-11ea-94cc-0242ac110002,std_1593095745911_6,class_20200625-194535_6,ftRz-vVDz,fb71f672-bc22-47dc-b5f2-6e5c8c921595,280ef0a2-1e2f-4582-9d38-fc3d725ec675,528a764f-b5fb-4e85-aa57-7056d5c2fa0a,e4cd646c-fc30-4959-87dd-48bf4736b77b,69fd0676-e0b9-4fc0-909b-6fde24e1e283
tch_20200625-194535_8,20c95373-b6f1-11ea-840b-0242ac110002,std_1593095749185_8,class_20200625-194535_8,ghci-cW78,7d2ee307-c2f0-4a5d-9094-ca10ee1f8d74,f0b2eade-352c-4370-8685-605f0bc88bed,10e514c8-56bc-4e44-ba71-0915117c2757,7c2d78c9-ef00-4758-9f3e-a05e299c3f9c,dd8e60e2-5770-4652-a873-6f5625be9fc1
tch_20200625-194535_15,20112748-b6f1-11ea-840b-0242ac110002,std_1593095747967_15,class_20200625-194535_15,UaLK-83yj,16d64365-ec2f-4d7f-9827-672c1a04a1b9,8bb37598-0ea2-4504-9149-ea0e84b7c646,a61fa80f-3a04-410a-9bbc-35ac316d8961,b617a5fb-eb13-4905-b778-952fcbe5f723,2dfffe77-7c57-4917-8921-5aeef4563fb1
tch_20200625-194535_9,22a232bf-b6f1-11ea-840b-0242ac110002,std_1593095752261_9,class_20200625-194535_9,4Kid-wFsg,86697f49-381f-40b7-b9eb-4924fef42a23,adb59ac2-3292-453f-92ee-6a1d2d798e14,2effdf5e-ce13-4c41-a850-56770afafe0e,ee686b47-7fcf-4aed-85dd-ca13cb3b53d7,95cc8c6b-df1d-448c-854c-1ffc47ed3217
tch_20200625-194535_13,21da9cef-b6f1-11ea-94cc-0242ac110002,std_1593095750942_13,class_20200625-194535_13,4Zb9-P27g,5a77a5e8-4ffa-4ca2-9324-f7fe5a60c0a8,14e6f8b7-c2a6-40e3-b206-38a9db23e239,80d8251b-9e5b-4436-8a64-dc957350c66a,0a430ee7-872c-4f84-86cd-3e77d37da25a,aa42733b-360c-4784-90e7-9a9f442b9fb1
tch_20200625-194535_17,21f74ccc-b6f1-11ea-840b-0242ac110002,std_1593095751153_17,class_20200625-194535_17,KWVF-unjG,f44a4afc-1456-48f9-a2dd-5fbace41b2a6,77c62091-8df7-4175-ba74-dc627035e5a3,8b7143e8-4682-4153-8df2-f88fddb9671d,d96e0acb-634b-436d-b47c-cb5f85bd6fd6,b9d94301-646c-400d-88b6-09f6f81143c3
tch_20200625-194535_7,24e6084d-b6f1-11ea-840b-0242ac110002,std_1593095756068_7,class_20200625-194535_7,47C8-qRVp,a89ab3da-7d37-49a4-b834-121de988d9d0,e2f35ec3-6c90-445d-9d7d-265ce13851e8,c5b19127-7a78-4d7d-8aec-c1e37a0612b5,f36d76fc-55f0-4bd4-b05d-834e45c3f045,9f9c734b-3003-457b-86a7-2e674b80132a
tch_20200625-194535_11,24e1c29e-b6f1-11ea-94cc-0242ac110002,std_1593095756052_11,class_20200625-194535_11,fD8z-qYDr,72883dee-f5e2-4c2b-b116-5dda9a9ea8f4,5126a57d-c9b9-459f-8963-ee7676c6b626,355818ac-0504-4cf6-932f-b1dab618a9c0,95d991c8-6ead-4be4-8a44-19122628cdb1,f96f7d6b-e148-41c5-a372-3bfea88fb43e
tch_20200625-194535_12,270dc99e-b6f1-11ea-840b-0242ac110002,std_1593095759684_12,class_20200625-194535_12,676p-vj4H,1d894a8a-3ea1-4358-959c-faf1ff809156,e476ee6e-9613-4f0c-be7e-9da6ea9386fd,d4928513-9c59-47b4-998e-758a6fe8ea27,09eac84e-3034-4ef6-b4ba-0518247854fc,298daba8-d2d2-4e3d-886b-cbdae4af27cc
tch_20200625-194535_20,2a686726-b6f1-11ea-94cc-0242ac110002,std_1593095765308_20,class_20200625-194535_20,ihDH-GgLk,8dac04a1-196e-44c7-828b-1830b25ec1a2,512a2d2b-4c73-4743-8860-9dd3cd87deee,2bfa2db4-8331-48b4-8a42-8e062cae38b1,7ea39784-28db-4b00-af9a-d6b16c48bb9d,41f10d37-483e-45a9-9c07-e67785f116ce
tch_20200625-194535_22,2cd966f7-b6f1-11ea-94cc-0242ac110002,std_1593095769405_22,class_20200625-194535_22,tjox-7kxV,1dfcb069-4abd-474c-b6a3-fe491e408370,1ddb1600-de2b-4e47-b761-4adda1d48524,abe39e8e-5652-448c-92ea-e6c15cb170ad,6119b0d9-e0b0-449d-85b0-5825c61a70e2,9c5f11ae-3e69-4be0-9734-a4b79dad02eb
tch_20200625-194535_19,2bb224c3-b6f1-11ea-840b-0242ac110002,std_1593095767452_19,class_20200625-194535_19,YHLH-y9v3,f8643adc-f239-4480-b3f5-304dcd021323,cbdf0fb2-b791-43e7-9b7f-0f904a032ac6,3568528b-45d0-4f69-baf6-12e1ccaf4b5c,82467b48-409b-4bbb-8b06-b240af5c145c,cb0c876f-5851-4c3e-8b60-8a64f38698de
tch_20200625-194535_18,2c015646-b6f1-11ea-94cc-0242ac110002,std_1593095767989_18,class_20200625-194535_18,mJkd-eB8C,36c7e44a-cfe0-49fc-a9c3-1afbec364bdb,7fb90ec4-5bde-40d1-9eb5-b0d0c5c2f789,5c807a08-350c-4cc6-a787-9dc37efd1151,d1737fe5-bbdb-4650-9023-76daabf0b037,e470c020-0623-4a0b-8d33-c97d5f44b78f
tch_20200625-194535_16,2cf1a99e-b6f1-11ea-840b-0242ac110002,std_1593095769555_16,class_20200625-194535_16,K84L-Z3qF,cd1cf854-a1ce-4d0e-8b73-39a43db5bcf7,7bda3076-5683-4b8c-b151-569e34d6fd18,f25bdaf6-2859-46e3-8cb1-435fe8ee436f,c9ddc25f-3ef0-4bac-9561-849d9fbe3e15,7fe17723-f7c0-4b39-b0f6-9eb2a5c15a14
tch_20200625-194535_21,2e92afa5-b6f1-11ea-94cc-0242ac110002,std_1593095772303_21,class_20200625-194535_21,3DnK-VgBW,d30bb626-051e-4ae0-82cc-6a2e1ca14015,42b78167-582b-4a71-87eb-0f569764010c,721a8ff2-e4d7-4afa-876b-b5a26a6d4422,6eeb5e20-f968-423d-a185-fd4defef1023,b6df1d26-a2a2-4e1f-8f77-0c0845cbee7b
tch_20200625-194535_15,307af705-b6f1-11ea-840b-0242ac110002,std_1593095775482_15,class_20200625-194535_15,UaLK-83yj,16d64365-ec2f-4d7f-9827-672c1a04a1b9,8bb37598-0ea2-4504-9149-ea0e84b7c646,a61fa80f-3a04-410a-9bbc-35ac316d8961,b617a5fb-eb13-4905-b778-952fcbe5f723,2dfffe77-7c57-4917-8921-5aeef4563fb1
tch_20200625-194535_6,2f817ca6-b6f1-11ea-94cc-0242ac110002,std_1593095773859_6,class_20200625-194535_6,ftRz-vVDz,fb71f672-bc22-47dc-b5f2-6e5c8c921595,280ef0a2-1e2f-4582-9d38-fc3d725ec675,528a764f-b5fb-4e85-aa57-7056d5c2fa0a,e4cd646c-fc30-4959-87dd-48bf4736b77b,69fd0676-e0b9-4fc0-909b-6fde24e1e283
tch_20200625-194535_17,3251da65-b6f1-11ea-94cc-0242ac110002,std_1593095778599_17,class_20200625-194535_17,KWVF-unjG,f44a4afc-1456-48f9-a2dd-5fbace41b2a6,77c62091-8df7-4175-ba74-dc627035e5a3,8b7143e8-4682-4153-8df2-f88fddb9671d,d96e0acb-634b-436d-b47c-cb5f85bd6fd6,b9d94301-646c-400d-88b6-09f6f81143c3
tch_20200625-194535_8,2f852640-b6f1-11ea-94cc-0242ac110002,std_1593095773880_8,class_20200625-194535_8,ghci-cW78,7d2ee307-c2f0-4a5d-9094-ca10ee1f8d74,f0b2eade-352c-4370-8685-605f0bc88bed,10e514c8-56bc-4e44-ba71-0915117c2757,7c2d78c9-ef00-4758-9f3e-a05e299c3f9c,dd8e60e2-5770-4652-a873-6f5625be9fc1
tch_20200625-194535_10,348709f4-b6f1-11ea-94cc-0242ac110002,std_1593095782256_10,class_20200625-194535_10,tYW4-wTDV,862f9e2e-8547-4e32-9e72-2d685c2759c6,e31778bc-384c-4433-820f-6a89047c5523,643b925c-cce5-4ed8-b873-0f73671168f1,1774dcab-5dd6-4cf1-a91e-dc826945598c,3e54d637-8ba8-4c8f-9a2d-31a384c3ac86
tch_20200625-194535_13,3210b2cf-b6f1-11ea-840b-0242ac110002,std_1593095778123_13,class_20200625-194535_13,4Zb9-P27g,5a77a5e8-4ffa-4ca2-9324-f7fe5a60c0a8,14e6f8b7-c2a6-40e3-b206-38a9db23e239,80d8251b-9e5b-4436-8a64-dc957350c66a,0a430ee7-872c-4f84-86cd-3e77d37da25a,aa42733b-360c-4784-90e7-9a9f442b9fb1
tch_20200625-194535_7,346f3c02-b6f1-11ea-840b-0242ac110002,std_1593095782133_7,class_20200625-194535_7,47C8-qRVp,a89ab3da-7d37-49a4-b834-121de988d9d0,e2f35ec3-6c90-445d-9d7d-265ce13851e8,c5b19127-7a78-4d7d-8aec-c1e37a0612b5,f36d76fc-55f0-4bd4-b05d-834e45c3f045,9f9c734b-3003-457b-86a7-2e674b80132a
tch_20200625-194535_14,33db601e-b6f1-11ea-94cc-0242ac110002,std_1593095781127_14,class_20200625-194535_14,nYdo-jdHt,cca545b3-24ae-43e0-ad87-c6ee8d6e3203,8dd7b7b9-57ac-405c-9cf3-6b325b6011eb,5a70393f-7b36-4a05-8695-1a18af482c1a,6f30871c-9e22-462f-a760-3013e61accec,81f0f126-a95c-4c12-847b-8f25c9cdec2a
tch_20200625-194535_12,37cd5ac7-b6f1-11ea-94cc-0242ac110002,std_1593095787781_12,class_20200625-194535_12,676p-vj4H,1d894a8a-3ea1-4358-959c-faf1ff809156,e476ee6e-9613-4f0c-be7e-9da6ea9386fd,d4928513-9c59-47b4-998e-758a6fe8ea27,09eac84e-3034-4ef6-b4ba-0518247854fc,298daba8-d2d2-4e3d-886b-cbdae4af27cc
tch_20200625-194535_22,3b6e76c2-b6f1-11ea-94cc-0242ac110002,std_1593095793891_22,class_20200625-194535_22,tjox-7kxV,1dfcb069-4abd-474c-b6a3-fe491e408370,1ddb1600-de2b-4e47-b761-4adda1d48524,abe39e8e-5652-448c-92ea-e6c15cb170ad,6119b0d9-e0b0-449d-85b0-5825c61a70e2,9c5f11ae-3e69-4be0-9734-a4b79dad02eb
tch_20200625-194535_18,3b818a08-b6f1-11ea-94cc-0242ac110002,std_1593095793997_18,class_20200625-194535_18,mJkd-eB8C,36c7e44a-cfe0-49fc-a9c3-1afbec364bdb,7fb90ec4-5bde-40d1-9eb5-b0d0c5c2f789,5c807a08-350c-4cc6-a787-9dc37efd1151,d1737fe5-bbdb-4650-9023-76daabf0b037,e470c020-0623-4a0b-8d33-c97d5f44b78f
tch_20200625-194535_16,3c8d53e3-b6f1-11ea-840b-0242ac110002,std_1593095795762_16,class_20200625-194535_16,K84L-Z3qF,cd1cf854-a1ce-4d0e-8b73-39a43db5bcf7,7bda3076-5683-4b8c-b151-569e34d6fd18,f25bdaf6-2859-46e3-8cb1-435fe8ee436f,c9ddc25f-3ef0-4bac-9561-849d9fbe3e15,7fe17723-f7c0-4b39-b0f6-9eb2a5c15a14
tch_20200625-194535_21,3dbab050-b6f1-11ea-94cc-0242ac110002,std_1593095797726_21,class_20200625-194535_21,3DnK-VgBW,d30bb626-051e-4ae0-82cc-6a2e1ca14015,42b78167-582b-4a71-87eb-0f569764010c,721a8ff2-e4d7-4afa-876b-b5a26a6d4422,6eeb5e20-f968-423d-a185-fd4defef1023,b6df1d26-a2a2-4e1f-8f77-0c0845cbee7b
