tchextid,studentuuid,stdextid,classcode
tch_20200702-135738_31,71750a2c-bccb-11ea-94cc-0242ac110002,std_1593739255038_131,W2sD-7x7y
tch_20200702-135738_23,74c96582-bccb-11ea-94cc-0242ac110002,std_1593739260956_123,jKAy-hgV2
tch_20200702-135738_28,75d186b8-bccb-11ea-94cc-0242ac110002,std_1593739262671_128,BbZA-KMb6
tch_20200702-135738_27,74f83d53-bccb-11ea-94cc-0242ac110002,std_1593739261267_127,h9ps-BAF3
tch_20200702-135738_20,769d135d-bccb-11ea-840b-0242ac110002,std_1593739264056_120,GwE9-3z7N
tch_20200702-135738_24,788163e7-bccb-11ea-840b-0242ac110002,std_1593739267234_124,Y8gd-yWqm
tch_20200702-135738_19,78c5e715-bccb-11ea-840b-0242ac110002,std_1593739267674_119,RAc6-2iZ7
tch_20200702-135738_29,7a0c714e-bccb-11ea-94cc-0242ac110002,std_1593739269768_129,LRxv-6H2v
tch_20200702-135738_33,78a05e0f-bccb-11ea-840b-0242ac110002,std_1593739267053_133,dbtT-8Aj7
tch_20200702-135738_34,7c34a86b-bccb-11ea-840b-0242ac110002,std_1593739273061_134,MX27-PhQw
tch_20200702-135738_21,7dee8d29-bccb-11ea-840b-0242ac110002,std_1593739276284_121,4ixk-2HRt
tch_20200702-135738_26,7cad3389-bccb-11ea-840b-0242ac110002,std_1593739274195_126,27kt-QN8g
tch_20200702-135738_30,7e65e014-bccb-11ea-840b-0242ac110002,std_1593739277100_130,9vMK-24t9
tch_20200702-135738_25,7de3b7ed-bccb-11ea-94cc-0242ac110002,std_1593739276250_125,Cjio-N7nY
tch_20200702-135738_35,7fc8f2b9-bccb-11ea-94cc-0242ac110002,std_1593739279068_135,K8k9-GznN
tch_20200702-135738_22,80480d8b-bccb-11ea-840b-0242ac110002,std_1593739280278_122,dT9q-D9Le
tch_20200702-135738_36,835b8f92-bccb-11ea-94cc-0242ac110002,std_1593739285075_136,Gctm-TCnh
tch_20200702-135738_32,82d6a7e8-bccb-11ea-840b-0242ac110002,std_1593739284569_132,Qe7U-yvz7
tch_20200702-135738_23,84965952-bccb-11ea-94cc-0242ac110002,std_1593739287465_123,jKAy-hgV2
tch_20200702-135738_31,82fb6d65-bccb-11ea-94cc-0242ac110002,std_1593739284813_131,W2sD-7x7y
tch_20200702-135738_27,85e19dd3-bccb-11ea-840b-0242ac110002,std_1593739289638_127,h9ps-BAF3
tch_20200702-135738_28,851db170-bccb-11ea-94cc-0242ac110002,std_1593739288376_128,BbZA-KMb6
tch_20200702-135738_37,86f2bf9e-bccb-11ea-840b-0242ac110002,std_1593739291083_137,gfFa-YRsB
tch_20200702-135738_24,88dcb580-bccb-11ea-840b-0242ac110002,std_1593739294641_124,Y8gd-yWqm
tch_20200702-135738_38,8a8116fd-bccb-11ea-94cc-0242ac110002,std_1593739297090_138,Fskq-E6YG
tch_20200702-135738_33,8afa1691-bccb-11ea-840b-0242ac110002,std_1593739298231_133,dbtT-8Aj7
tch_20200702-135738_34,8bad61d5-bccb-11ea-94cc-0242ac110002,std_1593739299354_134,MX27-PhQw
tch_20200702-135738_29,8ab1c373-bccb-11ea-94cc-0242ac110002,std_1593739297709_129,LRxv-6H2v
tch_20200702-135738_30,8cece67b-bccb-11ea-94cc-0242ac110002,std_1593739301454_130,9vMK-24t9
tch_20200702-135738_26,8c56c11c-bccb-11ea-94cc-0242ac110002,std_1593739300483_126,27kt-QN8g
tch_20200702-135738_39,8e138c09-bccb-11ea-840b-0242ac110002,std_1593739303096_139,Rq7c-nYgf
tch_20200702-135738_25,8d75c5aa-bccb-11ea-840b-0242ac110002,std_1593739302373_125,Cjio-N7nY
tch_20200702-135738_35,8e371a05-bccb-11ea-840b-0242ac110002,std_1593739303654_135,K8k9-GznN
tch_20200702-135738_40,91abf4c1-bccb-11ea-94cc-0242ac110002,std_1593739309102_140,H7eu-EKwL
tch_20200702-135738_32,92f2a62e-bccb-11ea-94cc-0242ac110002,std_1593739311596_132,Qe7U-yvz7
tch_20200702-135738_36,91eaac28-bccb-11ea-94cc-0242ac110002,std_1593739309853_136,Gctm-TCnh
tch_20200702-135738_41,9541ed0f-bccb-11ea-840b-0242ac110002,std_1593739315108_141,R4Uq-WYM3
tch_20200702-135738_27,93d7396a-bccb-11ea-840b-0242ac110002,std_1593739313091_127,h9ps-BAF3
tch_20200702-135738_31,93ba623b-bccb-11ea-840b-0242ac110002,std_1593739312813_131,W2sD-7x7y
tch_20200702-135738_28,96095c2c-bccb-11ea-94cc-0242ac110002,std_1593739316763_128,BbZA-KMb6
tch_20200702-135738_37,976ae7db-bccb-11ea-94cc-0242ac110002,std_1593739319075_137,gfFa-YRsB
tch_20200702-135738_42,98d489ee-bccb-11ea-94cc-0242ac110002,std_1593739321116_142,2B9i-Y2Pc
tch_20200702-135738_38,990843cd-bccb-11ea-94cc-0242ac110002,std_1593739321796_138,Fskq-E6YG
tch_20200702-135738_33,9979a2f6-bccb-11ea-94cc-0242ac110002,std_1593739322545_133,dbtT-8Aj7
tch_20200702-135738_29,9acf4866-bccb-11ea-94cc-0242ac110002,std_1593739324746_129,LRxv-6H2v
tch_20200702-135738_30,9c3df3ae-bccb-11ea-94cc-0242ac110002,std_1593739327169_130,9vMK-24t9
tch_20200702-135738_34,9ab75341-bccb-11ea-94cc-0242ac110002,std_1593739324603_134,MX27-PhQw
tch_20200702-135738_43,9c6f8a9c-bccb-11ea-94cc-0242ac110002,std_1593739327126_143,zhRr-thq2
tch_20200702-135738_39,9dbc2ebc-bccb-11ea-94cc-0242ac110002,std_1593739329649_139,Rq7c-nYgf
tch_20200702-135738_35,9f0aceae-bccb-11ea-94cc-0242ac110002,std_1593739331836_135,K8k9-GznN
tch_20200702-135738_44,9ffbe5c2-bccb-11ea-840b-0242ac110002,std_1593739333131_144,9xnB-4JsU
tch_20200702-135738_36,a323167f-bccb-11ea-94cc-0242ac110002,std_1593739338755_136,Gctm-TCnh
tch_20200702-135738_45,a38ef732-bccb-11ea-840b-0242ac110002,std_1593739339139_145,tEFt-hbwn
tch_20200702-135738_40,a17c4486-bccb-11ea-94cc-0242ac110002,std_1593739335931_140,H7eu-EKwL
tch_20200702-135738_41,a3d130f5-bccb-11ea-94cc-0242ac110002,std_1593739339873_141,R4Uq-WYM3
tch_20200702-135738_32,a1e0ab7a-bccb-11ea-94cc-0242ac110002,std_1593739336639_132,Qe7U-yvz7
tch_20200702-135738_46,a7282430-bccb-11ea-94cc-0242ac110002,std_1593739345145_146,rzkj-B9f6
tch_20200702-135738_31,a474c392-bccb-11ea-840b-0242ac110002,std_1593739340942_131,W2sD-7x7y
tch_20200702-135738_37,a896cf62-bccb-11ea-94cc-0242ac110002,std_1593739347905_137,gfFa-YRsB
tch_20200702-135738_42,a8fe1c6f-bccb-11ea-94cc-0242ac110002,std_1593739348552_142,2B9i-Y2Pc
tch_20200702-135738_33,a9cc9035-bccb-11ea-94cc-0242ac110002,std_1593739349897_133,dbtT-8Aj7
tch_20200702-135738_38,a9915c33-bccb-11ea-840b-0242ac110002,std_1593739349526_138,Fskq-E6YG
tch_20200702-135738_47,aabce3ad-bccb-11ea-94cc-0242ac110002,std_1593739351152_147,4TRC-Px8N
tch_20200702-135738_34,ac0d30e1-bccb-11ea-840b-0242ac110002,std_1593739353708_134,MX27-PhQw
tch_20200702-135738_43,acb1d61f-bccb-11ea-840b-0242ac110002,std_1593739354770_143,zhRr-thq2
tch_20200702-135738_39,ad763753-bccb-11ea-840b-0242ac110002,std_1593739356077_139,Rq7c-nYgf
tch_20200702-135738_35,ad83cba4-bccb-11ea-94cc-0242ac110002,std_1593739356134_135,K8k9-GznN
tch_20200702-135738_44,afcea61e-bccb-11ea-94cc-0242ac110002,std_1593739360005_144,9xnB-4JsU
tch_20200702-135738_48,ae4e207b-bccb-11ea-94cc-0242ac110002,std_1593739357158_148,3nD9-Mx89
tch_20200702-135738_45,b1c1ea73-bccb-11ea-840b-0242ac110002,std_1593739363284_145,tEFt-hbwn
tch_20200702-135738_36,b16301d5-bccb-11ea-94cc-0242ac110002,std_1593739362645_136,Gctm-TCnh
tch_20200702-135738_49,b1e0e4ad-bccb-11ea-94cc-0242ac110002,std_1593739363167_149,3GjH-UAv3
tch_20200702-135738_41,b3435a7a-bccb-11ea-94cc-0242ac110002,std_1593739365797_141,R4Uq-WYM3
tch_20200702-135738_40,b24e7352-bccb-11ea-94cc-0242ac110002,std_1593739364161_140,H7eu-EKwL
tch_20200702-135738_46,b4e0689d-bccb-11ea-94cc-0242ac110002,std_1593739368450_146,rzkj-B9f6
tch_20200702-135738_50,b57a373c-bccb-11ea-840b-0242ac110002,std_1593739369173_150,3L94-2eyQ
tch_20200702-135738_37,b806fd2e-bccb-11ea-94cc-0242ac110002,std_1593739373789_137,gfFa-YRsB
tch_20200702-135738_51,b90f6bf7-bccb-11ea-94cc-0242ac110002,std_1593739375179_151,U83s-9hWc
tch_20200702-135738_42,b81e2edb-bccb-11ea-840b-0242ac110002,std_1593739373945_142,2B9i-Y2Pc
tch_20200702-135738_38,b99f28b8-bccb-11ea-94cc-0242ac110002,std_1593739376464_138,Fskq-E6YG
tch_20200702-135738_47,bb3c5e6c-bccb-11ea-840b-0242ac110002,std_1593739379184_147,4TRC-Px8N
tch_20200702-135738_39,bd7473f4-bccb-11ea-94cc-0242ac110002,std_1593739382871_139,Rq7c-nYgf
tch_20200702-135738_43,bcca9f6d-bccb-11ea-94cc-0242ac110002,std_1593739381764_143,zhRr-thq2
tch_20200702-135738_44,beb3d21e-bccb-11ea-840b-0242ac110002,std_1593739384996_144,9xnB-4JsU
tch_20200702-135738_45,bf547f0e-bccb-11ea-840b-0242ac110002,std_1593739386032_145,tEFt-hbwn
tch_20200702-135738_52,bca3ddf5-bccb-11ea-94cc-0242ac110002,std_1593739381187_152,749Y-uxHD
tch_20200702-135738_48,bf3e1022-bccb-11ea-94cc-0242ac110002,std_1593739385844_148,3nD9-Mx89
tch_20200702-135738_41,c1c0755b-bccb-11ea-840b-0242ac110002,std_1593739390104_141,R4Uq-WYM3
tch_20200702-135738_53,c035902a-bccb-11ea-840b-0242ac110002,std_1593739387195_153,hLW9-s46W
tch_20200702-135738_49,c146d8be-bccb-11ea-94cc-0242ac110002,std_1593739389322_149,3GjH-UAv3
tch_20200702-135738_40,c22e7a0e-bccb-11ea-94cc-0242ac110002,std_1593739390826_140,H7eu-EKwL
tch_20200702-135738_54,c3cbd642-bccb-11ea-840b-0242ac110002,std_1593739393205_154,ZVpm-CbnT
tch_20200702-135738_46,c532b907-bccb-11ea-94cc-0242ac110002,std_1593739395893_146,rzkj-B9f6
tch_20200702-135738_51,c852bd57-bccb-11ea-94cc-0242ac110002,std_1593739401103_151,U83s-9hWc
tch_20200702-135738_55,c76131e8-bccb-11ea-840b-0242ac110002,std_1593739399211_155,Zin2-p7pa
tch_20200702-135738_50,c6c0374a-bccb-11ea-840b-0242ac110002,std_1593739398506_150,3L94-2eyQ
tch_20200702-135738_47,cb1b2c26-bccb-11ea-840b-0242ac110002,std_1593739405792_147,4TRC-Px8N
tch_20200702-135738_56,caf617fb-bccb-11ea-94cc-0242ac110002,std_1593739405219_156,i2E9-2U4y
tch_20200702-135738_42,c85bbeb6-bccb-11ea-840b-0242ac110002,std_1593739401163_142,2B9i-Y2Pc
tch_20200702-135738_43,cd2888fd-bccb-11ea-94cc-0242ac110002,std_1593739409199_143,zhRr-thq2
tch_20200702-135738_52,ce5a2b2e-bccb-11ea-94cc-0242ac110002,std_1593739411240_152,749Y-uxHD
tch_20200702-135738_44,cdd93ab6-bccb-11ea-840b-0242ac110002,std_1593739410401_144,9xnB-4JsU
tch_20200702-135738_57,ce8c373c-bccb-11ea-94cc-0242ac110002,std_1593739411225_157,6G48-J6dQ
tch_20200702-135738_45,cde0190a-bccb-11ea-94cc-0242ac110002,std_1593739410454_145,tEFt-hbwn
tch_20200702-135738_54,d33155e3-bccb-11ea-840b-0242ac110002,std_1593739419369_154,ZVpm-CbnT
tch_20200702-135738_58,d21c1519-bccb-11ea-840b-0242ac110002,std_1593739417233_158,KCPv-h9M7
tch_20200702-135738_53,d1fd4232-bccb-11ea-94cc-0242ac110002,std_1593739417329_153,hLW9-s46W
tch_20200702-135738_49,d2155e5d-bccb-11ea-94cc-0242ac110002,std_1593739417476_149,3GjH-UAv3
tch_20200702-135738_48,d1660b77-bccb-11ea-94cc-0242ac110002,std_1593739416332_148,3nD9-Mx89
tch_20200702-135738_59,d5ba718d-bccb-11ea-840b-0242ac110002,std_1593739423240_159,8jC6-Ky38
tch_20200702-135738_46,d54a23ce-bccb-11ea-840b-0242ac110002,std_1593739422884_146,rzkj-B9f6
tch_20200702-135738_50,d81d8f0b-bccb-11ea-840b-0242ac110002,std_1593739427519_150,3L94-2eyQ
tch_20200702-135738_51,d70d08b4-bccb-11ea-94cc-0242ac110002,std_1593739425843_151,U83s-9hWc
tch_20200702-135738_60,d9456c5c-bccb-11ea-840b-0242ac110002,std_1593739429247_160,6iRV-H8YZ
tch_20200702-135738_55,d8065d1c-bccb-11ea-840b-0242ac110002,std_1593739427477_155,Zin2-p7pa
tch_20200702-135738_47,d9d50253-bccb-11ea-94cc-0242ac110002,std_1593739430509_147,4TRC-Px8N
tch_20200702-135738_56,dac50813-bccb-11ea-840b-0242ac110002,std_1593739432077_156,i2E9-2U4y
tch_20200702-135738_57,de2cc431-bccb-11ea-94cc-0242ac110002,std_1593739437801_157,6G48-J6dQ
tch_20200702-135738_61,dcddfd00-bccb-11ea-840b-0242ac110002,std_1593739435258_161,p4ze-74M3
tch_20200702-135738_52,dd7bc3f1-bccb-11ea-94cc-0242ac110002,std_1593739436593_152,749Y-uxHD
tch_20200702-135738_62,e075a23a-bccb-11ea-840b-0242ac110002,std_1593739441269_162,atj9-H8uh
tch_20200702-135738_49,e208c572-bccb-11ea-94cc-0242ac110002,std_1593739444267_149,3GjH-UAv3
tch_20200702-135738_54,e14c2caa-bccb-11ea-94cc-0242ac110002,std_1593739443028_154,ZVpm-CbnT
tch_20200702-135738_58,e19bd32f-bccb-11ea-840b-0242ac110002,std_1593739443528_158,KCPv-h9M7
tch_20200702-135738_53,e1a2b133-bccb-11ea-840b-0242ac110002,std_1593739443601_153,hLW9-s46W
tch_20200702-135738_48,e2662836-bccb-11ea-840b-0242ac110002,std_1593739444888_148,3nD9-Mx89
tch_20200702-135738_63,e403365e-bccb-11ea-840b-0242ac110002,std_1593739447283_163,4V8g-qaU9
tch_20200702-135738_51,e862e66f-bccb-11ea-840b-0242ac110002,std_1593739454880_151,U83s-9hWc
tch_20200702-135738_50,e755e3b8-bccb-11ea-840b-0242ac110002,std_1593739453165_150,3L94-2eyQ
tch_20200702-135738_59,e5a32abc-bccb-11ea-94cc-0242ac110002,std_1593739450247_159,8jC6-Ky38
tch_20200702-135738_64,e79d4c91-bccb-11ea-840b-0242ac110002,std_1593739453294_164,u3pZ-xoY9
tch_20200702-135738_55,e8c551e3-bccb-11ea-840b-0242ac110002,std_1593739455586_155,Zin2-p7pa
tch_20200702-135738_60,e86d2022-bccb-11ea-94cc-0242ac110002,std_1593739455004_160,6iRV-H8YZ
tch_20200702-135738_61,ecb09620-bccb-11ea-94cc-0242ac110002,std_1593739462138_161,p4ze-74M3
tch_20200702-135738_56,eb5c9eda-bccb-11ea-94cc-0242ac110002,std_1593739459890_156,i2E9-2U4y
tch_20200702-135738_65,eb2f73ca-bccb-11ea-94cc-0242ac110002,std_1593739459306_165,9g7w-9TN9
tch_20200702-135738_57,eca942aa-bccb-11ea-840b-0242ac110002,std_1593739462043_157,6G48-J6dQ
tch_20200702-135738_66,eec2fbbb-bccb-11ea-840b-0242ac110002,std_1593739465319_166,bV7P-9kER
tch_20200702-135738_52,eebc1d19-bccb-11ea-94cc-0242ac110002,std_1593739465569_152,749Y-uxHD
tch_20200702-135738_62,efa82b42-bccb-11ea-94cc-0242ac110002,std_1593739467118_162,atj9-H8uh
tch_20200702-135738_54,f0ac2e0a-bccb-11ea-840b-0242ac110002,std_1593739468821_154,ZVpm-CbnT
tch_20200702-135738_58,f0db7ab8-bccb-11ea-94cc-0242ac110002,std_1593739469101_158,KCPv-h9M7
tch_20200702-135738_53,f2630563-bccb-11ea-94cc-0242ac110002,std_1593739471703_153,hLW9-s46W
tch_20200702-135738_67,f25dae05-bccb-11ea-94cc-0242ac110002,std_1593739471330_167,s9rh-8Uqm
tch_20200702-135738_59,f7128423-bccb-11ea-94cc-0242ac110002,std_1593739479568_159,8jC6-Ky38
tch_20200702-135738_63,f45893a8-bccb-11ea-840b-0242ac110002,std_1593739474974_163,4V8g-qaU9
tch_20200702-135738_68,f5faaacd-bccb-11ea-840b-0242ac110002,std_1593739477342_168,cGh6-AeV8
tch_20200702-135738_61,fa4facf3-bccb-11ea-840b-0242ac110002,std_1593739484930_161,p4ze-74M3
tch_20200702-135738_69,f987c907-bccb-11ea-94cc-0242ac110002,std_1593739483356_169,vHqg-aj6V
tch_20200702-135738_56,fa4f10ae-bccb-11ea-840b-0242ac110002,std_1593739484965_156,i2E9-2U4y
tch_20200702-135738_64,f8a09df7-bccb-11ea-94cc-0242ac110002,std_1593739482166_164,u3pZ-xoY9
tch_20200702-135738_65,faf981fa-bccb-11ea-94cc-0242ac110002,std_1593739486120_165,9g7w-9TN9
tch_20200702-135738_55,f94b83a9-bccb-11ea-94cc-0242ac110002,std_1593739483284_155,Zin2-p7pa
tch_20200702-135738_60,fa1ed8d7-bccb-11ea-94cc-0242ac110002,std_1593739484678_160,6iRV-H8YZ
tch_20200702-135738_57,fb3c30ab-bccb-11ea-840b-0242ac110002,std_1593739486560_157,6G48-J6dQ
tch_20200702-135738_66,fcdb60ef-bccb-11ea-94cc-0242ac110002,std_1593739489266_166,bV7P-9kER
tch_20200702-135738_70,fd1b2982-bccb-11ea-840b-0242ac110002,std_1593739489368_170,sAPi-QqvB
tch_20200702-135738_58,012e67f5-bccc-11ea-94cc-0242ac110002,std_1593739496528_158,KCPv-h9M7
tch_20200702-135738_62,ff8969c6-bccb-11ea-840b-0242ac110002,std_1593739493783_162,atj9-H8uh
tch_20200702-135738_71,00b28075-bccc-11ea-94cc-0242ac110002,std_1593739495379_171,K6Lh-72aT
tch_20200702-135738_72,044b5f5f-bccc-11ea-840b-0242ac110002,std_1593739501392_172,ornz-uF4c
tch_20200702-135738_67,02b75200-bccc-11ea-94cc-0242ac110002,std_1593739499055_167,s9rh-8Uqm
tch_20200702-135738_59,04abce8c-bccc-11ea-94cc-0242ac110002,std_1593739502358_159,8jC6-Ky38
tch_20200702-135738_73,07e48af3-bccc-11ea-94cc-0242ac110002,std_1593739507404_173,KC3A-9j7r
tch_20200702-135738_68,069b1b3f-bccc-11ea-840b-0242ac110002,std_1593739505628_168,cGh6-AeV8
tch_20200702-135738_63,0565cf8d-bccc-11ea-94cc-0242ac110002,std_1593739503579_163,4V8g-qaU9
tch_20200702-135738_69,08b289ca-bccc-11ea-840b-0242ac110002,std_1593739509118_169,vHqg-aj6V
tch_20200702-135738_61,0898c08b-bccc-11ea-94cc-0242ac110002,std_1593739508956_161,p4ze-74M3
tch_20200702-135738_65,09fbf9a3-bccc-11ea-94cc-0242ac110002,std_1593739511285_165,9g7w-9TN9
tch_20200702-135738_64,09f9fe16-bccc-11ea-840b-0242ac110002,std_1593739511269_164,u3pZ-xoY9
tch_20200702-135738_60,0b7fb33d-bccc-11ea-94cc-0242ac110002,std_1593739513818_160,6iRV-H8YZ
tch_20200702-135738_74,0b757ac3-bccc-11ea-840b-0242ac110002,std_1593739513416_174,97pa-Eeit
tch_20200702-135738_75,0f057f6b-bccc-11ea-94cc-0242ac110002,std_1593739519427_175,oP2Q-Bkd6
tch_20200702-135738_70,0e85c72b-bccc-11ea-94cc-0242ac110002,std_1593739518899_170,sAPi-QqvB
tch_20200702-135738_62,101122c0-bccc-11ea-840b-0242ac110002,std_1593739521484_162,atj9-H8uh
tch_20200702-135738_66,0e84dd79-bccc-11ea-840b-0242ac110002,std_1593739518898_166,bV7P-9kER
tch_20200702-135738_71,10be2b8a-bccc-11ea-94cc-0242ac110002,std_1593739522632_171,K6Lh-72aT
tch_20200702-135738_76,1299c98d-bccc-11ea-94cc-0242ac110002,std_1593739525439_176,d7zn-J8Uy
tch_20200702-135738_72,12322e0b-bccc-11ea-94cc-0242ac110002,std_1593739525054_172,ornz-uF4c
tch_20200702-135738_67,12830cea-bccc-11ea-94cc-0242ac110002,std_1593739525592_167,s9rh-8Uqm
tch_20200702-135738_68,16af2ac3-bccc-11ea-94cc-0242ac110002,std_1593739532585_168,cGh6-AeV8
tch_20200702-135738_63,16c7465f-bccc-11ea-840b-0242ac110002,std_1593739532762_163,4V8g-qaU9
tch_20200702-135738_73,1585509f-bccc-11ea-840b-0242ac110002,std_1593739530634_173,KC3A-9j7r
tch_20200702-135738_69,1786290c-bccc-11ea-94cc-0242ac110002,std_1593739534007_169,vHqg-aj6V
tch_20200702-135738_77,16336b40-bccc-11ea-94cc-0242ac110002,std_1593739531452_177,TYUZ-L9J6
tch_20200702-135738_65,19ae6052-bccc-11ea-94cc-0242ac110002,std_1593739537627_165,9g7w-9TN9
tch_20200702-135738_78,19c4a77d-bccc-11ea-840b-0242ac110002,std_1593739537463_178,mRgK-pR79
tch_20200702-135738_64,1a1b52d8-bccc-11ea-840b-0242ac110002,std_1593739538347_164,u3pZ-xoY9
tch_20200702-135738_74,1baaccc3-bccc-11ea-94cc-0242ac110002,std_1593739540942_174,97pa-Eeit
tch_20200702-135738_75,1d4fca23-bccc-11ea-840b-0242ac110002,std_1593739543668_175,oP2Q-Bkd6
tch_20200702-135738_70,1dd79809-bccc-11ea-94cc-0242ac110002,std_1593739544571_170,sAPi-QqvB
tch_20200702-135738_79,1d65754a-bccc-11ea-840b-0242ac110002,std_1593739543476_179,Exj4-J7FL
tch_20200702-135738_71,212bcbd0-bccc-11ea-94cc-0242ac110002,std_1593739550106_171,K6Lh-72aT
tch_20200702-135738_66,20bda149-bccc-11ea-94cc-0242ac110002,std_1593739549420_166,bV7P-9kER
tch_20200702-135738_80,20f049b0-bccc-11ea-94cc-0242ac110002,std_1593739549489_180,3Tq4-863x
tch_20200702-135738_67,24c67e9c-bccc-11ea-840b-0242ac110002,std_1593739556213_167,s9rh-8Uqm
tch_20200702-135738_81,2488d9c8-bccc-11ea-840b-0242ac110002,std_1593739555500_181,93fp-4Q7Y
tch_20200702-135738_68,252eb70b-bccc-11ea-840b-0242ac110002,std_1593739556932_168,cGh6-AeV8
tch_20200702-135738_72,24026b51-bccc-11ea-94cc-0242ac110002,std_1593739554930_172,ornz-uF4c
tch_20200702-135738_69,27290069-bccc-11ea-94cc-0242ac110002,std_1593739560236_169,vHqg-aj6V
tch_20200702-135738_73,262dfe77-bccc-11ea-840b-0242ac110002,std_1593739558616_173,KC3A-9j7r
tch_20200702-135738_76,23e6cd33-bccc-11ea-840b-0242ac110002,std_1593739554778_176,d7zn-J8Uy
tch_20200702-135738_82,281f2047-bccc-11ea-94cc-0242ac110002,std_1593739561513_182,76ny-Dcks
tch_20200702-135738_77,2817098b-bccc-11ea-840b-0242ac110002,std_1593739561804_177,TYUZ-L9J6
tch_20200702-135738_74,2b4565bd-bccc-11ea-840b-0242ac110002,std_1593739567138_174,97pa-Eeit
tch_20200702-135738_78,2acbf04b-bccc-11ea-840b-0242ac110002,std_1593739566358_178,mRgK-pR79
tch_20200702-135738_83,2bb2804b-bccc-11ea-94cc-0242ac110002,std_1593739567524_183,hmGu-EsTq
tch_20200702-135738_75,2d11e92a-bccc-11ea-94cc-0242ac110002,std_1593739570144_175,oP2Q-Bkd6
tch_20200702-135738_79,2f1532b3-bccc-11ea-840b-0242ac110002,std_1593739573518_179,Exj4-J7FL
tch_20200702-135738_71,2f4458a4-bccc-11ea-840b-0242ac110002,std_1593739573848_171,K6Lh-72aT
tch_20200702-135738_70,2defc5c1-bccc-11ea-94cc-0242ac110002,std_1593739571587_170,sAPi-QqvB
tch_20200702-135738_84,2f4bfa23-bccc-11ea-840b-0242ac110002,std_1593739573536_184,79K3-PZC8
tch_20200702-135738_80,31767bbe-bccc-11ea-840b-0242ac110002,std_1593739577490_180,3Tq4-863x
tch_20200702-135738_72,34550a42-bccc-11ea-840b-0242ac110002,std_1593739582325_172,ornz-uF4c
tch_20200702-135738_81,33a78c83-bccc-11ea-840b-0242ac110002,std_1593739581226_181,93fp-4Q7Y
tch_20200702-135738_85,32ddac8b-bccc-11ea-94cc-0242ac110002,std_1593739579549_185,LsGD-c969
tch_20200702-135738_76,358b4037-bccc-11ea-94cc-0242ac110002,std_1593739584314_176,d7zn-J8Uy
tch_20200702-135738_82,35e59507-bccc-11ea-94cc-0242ac110002,std_1593739584961_182,76ny-Dcks
tch_20200702-135738_73,355b7da8-bccc-11ea-840b-0242ac110002,std_1593739584059_173,KC3A-9j7r
tch_20200702-135738_86,3673a408-bccc-11ea-94cc-0242ac110002,std_1593739585560_186,p7T3-fXuF
tch_20200702-135738_74,3a1caef2-bccc-11ea-840b-0242ac110002,std_1593739591933_174,97pa-Eeit
tch_20200702-135738_87,3a0be6c8-bccc-11ea-94cc-0242ac110002,std_1593739591574_187,3ViK-ME2C
tch_20200702-135738_83,3b0cdb3c-bccc-11ea-840b-0242ac110002,std_1593739593557_183,hmGu-EsTq
tch_20200702-135738_77,3a04e1ad-bccc-11ea-94cc-0242ac110002,std_1593739591882_177,TYUZ-L9J6
tch_20200702-135738_78,3af004f2-bccc-11ea-94cc-0242ac110002,std_1593739593435_178,mRgK-pR79
tch_20200702-135738_75,3db87344-bccc-11ea-840b-0242ac110002,std_1593739598097_175,oP2Q-Bkd6
tch_20200702-135738_88,3da2c8db-bccc-11ea-94cc-0242ac110002,std_1593739597588_188,twry-u2Z6
tch_20200702-135738_84,40281490-bccc-11ea-94cc-0242ac110002,std_1593739602169_184,79K3-PZC8
tch_20200702-135738_79,3e7a6475-bccc-11ea-94cc-0242ac110002,std_1593739599385_179,Exj4-J7FL
tch_20200702-135738_89,413ae402-bccc-11ea-840b-0242ac110002,std_1593739603599_189,6KxC-7XAt
tch_20200702-135738_80,41bf2f10-bccc-11ea-94cc-0242ac110002,std_1593739604820_180,3Tq4-863x
tch_20200702-135738_90,44c7b3e6-bccc-11ea-840b-0242ac110002,std_1593739609613_190,R43m-37w3
tch_20200702-135738_81,426a14e4-bccc-11ea-94cc-0242ac110002,std_1593739605966_181,93fp-4Q7Y
tch_20200702-135738_82,45b484d9-bccc-11ea-840b-0242ac110002,std_1593739611497_182,76ny-Dcks
tch_20200702-135738_76,45498e6d-bccc-11ea-94cc-0242ac110002,std_1593739610777_176,d7zn-J8Uy
tch_20200702-135738_85,44e3eef2-bccc-11ea-94cc-0242ac110002,std_1593739610093_185,LsGD-c969
tch_20200702-135738_86,472245ce-bccc-11ea-840b-0242ac110002,std_1593739613871_186,p7T3-fXuF
tch_20200702-135738_91,485a507e-bccc-11ea-840b-0242ac110002,std_1593739615624_191,F2Lx-38H2
tch_20200702-135738_77,49b46230-bccc-11ea-94cc-0242ac110002,std_1593739618202_177,TYUZ-L9J6
tch_20200702-135738_83,49920d8f-bccc-11ea-94cc-0242ac110002,std_1593739617979_183,hmGu-EsTq
tch_20200702-135738_87,49391790-bccc-11ea-840b-0242ac110002,std_1593739617387_187,3ViK-ME2C
tch_20200702-135738_78,4afa9dc1-bccc-11ea-94cc-0242ac110002,std_1593739620335_178,mRgK-pR79
tch_20200702-135738_92,4bf43fd4-bccc-11ea-94cc-0242ac110002,std_1593739621636_192,azcq-g9vf
tch_20200702-135738_88,4dba0bb5-bccc-11ea-840b-0242ac110002,std_1593739624963_188,twry-u2Z6
