tchextid,stduuid,stdextid,classcode
tch_20200713-112355_18,8767522b-cb0d-11ea-acee-0242ac110002,std_1595306956624_118,X7yT-d9K2
tch_20200713-112355_37,8661c8c7-cb0d-11ea-96b3-0242ac110002,std_1595306954576_137,7yhM-268Y
tch_20200713-112355_17,840d29ed-cb0d-11ea-af23-0242ac110002,std_1595306950969_117,h9J4-K9pr
tch_20200713-112355_24,8713b360-cb0d-11ea-89f8-0242ac110002,std_1595306956054_124,cY9X-CB8j
tch_20200713-112355_26,89d80419-cb0d-11ea-acee-0242ac110002,std_1595306960669_126,bArx-bk93
tch_20200713-112355_16,88904180-cb0d-11ea-af23-0242ac110002,std_1595306958531_116,UYFt-RC9t
tch_20200713-112355_31,88ebf674-cb0d-11ea-acee-0242ac110002,std_1595306959162_131,vB8A-2snJ
tch_20200713-112355_32,8a75a2ca-cb0d-11ea-89f8-0242ac110002,std_1595306961668_132,fmZR-3dY3
tch_20200713-112355_20,8bd7a443-cb0d-11ea-acee-0242ac110002,std_1595306964029_120,nU89-Ds42
tch_20200713-112355_38,88c95291-cb0d-11ea-96b3-0242ac110002,std_1595306958601_138,i3q3-tRoW
tch_20200713-112355_25,89c1e3f0-cb0d-11ea-af23-0242ac110002,std_1595306960541_125,9uVR-3meR
tch_20200713-112355_27,8bee604e-cb0d-11ea-89f8-0242ac110002,std_1595306964197_127,MDdA-f2yL
tch_20200713-112355_39,8b2da8c0-cb0d-11ea-89f8-0242ac110002,std_1595306962617_139,v2h2-Y8cG
tch_20200713-112355_33,8f1c208c-cb0d-11ea-96b3-0242ac110002,std_1595306969538_133,26Kr-P3jU
tch_20200713-112355_21,8f9e4976-cb0d-11ea-96b3-0242ac110002,std_1595306970408_121,XF9A-uMKd
tch_20200713-112355_41,8ff93a1f-cb0d-11ea-96b3-0242ac110002,std_1595306970649_141,ve6m-waAB
tch_20200713-112355_22,8e960130-cb0d-11ea-96b3-0242ac110002,std_1595306968677_122,Mq8R-qzN8
tch_20200713-112355_19,8cdabcce-cb0d-11ea-89f8-0242ac110002,std_1595306965688_119,Zx23-Xdhd
tch_20200713-112355_40,8d92e924-cb0d-11ea-acee-0242ac110002,std_1595306966633_140,NdYR-9237
tch_20200713-112355_34,906ae78c-cb0d-11ea-acee-0242ac110002,std_1595306971712_134,ykFc-VHPq
tch_20200713-112355_42,925ec8cc-cb0d-11ea-acee-0242ac110002,std_1595306974665_142,dxhC-6WmZ
tch_20200713-112355_35,913849e2-cb0d-11ea-af23-0242ac110002,std_1595306973025_135,gvsu-92Js
tch_20200713-112355_23,9460da08-cb0d-11ea-af23-0242ac110002,std_1595306978324_123,gLZU-pNmc
tch_20200713-112355_28,913eb26e-cb0d-11ea-96b3-0242ac110002,std_1595306973107_128,Fq8U-rE3P
tch_20200713-112355_36,93e456fa-cb0d-11ea-89f8-0242ac110002,std_1595306977560_136,vVw6-wCTB
tch_20200713-112355_30,93e25bc6-cb0d-11ea-af23-0242ac110002,std_1595306977565_130,bs2L-Agx9
tch_20200713-112355_43,94c14962-cb0d-11ea-89f8-0242ac110002,std_1595306978681_143,4if6-eV8A
tch_20200713-112355_29,954287e5-cb0d-11ea-acee-0242ac110002,std_1595306979857_129,g2JU-V8n8
tch_20200713-112355_44,97281102-cb0d-11ea-acee-0242ac110002,std_1595306982697_144,bP6c-4mKU
tch_20200713-112355_37,96020755-cb0d-11ea-96b3-0242ac110002,std_1595306981125_137,7yhM-268Y
tch_20200713-112355_24,9709b34e-cb0d-11ea-89f8-0242ac110002,std_1595306982848_124,cY9X-CB8j
tch_20200713-112355_32,9a2c2930-cb0d-11ea-89f8-0242ac110002,std_1595306988092_132,fmZR-3dY3
tch_20200713-112355_31,9948a719-cb0d-11ea-89f8-0242ac110002,std_1595306986625_131,vB8A-2snJ
tch_20200713-112355_45,9987abd0-cb0d-11ea-af23-0242ac110002,std_1595306986712_145,jYyU-iT3b
tch_20200713-112355_25,9b1417bd-cb0d-11ea-96b3-0242ac110002,std_1595306989619_125,9uVR-3meR
tch_20200713-112355_26,98fde211-cb0d-11ea-96b3-0242ac110002,std_1595306986110_126,bArx-bk93
tch_20200713-112355_27,9c20308a-cb0d-11ea-96b3-0242ac110002,std_1595306991387_127,MDdA-f2yL
tch_20200713-112355_38,9b054aaf-cb0d-11ea-acee-0242ac110002,std_1595306989507_138,i3q3-tRoW
tch_20200713-112355_46,9bed8856-cb0d-11ea-89f8-0242ac110002,std_1595306990728_146,8RDx-Jj63
tch_20200713-112355_39,9c3b59bf-cb0d-11ea-89f8-0242ac110002,std_1595306991544_139,v2h2-Y8cG
tch_20200713-112355_41,9df6c57b-cb0d-11ea-89f8-0242ac110002,std_1595306994444_141,ve6m-waAB
tch_20200713-112355_47,9e52efa3-cb0d-11ea-89f8-0242ac110002,std_1595306994746_147,DEZb-3s6z
tch_20200713-112355_40,9e9416c9-cb0d-11ea-89f8-0242ac110002,std_1595306995439_140,NdYR-9237
tch_20200713-112355_33,9d820a64-cb0d-11ea-96b3-0242ac110002,std_1595306993685_133,26Kr-P3jU
tch_20200713-112355_34,a0086750-cb0d-11ea-af23-0242ac110002,std_1595306997929_134,ykFc-VHPq
tch_20200713-112355_42,a14ca6e1-cb0d-11ea-acee-0242ac110002,std_1595307000052_142,dxhC-6WmZ
tch_20200713-112355_48,a0bdfbb7-cb0d-11ea-96b3-0242ac110002,std_1595306998762_148,2T2Y-8DGc
tch_20200713-112355_28,a33d2c23-cb0d-11ea-89f8-0242ac110002,std_1595307003307_128,Fq8U-rE3P
tch_20200713-112355_35,a16eadba-cb0d-11ea-96b3-0242ac110002,std_1595307000282_135,gvsu-92Js
tch_20200713-112355_36,a3c1780c-cb0d-11ea-96b3-0242ac110002,std_1595307004184_136,vVw6-wCTB
tch_20200713-112355_49,a325fa99-cb0d-11ea-96b3-0242ac110002,std_1595307002818_149,MjWH-2YH9
tch_20200713-112355_30,a45022b8-cb0d-11ea-89f8-0242ac110002,std_1595307005051_130,bs2L-Agx9
tch_20200713-112355_43,a4dc36bd-cb0d-11ea-89f8-0242ac110002,std_1595307006033_143,4if6-eV8A
tch_20200713-112355_50,a58aecbd-cb0d-11ea-89f8-0242ac110002,std_1595307006825_150,UQsX-3WAa
tch_20200713-112355_44,a6c7b33d-cb0d-11ea-96b3-0242ac110002,std_1595307009240_144,bP6c-4mKU
tch_20200713-112355_29,a5c92e90-cb0d-11ea-acee-0242ac110002,std_1595307007580_129,g2JU-V8n8
tch_20200713-112355_37,a792f23c-cb0d-11ea-acee-0242ac110002,std_1595307010555_137,7yhM-268Y
tch_20200713-112355_51,a7ecf946-cb0d-11ea-96b3-0242ac110002,std_1595307010850_151,zb7V-DLNR
tch_20200713-112355_32,a876e969-cb0d-11ea-acee-0242ac110002,std_1595307012044_132,fmZR-3dY3
tch_20200713-112355_38,ab1a43e8-cb0d-11ea-af23-0242ac110002,std_1595307016510_138,i3q3-tRoW
tch_20200713-112355_45,a8b9982e-cb0d-11ea-af23-0242ac110002,std_1595307012520_145,jYyU-iT3b
tch_20200713-112355_31,a891eb8c-cb0d-11ea-89f8-0242ac110002,std_1595307012259_131,vB8A-2snJ
tch_20200713-112355_39,ac9b1799-cb0d-11ea-af23-0242ac110002,std_1595307018967_139,v2h2-Y8cG
tch_20200713-112355_46,ac2599c3-cb0d-11ea-89f8-0242ac110002,std_1595307018221_146,8RDx-Jj63
tch_20200713-112355_53,acb6b61f-cb0d-11ea-af23-0242ac110002,std_1595307018892_153,g2Rv-Vjfi
tch_20200713-112355_52,aa56312d-cb0d-11ea-acee-0242ac110002,std_1595307014872_152,DW26-9c7L
tch_20200713-112355_33,adfd8e10-cb0d-11ea-96b3-0242ac110002,std_1595307021349_133,26Kr-P3jU
tch_20200713-112355_41,ad508540-cb0d-11ea-96b3-0242ac110002,std_1595307020225_141,ve6m-waAB
tch_20200713-112355_40,add82bf5-cb0d-11ea-acee-0242ac110002,std_1595307021098_140,NdYR-9237
tch_20200713-112355_47,ad88d2f1-cb0d-11ea-acee-0242ac110002,std_1595307020592_147,DEZb-3s6z
tch_20200713-112355_54,af1fee28-cb0d-11ea-acee-0242ac110002,std_1595307022908_154,Fk9u-3xw7
tch_20200713-112355_34,ae5152e8-cb0d-11ea-89f8-0242ac110002,std_1595307021897_134,ykFc-VHPq
tch_20200713-112355_42,af954558-cb0d-11ea-96b3-0242ac110002,std_1595307024025_142,dxhC-6WmZ
tch_20200713-112355_56,b3e6eb5e-cb0d-11ea-af23-0242ac110002,std_1595307030935_156,K2ne-coP8
tch_20200713-112355_48,b0edcf91-cb0d-11ea-af23-0242ac110002,std_1595307026262_148,2T2Y-8DGc
tch_20200713-112355_55,b1809aa7-cb0d-11ea-96b3-0242ac110002,std_1595307026922_155,27GZ-kqkx
tch_20200713-112355_35,b191b12b-cb0d-11ea-acee-0242ac110002,std_1595307027348_135,gvsu-92Js
tch_20200713-112355_36,b24410ca-cb0d-11ea-acee-0242ac110002,std_1595307028482_136,vVw6-wCTB
tch_20200713-112355_37,b6eb51fb-cb0d-11ea-89f8-0242ac110002,std_1595307036326_137,7yhM-268Y
tch_20200713-112355_43,b4a866fe-cb0d-11ea-acee-0242ac110002,std_1595307032534_143,4if6-eV8A
tch_20200713-112355_49,b384a7df-cb0d-11ea-89f8-0242ac110002,std_1595307030614_149,MjWH-2YH9
tch_20200713-112355_50,b5816178-cb0d-11ea-acee-0242ac110002,std_1595307033915_150,UQsX-3WAa
tch_20200713-112355_57,b64882b9-cb0d-11ea-acee-0242ac110002,std_1595307034951_157,TF6c-2bcL
tch_20200713-112355_38,b907f0f5-cb0d-11ea-acee-0242ac110002,std_1595307039873_138,i3q3-tRoW
tch_20200713-112355_45,b914c18c-cb0d-11ea-96b3-0242ac110002,std_1595307039955_145,jYyU-iT3b
tch_20200713-112355_44,b67c161a-cb0d-11ea-acee-0242ac110002,std_1595307035617_144,bP6c-4mKU
tch_20200713-112355_58,b8b5ff9d-cb0d-11ea-89f8-0242ac110002,std_1595307038965_158,k6WD-WGhr
tch_20200713-112355_39,ba0eb255-cb0d-11ea-acee-0242ac110002,std_1595307041561_139,v2h2-Y8cG
tch_20200713-112355_52,bc37104f-cb0d-11ea-acee-0242ac110002,std_1595307045213_152,DW26-9c7L
tch_20200713-112355_51,b8be643d-cb0d-11ea-89f8-0242ac110002,std_1595307039397_151,zb7V-DLNR
tch_20200713-112355_46,bbd58fe1-cb0d-11ea-96b3-0242ac110002,std_1595307044568_146,8RDx-Jj63
tch_20200713-112355_53,bbde9085-cb0d-11ea-acee-0242ac110002,std_1595307044643_153,g2Rv-Vjfi
tch_20200713-112355_59,bb11f10e-cb0d-11ea-acee-0242ac110002,std_1595307042977_159,h7dr-WFqU
tch_20200713-112355_47,be678558-cb0d-11ea-96b3-0242ac110002,std_1595307048863_147,DEZb-3s6z
tch_20200713-112355_60,bd816a59-cb0d-11ea-acee-0242ac110002,std_1595307046991_160,8q8p-Mo4f
tch_20200713-112355_41,be29dff2-cb0d-11ea-acee-0242ac110002,std_1595307048482_141,ve6m-waAB
tch_20200713-112355_40,be6588da-cb0d-11ea-89f8-0242ac110002,std_1595307048820_140,NdYR-9237
tch_20200713-112355_61,bfe10547-cb0d-11ea-acee-0242ac110002,std_1595307051004_161,i76m-cQbN
tch_20200713-112355_54,beda6b70-cb0d-11ea-89f8-0242ac110002,std_1595307049641_154,Fk9u-3xw7
tch_20200713-112355_56,c18d55be-cb0d-11ea-96b3-0242ac110002,std_1595307054185_156,K2ne-coP8
tch_20200713-112355_42,c004455d-cb0d-11ea-89f8-0242ac110002,std_1595307051606_142,dxhC-6WmZ
tch_20200713-112355_49,c4905cb6-cb0d-11ea-acee-0242ac110002,std_1595307059208_149,MjWH-2YH9
tch_20200713-112355_62,c2431134-cb0d-11ea-acee-0242ac110002,std_1595307055017_162,8f7G-Ps73
tch_20200713-112355_55,c215723d-cb0d-11ea-af23-0242ac110002,std_1595307055042_155,27GZ-kqkx
tch_20200713-112355_48,c1a6d1c0-cb0d-11ea-89f8-0242ac110002,std_1595307054318_148,2T2Y-8DGc
tch_20200713-112355_57,c66606f6-cb0d-11ea-89f8-0242ac110002,std_1595307062263_157,TF6c-2bcL
tch_20200713-112355_50,c59bb1f1-cb0d-11ea-96b3-0242ac110002,std_1595307060984_150,UQsX-3WAa
tch_20200713-112355_63,c4a3217f-cb0d-11ea-96b3-0242ac110002,std_1595307059028_163,mLfe-26Lz
tch_20200713-112355_43,c45416c8-cb0d-11ea-acee-0242ac110002,std_1595307058831_143,4if6-eV8A
tch_20200713-112355_45,c7d06cbd-cb0d-11ea-96b3-0242ac110002,std_1595307064549_145,jYyU-iT3b
tch_20200713-112355_64,c7133778-cb0d-11ea-89f8-0242ac110002,std_1595307063040_164,tA9Q-L9Fn
tch_20200713-112355_52,ca2f925d-cb0d-11ea-af23-0242ac110002,std_1595307068653_152,DW26-9c7L
tch_20200713-112355_44,c7ce9820-cb0d-11ea-acee-0242ac110002,std_1595307064670_144,bP6c-4mKU
tch_20200713-112355_58,c8e956e2-cb0d-11ea-af23-0242ac110002,std_1595307066530_158,k6WD-WGhr
tch_20200713-112355_53,cace1c1a-cb0d-11ea-acee-0242ac110002,std_1595307069701_153,g2Rv-Vjfi
tch_20200713-112355_65,c96f01d7-cb0d-11ea-96b3-0242ac110002,std_1595307067053_165,uEZe-f29j
tch_20200713-112355_46,cacb83f4-cb0d-11ea-acee-0242ac110002,std_1595307069678_146,8RDx-Jj63
tch_20200713-112355_51,caa47475-cb0d-11ea-96b3-0242ac110002,std_1595307069404_151,zb7V-DLNR
tch_20200713-112355_67,ce36752d-cb0d-11ea-af23-0242ac110002,std_1595307075076_167,4Krc-v29z
tch_20200713-112355_60,cccbe7f0-cb0d-11ea-af23-0242ac110002,std_1595307073009_160,8q8p-Mo4f
tch_20200713-112355_59,cbb7b947-cb0d-11ea-96b3-0242ac110002,std_1595307071215_159,h7dr-WFqU
tch_20200713-112355_66,cbd3570d-cb0d-11ea-acee-0242ac110002,std_1595307071064_166,832A-6D4k
tch_20200713-112355_47,cc374981-cb0d-11ea-89f8-0242ac110002,std_1595307072042_147,DEZb-3s6z
tch_20200713-112355_54,cf58fbe2-cb0d-11ea-89f8-0242ac110002,std_1595307077318_154,Fk9u-3xw7
tch_20200713-112355_61,cf3658ae-cb0d-11ea-af23-0242ac110002,std_1595307077088_161,i76m-cQbN
tch_20200713-112355_56,d06318aa-cb0d-11ea-af23-0242ac110002,std_1595307079069_156,K2ne-coP8
tch_20200713-112355_68,d0a32f2d-cb0d-11ea-89f8-0242ac110002,std_1595307079090_168,46Tq-9yv3
tch_20200713-112355_49,d1d93d7d-cb0d-11ea-acee-0242ac110002,std_1595307081507_149,MjWH-2YH9
tch_20200713-112355_55,d2c1a294-cb0d-11ea-96b3-0242ac110002,std_1595307083050_155,27GZ-kqkx
tch_20200713-112355_48,d38bf754-cb0d-11ea-89f8-0242ac110002,std_1595307084357_148,2T2Y-8DGc
tch_20200713-112355_50,d51bbe57-cb0d-11ea-af23-0242ac110002,std_1595307086975_150,UQsX-3WAa
tch_20200713-112355_57,d483eb36-cb0d-11ea-acee-0242ac110002,std_1595307085976_157,TF6c-2bcL
tch_20200713-112355_69,d3031819-cb0d-11ea-af23-0242ac110002,std_1595307083102_169,4H27-Tk49
tch_20200713-112355_64,d5f0255b-cb0d-11ea-af23-0242ac110002,std_1595307088320_164,tA9Q-L9Fn
tch_20200713-112355_62,d2559a56-cb0d-11ea-af23-0242ac110002,std_1595307082306_162,8f7G-Ps73
tch_20200713-112355_70,d56aefde-cb0d-11ea-89f8-0242ac110002,std_1595307087114_170,3zm8-iqDp
tch_20200713-112355_63,d593addc-cb0d-11ea-89f8-0242ac110002,std_1595307087774_163,mLfe-26Lz
tch_20200713-112355_71,d7c708bf-cb0d-11ea-96b3-0242ac110002,std_1595307091126_171,6TFs-98Z4
tch_20200713-112355_52,d83cad68-cb0d-11ea-89f8-0242ac110002,std_1595307092221_152,DW26-9c7L
tch_20200713-112355_58,d90f674d-cb0d-11ea-af23-0242ac110002,std_1595307093607_158,k6WD-WGhr
tch_20200713-112355_72,da29fe9b-cb0d-11ea-96b3-0242ac110002,std_1595307095138_172,sc64-6d24
tch_20200713-112355_73,dc91d706-cb0d-11ea-96b3-0242ac110002,std_1595307099152_173,b6AF-hU7D
tch_20200713-112355_65,db1c26ac-cb0d-11ea-96b3-0242ac110002,std_1595307097065_165,uEZe-f29j
tch_20200713-112355_53,da6fe102-cb0d-11ea-acee-0242ac110002,std_1595307095917_153,g2Rv-Vjfi
tch_20200713-112355_67,dc6940de-cb0d-11ea-af23-0242ac110002,std_1595307099223_167,4Krc-v29z
tch_20200713-112355_59,dc8ad207-cb0d-11ea-af23-0242ac110002,std_1595307099451_159,h7dr-WFqU
tch_20200713-112355_74,def9884a-cb0d-11ea-acee-0242ac110002,std_1595307103163_174,6Q8o-2n93
tch_20200713-112355_60,dc8442ee-cb0d-11ea-89f8-0242ac110002,std_1595307099343_160,8q8p-Mo4f
tch_20200713-112355_66,dc899a3a-cb0d-11ea-89f8-0242ac110002,std_1595307099463_166,832A-6D4k
tch_20200713-112355_51,dc364961-cb0d-11ea-89f8-0242ac110002,std_1595307098869_151,zb7V-DLNR
tch_20200713-112355_61,dfc0f701-cb0d-11ea-96b3-0242ac110002,std_1595307104822_161,i76m-cQbN
tch_20200713-112355_56,e05f8155-cb0d-11ea-89f8-0242ac110002,std_1595307105749_156,K2ne-coP8
tch_20200713-112355_54,df46e491-cb0d-11ea-96b3-0242ac110002,std_1595307104029_154,Fk9u-3xw7
tch_20200713-112355_68,e0bc1fd7-cb0d-11ea-af23-0242ac110002,std_1595307106493_168,46Tq-9yv3
tch_20200713-112355_55,e13a77f5-cb0d-11ea-af23-0242ac110002,std_1595307107301_155,27GZ-kqkx
tch_20200713-112355_75,e15b45c2-cb0d-11ea-af23-0242ac110002,std_1595307107176_175,76Mk-b4ef
tch_20200713-112355_62,e4d46749-cb0d-11ea-af23-0242ac110002,std_1595307113333_162,8f7G-Ps73
tch_20200713-112355_63,e5fa7099-cb0d-11ea-acee-0242ac110002,std_1595307115268_163,mLfe-26Lz
tch_20200713-112355_69,e42eb1af-cb0d-11ea-acee-0242ac110002,std_1595307112254_169,4H27-Tk49
tch_20200713-112355_64,e465c677-cb0d-11ea-acee-0242ac110002,std_1595307112634_164,tA9Q-L9Fn
tch_20200713-112355_76,e3bdc6b0-cb0d-11ea-acee-0242ac110002,std_1595307111187_176,63rD-UdLp
tch_20200713-112355_70,e567a67a-cb0d-11ea-96b3-0242ac110002,std_1595307114308_170,3zm8-iqDp
tch_20200713-112355_57,e3c0fb1b-cb0d-11ea-acee-0242ac110002,std_1595307111556_157,TF6c-2bcL
tch_20200713-112355_77,e6229274-cb0d-11ea-acee-0242ac110002,std_1595307115199_177,hsaM-ZK8d
tch_20200713-112355_71,e5fe686b-cb0d-11ea-af23-0242ac110002,std_1595307115310_171,6TFs-98Z4
tch_20200713-112355_78,e88588d0-cb0d-11ea-acee-0242ac110002,std_1595307119211_178,vr62-Vipo
tch_20200713-112355_58,e9511607-cb0d-11ea-96b3-0242ac110002,std_1595307120872_158,k6WD-WGhr
tch_20200713-112355_79,eae857c6-cb0d-11ea-acee-0242ac110002,std_1595307123222_179,Vqsf-Fx36
tch_20200713-112355_59,eba2a720-cb0d-11ea-89f8-0242ac110002,std_1595307124732_159,h7dr-WFqU
tch_20200713-112355_72,ea416903-cb0d-11ea-96b3-0242ac110002,std_1595307122465_172,sc64-6d24
tch_20200713-112355_65,eae745ab-cb0d-11ea-96b3-0242ac110002,std_1595307123549_165,uEZe-f29j
tch_20200713-112355_73,ea64332e-cb0d-11ea-af23-0242ac110002,std_1595307122692_173,b6AF-hU7D
tch_20200713-112355_66,ed5bef46-cb0d-11ea-af23-0242ac110002,std_1595307127667_166,832A-6D4k
tch_20200713-112355_74,ec9ac274-cb0d-11ea-89f8-0242ac110002,std_1595307126399_174,6Q8o-2n93
tch_20200713-112355_67,eb88dd50-cb0d-11ea-89f8-0242ac110002,std_1595307124605_167,4Krc-v29z
tch_20200713-112355_80,ed4a15c3-cb0d-11ea-af23-0242ac110002,std_1595307127234_180,GFjk-B293
tch_20200713-112355_60,ecbbdf4a-cb0d-11ea-96b3-0242ac110002,std_1595307126610_160,8q8p-Mo4f
tch_20200713-112355_61,ef28e725-cb0d-11ea-af23-0242ac110002,std_1595307130693_161,i76m-cQbN
tch_20200713-112355_81,efb34d23-cb0d-11ea-89f8-0242ac110002,std_1595307131247_181,947m-Xe4M
tch_20200713-112355_68,f0330472-cb0d-11ea-acee-0242ac110002,std_1595307132438_168,46Tq-9yv3
tch_20200713-112355_82,f2161c41-cb0d-11ea-acee-0242ac110002,std_1595307135264_182,2zBp-go3z
tch_20200713-112355_75,f320394b-cb0d-11ea-af23-0242ac110002,std_1595307137333_175,76Mk-b4ef
tch_20200713-112355_83,f4791285-cb0d-11ea-af23-0242ac110002,std_1595307139277_183,t2JR-ELGi
tch_20200713-112355_63,f3bb8f69-cb0d-11ea-89f8-0242ac110002,std_1595307138353_163,mLfe-26Lz
tch_20200713-112355_64,f4304a1e-cb0d-11ea-96b3-0242ac110002,std_1595307139138_164,tA9Q-L9Fn
tch_20200713-112355_70,f4bef531-cb0d-11ea-89f8-0242ac110002,std_1595307140062_170,3zm8-iqDp
tch_20200713-112355_84,f6e0004b-cb0d-11ea-af23-0242ac110002,std_1595307143289_184,n2g2-ab9K
tch_20200713-112355_69,f3e0ca12-cb0d-11ea-af23-0242ac110002,std_1595307138613_169,4H27-Tk49
tch_20200713-112355_77,f50ec2c0-cb0d-11ea-af23-0242ac110002,std_1595307140564_177,hsaM-ZK8d
tch_20200713-112355_62,f38ae25b-cb0d-11ea-96b3-0242ac110002,std_1595307138019_162,8f7G-Ps73
tch_20200713-112355_76,f44b4b75-cb0d-11ea-96b3-0242ac110002,std_1595307139301_176,63rD-UdLp
tch_20200713-112355_85,f942a841-cb0d-11ea-89f8-0242ac110002,std_1595307147301_185,caZR-FNMA
tch_20200713-112355_71,f6baebf4-cb0d-11ea-acee-0242ac110002,std_1595307143391_171,6TFs-98Z4
tch_20200713-112355_79,f95630da-cb0d-11ea-acee-0242ac110002,std_1595307147768_179,Vqsf-Fx36
tch_20200713-112355_65,fa8d9f8e-cb0d-11ea-acee-0242ac110002,std_1595307149807_165,uEZe-f29j
tch_20200713-112355_78,f779a8cd-cb0d-11ea-af23-0242ac110002,std_1595307144623_178,vr62-Vipo
tch_20200713-112355_72,fa3c4acc-cb0d-11ea-af23-0242ac110002,std_1595307149237_172,sc64-6d24
tch_20200713-112355_86,fba59efd-cb0d-11ea-96b3-0242ac110002,std_1595307151314_186,CxFp-cd3y
tch_20200713-112355_67,fbe3b8c8-cb0d-11ea-96b3-0242ac110002,std_1595307152069_167,4Krc-v29z
tch_20200713-112355_74,fb239dc2-cb0d-11ea-af23-0242ac110002,std_1595307150782_174,6Q8o-2n93
tch_20200713-112355_80,fc63be92-cb0d-11ea-89f8-0242ac110002,std_1595307152879_180,GFjk-B293
tch_20200713-112355_73,faea16e9-cb0d-11ea-acee-0242ac110002,std_1595307150416_173,b6AF-hU7D
tch_20200713-112355_87,fe062439-cb0d-11ea-af23-0242ac110002,std_1595307155327_187,EuN2-TVGN
tch_20200713-112355_66,fb089be8-cb0d-11ea-89f8-0242ac110002,std_1595307150593_166,832A-6D4k
tch_20200713-112355_68,0064fc05-cb0e-11ea-acee-0242ac110002,std_1595307159588_168,46Tq-9yv3
tch_20200713-112355_88,006d8774-cb0e-11ea-af23-0242ac110002,std_1595307159338_188,Vn2v-tixV
tch_20200713-112355_81,0051e899-cb0e-11ea-96b3-0242ac110002,std_1595307159487_181,947m-Xe4M
tch_20200713-112355_75,030d86c2-cb0e-11ea-89f8-0242ac110002,std_1595307164031_175,76Mk-b4ef
tch_20200713-112355_83,032e0659-cb0e-11ea-acee-0242ac110002,std_1595307164266_183,t2JR-ELGi
tch_20200713-112355_89,02d1b57a-cb0e-11ea-96b3-0242ac110002,std_1595307163356_189,FRsX-62A3
tch_20200713-112355_69,047ccd9b-cb0e-11ea-acee-0242ac110002,std_1595307166476_169,4H27-Tk49
tch_20200713-112355_82,02664a09-cb0e-11ea-96b3-0242ac110002,std_1595307162948_182,2zBp-go3z
tch_20200713-112355_70,04311f17-cb0e-11ea-89f8-0242ac110002,std_1595307165960_170,3zm8-iqDp
tch_20200713-112355_76,053f8140-cb0e-11ea-acee-0242ac110002,std_1595307167753_176,63rD-UdLp
tch_20200713-112355_91,079c0ef4-cb0e-11ea-af23-0242ac110002,std_1595307171380_191,7298-rmuJ
tch_20200713-112355_84,046c2ba5-cb0e-11ea-89f8-0242ac110002,std_1595307166360_184,n2g2-ab9K
tch_20200713-112355_85,06f91818-cb0e-11ea-acee-0242ac110002,std_1595307170630_185,caZR-FNMA
tch_20200713-112355_77,0496700d-cb0e-11ea-96b3-0242ac110002,std_1595307166633_177,hsaM-ZK8d
tch_20200713-112355_90,0536a784-cb0e-11ea-acee-0242ac110002,std_1595307167367_190,ydzG-F2aQ
tch_20200713-112355_79,08a3e1de-cb0e-11ea-af23-0242ac110002,std_1595307173426_179,Vqsf-Fx36
tch_20200713-112355_71,07e8a910-cb0e-11ea-acee-0242ac110002,std_1595307172193_171,6TFs-98Z4
tch_20200713-112355_74,0b79974b-cb0e-11ea-96b3-0242ac110002,std_1595307178181_174,6Q8o-2n93
tch_20200713-112355_86,0af2dae6-cb0e-11ea-acee-0242ac110002,std_1595307177284_186,CxFp-cd3y
tch_20200713-112355_78,0995bc94-cb0e-11ea-96b3-0242ac110002,std_1595307175031_178,vr62-Vipo
tch_20200713-112355_93,0c6c0d81-cb0e-11ea-96b3-0242ac110002,std_1595307179408_193,t6KY-28Ms
tch_20200713-112355_72,0a6b0ddf-cb0e-11ea-acee-0242ac110002,std_1595307176414_172,sc64-6d24
tch_20200713-112355_92,0a0323f5-cb0e-11ea-89f8-0242ac110002,std_1595307175395_192,FrBC-42NT
tch_20200713-112355_87,0cd1d4af-cb0e-11ea-af23-0242ac110002,std_1595307180458_187,EuN2-TVGN
tch_20200713-112355_80,0c14ed94-cb0e-11ea-89f8-0242ac110002,std_1595307179198_180,GFjk-B293
tch_20200713-112355_73,0cb6846b-cb0e-11ea-96b3-0242ac110002,std_1595307180286_173,b6AF-hU7D
tch_20200713-112355_88,0ef2b86c-cb0e-11ea-89f8-0242ac110002,std_1595307184025_188,Vn2v-tixV
tch_20200713-112355_94,0ec678ff-cb0e-11ea-89f8-0242ac110002,std_1595307183421_194,LGfu-ykPX
tch_20200713-112355_95,11341d14-cb0e-11ea-89f8-0242ac110002,std_1595307187435_195,scgy-7g4z
tch_20200713-112355_81,0f0afb51-cb0e-11ea-96b3-0242ac110002,std_1595307184188_181,947m-Xe4M
tch_20200713-112355_96,139ba783-cb0e-11ea-89f8-0242ac110002,std_1595307191449_196,hy6D-4Y8B
tch_20200713-112355_83,137dbecf-cb0e-11ea-96b3-0242ac110002,std_1595307191639_183,t2JR-ELGi
tch_20200713-112355_75,13677860-cb0e-11ea-af23-0242ac110002,std_1595307191421_175,76Mk-b4ef
tch_20200713-112355_91,15015206-cb0e-11ea-89f8-0242ac110002,std_1595307194179_191,7298-rmuJ
tch_20200713-112355_82,145a8afe-cb0e-11ea-af23-0242ac110002,std_1595307193094_182,2zBp-go3z
tch_20200713-112355_84,161077d6-cb0e-11ea-89f8-0242ac110002,std_1595307195935_184,n2g2-ab9K
tch_20200713-112355_77,168f6b81-cb0e-11ea-89f8-0242ac110002,std_1595307196794_177,hsaM-ZK8d
tch_20200713-112355_97,15fb1ae1-cb0e-11ea-89f8-0242ac110002,std_1595307195461_197,RpRh-n68Z
