orgid,category,noOfAssignmentsInClass,Count of 20LOs Assignment,Count of 30LOs Assignment,Count of 50LOs Assignment,noOfStudentsInClass,noOfLockRulesInClass,50LOsLockRuleCount,100LOsLockRuleCount,150LOsLockRuleCount,customGradingCount
perf-test17-alpha,M1,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M1,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M1,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M1,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M1,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M1,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M1,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M1,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M1,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M2,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M2,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M2,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M2,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M2,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M2,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M2,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M2,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M2,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M2,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M2,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M2,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M2,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M2,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M2,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M2,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M2,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M2,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M2,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M2,10,6,2,2,50,25,5,20,0,5
perf-test17-alpha,M3,15,8,3,4,100,25,5,20,0,10
perf-test17-alpha,M3,15,8,3,4,100,25,5,20,0,10
perf-test17-alpha,M3,15,8,3,4,100,25,5,20,0,10
perf-test17-alpha,M3,15,8,3,4,100,25,5,20,0,10
perf-test17-alpha,M3,15,8,3,4,100,25,5,20,0,10
perf-test17-alpha,M3,15,8,3,4,100,25,5,20,0,10
perf-test17-alpha,M3,15,8,3,4,100,25,5,20,0,10
perf-test17-alpha,M3,15,8,3,4,100,25,5,20,0,10
perf-test17-alpha,M3,15,8,3,4,100,25,5,20,0,10
perf-test17-alpha,M3,15,8,3,4,100,25,5,20,0,10
perf-test17-alpha,M3,15,8,3,4,100,25,5,20,0,10
perf-test17-alpha,M3,15,8,3,4,100,25,5,20,0,10
perf-test17-alpha,M3,15,8,3,4,100,25,5,20,0,10
perf-test17-alpha,M3,15,8,3,4,100,25,5,20,0,10
perf-test17-alpha,M3,15,8,3,4,100,25,5,20,0,10
perf-test17-alpha,M4,30,16,6,8,50,80,60,20,0,15
perf-test17-alpha,M4,30,16,6,8,50,80,60,20,0,15
perf-test17-alpha,M4,30,16,6,8,50,80,60,20,0,15
perf-test17-alpha,M4,30,16,6,8,50,80,60,20,0,15
perf-test17-alpha,M4,30,16,6,8,50,80,60,20,0,15
perf-test17-alpha,M4,30,16,6,8,50,80,60,20,0,15
perf-test17-alpha,M4,30,16,6,8,50,80,60,20,0,15
perf-test17-alpha,M4,30,16,6,8,50,80,60,20,0,15
perf-test17-alpha,M4,30,16,6,8,50,80,60,20,0,15
perf-test17-alpha,M4,30,16,6,8,50,80,60,20,0,15
perf-test17-alpha,M5,15,8,3,4,150,40,25,15,0,10
perf-test17-alpha,M5,15,8,3,4,150,40,25,15,0,10
perf-test17-alpha,M5,15,8,3,4,150,40,25,15,0,10
perf-test17-alpha,M5,15,8,3,4,150,40,25,15,0,10
perf-test17-alpha,M5,15,8,3,4,150,40,25,15,0,10
perf-test17-alpha,H1,10,6,2,2,100,25,17,5,3,5
perf-test17-alpha,H1,10,6,2,2,100,25,17,5,3,5
perf-test17-alpha,H1,10,6,2,2,100,25,17,5,3,5
perf-test17-alpha,H1,10,6,2,2,100,25,17,5,3,5
perf-test17-alpha,H1,10,6,2,2,100,25,17,5,3,5
perf-test17-alpha,H1,10,6,2,2,100,25,17,5,3,5
perf-test17-alpha,H1,10,6,2,2,100,25,17,5,3,5
perf-test17-alpha,H1,10,6,2,2,100,25,17,5,3,5
perf-test17-alpha,H1,10,6,2,2,100,25,17,5,3,5
perf-test17-alpha,H1,10,6,2,2,100,25,17,5,3,5
perf-test17-alpha,H2,15,8,3,4,50,25,15,5,5,5
perf-test17-alpha,H2,15,8,3,4,50,25,15,5,5,5
perf-test17-alpha,H2,15,8,3,4,50,25,15,5,5,5
perf-test17-alpha,H2,15,8,3,4,50,25,15,5,5,5
perf-test17-alpha,H2,15,8,3,4,50,25,15,5,5,5
perf-test17-alpha,H2,15,8,3,4,50,25,15,5,5,5
perf-test17-alpha,H2,15,8,3,4,50,25,15,5,5,5
perf-test17-alpha,H2,15,8,3,4,50,25,15,5,5,5
perf-test17-alpha,H2,15,8,3,4,50,25,15,5,5,5
perf-test17-alpha,H2,15,8,3,4,50,25,15,5,5,5
perf-test17-alpha,H3,15,8,3,4,100,25,15,8,2,10
perf-test17-alpha,H3,15,8,3,4,100,25,15,8,2,10
perf-test17-alpha,H3,15,8,3,4,100,25,15,8,2,10
perf-test17-alpha,H3,15,8,3,4,100,25,15,8,2,10
perf-test17-alpha,H3,15,8,3,4,100,25,15,8,2,10
