stdextid,grpid,tchextid
std_1601298633013_74,51fc0805-ef7f-494e-b4c0-0f6f18317dfe,tch_20200928-180823_74
std_1601298706493_75,c93c1957-1313-4207-91c6-963268a0dfc1,tch_20200928-180823_75
std_1601298477909_72,dab4e029-030f-42ae-8cda-79840073a8c9,tch_20200928-180823_72
std_1601298557528_73,a99bbf46-efec-4626-a651-26b898065f37,tch_20200928-180823_73
std_1601298656928_75,e447b801-4415-4eae-a4c7-ae97c6931a54,tch_20200928-180823_75
std_1601298583614_74,b7da3371-25b0-40f0-97dc-e5af9206327a,tch_20200928-180823_74
std_1601298727061_76,0a8452cf-afea-4863-93a4-664c75ca9bf8,tch_20200928-180823_76
std_1601298506784_73,9b7f3168-0921-4fed-8655-c6c12ab6ed48,tch_20200928-180823_73
std_1601298676757_76,700fda87-3c0e-4240-bb87-1b423d23b22f,tch_20200928-180823_76
std_1601298600811_75,25fb1476-d2a3-41c9-b01e-d4285ae10eda,tch_20200928-180823_75
std_1601298530049_74,0c84d0f3-5308-4b02-b7b2-2413d53f4a62,tch_20200928-180823_74
std_1601298758194_77,ab9458bf-94fc-4347-a0a2-f7a22de20017,tch_20200928-180823_77
std_1601298554289_75,11576466-5981-4888-a1b4-1c253c7af998,tch_20200928-180823_75
std_1601298626160_76,8756a140-7260-4f7a-92c6-1301b3fe043b,tch_20200928-180823_76
std_1601298710758_77,7d5e7954-0d24-4db6-a087-dcbf72919a30,tch_20200928-180823_77
std_1601298787681_78,8bbd7d80-5427-45ec-b4bf-f8867bce9e68,tch_20200928-180823_78
std_1601298802050_79,3aabb9c6-5109-48d8-b943-e478f0b66c6f,tch_20200928-180823_79
std_1601298576952_76,80e85a4d-bf71-4f7c-8e4d-347727cc8fed,tch_20200928-180823_76
std_1601298737100_78,af9ef686-6258-4285-8aab-b73607458bd1,tch_20200928-180823_78
std_1601298652929_77,45febb6c-f615-43e4-b607-36dcf30032b9,tch_20200928-180823_77
std_1601298750643_79,2159905f-bd39-40cd-9807-ec773e6277d7,tch_20200928-180823_79
std_1601298821704_80,c7227386-b7e1-4ab7-b411-7cc61e139702,tch_20200928-180823_80
std_1601298683024_78,84de0144-e777-49c8-b463-bf06031129c0,tch_20200928-180823_78
std_1601298601181_77,3b40af8a-899b-401f-ae22-2adf19904464,tch_20200928-180823_77
std_1601298856365_81,6e5221be-afa0-4f65-9374-38b3f644c6c2,tch_20200928-180823_81
std_1601298772066_80,54082a84-d697-4a98-94bf-33818ca5e101,tch_20200928-180823_80
std_1601298700532_79,ef4caf3d-eb04-433e-828a-e9ff667b8434,tch_20200928-180823_79
std_1601298628807_78,66920930-3761-4095-a93e-4d9b701a2caa,tch_20200928-180823_78
std_1601298874028_82,0b3dee60-50f4-41e3-a92c-1bb6482df0a6,tch_20200928-180823_82
std_1601298806936_81,7ecf4dbc-eb22-4f0f-8d37-a0349c0ed0ee,tch_20200928-180823_81
std_1601298722571_80,851247aa-7809-4a20-b5a1-237e3486895e,tch_20200928-180823_80
std_1601298651636_79,b759ca05-a4f5-4e6a-8dea-1dc8fa7b31aa,tch_20200928-180823_79
std_1601298894153_83,31c4b156-6348-497b-954a-ba4f6761411e,tch_20200928-180823_83
std_1601298822204_82,dc13f38e-095e-4b87-8b9c-3032d9da5689,tch_20200928-180823_82
std_1601298677415_80,b66c5960-7580-4e95-bf67-cc94f96e1068,tch_20200928-180823_80
std_1601298755322_81,3fe1ede4-a880-4c6c-afe3-7cd9fbce4025,tch_20200928-180823_81
std_1601298917680_84,73c3a3ed-a027-4bcc-8505-5e3c1707fdca,tch_20200928-180823_84
std_1601298770733_82,b8519f3e-ce93-4c8b-91d2-d6a78267b4aa,tch_20200928-180823_82
std_1601298844681_83,e52640d1-e266-40de-bd76-414b00226671,tch_20200928-180823_83
std_1601298698352_81,c967ead9-4003-4704-ab94-d59e3996b04b,tch_20200928-180823_81
std_1601298867637_84,e11c4078-a4a0-4eb6-b4d3-8b8da6c4ddf5,tch_20200928-180823_84
std_1601298948096_85,33bf0c5b-874b-426d-8192-34ece1b405b5,tch_20200928-180823_85
std_1601298723635_82,672df2a5-30ab-408f-b8cc-2e30f3046d47,tch_20200928-180823_82
std_1601298795695_83,14c0ac24-5ae7-4e23-9170-e65dd7be20ce,tch_20200928-180823_83
std_1601298817738_84,f2ed5440-a065-446e-bf95-081f019d4604,tch_20200928-180823_84
std_1601298968785_86,2652a861-2c7e-4591-b0f8-d00afc6eab65,tch_20200928-180823_86
std_1601298897739_85,1339a959-9f40-4ac3-9589-080f6e2f66a9,tch_20200928-180823_85
std_1601298743501_83,45a965b3-5b23-48d5-889e-a4b936dc756b,tch_20200928-180823_83
std_1601298767811_84,7568af5c-2695-43dd-92f3-d2b258baa5fb,tch_20200928-180823_84
std_1601298917567_86,dd4d6432-ac11-4259-b496-95f8399f954f,tch_20200928-180823_86
std_1601298850639_85,cf4259f3-196b-4bcd-aa3f-58c5d2c80d7e,tch_20200928-180823_85
std_1601298993889_87,20d5e8e4-fa46-4fdc-991c-a36da4541841,tch_20200928-180823_87
std_1601299016063_88,721a833a-ac5e-46f9-8304-e7f50a02a8a8,tch_20200928-180823_88
std_1601298862135_86,c59d7090-fc1e-4ed7-9a0b-4d57cc1fca7b,tch_20200928-180823_86
std_1601298946066_87,111e8bf5-ebc3-495e-86a8-0e20c9e922ef,tch_20200928-180823_87
std_1601298798242_85,4f0c4dee-fc75-4e0b-a3f2-16cb225bc408,tch_20200928-180823_85
std_1601299038154_89,b7819230-8916-4a4f-80f5-f7d554d18413,tch_20200928-180823_89
std_1601298967843_88,4cb8581c-15fa-4420-b210-31fedbe6ae8d,tch_20200928-180823_88
std_1601298817909_86,13b84dbe-076c-40a2-8871-33b4a5113ead,tch_20200928-180823_86
std_1601298891167_87,19f573b7-2a62-4f80-a4b0-80f3ba409ede,tch_20200928-180823_87
std_1601298994733_89,5ef03943-cc02-4fa8-b8c6-56900a896e21,tch_20200928-180823_89
std_1601298916120_88,19d36511-bf89-4c3a-8988-12078e078654,tch_20200928-180823_88
std_1601298840373_87,273c79af-f44c-4c57-9371-c29c80337811,tch_20200928-180823_87
std_1601299066047_90,90baf24a-b2c1-4a90-8a82-1fc7f7357ae4,tch_20200928-180823_90
std_1601298948066_89,15b5439e-e8d4-443d-a414-ccd1eee7ae32,tch_20200928-180823_89
std_1601299087047_91,ae5e8911-1766-4dc8-9a47-4a4b8b80aadb,tch_20200928-180823_91
std_1601298867391_88,71184216-7ff0-45f1-a2b4-66387680f161,tch_20200928-180823_88
std_1601299013214_90,3a9c74c4-ed9d-413e-a423-33baef23666a,tch_20200928-180823_90
std_1601298892795_89,f417f32f-ae04-4fe6-9b6b-c2ad11878e44,tch_20200928-180823_89
std_1601299038262_91,4b91cdb5-686b-4423-a217-6b46cea6dd0f,tch_20200928-180823_91
std_1601299118175_92,99e73caa-846a-4653-ae8f-f5674a3771f6,tch_20200928-180823_92
std_1601298960871_90,8091c4e1-b10e-484b-9b49-6b695c906399,tch_20200928-180823_90
std_1601299138066_93,ec6749cc-c787-4e34-af7f-5f7cb3574277,tch_20200928-180823_93
std_1601298987377_91,5fe5fae0-fa55-4de0-9b0e-b55cb0b4ace0,tch_20200928-180823_91
std_1601299069854_92,6e53161a-3223-4d61-b4ad-dadd0ca6f12a,tch_20200928-180823_92
std_1601298908265_90,b425e5e5-2054-4b4c-9259-1e63a2401e81,tch_20200928-180823_90
std_1601299160636_94,e7e7ac78-472d-4ae3-9502-f328b7879781,tch_20200928-180823_94
std_1601299084871_93,d46548d6-e8f8-4324-b4aa-356cb5c9dcdb,tch_20200928-180823_93
std_1601299020832_92,87eec967-e1ae-4d5b-8915-8bd41c4d6a34,tch_20200928-180823_92
std_1601298939956_91,8e4f1cfe-eaf6-4fe2-ac44-cca41492d07f,tch_20200928-180823_91
std_1601299176390_95,55e56584-a688-4025-89c0-a5b1d2b5186c,tch_20200928-180823_95
std_1601299115283_94,e3250edb-c9ec-49b2-a61b-35bc549efaf6,tch_20200928-180823_94
std_1601299032416_93,689bfe63-2922-4f65-8df3-368c19862b92,tch_20200928-180823_93
std_1601298967777_92,d1caedd1-f3dd-4095-9ad3-202691889400,tch_20200928-180823_92
std_1601299129025_95,61b22e62-e5c0-46b1-a1c4-47d52e5d8f5e,tch_20200928-180823_95
std_1601299209929_96,1fd67ef2-a32a-4fff-9f37-2181df6b1f3a,tch_20200928-180823_96
std_1601299064254_94,ccae0b5a-5580-4f32-8a5e-cad50ca1bf46,tch_20200928-180823_94
std_1601298988670_93,0ddd941a-b88a-45a8-8870-d52f30ae4ad0,tch_20200928-180823_93
std_1601299077313_95,49ee301f-d195-40df-93dc-372386f9b93c,tch_20200928-180823_95
std_1601299230630_97,6cbdde8f-3086-46f3-a7b3-afd957e03df1,tch_20200928-180823_97
std_1601299161883_96,5bb7fcce-4d04-43b5-8aa7-b132be488e3e,tch_20200928-180823_96
std_1601299010971_94,98c875c5-1454-440f-9b32-1f3dcc7e6d33,tch_20200928-180823_94
std_1601299029345_95,4fd00ef9-b33d-4ced-9c50-8a49816f3dcb,tch_20200928-180823_95
std_1601299260797_98,f7ba85dd-c911-4fc3-8c1b-5248f7d40d36,tch_20200928-180823_98
std_1601299186148_97,dd71a0ae-d384-4413-ab64-34fae6a5b318,tch_20200928-180823_97
std_1601299106786_96,9a4f3e6a-0d69-4845-aa92-0dce1aaba228,tch_20200928-180823_96
std_1601299211774_98,baa17742-136b-4ebf-83ba-aad2b42b5193,tch_20200928-180823_98
std_1601299281138_99,7edbb326-aaab-478d-9775-3af9a2c4316c,tch_20200928-180823_99
std_1601299137871_97,b2e85e66-6f41-4f78-a49b-3785fc3fccd0,tch_20200928-180823_97
std_1601299060259_96,7959e30a-c6c1-4008-9f91-ee9705d161bc,tch_20200928-180823_96
std_1601299163658_98,09401aa3-b49b-4f08-9cfd-aff5f1be45b5,tch_20200928-180823_98
std_1601299086980_97,2b314c44-1b8b-4671-8932-29cec24593fb,tch_20200928-180823_97
std_1601299309076_100,10c71c8b-1467-44fe-96fc-b291094015c6,tch_20200928-180823_100
std_1601299231282_99,0c4084b7-95ef-4f4e-921c-d2911f16d997,tch_20200928-180823_99
std_1601299323596_101,264a7e18-d5ef-4314-92b4-03e93ea09647,tch_20200928-180823_101
std_1601299112484_98,cd8d0dd5-868d-42e9-a7c2-0ada3d8946ab,tch_20200928-180823_98
std_1601299259952_100,ea98c8de-d339-4099-8acd-cc2d185fea33,tch_20200928-180823_100
std_1601299179464_99,8400eae4-1cb2-47bc-a355-257c1755a122,tch_20200928-180823_99
std_1601299275536_101,3afbac24-1c79-4afd-87e9-01d9f29efcbd,tch_20200928-180823_101
std_1601299355939_102,445e384b-47f2-418f-966a-60e84bdb185c,tch_20200928-180823_102
std_1601299204245_100,5920bd55-890c-4166-8134-49e3be16b229,tch_20200928-180823_100
std_1601299127602_99,5111f27e-f83f-4bb0-8ad2-e20d7b2a6dc6,tch_20200928-180823_99
std_1601299229357_101,99dbb4a7-949e-448d-a141-72e0554fd351,tch_20200928-180823_101
std_1601299386583_103,df224b80-7faa-4a7a-8350-afc299bdd99a,tch_20200928-180823_103
std_1601299306429_102,51f97ab9-6ef2-4e47-906f-d1002ac30b60,tch_20200928-180823_102
std_1601299154335_100,1ab7a902-464e-4a3b-ac7d-7869b160c623,tch_20200928-180823_100
std_1601299175516_101,f6cf957c-bd6c-469b-8d3a-160866e9842b,tch_20200928-180823_101
std_1601299407640_104,51286f64-4ed1-4480-922d-a25ab203f564,tch_20200928-180823_104
std_1601299329883_103,1c6e6100-218f-4774-b761-7e108bb60063,tch_20200928-180823_103
std_1601299255454_102,0688bf85-c337-48c6-b948-35850cc32005,tch_20200928-180823_102
std_1601299352062_104,e21ad098-b9ff-4504-9a05-6b87f5f61b5a,tch_20200928-180823_104
std_1601299280167_103,92c367fd-21b9-49dd-bc63-62158557c6eb,tch_20200928-180823_103
std_1601299433601_105,f8c9113d-2674-43ae-8dde-87a7937761e2,tch_20200928-180823_105
std_1601299202339_102,d476ae9a-edc8-47b9-951f-d0a48b7a44ee,tch_20200928-180823_102
std_1601299453265_106,58ccc3c5-c912-46ae-8eac-9dc94920aa3f,tch_20200928-180823_106
std_1601299298144_104,ec52538c-b007-462f-a94b-0a9ede3db057,tch_20200928-180823_104
std_1601299230156_103,35228ebc-fa63-42f6-b5ec-00f2260b98d4,tch_20200928-180823_103
std_1601299465036_107,a1390b7d-c87a-454e-b2ca-366544a64dc9,tch_20200928-180823_107
std_1601299383190_105,64caf397-d431-4968-9898-9e70b295ab26,tch_20200928-180823_105
std_1601299401037_106,6cb7b3d2-9de0-4650-b40f-d2b1366c5c7e,tch_20200928-180823_106
std_1601299250011_104,f3b1af80-804e-49a4-a236-be798b53eee9,tch_20200928-180823_104
std_1601299416925_107,db8f3023-8e4a-40fa-98b1-a2d8338939b8,tch_20200928-180823_107
std_1601299332845_105,1a0f896d-dfba-4b32-a7b9-6b27158abf6e,tch_20200928-180823_105
std_1601299348719_106,314af683-2ec1-46cb-a16a-d4bd2b844835,tch_20200928-180823_106
std_1601299504848_108,105aee89-a240-4a50-b1af-514197b5d7a1,tch_20200928-180823_108
std_1601299371469_107,5126ce8e-ce16-491e-b3d9-1283691f36a0,tch_20200928-180823_107
std_1601299281025_105,3cfaf5fe-d615-4776-96ad-bf6d9b531f2f,tch_20200928-180823_105
std_1601299518285_109,0bf84a1a-81b0-4057-9151-e6df91a62b56,tch_20200928-180823_109
std_1601299298982_106,bade9e32-6dc0-4b03-aac5-8d8e6c0e59b9,tch_20200928-180823_106
std_1601299457497_108,bd6f83ad-c6d7-4b78-a30b-0c007d7ea0c7,tch_20200928-180823_108
std_1601299536745_110,d84b7786-99c8-4942-a2f3-baa7c2950667,tch_20200928-180823_110
std_1601299322821_107,ff4e9373-6153-4b42-87d3-08e10fbb09e5,tch_20200928-180823_107
std_1601299468455_109,34df61c3-2f1b-4a40-b43a-6d18c32cf99b,tch_20200928-180823_109
std_1601299403361_108,be6df658-7e18-4905-89db-a66601247645,tch_20200928-180823_108
std_1601299493130_110,aa16134c-c208-424f-b842-4dd31afc612c,tch_20200928-180823_110
std_1601299569652_111,95d66efd-ba3c-44f5-acfa-7c45095c7618,tch_20200928-180823_111
std_1601299422179_109,50860571-2467-4f39-96c3-b4c705c1fbf7,tch_20200928-180823_109
std_1601299443577_110,f3eacf75-f752-4fe1-a2df-626b6a485225,tch_20200928-180823_110
std_1601299348424_108,ae887ee7-e652-4618-aba8-b4166f7e8078,tch_20200928-180823_108
std_1601299589761_112,191df04b-81e2-4b85-8fb1-c308e0526695,tch_20200928-180823_112
std_1601299521243_111,4a8eaf6e-3f30-4e37-8267-c86ec346ae82,tch_20200928-180823_111
std_1601299373189_109,4bfef155-4870-408f-a6f2-17bb04c9176e,tch_20200928-180823_109
std_1601299610337_113,5a4eab07-b71d-4718-ba1b-658b4f580abd,tch_20200928-180823_113
std_1601299394471_110,e4d920a6-256d-47d0-86af-b9bea7269399,tch_20200928-180823_110
std_1601299540616_112,5eed7958-989e-4147-a37d-bf6886024db5,tch_20200928-180823_112
std_1601299471547_111,b2a37703-223f-4b13-a016-9de3aaf5529c,tch_20200928-180823_111
std_1601299562759_113,1630e6af-5dd6-4501-8241-41423cbfa289,tch_20200928-180823_113
std_1601299641354_114,e22ae898-fdb9-4cea-ba0a-02dd6d003a98,tch_20200928-180823_114
std_1601299491847_112,428dadbe-a30e-4e57-858c-b985878179d9,tch_20200928-180823_112
std_1601299422562_111,6f58e95f-d1f0-4a21-936c-491a636fa846,tch_20200928-180823_111
std_1601299664753_116,5304c139-55dc-4ddf-89d2-3f20ce9ba76f,tch_20200928-180823_116
std_1601299514101_113,cc3db0d5-8389-4154-9c54-82c01a52725a,tch_20200928-180823_113
std_1601299593237_114,2fcef766-6b28-464f-8d63-2dcb876716ce,tch_20200928-180823_114
std_1601299669035_115,7741b493-355c-4a38-9e94-866e5f62883c,tch_20200928-180823_115
std_1601299443317_112,d586db8f-373c-4698-98da-f8090ab2c334,tch_20200928-180823_112
std_1601299624190_116,793f55b1-bb58-4ad9-b2ee-c71ae76040fc,tch_20200928-180823_116
std_1601299472247_113,5226a4c8-4413-4cc7-8c41-cdd88b49ee4f,tch_20200928-180823_113
std_1601299546889_114,83e32622-9dbe-49c7-9979-98c0a9260f5d,tch_20200928-180823_114
std_1601299622444_115,42d59e9c-1a90-4280-a4a5-1358bcc2b618,tch_20200928-180823_115
std_1601299705944_117,273739ab-1e75-4257-b041-6351a789f5b9,tch_20200928-180823_117
std_1601299580895_116,4cb935a7-cee4-4890-9420-b61ce7c08e6b,tch_20200928-180823_116
std_1601299495569_114,b7e676bb-97ca-419b-b92e-d14788080354,tch_20200928-180823_114
std_1601299572896_115,977d0b33-b196-436b-990d-88dbec7baaf1,tch_20200928-180823_115
std_1601299656020_117,0a32902b-3524-4645-a93b-1cb1a6fd3fef,tch_20200928-180823_117
std_1601299534127_116,9f7f3bc9-d978-43e9-baf8-e93e0c17b3db,tch_20200928-180823_116
std_1601299518906_115,5c380522-54fe-4ef2-bcfb-4a01edae4720,tch_20200928-180823_115
std_1601299748749_118,fffed161-36e1-46ba-8521-674f606b2350,tch_20200928-180823_118
std_1601299607060_117,3609f8ea-4532-4b0a-b114-e3368d3458e4,tch_20200928-180823_117
std_1601299769119_119,97d25057-edea-455d-b2dd-4b2956ccfaa0,tch_20200928-180823_119
std_1601299694103_118,f484e34b-47b8-4cc2-9ce9-4656d9e62179,tch_20200928-180823_118
std_1601299566906_117,0e9746a6-c81d-4fc9-8656-205a414627dc,tch_20200928-180823_117
std_1601299784068_120,83796e3c-3fc3-4d68-a5bf-b3426274d254,tch_20200928-180823_120
std_1601299721655_119,d8a723e5-d1cb-428b-bb99-4ce113461e08,tch_20200928-180823_119
std_1601299644947_118,b27096ff-fe18-4a90-8313-e0da7446c894,tch_20200928-180823_118
std_1601299738064_120,41997fe8-510b-4020-a66e-eb525d4e600b,tch_20200928-180823_120
std_1601299806060_121,8d956818-313d-4352-8f12-4b6980539137,tch_20200928-180823_121
std_1601299667612_119,ba431bf9-370e-4887-a3b2-45cec6221743,tch_20200928-180823_119
std_1601299826161_122,853bed9c-2397-445e-9b5d-bb68ace3920f,tch_20200928-180823_122
std_1601299594000_118,2b309b93-2669-4d64-8284-493d922f752a,tch_20200928-180823_118
std_1601299687396_120,fd383f41-2e99-45ee-8617-1baff09d938a,tch_20200928-180823_120
std_1601299759628_121,e8552e2b-5a50-4c87-b242-29d151c9b6ba,tch_20200928-180823_121
std_1601299618529_119,3f27bed1-ad0e-456c-9c20-788579262aca,tch_20200928-180823_119
std_1601299785430_122,c9614337-44cd-4957-b77f-38bb90dbd87f,tch_20200928-180823_122
std_1601299638773_120,f13d14ab-4d93-478e-bc3e-e25142686477,tch_20200928-180823_120
std_1601299711023_121,5f1c155f-6a48-4cda-a65d-c5c6762be31d,tch_20200928-180823_121
std_1601299865741_123,1c1f6047-fa2d-481e-a2d7-c98819dd6646,tch_20200928-180823_123
std_1601299878802_124,13093912-0579-4678-bc76-4453f02f7938,tch_20200928-180823_124
std_1601299735291_122,4ad7cbbd-96bf-4aa6-a73a-f98c96446011,tch_20200928-180823_122
std_1601299817191_123,e3cdb730-57d0-48fd-9250-3714428ace40,tch_20200928-180823_123
std_1601299661791_121,7dc4efd0-d6ba-4f43-9b8b-4f5bca1b8e4a,tch_20200928-180823_121
std_1601299903881_125,cffde172-653f-4139-9093-ec51e9bf19d6,tch_20200928-180823_125
std_1601299829198_124,848e8f66-e7ff-44a7-8f9b-63115a2ae7c4,tch_20200928-180823_124
std_1601299685609_122,e0cba288-8017-4d0c-8691-2ef134ca0466,tch_20200928-180823_122
std_1601299766403_123,25e15c5b-85a6-4c4f-a535-43cdfe8f53ad,tch_20200928-180823_123
std_1601299780211_124,0c3b8be3-dc9c-4c48-ac2f-3bec4e6c9331,tch_20200928-180823_124
std_1601299856401_125,8cab0cc4-35d0-42e8-8299-e86a7a530f25,tch_20200928-180823_125
std_1601299937451_126,7932185d-68ab-4212-8cea-dfbab23ab5b1,tch_20200928-180823_126
std_1601299714764_123,1327ad25-11de-4938-a954-ec1b4d8e321a,tch_20200928-180823_123
std_1601299733227_124,1cd030a2-5142-4629-a438-ab9382c8a88c,tch_20200928-180823_124
std_1601299807128_125,2ae560a9-5c03-4776-ae07-0e30569bfff4,tch_20200928-180823_125
std_1601299955063_127,7ad51b23-aed3-4c6d-80bf-021104f563a1,tch_20200928-180823_127
std_1601299887783_126,23b918d7-d6a5-4963-a3c7-443732420303,tch_20200928-180823_126
std_1601299979964_128,43babb1e-18c9-42e0-80e8-2175c8b815c1,tch_20200928-180823_128
std_1601299899872_127,bdd0250a-106c-4247-acea-596705bc2e45,tch_20200928-180823_127
std_1601299759807_125,59c8f01b-43cf-45fe-a4df-ee28a53491e4,tch_20200928-180823_125
std_1601299837979_126,9a14ce6d-5bd6-4f39-9f28-95326d320263,tch_20200928-180823_126
std_1601299929451_128,8f830f8c-e42d-4718-9d93-4dc5d372eb59,tch_20200928-180823_128
std_1601299848955_127,f089bc9b-5a72-4bfd-ba3c-7a26cd015c43,tch_20200928-180823_127
std_1601299999262_129,719d8796-a482-4d95-b6aa-1057a6cc6cec,tch_20200928-180823_129
std_1601299785149_126,28894a85-0cbb-4be8-adb6-b32c4936bcab,tch_20200928-180823_126
std_1601299885914_128,5e39f4ac-a152-474e-a967-0c7d90515310,tch_20200928-180823_128
std_1601299806312_127,68f2bba6-82b9-41d0-a3b0-6c917a67dba1,tch_20200928-180823_127
std_1601299950078_129,41b26079-bac6-40b4-8f6e-2d474d5f0707,tch_20200928-180823_129
std_1601300031885_130,befd02ad-9e61-4ca8-9a3f-4bc63538b3d8,tch_20200928-180823_130
std_1601300055546_131,dda30c8d-2198-481c-b527-505f4b70154f,tch_20200928-180823_131
std_1601299834750_128,86f30f3e-49d3-40e2-9866-82f2fea25f70,tch_20200928-180823_128
std_1601299900605_129,982d9c2d-097b-488d-b620-ef0ca5f7870b,tch_20200928-180823_129
std_1601299977901_130,b54e4e4f-0634-44d0-ad42-dfb1674136c0,tch_20200928-180823_130
std_1601300008079_131,b1a4c4c3-52ee-4663-a2df-4f5657b5f605,tch_20200928-180823_131
std_1601300086685_132,8754eb1c-8f95-4170-b977-7f3ff28f1e4c,tch_20200928-180823_132
std_1601299849206_129,ed4be389-cb90-4949-ab5f-61ddba2ac1bd,tch_20200928-180823_129
std_1601299925715_130,656ae78c-7afe-4981-9bb9-3a305dd74456,tch_20200928-180823_130
std_1601299958051_131,ae3a3acd-0ae4-46a9-a501-1c084b9d7390,tch_20200928-180823_131
std_1601300103299_133,f72a3255-b22d-4e00-922c-3da904a79bf4,tch_20200928-180823_133
std_1601300034575_132,e63f2a42-209a-4e20-ba18-016e70570ca3,tch_20200928-180823_132
std_1601299877547_130,890b81d0-d3a3-427a-aae6-c5996ab7c4e7,tch_20200928-180823_130
std_1601300130255_134,80fa469a-13f4-4081-9384-a6e13acd4ffc,tch_20200928-180823_134
std_1601299906712_131,87e03407-019e-44ea-9d9b-7b0d37b983f5,tch_20200928-180823_131
std_1601300060091_133,faa26330-e471-49a6-bdd5-4a2331ada636,tch_20200928-180823_133
std_1601299984951_132,748e4f97-d947-4af6-8456-956c697328fa,tch_20200928-180823_132
std_1601300143289_135,502018f7-d1b8-4b23-83a7-fdc2ee198025,tch_20200928-180823_135
std_1601300075440_134,8b45b496-e697-42a1-adf2-79ba724ee57b,tch_20200928-180823_134
std_1601300006044_133,ecf1845c-84d0-446d-815b-051b386f40bc,tch_20200928-180823_133
std_1601299932391_132,819443d8-5729-44f9-ac9f-9fc7c0853924,tch_20200928-180823_132
std_1601300098737_135,5ec5a539-7a46-4a1c-8d1c-afaa49d0f8c7,tch_20200928-180823_135
std_1601300172688_136,69b245c6-1073-408f-baf1-0706c0d654e7,tch_20200928-180823_136
std_1601300028562_134,87827718-070d-4b77-a386-1fe332898ad0,tch_20200928-180823_134
std_1601299956491_133,a8b5344e-9615-4136-834b-367d94956c8f,tch_20200928-180823_133
std_1601300121817_136,c4eacdda-87c3-43fc-b809-9731dc242d30,tch_20200928-180823_136
std_1601300048033_135,f0c079e6-595c-4c84-a166-4cbcfce25584,tch_20200928-180823_135
std_1601300196391_137,af057b81-3f07-4604-93dd-1313d320fe60,tch_20200928-180823_137
std_1601299979746_134,138925a4-d535-46cb-bbff-a6203f1702ae,tch_20200928-180823_134
std_1601300220474_138,15b79894-9398-4826-bd8d-0741bb14e694,tch_20200928-180823_138
std_1601300073593_136,0742d96c-6cee-4898-a746-2692f71e5b28,tch_20200928-180823_136
std_1601299998848_135,b8091d95-8105-4dd0-b920-853734f1eade,tch_20200928-180823_135
std_1601300144458_137,cbe0de86-ea7e-4669-8d83-51e2c3efcdb4,tch_20200928-180823_137
std_1601300237824_139,9a9f02eb-f432-458d-8ce0-41d004412d87,tch_20200928-180823_139
std_1601300175040_138,4e54037e-7fd3-4bd6-9d65-9f6623585465,tch_20200928-180823_138
std_1601300096715_137,bd68426c-db4b-4453-ab79-377e7f901684,tch_20200928-180823_137
std_1601300026061_136,9ae9730d-e6c9-41f6-887e-fea1c077f782,tch_20200928-180823_136
std_1601300186712_139,92008b12-7f76-4e2d-a7d9-441e0d21350a,tch_20200928-180823_139
std_1601300270501_140,3b25e9f3-a28a-448c-9b1e-32fa98e93d94,tch_20200928-180823_140
std_1601300123706_138,d8807e27-ac52-45d0-8c9a-ebdb35bb8c2a,tch_20200928-180823_138
std_1601300050663_137,13b06287-c82e-4372-bc9c-50e1c082b6e7,tch_20200928-180823_137
std_1601300144956_139,e08049e3-88b1-4ee0-b128-10c553be6a6e,tch_20200928-180823_139
std_1601300219163_140,10efcf41-89e4-4ab5-9733-1d30b60304d0,tch_20200928-180823_140
std_1601300295177_141,34b72a3e-a03a-4684-a054-bec8726b9e99,tch_20200928-180823_141
std_1601300075353_138,39b36c50-57e6-4fe4-a0ca-653b967aab9f,tch_20200928-180823_138
std_1601300313457_142,fc302d24-56f4-4020-83d0-e965ab4b398e,tch_20200928-180823_142
std_1601300095148_139,6ddfda87-c5dd-404b-baff-997dcd8f4a2a,tch_20200928-180823_139
std_1601300170177_140,0da8e905-db99-47fd-a429-eacd8e2e2470,tch_20200928-180823_140
std_1601300242320_141,e815953e-2187-4ee6-a36d-4e249b2c6a3b,tch_20200928-180823_141
std_1601300257081_142,665b13ba-85b1-46f7-8732-d22c29b2b071,tch_20200928-180823_142
std_1601300342956_143,45d942d6-237c-489b-a6e1-b5e682b89f51,tch_20200928-180823_143
std_1601300199200_141,3e32d59c-1c45-47d6-866f-4faebbf1888c,tch_20200928-180823_141
std_1601300129235_140,a605092d-b6b7-4a28-ac83-6312b8b2dd0e,tch_20200928-180823_140
std_1601300367640_144,00a80f1c-54a8-447d-a9db-5aa4d4f1ba6d,tch_20200928-180823_144
std_1601300292642_143,319977fe-e184-4d46-a651-b2fce84d7b48,tch_20200928-180823_143
std_1601300213008_142,c8e9c167-9d6a-4dc8-8a12-9040f2fa0010,tch_20200928-180823_142
std_1601300145814_141,7bc3ef5c-c1a5-4b71-9a2c-595847caf6c9,tch_20200928-180823_141
std_1601300247687_143,98182d59-99c1-41a4-81a1-365dbab7f2fb,tch_20200928-180823_143
std_1601300313710_144,667792df-9238-435c-907f-8987f2bd0ca6,tch_20200928-180823_144
std_1601300164997_142,ad126ffe-c50e-4b6e-b5c6-8588fff20666,tch_20200928-180823_142
std_1601300399456_145,37d7e739-c037-4765-8c01-f8cfdf53215a,tch_20200928-180823_145
std_1601300197422_143,bd2e7041-d6d0-4e8c-a95b-f4771ab37f8d,tch_20200928-180823_143
