extuserid,groupid,tchextuserid
std_1692377190612_74,d13eb824-adca-428a-b9f3-fcfd525003fe,tch_20230818-214917_74
std_1692377409693_71,cc1bedee-17b7-49da-9a70-048fa2378bae,tch_20230818-214917_71
std_1692377291176_72,793e3ec5-d9bd-4a88-8b1a-0f8c22e0dfa1,tch_20230818-214917_72
std_1692377213296_75,70fbfe9f-dae1-4f75-8568-1077b2817e6d,tch_20230818-214917_75
std_1692377434647_73,b8e7311a-f7b4-4d63-b4b4-3a4e49bfce11,tch_20230818-214917_73
std_1692377226538_76,839ad0aa-3b7c-46db-b781-fab738ebd724,tch_20230818-214917_76
std_1692377329688_74,facc69de-717d-47d0-841b-9ca6d3a9aa92,tch_20230818-214917_74
std_1692377549244_71,b6ff95c0-09a2-442b-bb4c-feafaaf6fa1b,tch_20230818-214917_71
std_1692377431248_72,03de2c5b-5f94-4582-a43a-1f3c496adab0,tch_20230818-214917_72
std_1692377338135_75,8ff3824a-9502-4e8d-be4d-7620287f4610,tch_20230818-214917_75
std_1692377566662_73,3badc621-8863-44ea-9ce0-586367e576a1,tch_20230818-214917_73
std_1692377247391_77,0c217f7d-b3f4-4029-b8fc-5ca0431c084c,tch_20230818-214917_77
std_1692377457679_74,0dad4016-dd9c-481c-b130-d53321d080fe,tch_20230818-214917_74
std_1692377568608_72,4e6884b0-b9bb-4cc9-be22-b4880c125b3c,tch_20230818-214917_72
std_1692377364025_76,0f50df8e-91bf-494e-9d74-b6a9024d4b49,tch_20230818-214917_76
std_1692377472809_75,640f4f6e-96da-470d-81c7-740787e7cbe7,tch_20230818-214917_75
std_1692377266021_78,d928fb3e-f98b-4029-82c5-8fb780749b0d,tch_20230818-214917_78
std_1692377375172_77,2abfc899-d632-44d5-a451-a6d000903db7,tch_20230818-214917_77
std_1692377596437_74,19d5a8f3-2294-497e-9b06-b5a043a201b5,tch_20230818-214917_74
std_1692377611442_75,25825671-6f8b-4b0e-86a1-14aa7a974f5b,tch_20230818-214917_75
std_1692377492419_76,60021509-137d-4240-96af-d56359ef7a59,tch_20230818-214917_76
std_1692377405404_78,22a6d520-d3c5-4339-a315-804c666903e4,tch_20230818-214917_78
std_1692377290403_79,a9f097a1-5365-4dc6-b904-122529a2e4ec,tch_20230818-214917_79
std_1692377516569_77,a363e38f-01f1-4988-8405-ee4f8467d5e4,tch_20230818-214917_77
std_1692377307282_80,73236988-0ec5-4a85-8487-793cbc0cff5d,tch_20230818-214917_80
std_1692377621784_76,f157a115-255b-4c9d-ae9f-86095a7ea725,tch_20230818-214917_76
std_1692377425555_79,4f2ee8f3-2dfb-4a6d-8b7f-d4c22ee83720,tch_20230818-214917_79
std_1692377545033_78,342331d4-57a0-4071-adb5-6eb172d7f906,tch_20230818-214917_78
std_1692377656748_77,75dfd8d4-661d-4d33-a204-a2352f7b88d5,tch_20230818-214917_77
std_1692377330767_81,97874e97-6a6b-4236-a866-1f3edf30aa3e,tch_20230818-214917_81
std_1692377444934_80,44bcd28c-d472-431c-b0e7-0767814eaa26,tch_20230818-214917_80
std_1692377563546_79,c063363b-508d-4785-a820-592a25447f20,tch_20230818-214917_79
std_1692377679456_78,acd5ec76-0c8c-4742-bb34-84924e38186b,tch_20230818-214917_78
std_1692377466042_81,c52d145a-75cb-40e2-9b6e-e2bfb5a967e3,tch_20230818-214917_81
std_1692377354760_82,072a364b-b3f1-432f-8ed8-10fb5f27eff0,tch_20230818-214917_82
std_1692377587639_80,c3e7fe87-6ba3-4548-a961-ba9b4f57de0b,tch_20230818-214917_80
std_1692377371064_83,96b27c50-1286-4569-80a3-bc918fcf8dd1,tch_20230818-214917_83
std_1692377703713_79,5c3e6f52-02ee-45ad-95af-3af7417bcc26,tch_20230818-214917_79
std_1692377599266_81,9b712517-8b47-4573-abd3-0f17a5289eaa,tch_20230818-214917_81
std_1692377495472_82,8c6018ec-6e9a-403d-8e49-553fce5b3895,tch_20230818-214917_82
std_1692377393680_84,feea4b36-4513-46b2-ac2c-8603fba78652,tch_20230818-214917_84
std_1692377725483_80,09257e75-30af-44c3-9b36-b566aa799ecd,tch_20230818-214917_80
std_1692377509306_83,f4c20467-c79b-4071-8381-f1e86367256d,tch_20230818-214917_83
std_1692377415124_85,8cca8b23-090c-4289-bfa6-3b16a5ae7885,tch_20230818-214917_85
std_1692377421695_86,c4d5c7e6-604e-4e95-9451-dedf27543eb9,tch_20230818-214917_86
std_1692377743123_81,bf371a60-b451-4565-a492-21000e1c3295,tch_20230818-214917_81
std_1692377633769_82,7cb3063a-8e24-4e4d-8545-956bfef1a189,tch_20230818-214917_82
std_1692377523907_84,9ed65d70-b3eb-4a15-8d6f-b558dbc37b70,tch_20230818-214917_84
std_1692377650919_83,088d7763-9452-497b-a9ac-08fb2e285ea5,tch_20230818-214917_83
std_1692377557979_86,70136989-2b9a-433a-a6ce-2f0ee2cf903a,tch_20230818-214917_86
std_1692377551249_85,fffeda1e-d46d-4eb4-8e0f-0421756cbdee,tch_20230818-214917_85
std_1692377769513_82,a11a62af-ea7f-4e35-be1b-da3d1b2365c7,tch_20230818-214917_82
std_1692377662885_84,b6c46032-e7e4-4ad0-aa67-970dd1498206,tch_20230818-214917_84
std_1692377785384_83,ad6a36e8-c8c5-43a9-8805-0ddb090b46a2,tch_20230818-214917_83
std_1692377449829_87,fa1babbc-3d6b-449c-8ce2-88a8d1ce8e86,tch_20230818-214917_87
std_1692377469717_88,b4178022-2bef-470b-9013-fafa521e2f17,tch_20230818-214917_88
std_1692377682449_85,e5aaf614-aced-492d-9642-1a449ad307c1,tch_20230818-214917_85
std_1692377688782_86,2eeb6aa5-08c2-4d98-a3c8-8a59761bf757,tch_20230818-214917_86
std_1692377805693_84,181e5209-d57f-4e97-a7db-f8169f72c518,tch_20230818-214917_84
std_1692377586320_87,63fa1689-28e7-4c10-85fd-68b29d6708bf,tch_20230818-214917_87
std_1692377604454_88,c832eb63-6dcc-439f-8028-be5f52a74e70,tch_20230818-214917_88
std_1692377822639_85,8b59c9ec-07d1-46bd-8a6f-71065c4f55cd,tch_20230818-214917_85
std_1692377513363_90,f9810d26-7e24-4280-b578-2bbc18767553,tch_20230818-214917_90
std_1692377820518_86,58c2131a-6f84-4ea4-91a6-c89f065b9bb2,tch_20230818-214917_86
std_1692377496921_89,ef213ffb-f0ae-4bbc-92a3-be900d2dfb9c,tch_20230818-214917_89
std_1692377729789_87,a2bfd600-33d6-4328-82e3-54001764edeb,tch_20230818-214917_87
std_1692377742855_88,8c523d6a-6179-4fb0-87ed-9b197ebfdcca,tch_20230818-214917_88
std_1692377647443_90,5ef5106e-48bc-40bf-8be9-9c2e0455f6b2,tch_20230818-214917_90
std_1692377522394_91,d74a2a6c-9283-4030-9101-0ca3325d62e8,tch_20230818-214917_91
std_1692377635405_89,6ec6aead-85ef-4bdf-a708-e62f4fc65d41,tch_20230818-214917_89
std_1692377540080_92,c7421fdd-1bc7-43e0-81d5-a1f41d670e2f,tch_20230818-214917_92
std_1692377868297_87,06af141c-741d-4042-92cd-1062051dca21,tch_20230818-214917_87
std_1692377877236_88,93f3d3da-4c3b-42e8-8e23-ea31619a7f46,tch_20230818-214917_88
std_1692377776711_89,fa3c3a4b-aaed-4b16-a662-a3b8863f2539,tch_20230818-214917_89
std_1692377779643_90,e5d210ec-dda1-4478-92fd-8a480d5ea0f1,tch_20230818-214917_90
std_1692377652638_91,e4ca5b3a-d3f1-481a-88b9-af79a9eb6673,tch_20230818-214917_91
std_1692377678055_92,4ee94c33-8a98-47d5-bfdb-7da2da3c1ceb,tch_20230818-214917_92
std_1692377576852_93,ec9e01cf-d96e-4cf7-9f4d-754bc8fd40dd,tch_20230818-214917_93
std_1692377909894_89,52f70007-4755-4d9d-8ef9-106ea221f9a2,tch_20230818-214917_89
std_1692377907438_90,251569a7-ebd0-45da-9d30-17969c24ede5,tch_20230818-214917_90
std_1692377793520_91,eed6ca07-5f0d-419e-a1d4-94ae077c0d1a,tch_20230818-214917_91
std_1692377594341_94,ca293431-c768-4053-baae-b1d4f8114e97,tch_20230818-214917_94
std_1692377814705_92,95e16925-9593-4fbb-a402-e9886e269b8b,tch_20230818-214917_92
std_1692377611492_95,44b6541f-8490-44e2-8be7-e6797d142b37,tch_20230818-214917_95
std_1692377720388_93,9c39f4ff-bfc1-40e1-9f64-6932824fc5fc,tch_20230818-214917_93
std_1692377937628_91,3ed88e2c-9189-4247-a78a-ccd0017ac705,tch_20230818-214917_91
std_1692377738854_94,71b3791d-f03a-4d97-b2dc-21cba8ed3b24,tch_20230818-214917_94
std_1692377634050_96,e93b4a40-0601-4fe5-814f-d8cd77b1fae8,tch_20230818-214917_96
std_1692377951694_92,3b7fbbb1-b25e-4520-9b2d-043c1e37c621,tch_20230818-214917_92
std_1692377743085_95,3ae874d6-010c-4c2b-8992-e40a6ae25335,tch_20230818-214917_95
std_1692377644944_97,17ae08fc-042c-4326-841a-ad9a0bde2e3e,tch_20230818-214917_97
std_1692377857914_93,3861f81b-b421-4fc7-8e7f-e3bd1e065d30,tch_20230818-214917_93
std_1692377878002_94,35032f01-5127-414f-9bf8-eb23cead2e49,tch_20230818-214917_94
std_1692377771097_96,1ccbbc07-883e-40e2-afb1-7a24860cd062,tch_20230818-214917_96
std_1692377879128_95,4f954aa3-40a5-4ffc-a8b8-35fdddb1f7a1,tch_20230818-214917_95
std_1692377784188_97,bf98f881-5be5-4526-8283-65021fdba525,tch_20230818-214917_97
std_1692377989947_93,52df6ed5-2de2-4834-a85a-ae6cf70d8ebf,tch_20230818-214917_93
std_1692377673298_98,6769ec33-d8eb-49da-b489-0048d30ae04a,tch_20230818-214917_98
std_1692378009031_94,720c1a32-2bec-4a63-8fc4-702cf409ce36,tch_20230818-214917_94
std_1692377905692_96,d06da5e7-154d-4d23-9ef8-7ac18a6067f2,tch_20230818-214917_96
std_1692377688902_99,a29c601e-ca9c-4ac7-aad5-cf5bb51ffb8c,tch_20230818-214917_99
std_1692377912784_97,3ca0f709-b7da-42f8-88f4-10b31601759d,tch_20230818-214917_97
std_1692378008239_95,bb45d14e-7673-4192-aca9-f72f8af512b3,tch_20230818-214917_95
std_1692377807093_98,a76d7ede-cb75-4253-b67e-a7a3a5c87b19,tch_20230818-214917_98
std_1692377826343_99,df61e404-f57d-4e6d-9fb9-4b701a855ae4,tch_20230818-214917_99
std_1692378040534_96,e43b57d9-144e-4234-be0f-ceb22cfced79,tch_20230818-214917_96
std_1692377720386_100,50a912ca-8dcc-4a12-afca-2cc221bd2956,tch_20230818-214917_100
std_1692378045006_97,5e1dd252-67c1-495e-b2cf-755dcb8f3131,tch_20230818-214917_97
std_1692377730407_101,5153c5b3-162d-43d2-a9ae-f2bc76224a2a,tch_20230818-214917_101
std_1692377748837_102,6c559992-f009-47d9-a755-cc6bd4d03099,tch_20230818-214917_102
std_1692377948189_98,2ef6253b-50d2-4737-8bec-e8aaac9ae73d,tch_20230818-214917_98
std_1692377963552_99,22f34efe-4d66-40f3-b9b4-ecefacd809a0,tch_20230818-214917_99
std_1692377856891_100,27269766-64e7-4370-842e-7f5aa3e1784a,tch_20230818-214917_100
std_1692377866160_101,eb122f8c-f152-43aa-be52-228013d93e18,tch_20230818-214917_101
std_1692377883202_102,68bcbc01-6c2a-41a0-a99b-eb54eda959b5,tch_20230818-214917_102
std_1692377772653_103,9d51a0c3-2b32-46da-a81a-ec7982be0d0c,tch_20230818-214917_103
std_1692378086615_98,39c56dc5-ec29-4883-8b7a-b9312b5f10e8,tch_20230818-214917_98
std_1692378106503_99,9fc5208f-18fc-448a-a717-0faf756d02f8,tch_20230818-214917_99
std_1692377993252_100,0cd6ac35-abad-4069-b055-56de35c36be8,tch_20230818-214917_100
std_1692377992333_101,0da3fb77-7aa6-42a4-b4f5-30411235e1fa,tch_20230818-214917_101
std_1692377796122_104,e0a5b20f-c2ef-4256-bcef-78ca4b168cb5,tch_20230818-214917_104
std_1692378009757_102,afee47b8-e1c6-4a55-806c-4772061e5992,tch_20230818-214917_102
std_1692377907039_103,b1d90157-f3f0-4636-a0d9-549b2cf2f42e,tch_20230818-214917_103
std_1692378127949_100,5ef27518-04e2-41c9-8160-b8cb5ef9a9fe,tch_20230818-214917_100
std_1692378135508_101,3292376f-e951-4f27-9a4b-43410d4bca56,tch_20230818-214917_101
std_1692377814891_105,f5bdcddb-6f01-49a4-85dd-59eb2f1a4632,tch_20230818-214917_105
std_1692377828859_106,352ced9f-adfd-4365-b246-9de5c0599c79,tch_20230818-214917_106
std_1692377934998_104,80095780-13e5-4c8a-9a7d-60a9c48824ee,tch_20230818-214917_104
std_1692378142323_102,e4bf3fdb-a3c5-4ffa-a2ba-5658a4c0cc76,tch_20230818-214917_102
std_1692378041494_103,4292ee79-3966-44b7-bf9a-8f649e4ce8b0,tch_20230818-214917_103
std_1692377950391_105,c600108d-6949-4117-ab39-af49ff279880,tch_20230818-214917_105
std_1692377850866_107,f0d47e0e-ab0e-4823-b340-489168753277,tch_20230818-214917_107
std_1692378066704_104,023fe44d-40ce-403a-aa29-37747495921a,tch_20230818-214917_104
std_1692377960498_106,ee70f333-4f7a-4ebc-b8b3-88406ca8609e,tch_20230818-214917_106
std_1692378178488_103,e66b149d-b600-4e1a-ba43-9d654d8c06ba,tch_20230818-214917_103
std_1692378094291_105,2e6d210b-369c-475d-9074-73a1fc5f76ca,tch_20230818-214917_105
std_1692377877000_108,1fb3135b-f7e7-448f-841a-fca53ec594fc,tch_20230818-214917_108
std_1692377987493_107,b25fcaca-2d26-4b5c-ba23-e514fde36a38,tch_20230818-214917_107
std_1692378091886_106,76695f38-faec-4639-8511-b2212123c580,tch_20230818-214917_106
std_1692378199605_104,68fee459-c2bc-45a2-be19-2e317e824661,tch_20230818-214917_104
std_1692377888297_109,562ed387-944f-4f5f-8412-5c6c7168e6cd,tch_20230818-214917_109
std_1692378011792_108,bf55272d-b235-4c0d-b312-011ca131b79c,tch_20230818-214917_108
std_1692378224568_105,31e4113e-e2ed-4e68-bb21-7e9d164e6586,tch_20230818-214917_105
std_1692378120873_107,12a1f2ab-3ad0-4ebe-b110-df3e5a422384,tch_20230818-214917_107
std_1692378223011_106,a5512d22-64ff-476c-a2a3-4c70fbddabd2,tch_20230818-214917_106
std_1692377902856_110,2375ca23-8ded-4b44-bdc8-a750418d0322,tch_20230818-214917_110
std_1692378025893_109,da519a94-98d0-4830-8418-0b03ee006cd5,tch_20230818-214917_109
std_1692378142532_108,e3d872e0-c56c-4bab-9755-be33bd677b08,tch_20230818-214917_108
std_1692378257678_107,ac8a8b0e-0c99-42df-a15e-be73df01d1d8,tch_20230818-214917_107
std_1692377930973_111,ef26e1ae-1da7-4648-9b10-0285a4b296c4,tch_20230818-214917_111
std_1692378042572_110,395634a0-f56f-4fc6-a2c7-7cedaf913d06,tch_20230818-214917_110
std_1692377953774_112,9682fcd6-004f-46af-8e45-419d0748546f,tch_20230818-214917_112
std_1692378158135_109,d5b13ba3-d712-493e-9c42-59319dba74ba,tch_20230818-214917_109
std_1692378280964_108,e912b012-5af8-4b01-a010-b4440f4a5139,tch_20230818-214917_108
std_1692378181335_110,4e61f253-f299-4e1b-afd9-647bedda2dfe,tch_20230818-214917_110
std_1692378075531_111,65bbddf9-ed65-4ce2-ac47-ebb35ed0a3ff,tch_20230818-214917_111
std_1692378078059_112,347eda79-d93d-45b9-944c-9ad92e4ee189,tch_20230818-214917_112
std_1692378298047_109,838e616c-1784-4da2-9e42-250b7dea15b1,tch_20230818-214917_109
std_1692377994197_114,55c9ca70-1326-4d4e-a8d0-7ee58bbd20be,tch_20230818-214917_114
std_1692377970631_113,2ac97e9a-47ff-46bc-b8eb-ab49f551928f,tch_20230818-214917_113
std_1692378210326_112,41d24996-809a-4666-8340-10ec488a3c36,tch_20230818-214917_112
std_1692378202657_111,0f7d137a-897c-40d5-9e4d-da7d6dda31ea,tch_20230818-214917_111
std_1692378320113_110,11d30bff-3e30-43bb-90d6-e92122795ac4,tch_20230818-214917_110
std_1692378007294_115,5e879827-671e-4cb8-bcf2-18ff3d1a7e6d,tch_20230818-214917_115
std_1692378124869_114,610aa537-bce2-4b5f-851c-866c9b81e91e,tch_20230818-214917_114
std_1692378107518_113,6437208f-921b-4f77-90aa-8a3d2008d3ab,tch_20230818-214917_113
std_1692378347457_112,9a78f876-13f3-420a-926c-2b405b436b0d,tch_20230818-214917_112
std_1692378341609_111,0e440655-578f-49fa-8afa-167b2009fd8b,tch_20230818-214917_111
std_1692378252886_114,72538002-2444-4bbd-b915-21f54623049f,tch_20230818-214917_114
std_1692378140926_115,4333b146-fcd1-4816-a589-ce729ebef419,tch_20230818-214917_115
std_1692378237520_113,a28ea005-eaa7-4dec-9ead-64b467ef7480,tch_20230818-214917_113
std_1692378044226_116,e038bac5-5357-43ec-b786-7d14acb372a1,tch_20230818-214917_116
std_1692378054199_117,68edec11-a3f0-4d9d-bd02-46d5b7051bde,tch_20230818-214917_117
std_1692378070041_118,3d8f3bdc-dc0e-4d5d-a4a8-18ad95b0ad94,tch_20230818-214917_118
std_1692378285128_115,da97b13d-9e16-49f2-b04b-00beb5eb4337,tch_20230818-214917_115
std_1692378390373_114,54aa7c9c-7ce8-4cf9-a6ed-dbfe8e1a5c20,tch_20230818-214917_114
std_1692378177294_116,fd954279-e56d-455d-86c8-b18d384e7c15,tch_20230818-214917_116
std_1692378390372_113,d4d87a3f-9dd6-46d6-a75f-75d4fd37f9ed,tch_20230818-214917_113
std_1692378187186_117,4f7754ed-9a64-400e-8537-41dc00c973ae,tch_20230818-214917_117
std_1692378417418_115,63f8483c-817b-4b00-a64a-d6390e12bdf0,tch_20230818-214917_115
std_1692378208620_118,91ef8779-a137-4618-9ec4-88abb0895a70,tch_20230818-214917_118
std_1692378314280_116,f4a48170-14b6-4672-81bd-c1475afe532d,tch_20230818-214917_116
std_1692378100111_119,ae83d0c6-7bdf-41c6-bffb-a6d41588719c,tch_20230818-214917_119
std_1692378315090_117,2a274338-e3b5-4c21-8aaf-8da9745280ab,tch_20230818-214917_117
std_1692378115966_120,d1110fda-34cc-48b2-8297-52b0039f5936,tch_20230818-214917_120
std_1692378341610_118,d1fb3ba4-bde5-462b-bdc0-878868853d0e,tch_20230818-214917_118
std_1692378234469_119,c64e44e4-a263-4eb9-a021-1874fdb59d2a,tch_20230818-214917_119
std_1692378450257_116,985370ac-bda0-4a61-ae01-8d2b576b7e37,tch_20230818-214917_116
std_1692378137983_121,1b5e2d44-b4d1-4ef4-8ef9-5f8465c4ab5c,tch_20230818-214917_121
std_1692378458413_117,d941b1e1-07e8-45aa-a168-d1aab728800f,tch_20230818-214917_117
std_1692378153797_122,945522fd-719a-4b81-910b-2ec9b708a917,tch_20230818-214917_122
std_1692378252431_120,17bde074-d79f-42c1-b4da-00c6acd82054,tch_20230818-214917_120
std_1692378473376_118,d5d2487a-9738-4889-9b6d-80bfb6f79ae8,tch_20230818-214917_118
std_1692378368753_119,e2c53abc-7c0b-49dc-be18-0cb660273dc4,tch_20230818-214917_119
std_1692378268739_121,dd915d12-e5c7-4772-b2e7-35bafe99e7a1,tch_20230818-214917_121
std_1692378170942_123,cb2cf611-2a27-480a-a981-cf8ad1c8da08,tch_20230818-214917_123
std_1692378295685_122,5ed4f14e-5792-4288-94e7-9ea8cee7cba8,tch_20230818-214917_122
std_1692378393549_120,44bfe651-147c-42fa-a3d6-30718c235f07,tch_20230818-214917_120
std_1692378196384_124,11738f6b-07ed-4a2f-b2e5-0faa96bcd384,tch_20230818-214917_124
std_1692378509987_119,7b34aa46-8b66-44b1-a4e7-115117254493,tch_20230818-214917_119
std_1692378406769_121,a063addb-527e-4851-8ebd-d0c69621febe,tch_20230818-214917_121
std_1692378303636_123,047a775a-6167-4552-ae66-49565605e7cf,tch_20230818-214917_123
std_1692378429518_122,1d015ae6-dc1d-4fcd-a85d-7babbc1ee927,tch_20230818-214917_122
std_1692378209534_125,b1508c5b-1d44-46cb-b863-1a8ed15f92a3,tch_20230818-214917_125
std_1692378526432_120,68f88685-907b-4239-ac95-4af854a502ad,tch_20230818-214917_120
std_1692378542532_121,58a6d73b-118b-4852-8b08-efe3fcd1cbde,tch_20230818-214917_121
std_1692378330040_124,1ffb3a82-4ff7-49bc-b49a-20af55611fd9,tch_20230818-214917_124
std_1692378438175_123,6efa935b-2eb5-41a1-bfe7-1965e8498fa1,tch_20230818-214917_123
std_1692378228274_126,e94a881b-b4f2-4ac5-bf4c-49bcf8c71e8e,tch_20230818-214917_126
std_1692378340378_125,1f4f7f1b-a69f-4360-afd8-9a8bdec9a002,tch_20230818-214917_125
std_1692378558615_122,52085b83-ce6b-4623-b815-00140290c0d0,tch_20230818-214917_122
std_1692378249574_127,2e47f3bd-8008-4879-8343-5c7439763d96,tch_20230818-214917_127
std_1692378462648_124,673e9c3a-493d-4208-a46a-f9608fedffaf,tch_20230818-214917_124
std_1692378581533_123,07e7e1e9-8479-40a6-b184-e63a2cbab4d8,tch_20230818-214917_123
std_1692378474899_125,59a18b58-c17d-4950-bc62-dcd9a2768789,tch_20230818-214917_125
std_1692378384400_127,62758ed1-9513-4fc5-aef4-0419a46aa9a3,tch_20230818-214917_127
std_1692378373456_126,a1a11bad-0727-4dd1-8d33-373cc9fbcf4b,tch_20230818-214917_126
std_1692378597493_124,384dce23-da09-454c-9d0d-b878d861e26e,tch_20230818-214917_124
std_1692378278319_128,9dee4bca-3104-4360-a46d-f8531a796ebf,tch_20230818-214917_128
std_1692378614371_125,c4f9e409-5448-47ea-a712-7695122a6593,tch_20230818-214917_125
std_1692378297713_129,d2b22b3c-66aa-4355-888d-23f95d9fada4,tch_20230818-214917_129
std_1692378510486_127,b2611f09-e531-451f-8d87-b24b3c2ce12b,tch_20230818-214917_127
std_1692378517490_126,37098920-4974-40c7-b0bf-05704a70bd8c,tch_20230818-214917_126
std_1692378414441_128,8c3c21b3-6963-461c-9c0c-929345d42906,tch_20230818-214917_128
std_1692378312988_130,001b44b3-e76b-4ffe-a4d4-2a2a8e79a6ec,tch_20230818-214917_130
std_1692378646822_127,ad18be77-bd7b-4096-9e5a-317428482672,tch_20230818-214917_127
std_1692378437030_129,3ba23167-2b15-4fc6-a64b-57cdd365b51b,tch_20230818-214917_129
std_1692378322478_131,97630747-9f94-4b04-990b-dbb62c397994,tch_20230818-214917_131
std_1692378552049_128,b86766d6-de7b-4aa3-a9f1-113425f1aef2,tch_20230818-214917_128
std_1692378643207_126,48966b70-9f96-4821-a3ef-d125c5073d85,tch_20230818-214917_126
std_1692378452483_130,5b6b6f98-c303-4782-8862-9fdb23e438fb,tch_20230818-214917_130
std_1692378352425_132,3699b56c-4a95-49ef-87e5-ce7362a9104c,tch_20230818-214917_132
std_1692378574840_129,dd5694c5-c97b-4f67-898b-3ada4104b620,tch_20230818-214917_129
std_1692378463006_131,0ec83ca0-8953-4d1d-becf-8c58ce33a81a,tch_20230818-214917_131
std_1692378686393_128,d6a169d2-6fd5-4d46-987f-860146692a0e,tch_20230818-214917_128
std_1692378371542_133,3e113d5a-1a00-43f8-ab6b-278d3b9c818d,tch_20230818-214917_133
std_1692378583753_130,dbe808d6-36fb-46b1-ada8-70fb69e5c3f2,tch_20230818-214917_130
std_1692378494178_132,c3b89421-c75a-478e-96ed-44e2782ee330,tch_20230818-214917_132
std_1692378595335_131,35992372-e574-498e-9ebf-1c1fb809dee1,tch_20230818-214917_131
std_1692378706670_129,546e8bb6-0d63-42d4-bc12-865bef75a095,tch_20230818-214917_129
std_1692378396054_134,77112c5b-cdbf-4bb4-ba44-62cd04237a1a,tch_20230818-214917_134
std_1692378511519_133,898c1f78-db71-4aaa-8d42-8a3c783d3508,tch_20230818-214917_133
std_1692378726052_130,9551e056-9d39-45f2-9da6-d7af4b562a3a,tch_20230818-214917_130
std_1692378628110_132,2df17d7c-385d-4ca9-8b37-952cc604a51d,tch_20230818-214917_132
std_1692378734753_131,3cff0200-eae9-4bc5-b2f4-0b7117b3cdcf,tch_20230818-214917_131
std_1692378416168_135,768eb147-88cd-4ada-af8c-8a4881a16453,tch_20230818-214917_135
std_1692378524051_134,4774be69-5c58-4389-acda-a5fdee30fb45,tch_20230818-214917_134
std_1692378648898_133,1b4574cd-f20e-47be-adb5-201b0958fe74,tch_20230818-214917_133
std_1692378760687_132,e52e57b3-71ba-4b97-bbaa-2368845b130b,tch_20230818-214917_132
std_1692378550361_135,c6c82672-b85a-4dfc-8b36-8df919a97de2,tch_20230818-214917_135
std_1692378437725_136,84335412-167b-4a75-ba1b-ab9433bc82cd,tch_20230818-214917_136
std_1692378661893_134,ab74a57f-7414-4069-8d06-59cd14398fbc,tch_20230818-214917_134
std_1692378783712_133,3e20bf10-4d43-4817-913b-4e1fa471708e,tch_20230818-214917_133
std_1692378454044_137,92903703-d8d7-4873-8a76-957877d9a481,tch_20230818-214917_137
std_1692378687616_135,b190b274-bcbc-4047-a777-d78b2335a4fb,tch_20230818-214917_135
std_1692378578472_136,1c458425-0d6b-4497-a3b3-8b0376db94f9,tch_20230818-214917_136
std_1692378485190_138,e5714d4a-ebae-4e7c-9644-db32ed7e765a,tch_20230818-214917_138
std_1692378799607_134,44405970-3ff3-4b1d-8550-78c031f8c987,tch_20230818-214917_134
std_1692378499192_139,c84eeffa-6996-4715-bdd7-bb4c54bb02bc,tch_20230818-214917_139
std_1692378586603_137,51decbc7-8f42-426f-853f-6ccc4ae43673,tch_20230818-214917_137
std_1692378824144_135,b79d0b7a-7be3-4c56-b870-edb6458d041f,tch_20230818-214917_135
std_1692378614745_138,b726b228-d583-4832-b9df-0b9e43c6018f,tch_20230818-214917_138
std_1692378716406_136,69380dc8-1943-4485-b44c-40b619be65bc,tch_20230818-214917_136
std_1692378629887_139,59efcb43-8e64-4a26-a4eb-d9b59fa97abb,tch_20230818-214917_139
std_1692378732024_137,96dab633-412d-44be-9833-939d0c3c380d,tch_20230818-214917_137
std_1692378516222_140,6fcf253d-c9cc-49ff-8506-11c36cc23249,tch_20230818-214917_140
std_1692378747550_138,29b20a14-fb76-4f04-8b49-81ee40708df6,tch_20230818-214917_138
std_1692378847655_136,0429862f-bce1-4c23-a51b-a3b8475c2a2a,tch_20230818-214917_136
std_1692378766185_139,f1228181-f598-49cd-b87d-20575f18cc70,tch_20230818-214917_139
std_1692378532890_141,a7a28c27-47a4-46d7-a2a2-061d60cc16e1,tch_20230818-214917_141
std_1692378872440_137,ad5be34e-66c1-4d4d-a6b1-15d06501405e,tch_20230818-214917_137
std_1692378884712_138,793e2c85-1289-4bf6-a572-5154337f5c7f,tch_20230818-214917_138
std_1692378547563_142,9479d953-8de5-4e7b-bd4d-6dae0bb190cd,tch_20230818-214917_142
std_1692378654277_140,8dd1016f-6288-4b62-bbd2-32095598d844,tch_20230818-214917_140
std_1692378895986_139,ee9b42fc-adea-4f1e-b826-3801f0d0f026,tch_20230818-214917_139
std_1692378678843_141,6ce30511-29c0-46c5-a535-720c3d89c8c9,tch_20230818-214917_141
std_1692378574445_143,37dabd25-e186-40e9-9a58-f4f8230d4798,tch_20230818-214917_143
std_1692378690289_142,ed23628d-f1e3-4265-b661-a1b5f181366c,tch_20230818-214917_142
std_1692378591068_144,e872a399-6416-4933-98f9-224d524fe851,tch_20230818-214917_144
std_1692378796181_140,6f17c1e3-c481-4db9-8685-5372e1b9a906,tch_20230818-214917_140
std_1692378812878_141,6d8d6f6a-e9da-4028-bed1-9d2d047b5b1e,tch_20230818-214917_141
std_1692378714332_143,7168a412-9199-419b-a99b-c64ee3ff95e5,tch_20230818-214917_143
std_1692378618819_145,7a7d0126-e9a6-4c81-b547-9d30134c6608,tch_20230818-214917_145
std_1692378827907_142,09303cfb-7d9c-4b67-8fae-b11fff6e6fda,tch_20230818-214917_142
