tchextid,stduserid,stdextid,classcode
tch_20200706-220859_21,e1a2e1a9-c11a-11ea-af23-0242ac110002,std_1594213178101_121,8bj4-A7Ho
tch_20200706-220859_31,e1a13399-c11a-11ea-887e-0242ac110002,std_1594213177776_131,mfyZ-vM7u
tch_20200706-220859_25,e2b11d23-c11a-11ea-acee-0242ac110002,std_1594213179813_125,YUB4-2yHV
tch_20200706-220859_28,e4cea6c0-c11a-11ea-af23-0242ac110002,std_1594213183385_128,gjFx-UJnk
tch_20200706-220859_32,e673a38b-c11a-11ea-887e-0242ac110002,std_1594213185781_132,f3q7-3D86
tch_20200706-220859_26,e74d13e9-c11a-11ea-acee-0242ac110002,std_1594213187558_126,Ur89-2Nec
tch_20200706-220859_29,e68e3013-c11a-11ea-acee-0242ac110002,std_1594213186313_129,d9yF-i4zZ
tch_20200706-220859_22,e7a8c8ce-c11a-11ea-887e-0242ac110002,std_1594213188195_122,PE6E-v4V6
tch_20200706-220859_23,e945af0f-c11a-11ea-acee-0242ac110002,std_1594213190836_123,p4Qf-nh67
tch_20200706-220859_33,eb37468b-c11a-11ea-acee-0242ac110002,std_1594213193785_133,uroU-p2P9
tch_20200706-220859_27,ed1d1da4-c11a-11ea-af23-0242ac110002,std_1594213197332_127,3bNB-E826
tch_20200706-220859_24,eea591f5-c11a-11ea-acee-0242ac110002,std_1594213199901_124,7L2z-g8uK
tch_20200706-220859_34,effee064-c11a-11ea-887e-0242ac110002,std_1594213201792_134,FT7U-46Ya
tch_20200706-220859_30,ef47c575-c11a-11ea-af23-0242ac110002,std_1594213200954_130,dhFy-VL2n
tch_20200706-220859_25,f19b049c-c11a-11ea-acee-0242ac110002,std_1594213204860_125,YUB4-2yHV
tch_20200706-220859_31,f107769e-c11a-11ea-acee-0242ac110002,std_1594213203889_131,mfyZ-vM7u
tch_20200706-220859_28,f3653d4b-c11a-11ea-acee-0242ac110002,std_1594213207848_128,gjFx-UJnk
tch_20200706-220859_32,f58e0fe8-c11a-11ea-af23-0242ac110002,std_1594213211488_132,f3q7-3D86
tch_20200706-220859_35,f4c8768c-c11a-11ea-887e-0242ac110002,std_1594213209799_135,yicW-7LC9
tch_20200706-220859_29,f6c35bdf-c11a-11ea-af23-0242ac110002,std_1594213213527_129,d9yF-i4zZ
tch_20200706-220859_26,f62e20ed-c11a-11ea-af23-0242ac110002,std_1594213212524_126,Ur89-2Nec
tch_20200706-220859_36,f98477b0-c11a-11ea-acee-0242ac110002,std_1594213217805_136,Lo83-Bn6f
tch_20200706-220859_33,fcce99ab-c11a-11ea-af23-0242ac110002,std_1594213223652_133,uroU-p2P9
tch_20200706-220859_27,fdc10fa7-c11a-11ea-acee-0242ac110002,std_1594213225243_127,3bNB-E826
tch_20200706-220859_37,fe4693d7-c11a-11ea-af23-0242ac110002,std_1594213225810_137,nGtN-2iZ4
tch_20200706-220859_34,ff852e3a-c11a-11ea-887e-0242ac110002,std_1594213228220_134,FT7U-46Ya
tch_20200706-220859_30,ffbbcee5-c11a-11ea-acee-0242ac110002,std_1594213228527_130,dhFy-VL2n
tch_20200706-220859_31,02335e93-c11b-11ea-acee-0242ac110002,std_1594213232684_131,mfyZ-vM7u
tch_20200706-220859_38,030d43d3-c11b-11ea-acee-0242ac110002,std_1594213233817_138,AXsy-JCnU
tch_20200706-220859_32,033899b6-c11b-11ea-887e-0242ac110002,std_1594213234434_132,f3q7-3D86
tch_20200706-220859_35,03dc5367-c11b-11ea-af23-0242ac110002,std_1594213235446_135,yicW-7LC9
tch_20200706-220859_28,02d76633-c11b-11ea-887e-0242ac110002,std_1594213233756_128,gjFx-UJnk
tch_20200706-220859_39,07d04a69-c11b-11ea-887e-0242ac110002,std_1594213241822_139,ofnd-fc39
tch_20200706-220859_29,06eec3a8-c11b-11ea-887e-0242ac110002,std_1594213240647_129,d9yF-i4zZ
tch_20200706-220859_36,07892e93-c11b-11ea-af23-0242ac110002,std_1594213241649_136,Lo83-Bn6f
tch_20200706-220859_33,0baf5905-c11b-11ea-af23-0242ac110002,std_1594213248643_133,uroU-p2P9
tch_20200706-220859_40,0c9572f2-c11b-11ea-acee-0242ac110002,std_1594213249829_140,3F4N-z4w7
tch_20200706-220859_37,0d935b9f-c11b-11ea-887e-0242ac110002,std_1594213251771_137,nGtN-2iZ4
tch_20200706-220859_41,115c4a4a-c11b-11ea-acee-0242ac110002,std_1594213257838_141,8rT4-YMfu
tch_20200706-220859_30,107767ff-c11b-11ea-887e-0242ac110002,std_1594213256613_130,dhFy-VL2n
tch_20200706-220859_38,131df6de-c11b-11ea-887e-0242ac110002,std_1594213261075_138,AXsy-JCnU
tch_20200706-220859_34,10486923-c11b-11ea-887e-0242ac110002,std_1594213256330_134,FT7U-46Ya
tch_20200706-220859_31,12061e91-c11b-11ea-887e-0242ac110002,std_1594213259240_131,mfyZ-vM7u
tch_20200706-220859_35,13fbd408-c11b-11ea-887e-0242ac110002,std_1594213262546_135,yicW-7LC9
tch_20200706-220859_32,13736aa0-c11b-11ea-887e-0242ac110002,std_1594213261630_132,f3q7-3D86
tch_20200706-220859_42,1622abea-c11b-11ea-af23-0242ac110002,std_1594213265844_142,C62r-6GzJ
tch_20200706-220859_39,16f8c0d5-c11b-11ea-887e-0242ac110002,std_1594213267543_139,ofnd-fc39
tch_20200706-220859_33,19f585e5-c11b-11ea-887e-0242ac110002,std_1594213272583_133,uroU-p2P9
tch_20200706-220859_43,1af20dfd-c11b-11ea-acee-0242ac110002,std_1594213273856_143,9u79-Xsb6
tch_20200706-220859_40,1bed0f65-c11b-11ea-af23-0242ac110002,std_1594213275846_140,3F4N-z4w7
tch_20200706-220859_36,19ad7fd1-c11b-11ea-acee-0242ac110002,std_1594213272070_136,Lo83-Bn6f
tch_20200706-220859_37,1f0a2e14-c11b-11ea-acee-0242ac110002,std_1594213281031_137,nGtN-2iZ4
tch_20200706-220859_38,21ea1d38-c11b-11ea-af23-0242ac110002,std_1594213285912_138,AXsy-JCnU
tch_20200706-220859_44,1fb11ced-c11b-11ea-af23-0242ac110002,std_1594213281864_144,4Ce3-PkKD
tch_20200706-220859_41,20284874-c11b-11ea-acee-0242ac110002,std_1594213282951_141,8rT4-YMfu
tch_20200706-220859_35,2303a2bf-c11b-11ea-887e-0242ac110002,std_1594213287781_135,yicW-7LC9
tch_20200706-220859_34,2251b860-c11b-11ea-af23-0242ac110002,std_1594213286577_134,FT7U-46Ya
tch_20200706-220859_45,247fe332-c11b-11ea-887e-0242ac110002,std_1594213289891_145,m9tP-w8kY
tch_20200706-220859_42,247d4b4b-c11b-11ea-af23-0242ac110002,std_1594213290231_142,C62r-6GzJ
tch_20200706-220859_39,259c4f9f-c11b-11ea-acee-0242ac110002,std_1594213292122_139,ofnd-fc39
tch_20200706-220859_40,2ab2573e-c11b-11ea-acee-0242ac110002,std_1594213300607_140,3F4N-z4w7
tch_20200706-220859_46,293b6f76-c11b-11ea-acee-0242ac110002,std_1594213297882_146,EhxL-RmfD
tch_20200706-220859_43,2a28194c-c11b-11ea-af23-0242ac110002,std_1594213299747_143,9u79-Xsb6
tch_20200706-220859_37,2d96b33b-c11b-11ea-af23-0242ac110002,std_1594213305490_137,nGtN-2iZ4
tch_20200706-220859_36,2b18bafd-c11b-11ea-887e-0242ac110002,std_1594213301328_136,Lo83-Bn6f
tch_20200706-220859_47,2e024671-c11b-11ea-acee-0242ac110002,std_1594213305893_147,BRkG-TQm6
tch_20200706-220859_44,2f884982-c11b-11ea-af23-0242ac110002,std_1594213308764_144,4Ce3-PkKD
tch_20200706-220859_38,2f831947-c11b-11ea-af23-0242ac110002,std_1594213308736_138,AXsy-JCnU
tch_20200706-220859_41,30bf1c49-c11b-11ea-887e-0242ac110002,std_1594213310799_141,8rT4-YMfu
tch_20200706-220859_48,32c91d11-c11b-11ea-887e-0242ac110002,std_1594213313903_148,q42Z-CTeT
tch_20200706-220859_42,34b7a60e-c11b-11ea-887e-0242ac110002,std_1594213317462_142,C62r-6GzJ
tch_20200706-220859_45,33eab92f-c11b-11ea-acee-0242ac110002,std_1594213316123_145,m9tP-w8kY
tch_20200706-220859_40,38407f25-c11b-11ea-af23-0242ac110002,std_1594213323401_140,3F4N-z4w7
tch_20200706-220859_46,39e380db-c11b-11ea-acee-0242ac110002,std_1594213326136_146,EhxL-RmfD
tch_20200706-220859_49,3798a687-c11b-11ea-af23-0242ac110002,std_1594213321911_149,t7k7-Km87
tch_20200706-220859_39,36dea54c-c11b-11ea-887e-0242ac110002,std_1594213321085_139,ofnd-fc39
tch_20200706-220859_43,3aaa04a0-c11b-11ea-af23-0242ac110002,std_1594213327427_143,9u79-Xsb6
tch_20200706-220859_47,3d2c6a29-c11b-11ea-af23-0242ac110002,std_1594213331661_147,BRkG-TQm6
tch_20200706-220859_50,3c59150b-c11b-11ea-acee-0242ac110002,std_1594213329919_150,kbuC-Gi2q
tch_20200706-220859_44,3fb3fefd-c11b-11ea-887e-0242ac110002,std_1594213335883_144,4Ce3-PkKD
tch_20200706-220859_41,40c23aa8-c11b-11ea-af23-0242ac110002,std_1594213337659_141,8rT4-YMfu
tch_20200706-220859_45,437b40bc-c11b-11ea-acee-0242ac110002,std_1594213342233_145,m9tP-w8kY
tch_20200706-220859_51,4119d0f3-c11b-11ea-887e-0242ac110002,std_1594213337928_151,Q7Hp-7ZqH
tch_20200706-220859_42,42d56325-c11b-11ea-acee-0242ac110002,std_1594213341146_142,C62r-6GzJ
tch_20200706-220859_48,426822d2-c11b-11ea-acee-0242ac110002,std_1594213340433_148,q42Z-CTeT
tch_20200706-220859_52,45e2a3a1-c11b-11ea-acee-0242ac110002,std_1594213345936_152,xkZR-Cw2q
tch_20200706-220859_49,487694af-c11b-11ea-af23-0242ac110002,std_1594213350562_149,t7k7-Km87
tch_20200706-220859_43,49d56197-c11b-11ea-887e-0242ac110002,std_1594213352908_143,9u79-Xsb6
tch_20200706-220859_46,484a2d5e-c11b-11ea-887e-0242ac110002,std_1594213350283_146,EhxL-RmfD
tch_20200706-220859_53,4aa645b6-c11b-11ea-887e-0242ac110002,std_1594213353945_153,Y4AC-989d
tch_20200706-220859_50,4bd8f989-c11b-11ea-887e-0242ac110002,std_1594213356260_150,kbuC-Gi2q
tch_20200706-220859_47,4bc06894-c11b-11ea-acee-0242ac110002,std_1594213356100_147,BRkG-TQm6
tch_20200706-220859_54,4f7819dd-c11b-11ea-acee-0242ac110002,std_1594213361954_154,DVwG-9jZu
tch_20200706-220859_44,51180e53-c11b-11ea-887e-0242ac110002,std_1594213365048_144,4Ce3-PkKD
tch_20200706-220859_45,5223b1f8-c11b-11ea-af23-0242ac110002,std_1594213366838_145,m9tP-w8kY
tch_20200706-220859_51,5254856e-c11b-11ea-887e-0242ac110002,std_1594213367139_151,Q7Hp-7ZqH
tch_20200706-220859_52,56958ad5-c11b-11ea-acee-0242ac110002,std_1594213374289_152,xkZR-Cw2q
tch_20200706-220859_55,54329489-c11b-11ea-887e-0242ac110002,std_1594213369960_155,A3dQ-6HEU
tch_20200706-220859_48,53c5ef86-c11b-11ea-887e-0242ac110002,std_1594213369555_148,q42Z-CTeT
tch_20200706-220859_56,58fa7d17-c11b-11ea-887e-0242ac110002,std_1594213377966_156,8aF8-9UG9
tch_20200706-220859_53,5a64e1d0-c11b-11ea-acee-0242ac110002,std_1594213380678_153,Y4AC-989d
tch_20200706-220859_50,5b5de885-c11b-11ea-887e-0242ac110002,std_1594213382292_150,kbuC-Gi2q
tch_20200706-220859_57,5dbd0e46-c11b-11ea-acee-0242ac110002,std_1594213385972_157,d3Qk-FuKc
tch_20200706-220859_47,5db32271-c11b-11ea-af23-0242ac110002,std_1594213386220_147,BRkG-TQm6
tch_20200706-220859_54,5de41df9-c11b-11ea-acee-0242ac110002,std_1594213386537_154,DVwG-9jZu
tch_20200706-220859_51,60877898-c11b-11ea-887e-0242ac110002,std_1594213390952_151,Q7Hp-7ZqH
tch_20200706-220859_58,628b5f3f-c11b-11ea-acee-0242ac110002,std_1594213393980_158,Cj74-7Y9g
tch_20200706-220859_52,64db4248-c11b-11ea-887e-0242ac110002,std_1594213398237_152,xkZR-Cw2q
tch_20200706-220859_55,650beea5-c11b-11ea-887e-0242ac110002,std_1594213398551_155,A3dQ-6HEU
tch_20200706-220859_59,67495bf0-c11b-11ea-acee-0242ac110002,std_1594213401986_159,i7qt-2rtv
tch_20200706-220859_48,66212fe0-c11b-11ea-887e-0242ac110002,std_1594213400378_148,q42Z-CTeT
tch_20200706-220859_56,6761ed4d-c11b-11ea-acee-0242ac110002,std_1594213402465_156,8aF8-9UG9
tch_20200706-220859_49,69b99908-c11b-11ea-acee-0242ac110002,std_1594213406378_149,t7k7-Km87
tch_20200706-220859_60,6c0ed333-c11b-11ea-af23-0242ac110002,std_1594213409993_160,3Rw9-T4Yr
tch_20200706-220859_53,6a43fe39-c11b-11ea-af23-0242ac110002,std_1594213407305_153,Y4AC-989d
tch_20200706-220859_50,6b88dadf-c11b-11ea-887e-0242ac110002,std_1594213409411_150,kbuC-Gi2q
tch_20200706-220859_57,6c6dbbff-c11b-11ea-acee-0242ac110002,std_1594213410925_157,d3Qk-FuKc
tch_20200706-220859_54,6e5b8224-c11b-11ea-acee-0242ac110002,std_1594213414167_154,DVwG-9jZu
tch_20200706-220859_61,70d29c8c-c11b-11ea-acee-0242ac110002,std_1594213418000_161,4FL6-k9xf
tch_20200706-220859_58,719f143b-c11b-11ea-acee-0242ac110002,std_1594213419636_158,Cj74-7Y9g
tch_20200706-220859_55,744d4455-c11b-11ea-887e-0242ac110002,std_1594213424149_155,A3dQ-6HEU
tch_20200706-220859_51,712c55d5-c11b-11ea-acee-0242ac110002,std_1594213418865_151,Q7Hp-7ZqH
tch_20200706-220859_52,73989af4-c11b-11ea-af23-0242ac110002,std_1594213422954_152,xkZR-Cw2q
tch_20200706-220859_62,759e07f1-c11b-11ea-887e-0242ac110002,std_1594213426008_162,Ff8b-8mEp
tch_20200706-220859_59,77af3471-c11b-11ea-887e-0242ac110002,std_1594213429801_159,i7qt-2rtv
tch_20200706-220859_60,7aa89e7e-c11b-11ea-af23-0242ac110002,std_1594213434776_160,3Rw9-T4Yr
tch_20200706-220859_53,7ad860d7-c11b-11ea-acee-0242ac110002,std_1594213435112_153,Y4AC-989d
tch_20200706-220859_63,7a626d74-c11b-11ea-acee-0242ac110002,std_1594213434017_163,EGMY-VL47
tch_20200706-220859_56,79634ce3-c11b-11ea-887e-0242ac110002,std_1594213432653_156,8aF8-9UG9
tch_20200706-220859_57,7d3d79e7-c11b-11ea-acee-0242ac110002,std_1594213439128_157,d3Qk-FuKc
tch_20200706-220859_54,7e94308a-c11b-11ea-af23-0242ac110002,std_1594213441395_154,DVwG-9jZu
tch_20200706-220859_64,7f25e988-c11b-11ea-887e-0242ac110002,std_1594213442026_164,xYms-gv2s
tch_20200706-220859_65,83ef3120-c11b-11ea-887e-0242ac110002,std_1594213450035_165,vyat-y89f
tch_20200706-220859_58,82a48866-c11b-11ea-887e-0242ac110002,std_1594213448202_158,Cj74-7Y9g
tch_20200706-220859_61,81d18130-c11b-11ea-887e-0242ac110002,std_1594213446812_161,4FL6-k9xf
tch_20200706-220859_55,830bd574-c11b-11ea-887e-0242ac110002,std_1594213448893_155,A3dQ-6HEU
tch_20200706-220859_62,85e3603d-c11b-11ea-af23-0242ac110002,std_1594213453658_162,Ff8b-8mEp
tch_20200706-220859_59,874ed69e-c11b-11ea-af23-0242ac110002,std_1594213456022_159,i7qt-2rtv
tch_20200706-220859_66,88b284f9-c11b-11ea-887e-0242ac110002,std_1594213458047_166,JVX4-h9kh
tch_20200706-220859_60,88aa20e6-c11b-11ea-acee-0242ac110002,std_1594213458301_160,3Rw9-T4Yr
tch_20200706-220859_63,8b3167eb-c11b-11ea-af23-0242ac110002,std_1594213462535_163,EGMY-VL47
tch_20200706-220859_56,8bb341e3-c11b-11ea-af23-0242ac110002,std_1594213463395_156,8aF8-9UG9
tch_20200706-220859_57,8d9b1498-c11b-11ea-af23-0242ac110002,std_1594213466587_157,d3Qk-FuKc
tch_20200706-220859_67,8d79f8b9-c11b-11ea-af23-0242ac110002,std_1594213466058_167,tn8z-9PB8
tch_20200706-220859_68,92419295-c11b-11ea-887e-0242ac110002,std_1594213474067_168,TAQ7-NQ2L
tch_20200706-220859_64,900d4d15-c11b-11ea-887e-0242ac110002,std_1594213470672_164,xYms-gv2s
tch_20200706-220859_61,91f74333-c11b-11ea-887e-0242ac110002,std_1594213473925_161,4FL6-k9xf
tch_20200706-220859_65,91dd5221-c11b-11ea-887e-0242ac110002,std_1594213473739_165,vyat-y89f
tch_20200706-220859_58,91eb5cbe-c11b-11ea-af23-0242ac110002,std_1594213473825_158,Cj74-7Y9g
tch_20200706-220859_69,970adae6-c11b-11ea-af23-0242ac110002,std_1594213482075_169,96ot-z29R
tch_20200706-220859_62,96d54b94-c11b-11ea-af23-0242ac110002,std_1594213482005_162,Ff8b-8mEp
tch_20200706-220859_60,99fd8d52-c11b-11ea-887e-0242ac110002,std_1594213487371_160,3Rw9-T4Yr
tch_20200706-220859_66,99185dbd-c11b-11ea-887e-0242ac110002,std_1594213485860_166,JVX4-h9kh
tch_20200706-220859_59,98be0940-c11b-11ea-acee-0242ac110002,std_1594213485263_159,i7qt-2rtv
tch_20200706-220859_70,9bccf68f-c11b-11ea-887e-0242ac110002,std_1594213490085_170,6D6h-mFhx
tch_20200706-220859_67,9d76880b-c11b-11ea-af23-0242ac110002,std_1594213493189_167,tn8z-9PB8
tch_20200706-220859_63,9a861e7a-c11b-11ea-af23-0242ac110002,std_1594213488266_163,EGMY-VL47
tch_20200706-220859_68,a08fd63c-c11b-11ea-af23-0242ac110002,std_1594213498410_168,TAQ7-NQ2L
tch_20200706-220859_65,a1bedfc5-c11b-11ea-acee-0242ac110002,std_1594213500381_165,vyat-y89f
tch_20200706-220859_71,a08f6090-c11b-11ea-acee-0242ac110002,std_1594213498093_171,7k8Z-aqTH
tch_20200706-220859_64,a104b787-c11b-11ea-acee-0242ac110002,std_1594213499148_164,xYms-gv2s
tch_20200706-220859_61,a125fb27-c11b-11ea-af23-0242ac110002,std_1594213499399_161,4FL6-k9xf
tch_20200706-220859_62,a5e9c46c-c11b-11ea-af23-0242ac110002,std_1594213507374_162,Ff8b-8mEp
tch_20200706-220859_66,a79b451f-c11b-11ea-acee-0242ac110002,std_1594213510226_166,JVX4-h9kh
tch_20200706-220859_72,a559933c-c11b-11ea-acee-0242ac110002,std_1594213506104_172,WY9B-LYad
tch_20200706-220859_69,a5308690-c11b-11ea-af23-0242ac110002,std_1594213506150_169,96ot-z29R
tch_20200706-220859_70,a9ed7252-c11b-11ea-887e-0242ac110002,std_1594213514113_170,6D6h-mFhx
tch_20200706-220859_67,ac833878-c11b-11ea-af23-0242ac110002,std_1594213518453_167,tn8z-9PB8
tch_20200706-220859_73,aa2e4c2e-c11b-11ea-af23-0242ac110002,std_1594213514111_173,W4oA-d6V7
tch_20200706-220859_74,aee45ada-c11b-11ea-887e-0242ac110002,std_1594213522123_174,VC8s-opau
tch_20200706-220859_68,ae573570-c11b-11ea-af23-0242ac110002,std_1594213521519_168,TAQ7-NQ2L
tch_20200706-220859_63,ad12a7b9-c11b-11ea-887e-0242ac110002,std_1594213519383_163,EGMY-VL47
tch_20200706-220859_65,afa9579b-c11b-11ea-acee-0242ac110002,std_1594213523726_165,vyat-y89f
tch_20200706-220859_71,afeffe01-c11b-11ea-acee-0242ac110002,std_1594213524188_171,7k8Z-aqTH
tch_20200706-220859_64,b07819e6-c11b-11ea-887e-0242ac110002,std_1594213525084_164,xYms-gv2s
tch_20200706-220859_75,b3ae8cd6-c11b-11ea-af23-0242ac110002,std_1594213530130_175,AhXA-k3Fs
tch_20200706-220859_66,b5e20eaf-c11b-11ea-887e-0242ac110002,std_1594213534149_166,JVX4-h9kh
tch_20200706-220859_69,b65060f1-c11b-11ea-af23-0242ac110002,std_1594213534899_169,96ot-z29R
tch_20200706-220859_70,b8d780d8-c11b-11ea-acee-0242ac110002,std_1594213539136_170,6D6h-mFhx
tch_20200706-220859_72,b60d63ea-c11b-11ea-af23-0242ac110002,std_1594213534415_172,WY9B-LYad
tch_20200706-220859_76,b86eac97-c11b-11ea-887e-0242ac110002,std_1594213538140_176,W3N7-i3W3
tch_20200706-220859_67,baaa44b8-c11b-11ea-887e-0242ac110002,std_1594213542149_167,tn8z-9PB8
tch_20200706-220859_74,bd252fb8-c11b-11ea-af23-0242ac110002,std_1594213546346_174,VC8s-opau
tch_20200706-220859_73,bb5af6c1-c11b-11ea-887e-0242ac110002,std_1594213543346_173,W4oA-d6V7
tch_20200706-220859_77,bd3e364e-c11b-11ea-af23-0242ac110002,std_1594213546151_177,zYu6-PtBL
tch_20200706-220859_71,bf2d34f5-c11b-11ea-887e-0242ac110002,std_1594213549769_171,7k8Z-aqTH
tch_20200706-220859_68,bd610072-c11b-11ea-887e-0242ac110002,std_1594213546728_168,TAQ7-NQ2L
tch_20200706-220859_78,c205f723-c11b-11ea-af23-0242ac110002,std_1594213554159_178,jJja-zLHW
tch_20200706-220859_75,c4542ceb-c11b-11ea-af23-0242ac110002,std_1594213558395_175,AhXA-k3Fs
tch_20200706-220859_70,c796120c-c11b-11ea-acee-0242ac110002,std_1594213563861_170,6D6h-mFhx
tch_20200706-220859_69,c6cc3222-c11b-11ea-af23-0242ac110002,std_1594213562545_169,96ot-z29R
tch_20200706-220859_79,c6c553c3-c11b-11ea-acee-0242ac110002,std_1594213562168_179,YAyH-X78U
tch_20200706-220859_72,c7e458b4-c11b-11ea-acee-0242ac110002,std_1594213564347_172,WY9B-LYad
tch_20200706-220859_76,c95993c1-c11b-11ea-af23-0242ac110002,std_1594213566832_176,W3N7-i3W3
tch_20200706-220859_74,cbdd31bb-c11b-11ea-af23-0242ac110002,std_1594213571015_174,VC8s-opau
tch_20200706-220859_80,cb8cc761-c11b-11ea-acee-0242ac110002,std_1594213570176_180,UyAu-U4hv
tch_20200706-220859_73,ccc4d25c-c11b-11ea-acee-0242ac110002,std_1594213572529_173,W4oA-d6V7
tch_20200706-220859_77,ce00ad58-c11b-11ea-af23-0242ac110002,std_1594213574627_177,zYu6-PtBL
tch_20200706-220859_71,ce71bf48-c11b-11ea-af23-0242ac110002,std_1594213575356_171,7k8Z-aqTH
tch_20200706-220859_81,d051068b-c11b-11ea-887e-0242ac110002,std_1594213578184_181,a3XY-4JBk
tch_20200706-220859_75,d3593cfa-c11b-11ea-887e-0242ac110002,std_1594213583609_175,AhXA-k3Fs
tch_20200706-220859_82,d514cf8c-c11b-11ea-887e-0242ac110002,std_1594213586193_182,zX83-Muzs
tch_20200706-220859_78,d2c9f596-c11b-11ea-887e-0242ac110002,std_1594213582647_178,jJja-zLHW
tch_20200706-220859_79,d8940bf0-c11b-11ea-acee-0242ac110002,std_1594213592356_179,YAyH-X78U
tch_20200706-220859_76,d95c1673-c11b-11ea-887e-0242ac110002,std_1594213593688_176,W3N7-i3W3
tch_20200706-220859_77,dbeab032-c11b-11ea-af23-0242ac110002,std_1594213597952_177,zYu6-PtBL
tch_20200706-220859_73,dbd7c50c-c11b-11ea-acee-0242ac110002,std_1594213597842_173,W4oA-d6V7
tch_20200706-220859_72,d8f6ec27-c11b-11ea-acee-0242ac110002,std_1594213593011_172,WY9B-LYad
tch_20200706-220859_83,d9da2045-c11b-11ea-acee-0242ac110002,std_1594213594202_183,BY8T-7dW2
tch_20200706-220859_80,daf812c2-c11b-11ea-887e-0242ac110002,std_1594213596400_180,UyAu-U4hv
tch_20200706-220859_74,dab9d185-c11b-11ea-acee-0242ac110002,std_1594213595985_174,VC8s-opau
tch_20200706-220859_84,dea674b1-c11b-11ea-af23-0242ac110002,std_1594213602213_184,7qDB-4ReJ
tch_20200706-220859_81,dffb3008-c11b-11ea-acee-0242ac110002,std_1594213604790_181,a3XY-4JBk
tch_20200706-220859_75,e09aa3bf-c11b-11ea-acee-0242ac110002,std_1594213605834_175,AhXA-k3Fs
tch_20200706-220859_85,e367a6d6-c11b-11ea-af23-0242ac110002,std_1594213610221_185,3h89-ZrD2
tch_20200706-220859_82,e4a297a6-c11b-11ea-af23-0242ac110002,std_1594213612626_182,zX83-Muzs
tch_20200706-220859_79,e6f8e3e2-c11b-11ea-acee-0242ac110002,std_1594213616511_179,YAyH-X78U
tch_20200706-220859_78,e4b29d55-c11b-11ea-acee-0242ac110002,std_1594213612715_178,jJja-zLHW
tch_20200706-220859_86,e831d8d7-c11b-11ea-acee-0242ac110002,std_1594213618230_186,2QgC-9NB2
tch_20200706-220859_77,eab6d683-c11b-11ea-acee-0242ac110002,std_1594213622753_177,zYu6-PtBL
tch_20200706-220859_76,e9fa8b3d-c11b-11ea-887e-0242ac110002,std_1594213621563_176,W3N7-i3W3
tch_20200706-220859_80,ebc86d4c-c11b-11ea-af23-0242ac110002,std_1594213624592_180,UyAu-U4hv
tch_20200706-220859_87,ecf3a679-c11b-11ea-887e-0242ac110002,std_1594213626239_187,EsN6-aX6D
tch_20200706-220859_83,eb97e7ba-c11b-11ea-887e-0242ac110002,std_1594213624270_183,BY8T-7dW2
tch_20200706-220859_84,ee81c149-c11b-11ea-887e-0242ac110002,std_1594213629172_184,7qDB-4ReJ
tch_20200706-220859_81,ef6235f3-c11b-11ea-af23-0242ac110002,std_1594213630646_181,a3XY-4JBk
tch_20200706-220859_85,f230bec1-c11b-11ea-af23-0242ac110002,std_1594213635335_185,3h89-ZrD2
tch_20200706-220859_88,f1c4dde5-c11b-11ea-af23-0242ac110002,std_1594213634248_188,a9sx-ZJUp
tch_20200706-220859_78,f4eb99b7-c11b-11ea-887e-0242ac110002,std_1594213639900_178,jJja-zLHW
tch_20200706-220859_79,f4bff558-c11b-11ea-af23-0242ac110002,std_1594213639624_179,YAyH-X78U
tch_20200706-220859_82,f2f43653-c11b-11ea-af23-0242ac110002,std_1594213636622_182,zX83-Muzs
tch_20200706-220859_86,f723fd2e-c11b-11ea-af23-0242ac110002,std_1594213643658_186,2QgC-9NB2
tch_20200706-220859_89,f6832941-c11b-11ea-acee-0242ac110002,std_1594213642255_189,H4sQ-78s4
tch_20200706-220859_87,fbcfaa7e-c11b-11ea-887e-0242ac110002,std_1594213651455_187,EsN6-aX6D
tch_20200706-220859_80,faf3c9aa-c11b-11ea-acee-0242ac110002,std_1594213650052_180,UyAu-U4hv
tch_20200706-220859_90,fb41e9ef-c11b-11ea-887e-0242ac110002,std_1594213650264_190,J394-2KVm
tch_20200706-220859_83,fe1c32e2-c11b-11ea-acee-0242ac110002,std_1594213655340_183,BY8T-7dW2
tch_20200706-220859_84,fe30306d-c11b-11ea-af23-0242ac110002,std_1594213655471_184,7qDB-4ReJ
tch_20200706-220859_81,ff320faf-c11b-11ea-af23-0242ac110002,std_1594213657142_181,a3XY-4JBk
tch_20200706-220859_85,01a77c8a-c11c-11ea-887e-0242ac110002,std_1594213661280_185,3h89-ZrD2
tch_20200706-220859_91,000bf562-c11c-11ea-887e-0242ac110002,std_1594213658273_191,PDpG-zBa4
tch_20200706-220859_88,0299086c-c11c-11ea-af23-0242ac110002,std_1594213662859_188,a9sx-ZJUp
tch_20200706-220859_82,04df761d-c11c-11ea-acee-0242ac110002,std_1594213666675_182,zX83-Muzs
tch_20200706-220859_92,04d822d2-c11c-11ea-acee-0242ac110002,std_1594213666282_192,z4Gg-BW7E
tch_20200706-220859_86,075f90e2-c11c-11ea-acee-0242ac110002,std_1594213670862_186,2QgC-9NB2
tch_20200706-220859_93,0997f589-c11c-11ea-887e-0242ac110002,std_1594213674290_193,276a-39NB
tch_20200706-220859_87,0b1916f5-c11c-11ea-887e-0242ac110002,std_1594213677141_187,EsN6-aX6D
