stdextid,grpid,tchextid
std_1594035884554_70,4a6289c4-4dd3-48fb-8f02-c34d015e32fb,tch_20200706-163028_70
std_1594036073146_71,98659e10-e93c-45bf-9ddd-166d68da1ecc,tch_20200706-163028_71
std_1594036422203_75,a31f719c-6810-42c6-81ba-68335812a714,tch_20200706-163028_75
std_1594036268243_74,febd566a-546c-4b18-9cb7-86beebbdcb2a,tch_20200706-163028_74
std_1594036246109_73,b93a26df-2375-4ea7-b616-68aa7243298c,tch_20200706-163028_73
std_1594035936725_72,9e5bcf18-3fbd-4214-b8eb-838b1407ea65,tch_20200706-163028_72
std_1594036444106_76,7d66fa5e-7ea1-4ef3-a634-2c08787d7c30,tch_20200706-163028_76
std_1594035933177_71,7feda6f4-5ceb-4b8c-830c-b5d053edaab7,tch_20200706-163028_71
std_1594036294368_75,1b23ef23-0d87-41ca-b91d-8f9607bca3ca,tch_20200706-163028_75
std_1594036134953_74,03008456-ca23-42e6-b5cb-5d61ab2aee89,tch_20200706-163028_74
std_1594036112980_73,1da0fc95-9005-420d-9ef2-9c32e7375d05,tch_20200706-163028_73
std_1594036317166_76,2d51d699-f760-4748-b97b-50326287a0cd,tch_20200706-163028_76
std_1594036490097_77,80cd3d42-1212-40c8-a26b-6fa4f0e5740b,tch_20200706-163028_77
std_1594036161158_75,c3c90d58-3593-4c0f-b162-aa2b769c8dbc,tch_20200706-163028_75
std_1594036001459_74,b1c13b9e-9707-4b61-9bc1-a7d70c4b6012,tch_20200706-163028_74
std_1594036510612_78,a0561574-f848-469c-8f59-7e2fef117bb3,tch_20200706-163028_78
std_1594035979048_73,18f7c535-2591-4f53-a1e8-dc8b336f6fa0,tch_20200706-163028_73
std_1594036189004_76,a1c0524a-3bfe-40c8-9f6d-5ba1a1c07a40,tch_20200706-163028_76
std_1594036024787_75,2e81e776-a54f-4f0b-9a65-28f5a728ae90,tch_20200706-163028_75
std_1594036353685_77,9da7418c-72d6-446d-9967-2bfc2dba6b68,tch_20200706-163028_77
std_1594036552425_79,89dff58d-dd9e-4cb5-96a5-3ddf1865c1e6,tch_20200706-163028_79
std_1594036377085_78,8a43cac3-12be-4a2d-b814-ecf31f640dc8,tch_20200706-163028_78
std_1594036057217_76,618aea97-547e-4438-832a-7f7e6ea70b6d,tch_20200706-163028_76
std_1594036220168_77,7a284131-a8f6-4c49-8723-ae75b2ececd3,tch_20200706-163028_77
std_1594036417409_79,bcf6e34a-569a-4372-92e3-b89d254225b0,tch_20200706-163028_79
std_1594036593333_81,cd1a75fa-1401-4e17-8111-30c433501b98,tch_20200706-163028_81
std_1594036238803_78,d48392bd-a9c4-4516-b13f-b9cf734f4bde,tch_20200706-163028_78
std_1594036595505_80,61801150-2a6e-4bd7-b78f-387cd802e4a6,tch_20200706-163028_80
std_1594036082008_77,f837fd22-427f-4f4a-b6dd-473d968993b0,tch_20200706-163028_77
std_1594036283440_79,b044a1f1-e782-44b1-9ef2-60b9d3a48266,tch_20200706-163028_79
std_1594036109549_78,79c3cf5b-8741-4d1e-8e8d-d8c0e3cef6ab,tch_20200706-163028_78
std_1594036462552_80,3ee208cd-0e38-4a40-afde-23d55ecb1ab5,tch_20200706-163028_80
std_1594036456859_81,a24eb4da-024d-4a45-801c-076c74f2577d,tch_20200706-163028_81
std_1594036638494_82,61bf293f-9924-42b6-9ea0-1dc2002804ac,tch_20200706-163028_82
std_1594036146048_79,bc14603a-1372-4656-96ab-c28b4ac26f18,tch_20200706-163028_79
std_1594036667063_83,aeccb812-8705-4ef9-bd76-6ef87c6b3137,tch_20200706-163028_83
std_1594036324951_81,2aed8845-374a-4e82-9db2-96f67873134b,tch_20200706-163028_81
std_1594036326992_80,6d58fb05-73d4-4d35-a845-6f2414a5468d,tch_20200706-163028_80
std_1594036500322_82,d4edd532-caa9-451a-be03-784588c0ceff,tch_20200706-163028_82
std_1594036535980_83,da8f2107-d2ce-4b58-9731-aee169cadc3c,tch_20200706-163028_83
std_1594036698583_84,3ca26bd2-df55-450f-ac16-1e5275de984d,tch_20200706-163028_84
std_1594036191005_81,2528c55f-3da1-472c-bc74-2bb0cb4b4b03,tch_20200706-163028_81
std_1594036189230_80,073d7293-f5ac-4faa-bc02-9bccbf9193a8,tch_20200706-163028_80
std_1594036725932_85,560910f8-5d94-4648-b67d-485ba30c0f1a,tch_20200706-163028_85
std_1594036368857_82,56e51b37-b327-4fe2-8092-d8f0c9e1ed17,tch_20200706-163028_82
std_1594036398557_83,0d73a6ad-43d0-49a7-86ff-3029cda33766,tch_20200706-163028_83
std_1594036741431_86,7ebf37ae-6629-4ffa-a7f0-b91144c78d97,tch_20200706-163028_86
std_1594036573099_84,fa8838bf-5de9-4c27-a177-07177cc0fda6,tch_20200706-163028_84
std_1594036592503_85,f4249979-2a64-4a07-9272-6047a821077e,tch_20200706-163028_85
std_1594036232157_82,3c3242af-eb72-4dd2-ad5a-be3615271ec8,tch_20200706-163028_82
std_1594036268759_83,06bd05d1-4b07-4bc8-b553-31a40cfc9c62,tch_20200706-163028_83
std_1594036607302_86,ac45e8e1-b017-4060-8470-f13feda841ca,tch_20200706-163028_86
std_1594036440667_84,1aca24c5-d21a-43fb-8918-03bdf5511a12,tch_20200706-163028_84
std_1594036464266_85,622952b9-3227-4225-9002-8aaea972f4a9,tch_20200706-163028_85
std_1594036479237_86,6b28c888-3892-4da0-9df7-b08a7fd36bfa,tch_20200706-163028_86
std_1594036819116_87,1131f1cb-d6f0-41b3-aee5-7088f8d992e5,tch_20200706-163028_87
std_1594036296716_84,610f0c4e-e9a1-48dc-857b-37bf1b62aeca,tch_20200706-163028_84
std_1594036815322_88,1610929e-7b44-46eb-a587-d9135e903b41,tch_20200706-163028_88
std_1594036329893_85,fc75364e-c827-4ec4-8a66-f792bb00917c,tch_20200706-163028_85
std_1594036348878_86,21c54354-02bb-40c7-865a-8c49b0b46b7d,tch_20200706-163028_86
std_1594036671135_88,b21e6f04-4876-46b9-b0b1-10acd627889e,tch_20200706-163028_88
std_1594036849817_89,48adce08-6ce8-4bb8-8a21-673bca3f15af,tch_20200706-163028_89
std_1594036677876_87,f4129267-50ae-43de-ae8b-bf6566062b89,tch_20200706-163028_87
std_1594036884242_90,a7ac9ac8-7f61-4522-913b-ab6f4a55e3d4,tch_20200706-163028_90
std_1594036719536_89,701d9711-a885-483e-8e29-e0d9e3fa80d1,tch_20200706-163028_89
std_1594036540938_87,89c1ce74-e0a8-4c57-b85a-e20f4ae6b0dc,tch_20200706-163028_87
std_1594036541845_88,e65a3e91-e673-45d0-a097-ed8e8af9ff15,tch_20200706-163028_88
std_1594036919930_91,4a1352c7-7ed7-4a4e-81aa-070f1d0cb592,tch_20200706-163028_91
std_1594036746035_90,c236cb35-eab4-4ee2-a62d-4db9dc5b01a1,tch_20200706-163028_90
std_1594036927964_92,f7f646d1-f3af-4f33-98f7-5924262aa9f2,tch_20200706-163028_92
std_1594036586803_89,30604bc3-078d-41d9-b8be-cb1a26bf6fbb,tch_20200706-163028_89
std_1594036404216_87,ef789bf9-13dc-4abd-9b58-b2a39ce07512,tch_20200706-163028_87
std_1594036413056_88,ba5d5e65-3f0a-4f94-852c-29c1dd361c40,tch_20200706-163028_88
std_1594036788934_91,03670012-2d6b-4059-84b8-70a526e65c5d,tch_20200706-163028_91
std_1594036614603_90,91521be7-313a-4d9a-99ba-7295ac5c7aa3,tch_20200706-163028_90
std_1594036789407_92,9c39e96f-e197-4e2f-b570-aa13b7d6b343,tch_20200706-163028_92
std_1594036964696_93,eb40725d-b100-4f1c-83a1-32a1f8dfc0e5,tch_20200706-163028_93
std_1594036455767_89,b3ab288b-a8b2-41dd-a241-76a8a663464a,tch_20200706-163028_89
std_1594036646671_91,f27fc599-b63f-4da4-9807-b81e571a6b62,tch_20200706-163028_91
std_1594036480326_90,bcdf6a4a-25d7-4caa-8012-6b39f3fa9b77,tch_20200706-163028_90
std_1594036658959_92,a481dac3-0373-4934-8d04-14c1b17cffd2,tch_20200706-163028_92
std_1594036830062_93,6f7c7a44-7f6e-40b6-bc7c-b559e31e3605,tch_20200706-163028_93
std_1594037015298_94,fc58df8a-75b7-47d8-a39c-7594a6100677,tch_20200706-163028_94
std_1594036513782_91,1c13cfed-e3a6-4e67-a992-0445e4de11be,tch_20200706-163028_91
std_1594036524329_92,6d32c1f6-dc13-4dca-8e08-00e8b57e3a54,tch_20200706-163028_92
std_1594037036283_95,04f97da6-75c5-4b8f-98ec-24f2b3b84ba0,tch_20200706-163028_95
std_1594037049151_96,a8bd4768-477d-4921-b223-f96fe1fd17fd,tch_20200706-163028_96
std_1594036693995_93,9eb28a8b-4384-4f81-8f62-1f7775f2ab11,tch_20200706-163028_93
std_1594036873053_94,807b51d2-1c41-4bf8-ac36-5605b79caee8,tch_20200706-163028_94
std_1594036904475_95,cefad5c1-7aaf-4532-9345-45c22f7a90ea,tch_20200706-163028_95
std_1594036913442_96,1c1ea48a-8f4b-4076-ad4e-50b6c82822e8,tch_20200706-163028_96
std_1594036560967_93,3cdb5dfa-bb8d-47aa-bfdb-d2a92a8b2194,tch_20200706-163028_93
std_1594036726951_94,21c462ec-b118-432b-a25f-20fee976b481,tch_20200706-163028_94
std_1594037083402_97,53367744-c78b-414b-bcec-a6a4ff9e2ff1,tch_20200706-163028_97
std_1594036753477_95,a4b6f4dc-edcd-4e06-9f25-8eff5da626dd,tch_20200706-163028_95
std_1594036774292_96,f8419fc6-217f-42ca-8d5a-1194dab4d140,tch_20200706-163028_96
std_1594037130066_98,97ad9e0e-d66c-4f40-be1c-452fe4196197,tch_20200706-163028_98
std_1594036588488_94,a7c7f2e2-6a90-41be-b984-51e5c1f3f26d,tch_20200706-163028_94
std_1594036947786_97,76aa1732-08ec-41d2-979a-87692dc26b60,tch_20200706-163028_97
std_1594036620312_95,22e5b689-2bf6-495b-b310-62916b2ca5b7,tch_20200706-163028_95
std_1594036646426_96,6027c6e8-7488-4884-9c96-caaf3d7d053d,tch_20200706-163028_96
std_1594036995177_98,9af33a92-9af0-4be8-b98d-52662358106c,tch_20200706-163028_98
std_1594036814620_97,efe5b61a-440e-40c4-bad2-067737c4a2f2,tch_20200706-163028_97
std_1594037176229_99,8627a914-145f-4002-adb2-3f865ac1d27b,tch_20200706-163028_99
std_1594036853758_98,dfe7f7b9-d65b-4474-8306-4f89a482e874,tch_20200706-163028_98
std_1594037197191_100,a1236c07-90bb-4c81-b880-0cc8f7eea24f,tch_20200706-163028_100
std_1594036684195_97,f734991e-2eb6-4564-9a17-98edab492340,tch_20200706-163028_97
std_1594037051615_99,0c8d61bc-4f30-4407-a613-c79db7025bdd,tch_20200706-163028_99
std_1594036711761_98,f37da60b-619d-4047-a632-c0bdea3aace5,tch_20200706-163028_98
std_1594037063347_100,3bc884c3-d2b8-4486-ac1c-22aac44b4617,tch_20200706-163028_100
std_1594036916291_99,33780eab-edb2-40ec-85da-e170e33ca771,tch_20200706-163028_99
std_1594036928019_100,78394421-1581-4b5e-8d20-b93172f779eb,tch_20200706-163028_100
std_1594036764822_99,a2257d13-7d8e-46a8-8d88-d49a66d3839c,tch_20200706-163028_99
std_1594036779732_100,addf0329-3ea8-406c-b546-1dfd42d7fe94,tch_20200706-163028_100
std_1594054513256_1,6423bb4e-2262-42dc-8eee-54b84a02794c,tch_20200706-220859_1
std_1594054383236_1,f2fc9f49-3a6c-4c33-9653-e1c901c6832e,tch_20200706-220859_1
std_1594054581019_2,9b5d0ac1-39ad-48e5-8b35-b5a74ee53141,tch_20200706-220859_2
std_1594054251100_1,dbb7cdb3-556f-4d97-b1ef-a337c14b9164,tch_20200706-220859_1
std_1594054592376_3,4ca189bf-14e2-4b3e-92dc-7e1e599d3b51,tch_20200706-220859_3
std_1594054443847_2,a9060c33-558a-4890-ab2a-00c0770fe0a0,tch_20200706-220859_2
std_1594054617681_4,2e0cfbca-7697-47f3-b5bd-4a4c630a576c,tch_20200706-220859_4
std_1594054116654_1,a264c5b3-aac2-45b3-8a03-aa427daef7ea,tch_20200706-220859_1
std_1594054457955_3,d7fffacd-150b-4491-9245-b98c0fc3b8a8,tch_20200706-220859_3
std_1594054640681_5,6f59a6af-ec61-4e46-b061-2e230eaf7b43,tch_20200706-220859_5
std_1594054310211_2,1bdb9366-8a8c-493b-9959-eaa6b1ef5b93,tch_20200706-220859_2
std_1594054479851_4,a0fdec60-2336-4133-ab59-c746f33e3709,tch_20200706-220859_4
std_1594054663199_6,f170da38-42c7-4883-86d4-6470d6500690,tch_20200706-220859_6
std_1594054324332_3,645fad02-9c2d-4ab0-ab88-6fb1d7b3c3cc,tch_20200706-220859_3
std_1594054506120_5,37c5b02f-ff1c-49c2-8c7a-581ad78b2410,tch_20200706-220859_5
std_1594054173119_2,81ee2b2c-c43e-462c-9d81-c80fcbc56b12,tch_20200706-220859_2
std_1594054339108_4,3123ed9e-3b14-4097-8e95-f14ff7c5be43,tch_20200706-220859_4
std_1594054529056_6,3ee2a9d8-fd52-4fcf-a523-f555b08bb84c,tch_20200706-220859_6
std_1594054183505_3,90a906f0-b583-46c3-8ff9-95fafec63081,tch_20200706-220859_3
std_1594054370285_5,b2dd1d0f-e731-49a8-b4fd-36bca279d130,tch_20200706-220859_5
std_1594054718638_7,4efe3564-4745-4b39-825f-eb2deb7c67d6,tch_20200706-220859_7
std_1594054396497_6,a6afd103-d001-43dc-ab33-4edb582834e5,tch_20200706-220859_6
std_1594054198590_4,717a3186-16a7-4efc-bba6-efa846d0116e,tch_20200706-220859_4
std_1594054740560_8,95de7845-2db0-4db2-9696-b9971f86e37c,tch_20200706-220859_8
std_1594054738371_9,6f8f2f72-6ffa-4644-bc8e-939eeac16c34,tch_20200706-220859_9
std_1594054236681_5,46c49e27-cec5-4eb3-9af8-bd77a126270a,tch_20200706-220859_5
std_1594054574479_7,e692f863-97b4-4132-a41e-d37dd33d529c,tch_20200706-220859_7
std_1594054262213_6,be150a4e-8f7e-4090-9afd-293910c7e351,tch_20200706-220859_6
std_1594054778456_10,933c899f-7097-45ec-8d6e-56e86bc00e91,tch_20200706-220859_10
std_1594054608050_8,5cc7bb24-5c0b-4b6d-9274-c1556c15b181,tch_20200706-220859_8
std_1594054611269_9,cd0a090a-828b-4449-9185-2acb5a1857f9,tch_20200706-220859_9
std_1594054449623_7,10987831-bd23-4cb8-843e-3014cc504b2f,tch_20200706-220859_7
std_1594054821039_11,3c72b652-08cc-4d46-b395-3af5927732d6,tch_20200706-220859_11
std_1594054480634_8,0b49fd6e-9e05-40cc-9c6c-c79d6e7e1f23,tch_20200706-220859_8
std_1594054636145_10,6e8cd410-a924-4efe-94fb-400db686ce4d,tch_20200706-220859_10
std_1594054476781_9,80042a3b-fe15-44e9-93f5-bc030921d671,tch_20200706-220859_9
std_1594054317103_7,516628cd-3aab-47f7-9e57-ca4bb50d538b,tch_20200706-220859_7
std_1594054696857_11,8d74c94a-c574-4008-a278-645c78738cab,tch_20200706-220859_11
std_1594054506198_10,5393ae15-ca23-4b5c-b678-f5796ad662f4,tch_20200706-220859_10
std_1594054340983_8,e7b7c70b-0830-4cba-aad1-0f3d0331e6a8,tch_20200706-220859_8
std_1594054852594_12,6e2ff6e4-1015-4232-b0e5-fe1b022a221a,tch_20200706-220859_12
std_1594054347408_9,ce4ba177-fdff-46fd-88e1-7d8645b45e34,tch_20200706-220859_9
std_1594054561029_11,bc22d6a6-538f-43a7-b423-4b4b724b3330,tch_20200706-220859_11
std_1594054373094_10,39268651-6132-47fc-b587-30f453e2b92f,tch_20200706-220859_10
std_1594054718827_12,25a646df-71b8-4c4b-a855-0eb3d2c812a9,tch_20200706-220859_12
std_1594054885166_13,2018f9f5-130d-49e4-9b3c-bef14b9d4c7a,tch_20200706-220859_13
std_1594054902955_14,677bd95b-7367-460e-be67-6d66490f94e8,tch_20200706-220859_14
std_1594054923809_15,f0f6d745-8878-49a1-9820-b11acf5d6a9a,tch_20200706-220859_15
std_1594054418323_11,7ef59d64-a206-4cb5-bdd9-c6b0f70ec341,tch_20200706-220859_11
std_1594054597891_12,b357e986-176e-44fb-9a8a-e10282a75837,tch_20200706-220859_12
std_1594054751575_13,c117950f-cd80-4d9d-8afc-9f56fe6d8af5,tch_20200706-220859_13
std_1594054767755_14,57393b44-fae7-41f4-bd10-e15e821d9d6d,tch_20200706-220859_14
std_1594054793618_15,7e3ddcf3-588e-439a-a45a-62633d464bc8,tch_20200706-220859_15
std_1594054958645_16,608608b2-9845-4a50-9438-2d64da058f86,tch_20200706-220859_16
std_1594054455558_12,8fbcfaf3-ddd8-43d9-b06e-e0c9d8bbd67e,tch_20200706-220859_12
std_1594054621959_13,f0a368ef-06fe-4f92-a5bb-8ace71aa62cf,tch_20200706-220859_13
std_1594054633961_14,762dc3ad-bce8-4518-8247-4afc3c5356a2,tch_20200706-220859_14
std_1594054655198_15,e356441a-f8d9-408f-93ea-8c21f01e5ca9,tch_20200706-220859_15
std_1594054827906_16,dc90ecd8-0015-4aab-8154-2088f33147c7,tch_20200706-220859_16
std_1594054490861_13,f41ed2da-5735-4d41-b477-d109941b656a,tch_20200706-220859_13
std_1594055002322_17,82dc7133-2219-4f39-a663-8e67db94e3f8,tch_20200706-220859_17
std_1594054497394_14,bfcd62f1-c147-4dd7-90a9-8243b4ed08e9,tch_20200706-220859_14
std_1594055018465_18,1c2f35ac-f017-4fd1-98ff-f75528c48d56,tch_20200706-220859_18
std_1594054523387_15,3ab3eaf9-4362-46b6-9b6f-594f0b7ee262,tch_20200706-220859_15
std_1594054697295_16,ab894aea-a0fc-4cb7-bcea-29ca2619114c,tch_20200706-220859_16
std_1594055037305_19,abb3f8c1-9762-40a4-9add-74cf128eca27,tch_20200706-220859_19
std_1594054866586_17,55bb995a-5182-4dda-82e3-79ea0a335c2d,tch_20200706-220859_17
std_1594054888765_18,864ee4ef-fdec-4f15-9b07-75cebd79b2e6,tch_20200706-220859_18
std_1594054555249_16,c7bd8ba0-a2e2-4f96-aeb1-f25729967977,tch_20200706-220859_16
std_1594055066870_20,cdf568d9-2620-4c67-9169-c7304565f2e4,tch_20200706-220859_20
std_1594054907322_19,8620f72a-080e-45dd-a833-dac2169bbb43,tch_20200706-220859_19
std_1594054738594_17,d87ae1a1-e45b-4de0-8c85-146ade35f21d,tch_20200706-220859_17
std_1594054755497_18,10e66e79-ae13-4120-b11f-046b15ea2ca5,tch_20200706-220859_18
std_1594055110019_21,3a59bd3c-9e85-462c-a11f-089f32d2c5e8,tch_20200706-220859_21
std_1594054942273_20,3e65ca65-d28a-414c-bbe7-c4f19822f37b,tch_20200706-220859_20
std_1594054772550_19,4d9be5fa-1207-4442-8a94-cccc5c592e89,tch_20200706-220859_19
std_1594054612226_17,84a035b7-7c29-489a-9b4c-dc79598e2fa2,tch_20200706-220859_17
std_1594054623811_18,29d23299-6f17-4600-b960-7dd8ee45f66f,tch_20200706-220859_18
std_1594054809511_20,ccb10196-ae39-41c5-89b9-8a2022bf21df,tch_20200706-220859_20
std_1594055155384_22,10224c3e-d20b-4f90-8d05-bf7b0e74e6a8,tch_20200706-220859_22
std_1594054979087_21,e039f93a-f89e-4edd-997f-c063b7891d86,tch_20200706-220859_21
std_1594054641995_19,24ddb54e-60ae-40c1-ad3e-bfd1c38de36f,tch_20200706-220859_19
std_1594055183648_23,47ef8cdd-206f-4ade-912e-44c7acdf7d36,tch_20200706-220859_23
std_1594054838851_21,a5b41d25-fc8f-473f-8448-bda67ddb00c6,tch_20200706-220859_21
std_1594054680989_20,bcf7ac98-3a84-4ff2-93fe-5bf44a507e6e,tch_20200706-220859_20
std_1594055023673_22,c1b78e4e-56d2-4990-8bb2-b01a193887cf,tch_20200706-220859_22
std_1594055057479_23,7c20124a-2d83-40e2-9e23-923bf51d0436,tch_20200706-220859_23
std_1594054703696_21,a66290ab-512d-493f-a21e-370a61fd06a0,tch_20200706-220859_21
std_1594055238245_24,507d940b-dc76-4b66-b054-b598c82c090a,tch_20200706-220859_24
std_1594054895148_22,30cbbf09-5346-40b2-850f-3d3dff3f0c8d,tch_20200706-220859_22
std_1594055253178_25,f90831c9-d37f-46be-8ba7-9dafad426a67,tch_20200706-220859_25
std_1594054925539_23,af348a4d-d9a6-4a50-88e1-44db29111f04,tch_20200706-220859_23
std_1594055101594_24,fcced4a8-c9b7-400b-95fa-10a00f7a8460,tch_20200706-220859_24
std_1594054759102_22,e7375c37-2fd3-4859-a1f9-0bcdc592104b,tch_20200706-220859_22
std_1594055115699_25,b3ddedfa-f2e2-4c41-a442-68cc0c2f8814,tch_20200706-220859_25
std_1594054788313_23,cdbe4b48-6295-444f-879f-a35b69003462,tch_20200706-220859_23
std_1594055312174_27,2d43fa13-4706-426d-81cc-f6c3791bbb50,tch_20200706-220859_27
std_1594054959850_24,59cf7462-e576-4dda-abe3-ff1f2f06c2e3,tch_20200706-220859_24
std_1594055313544_26,5a9f5251-224a-42fe-86a6-2a1b690628d2,tch_20200706-220859_26
std_1594055316737_28,e5c24bbc-0468-4138-a57b-536fc8fdd75f,tch_20200706-220859_28
std_1594054985247_25,859a8c31-b7b4-44c0-99c8-669b9ef8c267,tch_20200706-220859_25
std_1594054822416_24,3f5ce6a2-b535-4490-a52c-d52c5f7ae969,tch_20200706-220859_24
std_1594055170405_27,64f10e16-c42d-493c-80ea-8fd1f9c8c30a,tch_20200706-220859_27
std_1594055181116_26,c4079f50-9f0e-4391-97e9-6ab8589a9c2a,tch_20200706-220859_26
std_1594055182000_28,d6e3643e-e727-4267-b952-3eab7c80619b,tch_20200706-220859_28
std_1594054852771_25,bbe5f8e6-2cbc-48d3-a267-9c5853340ee8,tch_20200706-220859_25
std_1594055376807_29,27ffb4e1-4cf9-4904-8b56-268b1b765936,tch_20200706-220859_29
std_1594055030738_27,11d0d6eb-9321-491e-a590-dd4ccdaadeca,tch_20200706-220859_27
std_1594055052831_26,c55fab6e-0682-42a0-a459-dc73ef51bce0,tch_20200706-220859_26
std_1594055050295_28,3cf6fdc4-5f41-4d16-b04a-9102d0a5f537,tch_20200706-220859_28
std_1594055413174_30,a833a4d5-2d41-414f-b028-7bf68d49ce19,tch_20200706-220859_30
std_1594055239456_29,3e10fa31-90d4-4893-a813-45a361b59c16,tch_20200706-220859_29
std_1594055430564_31,b76b0e94-5e10-4b78-ad98-da84256653fc,tch_20200706-220859_31
std_1594054902453_27,67070a4f-f75c-472b-90e4-cfbd57eb144f,tch_20200706-220859_27
std_1594054891814_26,4e61c661-218d-4663-ae10-4fa72aba557b,tch_20200706-220859_26
std_1594054914543_28,68b956b6-1568-4ced-ad2b-2a8a12132110,tch_20200706-220859_28
std_1594055443116_32,3a78079c-db7b-421f-a324-bde401bee9f5,tch_20200706-220859_32
std_1594055103821_29,23b4c43b-18c2-404e-bf99-7b5307c874b0,tch_20200706-220859_29
std_1594055277147_30,0e2148c7-9092-4974-a9d2-eb0c9e282a38,tch_20200706-220859_30
std_1594055299733_31,8eaaa421-2db5-4a2f-b8d7-1aa48a126431,tch_20200706-220859_31
std_1594055310162_32,b674cc70-fcf8-49dd-b61e-441798286682,tch_20200706-220859_32
std_1594054971886_29,4012c907-b24b-419d-88fb-8d829b7d9bc0,tch_20200706-220859_29
std_1594055150197_30,21725712-366e-4a76-bc04-815bbcc7dae1,tch_20200706-220859_30
std_1594055495212_33,894dbadb-8e21-4ef2-bca0-8d182d738cec,tch_20200706-220859_33
std_1594055165173_31,190421fa-9112-4b0e-b2ca-eb8f10e248c1,tch_20200706-220859_31
std_1594055176661_32,6666ced2-b1f4-4688-b2ac-bd7c7fd074bb,tch_20200706-220859_32
std_1594055520480_34,4c46d879-6088-41f3-a3a3-8c312d491d98,tch_20200706-220859_34
std_1594055019683_30,aa8ee947-17a2-4b9a-a9b6-58a54f4e26fe,tch_20200706-220859_30
std_1594055365953_33,6dbe2a3d-d518-44fc-845c-816f1551ab73,tch_20200706-220859_33
std_1594055028631_31,9c1cc4cc-a6c6-4998-b05d-da481e27949e,tch_20200706-220859_31
std_1594055548698_36,7b245f46-341a-4acd-85e6-acde4b040c9a,tch_20200706-220859_36
std_1594055046522_32,f7e89974-8fb8-41e8-a213-6b5d220e237a,tch_20200706-220859_32
std_1594055385393_34,1de129f6-b592-45e9-a116-b307155d8e6b,tch_20200706-220859_34
std_1594055233509_33,68f0999b-f138-4658-b5f9-2cd3c157d1f1,tch_20200706-220859_33
std_1594055569440_35,a50673ee-19f3-4ba8-93d2-3c229a39a509,tch_20200706-220859_35
std_1594055420673_36,715fe51f-a4f1-4d2f-894a-3913e5b96c31,tch_20200706-220859_36
std_1594055256842_34,5e8eb238-fbc7-41ec-9bf5-408fdee5bcbf,tch_20200706-220859_34
std_1594055601316_37,5268f187-1258-43e5-b005-7e8e7236ffbf,tch_20200706-220859_37
std_1594055100950_33,39b1d484-eaec-4d44-b57c-a63468d8254f,tch_20200706-220859_33
std_1594055420256_35,4bcb17cc-f82a-4043-863a-e139157e1ab6,tch_20200706-220859_35
std_1594055290151_36,c0e7eb0b-4587-420e-8065-f2fa588e715f,tch_20200706-220859_36
std_1594055123793_34,b7acb241-9fd6-448b-a89b-a99b5f7bfb47,tch_20200706-220859_34
std_1594055632410_38,ed9aa02f-e9ca-4d58-955a-2d7172effaeb,tch_20200706-220859_38
std_1594055467480_37,3cf4f53d-d24c-4442-90e0-22ab03ca11a7,tch_20200706-220859_37
std_1594055294174_35,ea0de6fa-da05-4de0-8411-ffa7545d9dd5,tch_20200706-220859_35
std_1594055159592_36,21335850-f9fa-4d29-9628-f82dc4f8184c,tch_20200706-220859_36
std_1594055664640_39,fd6f8d5d-82ce-40c1-890d-8b598ee61dfe,tch_20200706-220859_39
std_1594055499014_38,f4c4c0b3-cf06-44ea-bbf3-8d40500da093,tch_20200706-220859_38
std_1594055339002_37,a366360e-1131-4c08-8675-c7dd26c141b7,tch_20200706-220859_37
std_1594055154265_35,7a344540-fa9c-4279-98db-efc6ee062694,tch_20200706-220859_35
std_1594055693300_40,bbf01f6e-c07f-414b-972c-73cab00b10a9,tch_20200706-220859_40
std_1594055532022_39,eb1eb221-3009-4657-8cbb-312dc82aa6b4,tch_20200706-220859_39
std_1594055204569_37,96f9a960-e60c-4238-b915-6dc71075634d,tch_20200706-220859_37
std_1594055357563_38,62132f55-9330-4b4d-bb34-744c4794ca46,tch_20200706-220859_38
std_1594055730171_41,25cd02d1-5cee-4a3f-a584-83065a409efb,tch_20200706-220859_41
std_1594055560831_40,3e6e2c7a-2315-426f-91b2-942dd57b5f55,tch_20200706-220859_40
std_1594055393905_39,03c54909-dd79-438e-a844-61951ba0343b,tch_20200706-220859_39
std_1594055747997_42,258fd038-3354-42d8-8702-6a352728ebb5,tch_20200706-220859_42
std_1594055212987_38,2b61e63f-d5c9-4a40-b1b9-78ac55337029,tch_20200706-220859_38
std_1594055595005_41,61fdfde6-db27-4181-b1af-84a6244b6d45,tch_20200706-220859_41
std_1594055431611_40,9c19cf12-2e4d-4103-8f1c-e24d3d308a3c,tch_20200706-220859_40
std_1594055264338_39,0a4b5cea-f5f9-4f7f-819c-f7354c884e9c,tch_20200706-220859_39
std_1594055614970_42,57b59d1e-327c-441a-aaa0-6dc536179d75,tch_20200706-220859_42
std_1594055801592_44,a6fa5daf-3fb8-4b9d-8149-4b9395b5edb9,tch_20200706-220859_44
std_1594055301164_40,a6cdf3bb-de6d-48ec-9630-522af10ef0a4,tch_20200706-220859_40
std_1594055453785_41,e86414f7-f5e8-43b5-a107-9ec3d5fe55e3,tch_20200706-220859_41
std_1594055813907_43,38767dbe-ba31-4854-a5ce-dffbc0c80a8b,tch_20200706-220859_43
std_1594055480276_42,9544a609-4139-4f26-aa8d-db3efac0539d,tch_20200706-220859_42
std_1594055674322_44,496fee65-bbd7-49dd-8908-ba7bb0c7766f,tch_20200706-220859_44
