teacher,stduuid,stdextuderid,classtitle,classcode,ap1,ap2,ap3,ap4,ap5
tch_20200629-073759_25,28d74de3-b9b1-11ea-840b-0242ac110002,std_1593398128874_25,class_20200629-073759_25,nE7g-kLiL,26fd070e-eacd-408c-8be9-bb8c7935be72,ba3b1cd0-f741-41b9-8451-3518a418ad54,6c5f2a3d-2e15-4a3c-9e18-f3d8badaff06,ac8d5527-271f-43ed-84ad-c8627f66f13d,d9df2937-2b50-4335-8fb6-5073b3ab804f
tch_20200629-073759_30,27bd040e-b9b1-11ea-94cc-0242ac110002,std_1593398127052_30,class_20200629-073759_30,Diza-3Dae,38315b4c-40a8-4b88-bac5-aeeb569708ed,64b6f2cb-7845-4b13-bc99-b24f8f4e5d7f,3f77e6eb-7f11-4a89-ac5a-2da888d17579,35abbe7b-991c-4723-86d6-cf98c8709649,0f2d7236-081c-4ec9-8682-5c63630665a5
tch_20200629-073759_35,2c844fb1-b9b1-11ea-840b-0242ac110002,std_1593398135064_35,class_20200629-073759_35,9tBv-NA9C,f4b67542-4e7d-4d08-b2c9-2ed1f63579a9,2258c927-901d-4283-8fd6-2ba80ba4c740,b29f3b73-f1f7-4de9-a5bb-83a20c69177a,81248421-48fa-4516-9177-82ded69206b1,40ca03c1-ea63-48c1-8a44-af2aefa271eb
tch_20200629-073759_21,30341118-b9b1-11ea-94cc-0242ac110002,std_1593398141220_21,class_20200629-073759_21,3q3F-dRkD,d6205839-795b-4ef8-9c07-56b62708bf21,5412c628-4d64-4317-a9fb-79f1944eb85e,ed0cf1f5-9b13-4a89-ac4e-152da375a77b,c9c54aca-4074-43b7-a1e1-4b686738a66f,343af4a9-7ceb-489c-8f2d-5033510e2810
tch_20200629-073759_23,2d937638-b9b1-11ea-94cc-0242ac110002,std_1593398136815_23,class_20200629-073759_23,hYqc-h8LV,067fe080-8439-40a8-af39-7bfdf5fd4361,bfe895b8-141c-43dc-903f-ea73dba1e41c,3620282c-c7e2-4f78-bea4-32721fbbd2a7,9e240394-e00d-43ae-a69e-45c24974c1b0,6abaf89e-9bf3-454e-8dec-9d3d38bb3b60
tch_20200629-073759_27,2ebe6171-b9b1-11ea-840b-0242ac110002,std_1593398138783_27,class_20200629-073759_27,Nh8g-botN,d114b82e-59a3-4c0a-b498-bd074cb7e9f4,edfd3d3d-4196-4f81-b553-6fb3fa334e6e,ad82801a-7902-4faf-a728-97eeb4751d55,bd623764-bae8-4c4c-ad29-78920a51ae61,fb3566af-cd04-4b22-8b04-6280c13ea6e4
tch_20200629-073759_36,2f84224b-b9b1-11ea-840b-0242ac110002,std_1593398140091_36,class_20200629-073759_36,s6ws-xfMa,e26b5700-99e4-4c0e-9d85-06bf24def400,1eaf915d-c8af-4cbb-92dd-86421cfb5395,782e7988-10de-49e0-9507-e7fcbed46031,a6571467-2a75-4cc2-a5d9-f9c957605d3c,ae08c7d8-94c4-406b-aff4-217f21ce204a
tch_20200629-073759_26,336f3f31-b9b1-11ea-840b-0242ac110002,std_1593398146650_26,class_20200629-073759_26,jDn4-3PNE,93d174ce-faf1-4a03-8a05-b958eb62d4d9,cd5d76ec-769b-47cc-911e-403defcfe24d,4e7a477f-5c90-489b-bf9e-8143d43d52be,570070ce-89b6-4c14-9388-b4ab2dbc44c5,fbd861bf-6114-4854-88cd-9f87714b52b2
tch_20200629-073759_32,343c04c6-b9b1-11ea-94cc-0242ac110002,std_1593398148023_32,class_20200629-073759_32,L86h-vaQ8,aacf1158-69b5-4584-875a-7d3b3032cbc6,23225d35-9dac-4a1f-bb8c-97be2db76658,a34d27c7-f4a4-4ca1-a7e3-3098de1e3ac0,c4d489be-57e0-411a-9bbe-f7d6a7d49d04,0c8930e4-21a8-4fd2-bfce-37a95ed389a6
tch_20200629-073759_31,364569f8-b9b1-11ea-840b-0242ac110002,std_1593398151429_31,class_20200629-073759_31,P6U4-9eTf,9d4367b6-b3e3-493d-848a-033b7565c6c4,264c6d5c-8751-4991-a13a-2a7dc4b340b7,2fa1e25a-ea9e-4879-9488-b18cc56fc81f,c11685d2-0de4-472f-8c83-fb3f4b83c665,6842021f-35b0-4f4b-84c0-fab99c6a4b1b
tch_20200629-073759_34,3642f8c6-b9b1-11ea-94cc-0242ac110002,std_1593398151395_34,class_20200629-073759_34,hLYe-ow6P,84f4ff4c-e582-4acd-b537-ceb84cf1ba13,ccea2142-35cd-4052-a397-b49694cb7772,9fad945c-94da-49be-a433-13b1f0b0d7c5,be0f0581-deee-423f-a3ed-50ae569fbe39,b8c1e2d2-0bbc-4b58-bc4c-ca257dca1829
tch_20200629-073759_28,37c15b34-b9b1-11ea-94cc-0242ac110002,std_1593398153926_28,class_20200629-073759_28,Vq4t-jJ8L,23a296d6-e914-4429-878e-6eb7292a4bab,eb02d8be-8a7e-42b6-85be-00149e7e1373,40057db7-e372-42dc-a1fc-faa73ad7df9c,fc48e7da-18c6-4f1e-8601-d8118267a2df,6c85aaf1-d070-423b-bac8-a471052710f4
tch_20200629-073759_37,36d6867e-b9b1-11ea-94cc-0242ac110002,std_1593398152380_37,class_20200629-073759_37,X7RK-UR38,4cee450e-fc9e-496b-ad62-51316b6cd53d,446fd418-5958-4275-a2a2-1f834d13919a,f5916447-6009-4ae8-b342-baa73091ef1f,933e8857-b166-473c-935c-8ba866e021cf,5cf7a69a-aaed-4a15-b5ae-f3a79d04dcb6
tch_20200629-073759_30,3a6c08d9-b9b1-11ea-840b-0242ac110002,std_1593398158394_30,class_20200629-073759_30,Diza-3Dae,38315b4c-40a8-4b88-bac5-aeeb569708ed,64b6f2cb-7845-4b13-bc99-b24f8f4e5d7f,3f77e6eb-7f11-4a89-ac5a-2da888d17579,35abbe7b-991c-4723-86d6-cf98c8709649,0f2d7236-081c-4ec9-8682-5c63630665a5
tch_20200629-073759_29,375923a9-b9b1-11ea-840b-0242ac110002,std_1593398153207_29,class_20200629-073759_29,bvdn-dJ8D,ae1f803f-9679-4c74-91c6-92a0ccb516f4,b1e6b05c-f9d2-4b16-a8e9-460fcf07a4e9,1ac89ad0-f1a4-4fc2-af17-9f2a9f6051be,09ff8ff8-ac7e-46ea-abdb-1bd7899577b6,e227975b-5135-4998-8b9b-7ae474919d0f
tch_20200629-073759_22,3964d234-b9b1-11ea-94cc-0242ac110002,std_1593398156646_22,class_20200629-073759_22,8tp8-w96g,04288049-a80c-4023-835b-f244167c7516,77a03f86-60ea-4c5e-b68a-caa5a5fd125c,688186e8-e1c6-49a5-8683-3cad23ffa7fb,94c0ccca-5aa3-4140-9a5f-3c373c49529f,f0bc15d2-bca9-4a1c-b348-5506b79e53a5
tch_20200629-073759_33,3b85dd2e-b9b1-11ea-840b-0242ac110002,std_1593398160237_33,class_20200629-073759_33,kBRn-x2B3,fcf81882-0d55-4947-b2ae-c8f52c2c1d11,2a12cd63-d948-491a-9cc3-7b99d5803ff5,f73db0a9-91ca-4b79-bdb4-3f276d581e77,f94a7957-e1c6-494d-b7c0-a75937f9240d,8189cc5e-9395-44d6-9225-bf6174008894
tch_20200629-073759_35,3c793dbb-b9b1-11ea-840b-0242ac110002,std_1593398161795_35,class_20200629-073759_35,9tBv-NA9C,f4b67542-4e7d-4d08-b2c9-2ed1f63579a9,2258c927-901d-4283-8fd6-2ba80ba4c740,b29f3b73-f1f7-4de9-a5bb-83a20c69177a,81248421-48fa-4516-9177-82ded69206b1,40ca03c1-ea63-48c1-8a44-af2aefa271eb
tch_20200629-073759_21,3d6ee853-b9b1-11ea-94cc-0242ac110002,std_1593398163433_21,class_20200629-073759_21,3q3F-dRkD,d6205839-795b-4ef8-9c07-56b62708bf21,5412c628-4d64-4317-a9fb-79f1944eb85e,ed0cf1f5-9b13-4a89-ac4e-152da375a77b,c9c54aca-4074-43b7-a1e1-4b686738a66f,343af4a9-7ceb-489c-8f2d-5033510e2810
tch_20200629-073759_23,3e89f609-b9b1-11ea-840b-0242ac110002,std_1593398165290_23,class_20200629-073759_23,hYqc-h8LV,067fe080-8439-40a8-af39-7bfdf5fd4361,bfe895b8-141c-43dc-903f-ea73dba1e41c,3620282c-c7e2-4f78-bea4-32721fbbd2a7,9e240394-e00d-43ae-a69e-45c24974c1b0,6abaf89e-9bf3-454e-8dec-9d3d38bb3b60
tch_20200629-073759_24,408fff41-b9b1-11ea-840b-0242ac110002,std_1593398168703_24,class_20200629-073759_24,C9Z3-s89m,4c9dd3a9-c58c-4f7b-9a9a-95314a79048a,d0bb4c71-4200-4683-be6d-af428196d7ad,c1803385-5374-45e6-a791-2afbd681235e,dd90a84e-5e71-4ab5-9ca9-8bd5538ccfa9,ae18ced5-f564-45d9-bc14-64a978df9cf2
tch_20200629-073759_27,3f6efe25-b9b1-11ea-94cc-0242ac110002,std_1593398166783_27,class_20200629-073759_27,Nh8g-botN,d114b82e-59a3-4c0a-b498-bd074cb7e9f4,edfd3d3d-4196-4f81-b553-6fb3fa334e6e,ad82801a-7902-4faf-a728-97eeb4751d55,bd623764-bae8-4c4c-ad29-78920a51ae61,fb3566af-cd04-4b22-8b04-6280c13ea6e4
tch_20200629-073759_32,44146b33-b9b1-11ea-94cc-0242ac110002,std_1593398174584_32,class_20200629-073759_32,L86h-vaQ8,aacf1158-69b5-4584-875a-7d3b3032cbc6,23225d35-9dac-4a1f-bb8c-97be2db76658,a34d27c7-f4a4-4ca1-a7e3-3098de1e3ac0,c4d489be-57e0-411a-9bbe-f7d6a7d49d04,0c8930e4-21a8-4fd2-bfce-37a95ed389a6
tch_20200629-073759_36,3fe36adc-b9b1-11ea-840b-0242ac110002,std_1593398167556_36,class_20200629-073759_36,s6ws-xfMa,e26b5700-99e4-4c0e-9d85-06bf24def400,1eaf915d-c8af-4cbb-92dd-86421cfb5395,782e7988-10de-49e0-9507-e7fcbed46031,a6571467-2a75-4cc2-a5d9-f9c957605d3c,ae08c7d8-94c4-406b-aff4-217f21ce204a
tch_20200629-073759_26,43505752-b9b1-11ea-840b-0242ac110002,std_1593398173298_26,class_20200629-073759_26,jDn4-3PNE,93d174ce-faf1-4a03-8a05-b958eb62d4d9,cd5d76ec-769b-47cc-911e-403defcfe24d,4e7a477f-5c90-489b-bf9e-8143d43d52be,570070ce-89b6-4c14-9388-b4ab2dbc44c5,fbd861bf-6114-4854-88cd-9f87714b52b2
tch_20200629-073759_37,4772b0ee-b9b1-11ea-94cc-0242ac110002,std_1593398180256_37,class_20200629-073759_37,X7RK-UR38,4cee450e-fc9e-496b-ad62-51316b6cd53d,446fd418-5958-4275-a2a2-1f834d13919a,f5916447-6009-4ae8-b342-baa73091ef1f,933e8857-b166-473c-935c-8ba866e021cf,5cf7a69a-aaed-4a15-b5ae-f3a79d04dcb6
tch_20200629-073759_31,464a5df3-b9b1-11ea-840b-0242ac110002,std_1593398178317_31,class_20200629-073759_31,P6U4-9eTf,9d4367b6-b3e3-493d-848a-033b7565c6c4,264c6d5c-8751-4991-a13a-2a7dc4b340b7,2fa1e25a-ea9e-4879-9488-b18cc56fc81f,c11685d2-0de4-472f-8c83-fb3f4b83c665,6842021f-35b0-4f4b-84c0-fab99c6a4b1b
tch_20200629-073759_28,4743152c-b9b1-11ea-840b-0242ac110002,std_1593398179939_28,class_20200629-073759_28,Vq4t-jJ8L,23a296d6-e914-4429-878e-6eb7292a4bab,eb02d8be-8a7e-42b6-85be-00149e7e1373,40057db7-e372-42dc-a1fc-faa73ad7df9c,fc48e7da-18c6-4f1e-8601-d8118267a2df,6c85aaf1-d070-423b-bac8-a471052710f4
tch_20200629-073759_22,49225c65-b9b1-11ea-94cc-0242ac110002,std_1593398183079_22,class_20200629-073759_22,8tp8-w96g,04288049-a80c-4023-835b-f244167c7516,77a03f86-60ea-4c5e-b68a-caa5a5fd125c,688186e8-e1c6-49a5-8683-3cad23ffa7fb,94c0ccca-5aa3-4140-9a5f-3c373c49529f,f0bc15d2-bca9-4a1c-b348-5506b79e53a5
tch_20200629-073759_30,47a75522-b9b1-11ea-94cc-0242ac110002,std_1593398180572_30,class_20200629-073759_30,Diza-3Dae,38315b4c-40a8-4b88-bac5-aeeb569708ed,64b6f2cb-7845-4b13-bc99-b24f8f4e5d7f,3f77e6eb-7f11-4a89-ac5a-2da888d17579,35abbe7b-991c-4723-86d6-cf98c8709649,0f2d7236-081c-4ec9-8682-5c63630665a5
tch_20200629-073759_25,4817a316-b9b1-11ea-840b-0242ac110002,std_1593398181311_25,class_20200629-073759_25,nE7g-kLiL,26fd070e-eacd-408c-8be9-bb8c7935be72,ba3b1cd0-f741-41b9-8451-3518a418ad54,6c5f2a3d-2e15-4a3c-9e18-f3d8badaff06,ac8d5527-271f-43ed-84ad-c8627f66f13d,d9df2937-2b50-4335-8fb6-5073b3ab804f
tch_20200629-073759_33,4c44d2ca-b9b1-11ea-94cc-0242ac110002,std_1593398188330_33,class_20200629-073759_33,kBRn-x2B3,fcf81882-0d55-4947-b2ae-c8f52c2c1d11,2a12cd63-d948-491a-9cc3-7b99d5803ff5,f73db0a9-91ca-4b79-bdb4-3f276d581e77,f94a7957-e1c6-494d-b7c0-a75937f9240d,8189cc5e-9395-44d6-9225-bf6174008894
tch_20200629-073759_35,4d4c5719-b9b1-11ea-94cc-0242ac110002,std_1593398190052_35,class_20200629-073759_35,9tBv-NA9C,f4b67542-4e7d-4d08-b2c9-2ed1f63579a9,2258c927-901d-4283-8fd6-2ba80ba4c740,b29f3b73-f1f7-4de9-a5bb-83a20c69177a,81248421-48fa-4516-9177-82ded69206b1,40ca03c1-ea63-48c1-8a44-af2aefa271eb
tch_20200629-073759_27,518175ce-b9b1-11ea-94cc-0242ac110002,std_1593398197098_27,class_20200629-073759_27,Nh8g-botN,d114b82e-59a3-4c0a-b498-bd074cb7e9f4,edfd3d3d-4196-4f81-b553-6fb3fa334e6e,ad82801a-7902-4faf-a728-97eeb4751d55,bd623764-bae8-4c4c-ad29-78920a51ae61,fb3566af-cd04-4b22-8b04-6280c13ea6e4
tch_20200629-073759_23,4e6fa14a-b9b1-11ea-94cc-0242ac110002,std_1593398191948_23,class_20200629-073759_23,hYqc-h8LV,067fe080-8439-40a8-af39-7bfdf5fd4361,bfe895b8-141c-43dc-903f-ea73dba1e41c,3620282c-c7e2-4f78-bea4-32721fbbd2a7,9e240394-e00d-43ae-a69e-45c24974c1b0,6abaf89e-9bf3-454e-8dec-9d3d38bb3b60
tch_20200629-073759_32,517edd9d-b9b1-11ea-94cc-0242ac110002,std_1593398197102_32,class_20200629-073759_32,L86h-vaQ8,aacf1158-69b5-4584-875a-7d3b3032cbc6,23225d35-9dac-4a1f-bb8c-97be2db76658,a34d27c7-f4a4-4ca1-a7e3-3098de1e3ac0,c4d489be-57e0-411a-9bbe-f7d6a7d49d04,0c8930e4-21a8-4fd2-bfce-37a95ed389a6
tch_20200629-073759_36,521c7d56-b9b1-11ea-840b-0242ac110002,std_1593398198044_36,class_20200629-073759_36,s6ws-xfMa,e26b5700-99e4-4c0e-9d85-06bf24def400,1eaf915d-c8af-4cbb-92dd-86421cfb5395,782e7988-10de-49e0-9507-e7fcbed46031,a6571467-2a75-4cc2-a5d9-f9c957605d3c,ae08c7d8-94c4-406b-aff4-217f21ce204a
tch_20200629-073759_24,511c9971-b9b1-11ea-94cc-0242ac110002,std_1593398196454_24,class_20200629-073759_24,C9Z3-s89m,4c9dd3a9-c58c-4f7b-9a9a-95314a79048a,d0bb4c71-4200-4683-be6d-af428196d7ad,c1803385-5374-45e6-a791-2afbd681235e,dd90a84e-5e71-4ab5-9ca9-8bd5538ccfa9,ae18ced5-f564-45d9-bc14-64a978df9cf2
tch_20200629-073759_38,5313fc75-b9b1-11ea-840b-0242ac110002,std_1593398199763_38,class_20200629-073759_38,X4Lm-9ikG,ad73c491-3c44-4751-ace8-6082c4063e88,8ace564a-9397-4d93-8c26-5bbdf1fe8b02,7b10270f-7cb9-4930-b9bd-66c2405555a7,d947d347-970f-46f9-8d18-cebf3e244e29,e0f54f40-03c1-40bd-a81e-32884934df96
tch_20200629-073759_26,53cf8467-b9b1-11ea-840b-0242ac110002,std_1593398200986_26,class_20200629-073759_26,jDn4-3PNE,93d174ce-faf1-4a03-8a05-b958eb62d4d9,cd5d76ec-769b-47cc-911e-403defcfe24d,4e7a477f-5c90-489b-bf9e-8143d43d52be,570070ce-89b6-4c14-9388-b4ab2dbc44c5,fbd861bf-6114-4854-88cd-9f87714b52b2
tch_20200629-073759_28,57c045f8-b9b1-11ea-94cc-0242ac110002,std_1593398207591_28,class_20200629-073759_28,Vq4t-jJ8L,23a296d6-e914-4429-878e-6eb7292a4bab,eb02d8be-8a7e-42b6-85be-00149e7e1373,40057db7-e372-42dc-a1fc-faa73ad7df9c,fc48e7da-18c6-4f1e-8601-d8118267a2df,6c85aaf1-d070-423b-bac8-a471052710f4
tch_20200629-073759_34,576b96fc-b9b1-11ea-840b-0242ac110002,std_1593398207050_34,class_20200629-073759_34,hLYe-ow6P,84f4ff4c-e582-4acd-b537-ceb84cf1ba13,ccea2142-35cd-4052-a397-b49694cb7772,9fad945c-94da-49be-a433-13b1f0b0d7c5,be0f0581-deee-423f-a3ed-50ae569fbe39,b8c1e2d2-0bbc-4b58-bc4c-ca257dca1829
tch_20200629-073759_29,58d4006a-b9b1-11ea-94cc-0242ac110002,std_1593398209387_29,class_20200629-073759_29,bvdn-dJ8D,ae1f803f-9679-4c74-91c6-92a0ccb516f4,b1e6b05c-f9d2-4b16-a8e9-460fcf07a4e9,1ac89ad0-f1a4-4fc2-af17-9f2a9f6051be,09ff8ff8-ac7e-46ea-abdb-1bd7899577b6,e227975b-5135-4998-8b9b-7ae474919d0f
tch_20200629-073759_37,5670e2bd-b9b1-11ea-840b-0242ac110002,std_1593398205420_37,class_20200629-073759_37,X7RK-UR38,4cee450e-fc9e-496b-ad62-51316b6cd53d,446fd418-5958-4275-a2a2-1f834d13919a,f5916447-6009-4ae8-b342-baa73091ef1f,933e8857-b166-473c-935c-8ba866e021cf,5cf7a69a-aaed-4a15-b5ae-f3a79d04dcb6
tch_20200629-073759_25,59fbdeb0-b9b1-11ea-94cc-0242ac110002,std_1593398211339_25,class_20200629-073759_25,nE7g-kLiL,26fd070e-eacd-408c-8be9-bb8c7935be72,ba3b1cd0-f741-41b9-8451-3518a418ad54,6c5f2a3d-2e15-4a3c-9e18-f3d8badaff06,ac8d5527-271f-43ed-84ad-c8627f66f13d,d9df2937-2b50-4335-8fb6-5073b3ab804f
tch_20200629-073759_33,5bf53dc6-b9b1-11ea-94cc-0242ac110002,std_1593398214661_33,class_20200629-073759_33,kBRn-x2B3,fcf81882-0d55-4947-b2ae-c8f52c2c1d11,2a12cd63-d948-491a-9cc3-7b99d5803ff5,f73db0a9-91ca-4b79-bdb4-3f276d581e77,f94a7957-e1c6-494d-b7c0-a75937f9240d,8189cc5e-9395-44d6-9225-bf6174008894
tch_20200629-073759_39,5bb219aa-b9b1-11ea-840b-0242ac110002,std_1593398214205_39,class_20200629-073759_39,T9yn-7w4Q,6f766ed7-701e-40d3-98b5-61e337e5d3ae,85b7e2f0-1532-4083-8e79-44c8534be1e8,77854791-a83f-483f-be41-6fbf1dbe25be,acff6472-6286-42a8-bfea-b76aa51a8606,08cb90e9-adf6-4f68-8eac-aec7befb700d
tch_20200629-073759_32,60538ee4-b9b1-11ea-840b-0242ac110002,std_1593398221985_32,class_20200629-073759_32,L86h-vaQ8,aacf1158-69b5-4584-875a-7d3b3032cbc6,23225d35-9dac-4a1f-bb8c-97be2db76658,a34d27c7-f4a4-4ca1-a7e3-3098de1e3ac0,c4d489be-57e0-411a-9bbe-f7d6a7d49d04,0c8930e4-21a8-4fd2-bfce-37a95ed389a6
tch_20200629-073759_36,60817c76-b9b1-11ea-840b-0242ac110002,std_1593398222272_36,class_20200629-073759_36,s6ws-xfMa,e26b5700-99e4-4c0e-9d85-06bf24def400,1eaf915d-c8af-4cbb-92dd-86421cfb5395,782e7988-10de-49e0-9507-e7fcbed46031,a6571467-2a75-4cc2-a5d9-f9c957605d3c,ae08c7d8-94c4-406b-aff4-217f21ce204a
tch_20200629-073759_27,5ef5d362-b9b1-11ea-840b-0242ac110002,std_1593398219701_27,class_20200629-073759_27,Nh8g-botN,d114b82e-59a3-4c0a-b498-bd074cb7e9f4,edfd3d3d-4196-4f81-b553-6fb3fa334e6e,ad82801a-7902-4faf-a728-97eeb4751d55,bd623764-bae8-4c4c-ad29-78920a51ae61,fb3566af-cd04-4b22-8b04-6280c13ea6e4
tch_20200629-073759_23,6044c1a6-b9b1-11ea-840b-0242ac110002,std_1593398221896_23,class_20200629-073759_23,hYqc-h8LV,067fe080-8439-40a8-af39-7bfdf5fd4361,bfe895b8-141c-43dc-903f-ea73dba1e41c,3620282c-c7e2-4f78-bea4-32721fbbd2a7,9e240394-e00d-43ae-a69e-45c24974c1b0,6abaf89e-9bf3-454e-8dec-9d3d38bb3b60
tch_20200629-073759_24,61253642-b9b1-11ea-94cc-0242ac110002,std_1593398223352_24,class_20200629-073759_24,C9Z3-s89m,4c9dd3a9-c58c-4f7b-9a9a-95314a79048a,d0bb4c71-4200-4683-be6d-af428196d7ad,c1803385-5374-45e6-a791-2afbd681235e,dd90a84e-5e71-4ab5-9ca9-8bd5538ccfa9,ae18ced5-f564-45d9-bc14-64a978df9cf2
tch_20200629-073759_38,622c1f23-b9b1-11ea-94cc-0242ac110002,std_1593398225060_38,class_20200629-073759_38,X4Lm-9ikG,ad73c491-3c44-4751-ace8-6082c4063e88,8ace564a-9397-4d93-8c26-5bbdf1fe8b02,7b10270f-7cb9-4930-b9bd-66c2405555a7,d947d347-970f-46f9-8d18-cebf3e244e29,e0f54f40-03c1-40bd-a81e-32884934df96
tch_20200629-073759_30,65ff46e2-b9b1-11ea-840b-0242ac110002,std_1593398231511_30,class_20200629-073759_30,Diza-3Dae,38315b4c-40a8-4b88-bac5-aeeb569708ed,64b6f2cb-7845-4b13-bc99-b24f8f4e5d7f,3f77e6eb-7f11-4a89-ac5a-2da888d17579,35abbe7b-991c-4723-86d6-cf98c8709649,0f2d7236-081c-4ec9-8682-5c63630665a5
tch_20200629-073759_28,64b5d709-b9b1-11ea-840b-0242ac110002,std_1593398229327_28,class_20200629-073759_28,Vq4t-jJ8L,23a296d6-e914-4429-878e-6eb7292a4bab,eb02d8be-8a7e-42b6-85be-00149e7e1373,40057db7-e372-42dc-a1fc-faa73ad7df9c,fc48e7da-18c6-4f1e-8601-d8118267a2df,6c85aaf1-d070-423b-bac8-a471052710f4
tch_20200629-073759_34,65683730-b9b1-11ea-840b-0242ac110002,std_1593398230504_34,class_20200629-073759_34,hLYe-ow6P,84f4ff4c-e582-4acd-b537-ceb84cf1ba13,ccea2142-35cd-4052-a397-b49694cb7772,9fad945c-94da-49be-a433-13b1f0b0d7c5,be0f0581-deee-423f-a3ed-50ae569fbe39,b8c1e2d2-0bbc-4b58-bc4c-ca257dca1829
tch_20200629-073759_31,66112170-b9b1-11ea-840b-0242ac110002,std_1593398231570_31,class_20200629-073759_31,P6U4-9eTf,9d4367b6-b3e3-493d-848a-033b7565c6c4,264c6d5c-8751-4991-a13a-2a7dc4b340b7,2fa1e25a-ea9e-4879-9488-b18cc56fc81f,c11685d2-0de4-472f-8c83-fb3f4b83c665,6842021f-35b0-4f4b-84c0-fab99c6a4b1b
tch_20200629-073759_33,6a201a89-b9b1-11ea-840b-0242ac110002,std_1593398238418_33,class_20200629-073759_33,kBRn-x2B3,fcf81882-0d55-4947-b2ae-c8f52c2c1d11,2a12cd63-d948-491a-9cc3-7b99d5803ff5,f73db0a9-91ca-4b79-bdb4-3f276d581e77,f94a7957-e1c6-494d-b7c0-a75937f9240d,8189cc5e-9395-44d6-9225-bf6174008894
tch_20200629-073759_37,67ac0d55-b9b1-11ea-840b-0242ac110002,std_1593398234294_37,class_20200629-073759_37,X7RK-UR38,4cee450e-fc9e-496b-ad62-51316b6cd53d,446fd418-5958-4275-a2a2-1f834d13919a,f5916447-6009-4ae8-b342-baa73091ef1f,933e8857-b166-473c-935c-8ba866e021cf,5cf7a69a-aaed-4a15-b5ae-f3a79d04dcb6
tch_20200629-073759_29,6716f90e-b9b1-11ea-840b-0242ac110002,std_1593398233277_29,class_20200629-073759_29,bvdn-dJ8D,ae1f803f-9679-4c74-91c6-92a0ccb516f4,b1e6b05c-f9d2-4b16-a8e9-460fcf07a4e9,1ac89ad0-f1a4-4fc2-af17-9f2a9f6051be,09ff8ff8-ac7e-46ea-abdb-1bd7899577b6,e227975b-5135-4998-8b9b-7ae474919d0f
tch_20200629-073759_25,6950206b-b9b1-11ea-94cc-0242ac110002,std_1593398237048_25,class_20200629-073759_25,nE7g-kLiL,26fd070e-eacd-408c-8be9-bb8c7935be72,ba3b1cd0-f741-41b9-8451-3518a418ad54,6c5f2a3d-2e15-4a3c-9e18-f3d8badaff06,ac8d5527-271f-43ed-84ad-c8627f66f13d,d9df2937-2b50-4335-8fb6-5073b3ab804f
tch_20200629-073759_39,6bd6ca66-b9b1-11ea-94cc-0242ac110002,std_1593398241302_39,class_20200629-073759_39,T9yn-7w4Q,6f766ed7-701e-40d3-98b5-61e337e5d3ae,85b7e2f0-1532-4083-8e79-44c8534be1e8,77854791-a83f-483f-be41-6fbf1dbe25be,acff6472-6286-42a8-bfea-b76aa51a8606,08cb90e9-adf6-4f68-8eac-aec7befb700d
tch_20200629-073759_24,726590e6-b9b1-11ea-840b-0242ac110002,std_1593398252310_24,class_20200629-073759_24,C9Z3-s89m,4c9dd3a9-c58c-4f7b-9a9a-95314a79048a,d0bb4c71-4200-4683-be6d-af428196d7ad,c1803385-5374-45e6-a791-2afbd681235e,dd90a84e-5e71-4ab5-9ca9-8bd5538ccfa9,ae18ced5-f564-45d9-bc14-64a978df9cf2
tch_20200629-073759_35,70f75a35-b9b1-11ea-94cc-0242ac110002,std_1593398249907_35,class_20200629-073759_35,9tBv-NA9C,f4b67542-4e7d-4d08-b2c9-2ed1f63579a9,2258c927-901d-4283-8fd6-2ba80ba4c740,b29f3b73-f1f7-4de9-a5bb-83a20c69177a,81248421-48fa-4516-9177-82ded69206b1,40ca03c1-ea63-48c1-8a44-af2aefa271eb
tch_20200629-073759_26,70dbbc49-b9b1-11ea-840b-0242ac110002,std_1593398249714_26,class_20200629-073759_26,jDn4-3PNE,93d174ce-faf1-4a03-8a05-b958eb62d4d9,cd5d76ec-769b-47cc-911e-403defcfe24d,4e7a477f-5c90-489b-bf9e-8143d43d52be,570070ce-89b6-4c14-9388-b4ab2dbc44c5,fbd861bf-6114-4854-88cd-9f87714b52b2
tch_20200629-073759_38,72e0173c-b9b1-11ea-94cc-0242ac110002,std_1593398253102_38,class_20200629-073759_38,X4Lm-9ikG,ad73c491-3c44-4751-ace8-6082c4063e88,8ace564a-9397-4d93-8c26-5bbdf1fe8b02,7b10270f-7cb9-4930-b9bd-66c2405555a7,d947d347-970f-46f9-8d18-cebf3e244e29,e0f54f40-03c1-40bd-a81e-32884934df96
tch_20200629-073759_30,73d462b0-b9b1-11ea-840b-0242ac110002,std_1593398254716_30,class_20200629-073759_30,Diza-3Dae,38315b4c-40a8-4b88-bac5-aeeb569708ed,64b6f2cb-7845-4b13-bc99-b24f8f4e5d7f,3f77e6eb-7f11-4a89-ac5a-2da888d17579,35abbe7b-991c-4723-86d6-cf98c8709649,0f2d7236-081c-4ec9-8682-5c63630665a5
tch_20200629-073759_34,7668c908-b9b1-11ea-94cc-0242ac110002,std_1593398259020_34,class_20200629-073759_34,hLYe-ow6P,84f4ff4c-e582-4acd-b537-ceb84cf1ba13,ccea2142-35cd-4052-a397-b49694cb7772,9fad945c-94da-49be-a433-13b1f0b0d7c5,be0f0581-deee-423f-a3ed-50ae569fbe39,b8c1e2d2-0bbc-4b58-bc4c-ca257dca1829
