tch,col1,stdextuserid,col2
tch_20200629-073759_26,11e0658f-b9b1-11ea-840b-0242ac110002,std_1593398090369_26,4aecb6ce-c431-40e3-abe4-42629b0af724
tch_20200629-073759_28,57c045f8-b9b1-11ea-94cc-0242ac110002,std_1593398207591_28,38ef5b75-6eb9-4300-802a-160a5ea85514
tch_20200629-073759_27,2ebe6171-b9b1-11ea-840b-0242ac110002,std_1593398138783_27,f826f3ad-9ada-4240-b8ec-0a47ce3be977
tch_20200629-073759_28,4743152c-b9b1-11ea-840b-0242ac110002,std_1593398179939_28,38ef5b75-6eb9-4300-802a-160a5ea85514
tch_20200629-073759_27,1fb2257e-b9b1-11ea-840b-0242ac110002,std_1593398113540_27,f826f3ad-9ada-4240-b8ec-0a47ce3be977
tch_20200629-073759_28,37c15b34-b9b1-11ea-94cc-0242ac110002,std_1593398153926_28,38ef5b75-6eb9-4300-802a-160a5ea85514
tch_20200629-073759_28,26039499-b9b1-11ea-840b-0242ac110002,std_1593398124157_28,38ef5b75-6eb9-4300-802a-160a5ea85514
tch_20200629-073759_26,02fa4eec-b9b1-11ea-840b-0242ac110002,std_1593398065367_26,a7fd9db4-a17a-4db1-8eaf-c1ce5c7035c3
tch_20200629-073759_26,f382f5b7-b9b0-11ea-94cc-0242ac110002,std_1593398039390_26,a7fd9db4-a17a-4db1-8eaf-c1ce5c7035c3
tch_20200629-073759_26,e35d3341-b9b0-11ea-94cc-0242ac110002,std_1593398012312_26,a7fd9db4-a17a-4db1-8eaf-c1ce5c7035c3
tch_20200629-073759_27,0df56fb5-b9b1-11ea-840b-0242ac110002,std_1593398083782_27,af030391-a9de-4039-bdac-867e9668ac82
tch_20200629-073759_29,d88b01c3-b9b1-11ea-94cc-0242ac110002,std_1593398423677_29,19894fd2-0c9b-4fe7-bf11-c983abf28dc5
tch_20200629-073759_26,d515f4f7-b9b0-11ea-94cc-0242ac110002,std_1593397988375_26,a7fd9db4-a17a-4db1-8eaf-c1ce5c7035c3
tch_20200629-073759_27,ffd8eb68-b9b0-11ea-840b-0242ac110002,std_1593398060105_27,af030391-a9de-4039-bdac-867e9668ac82
tch_20200629-073759_28,15eaa2e8-b9b1-11ea-840b-0242ac110002,std_1593398097150_28,9dc4877a-c507-49d3-9e7a-e161e3a205c2
tch_20200629-073759_29,c93895f9-b9b1-11ea-840b-0242ac110002,std_1593398397982_29,19894fd2-0c9b-4fe7-bf11-c983abf28dc5
tch_20200629-073759_26,c41e1628-b9b0-11ea-94cc-0242ac110002,std_1593397959903_26,a7fd9db4-a17a-4db1-8eaf-c1ce5c7035c3
tch_20200629-073759_27,ee7af698-b9b0-11ea-840b-0242ac110002,std_1593398030980_27,af030391-a9de-4039-bdac-867e9668ac82
tch_20200629-073759_28,063ccfae-b9b1-11ea-840b-0242ac110002,std_1593398070819_28,9dc4877a-c507-49d3-9e7a-e161e3a205c2
tch_20200629-073759_29,ba5fc60b-b9b1-11ea-94cc-0242ac110002,std_1593398373043_29,19894fd2-0c9b-4fe7-bf11-c983abf28dc5
tch_20200629-073759_30,e07ab6fe-b9b1-11ea-840b-0242ac110002,std_1593398436987_30,6ef6c0d3-24a7-4665-aad3-dd3b5ab05402
tch_20200629-073759_27,de3047f9-b9b0-11ea-840b-0242ac110002,std_1593398003647_27,af030391-a9de-4039-bdac-867e9668ac82
tch_20200629-073759_28,f5c878ae-b9b0-11ea-840b-0242ac110002,std_1593398043228_28,9dc4877a-c507-49d3-9e7a-e161e3a205c2
tch_20200629-073759_29,a8f352be-b9b1-11ea-94cc-0242ac110002,std_1593398343810_29,19894fd2-0c9b-4fe7-bf11-c983abf28dc5
tch_20200629-073759_30,d1398861-b9b1-11ea-840b-0242ac110002,std_1593398411417_30,6ef6c0d3-24a7-4665-aad3-dd3b5ab05402
tch_20200629-073759_27,cffc1cca-b9b0-11ea-94cc-0242ac110002,std_1593397979824_27,af030391-a9de-4039-bdac-867e9668ac82
tch_20200629-073759_28,e6620f51-b9b0-11ea-840b-0242ac110002,std_1593398017353_28,9dc4877a-c507-49d3-9e7a-e161e3a205c2
tch_20200629-073759_29,99d75fe0-b9b1-11ea-840b-0242ac110002,std_1593398318470_29,19894fd2-0c9b-4fe7-bf11-c983abf28dc5
tch_20200629-073759_30,c1a1fd42-b9b1-11ea-94cc-0242ac110002,std_1593398385211_30,6ef6c0d3-24a7-4665-aad3-dd3b5ab05402
tch_20200629-073759_28,d5a38f31-b9b0-11ea-840b-0242ac110002,std_1593397989316_28,9dc4877a-c507-49d3-9e7a-e161e3a205c2
tch_20200629-073759_31,e95bf8ee-b9b1-11ea-840b-0242ac110002,std_1593398451901_31,223aa673-89e5-47c3-aecc-e0f4036a978e
tch_20200629-073759_30,b2241327-b9b1-11ea-840b-0242ac110002,std_1593398359249_30,6ef6c0d3-24a7-4665-aad3-dd3b5ab05402
tch_20200629-073759_26,b6b5c5d1-b9b0-11ea-840b-0242ac110002,std_1593397937413_26,5ad3ef4f-22c0-4d9d-88dc-7dc75c6dafa1
tch_20200629-073759_31,d9951f2f-b9b1-11ea-94cc-0242ac110002,std_1593398425418_31,223aa673-89e5-47c3-aecc-e0f4036a978e
tch_20200629-073759_30,a272bdbf-b9b1-11ea-840b-0242ac110002,std_1593398332925_30,6ef6c0d3-24a7-4665-aad3-dd3b5ab05402
tch_20200629-073759_26,a45d1e09-b9b0-11ea-94cc-0242ac110002,std_1593397906571_26,5ad3ef4f-22c0-4d9d-88dc-7dc75c6dafa1
tch_20200629-073759_31,c80b1244-b9b1-11ea-94cc-0242ac110002,std_1593398395928_31,223aa673-89e5-47c3-aecc-e0f4036a978e
tch_20200629-073759_27,bf40a990-b9b0-11ea-840b-0242ac110002,std_1593397951729_27,30117810-59aa-460e-9f28-9a914cb7e316
tch_20200629-073759_26,9451c1ce-b9b0-11ea-840b-0242ac110002,std_1593397879686_26,5ad3ef4f-22c0-4d9d-88dc-7dc75c6dafa1
tch_20200629-073759_29,8a9d357c-b9b1-11ea-94cc-0242ac110002,std_1593398292947_29,652fd6ce-8374-43dc-b124-c60edc1d227b
tch_20200629-073759_31,b7b76280-b9b1-11ea-840b-0242ac110002,std_1593398368605_31,223aa673-89e5-47c3-aecc-e0f4036a978e
tch_20200629-073759_27,af17da21-b9b0-11ea-840b-0242ac110002,std_1593397924623_27,30117810-59aa-460e-9f28-9a914cb7e316
tch_20200629-073759_28,c7053078-b9b0-11ea-840b-0242ac110002,std_1593397964780_28,10dfe7e1-69c3-4769-8125-3ac075acabaa
tch_20200629-073759_26,850bd85c-b9b0-11ea-840b-0242ac110002,std_1593397854100_26,5ad3ef4f-22c0-4d9d-88dc-7dc75c6dafa1
tch_20200629-073759_29,7883ba47-b9b1-11ea-840b-0242ac110002,std_1593398262568_29,652fd6ce-8374-43dc-b124-c60edc1d227b
tch_20200629-073759_31,a687d178-b9b1-11ea-94cc-0242ac110002,std_1593398339758_31,223aa673-89e5-47c3-aecc-e0f4036a978e
tch_20200629-073759_30,9554bd79-b9b1-11ea-94cc-0242ac110002,std_1593398310914_30,ccba50ee-a5b9-4b67-98a5-57e5de102659
tch_20200629-073759_27,9ff668d9-b9b0-11ea-840b-0242ac110002,std_1593397899251_27,30117810-59aa-460e-9f28-9a914cb7e316
tch_20200629-073759_28,b87d3f81-b9b0-11ea-94cc-0242ac110002,std_1593397940404_28,10dfe7e1-69c3-4769-8125-3ac075acabaa
tch_20200629-073759_26,74741a5b-b9b0-11ea-94cc-0242ac110002,std_1593397825966_26,5ad3ef4f-22c0-4d9d-88dc-7dc75c6dafa1
tch_20200629-073759_29,6716f90e-b9b1-11ea-840b-0242ac110002,std_1593398233277_29,652fd6ce-8374-43dc-b124-c60edc1d227b
tch_20200629-073759_30,83d75aca-b9b1-11ea-94cc-0242ac110002,std_1593398281557_30,ccba50ee-a5b9-4b67-98a5-57e5de102659
tch_20200629-073759_27,8f5bc51b-b9b0-11ea-94cc-0242ac110002,std_1593397871326_27,30117810-59aa-460e-9f28-9a914cb7e316
tch_20200629-073759_29,58d4006a-b9b1-11ea-94cc-0242ac110002,std_1593398209387_29,652fd6ce-8374-43dc-b124-c60edc1d227b
tch_20200629-073759_28,aa7728d8-b9b0-11ea-94cc-0242ac110002,std_1593397916866_28,10dfe7e1-69c3-4769-8125-3ac075acabaa
tch_20200629-073759_27,7ee5e661-b9b0-11ea-840b-0242ac110002,std_1593397843436_27,30117810-59aa-460e-9f28-9a914cb7e316
tch_20200629-073759_32,fa7ac127-b9b1-11ea-840b-0242ac110002,std_1593398480615_32,b3710548-f4bd-40a9-8779-af7bb9a6bf88
tch_20200629-073759_30,73d462b0-b9b1-11ea-840b-0242ac110002,std_1593398254716_30,ccba50ee-a5b9-4b67-98a5-57e5de102659
tch_20200629-073759_28,9a23c73d-b9b0-11ea-840b-0242ac110002,std_1593397889418_28,10dfe7e1-69c3-4769-8125-3ac075acabaa
tch_20200629-073759_29,4881140b-b9b1-11ea-840b-0242ac110002,std_1593398182014_29,652fd6ce-8374-43dc-b124-c60edc1d227b
tch_20200629-073759_32,eb1e1af6-b9b1-11ea-840b-0242ac110002,std_1593398454823_32,b3710548-f4bd-40a9-8779-af7bb9a6bf88
tch_20200629-073759_30,65ff46e2-b9b1-11ea-840b-0242ac110002,std_1593398231511_30,ccba50ee-a5b9-4b67-98a5-57e5de102659
tch_20200629-073759_31,97e33078-b9b1-11ea-840b-0242ac110002,std_1593398315203_31,13df9c3f-7ccd-4e93-b47a-d60441e529f3
tch_20200629-073759_28,8b00f5a8-b9b0-11ea-840b-0242ac110002,std_1593397863806_28,10dfe7e1-69c3-4769-8125-3ac075acabaa
tch_20200629-073759_32,dc559e62-b9b1-11ea-94cc-0242ac110002,std_1593398430023_32,b3710548-f4bd-40a9-8779-af7bb9a6bf88
tch_20200629-073759_30,580f29ed-b9b1-11ea-94cc-0242ac110002,std_1593398208101_30,ccba50ee-a5b9-4b67-98a5-57e5de102659
tch_20200629-073759_31,875c62fe-b9b1-11ea-94cc-0242ac110002,std_1593398287446_31,13df9c3f-7ccd-4e93-b47a-d60441e529f3
tch_20200629-073759_32,ce387e00-b9b1-11ea-94cc-0242ac110002,std_1593398406356_32,b3710548-f4bd-40a9-8779-af7bb9a6bf88
tch_20200629-073759_31,76748904-b9b1-11ea-94cc-0242ac110002,std_1593398259085_31,13df9c3f-7ccd-4e93-b47a-d60441e529f3
tch_20200629-073759_32,bcfd5455-b9b1-11ea-94cc-0242ac110002,std_1593398377450_32,b3710548-f4bd-40a9-8779-af7bb9a6bf88
tch_20200629-073759_29,375923a9-b9b1-11ea-840b-0242ac110002,std_1593398153207_29,83aa4e30-f730-48c7-bcb4-d2e85dff9193
tch_20200629-073759_33,058c75ff-b9b2-11ea-840b-0242ac110002,std_1593398499162_33,3ca46c61-9358-40f7-b467-1656bceb2d47
tch_20200629-073759_31,66112170-b9b1-11ea-840b-0242ac110002,std_1593398231570_31,13df9c3f-7ccd-4e93-b47a-d60441e529f3
tch_20200629-073759_31,57035f0a-b9b1-11ea-94cc-0242ac110002,std_1593398206369_31,13df9c3f-7ccd-4e93-b47a-d60441e529f3
tch_20200629-073759_29,26056962-b9b1-11ea-94cc-0242ac110002,std_1593398124144_29,83aa4e30-f730-48c7-bcb4-d2e85dff9193
tch_20200629-073759_33,f3e5e0f4-b9b1-11ea-94cc-0242ac110002,std_1593398469561_33,3ca46c61-9358-40f7-b467-1656bceb2d47
tch_20200629-073759_30,47a75522-b9b1-11ea-94cc-0242ac110002,std_1593398180572_30,7b4d50ab-6bb7-430b-8bf2-9c141d695dad
tch_20200629-073759_29,18e8796f-b9b1-11ea-840b-0242ac110002,std_1593398102168_29,83aa4e30-f730-48c7-bcb4-d2e85dff9193
tch_20200629-073759_33,e3761d91-b9b1-11ea-94cc-0242ac110002,std_1593398441997_33,3ca46c61-9358-40f7-b467-1656bceb2d47
tch_20200629-073759_30,3a6c08d9-b9b1-11ea-840b-0242ac110002,std_1593398158394_30,7b4d50ab-6bb7-430b-8bf2-9c141d695dad
tch_20200629-073759_29,09513c1b-b9b1-11ea-840b-0242ac110002,std_1593398075990_29,83aa4e30-f730-48c7-bcb4-d2e85dff9193
tch_20200629-073759_33,d31267d4-b9b1-11ea-840b-0242ac110002,std_1593398414504_33,3ca46c61-9358-40f7-b467-1656bceb2d47
tch_20200629-073759_32,adad58ba-b9b1-11ea-840b-0242ac110002,std_1593398351728_32,d927b316-fefd-470b-a044-0d5d20f5bd5a
tch_20200629-073759_30,27bd040e-b9b1-11ea-94cc-0242ac110002,std_1593398127052_30,7b4d50ab-6bb7-430b-8bf2-9c141d695dad
tch_20200629-073759_29,f8d9d7e4-b9b0-11ea-840b-0242ac110002,std_1593398048386_29,83aa4e30-f730-48c7-bcb4-d2e85dff9193
tch_20200629-073759_33,c1823fd8-b9b1-11ea-94cc-0242ac110002,std_1593398385019_33,3ca46c61-9358-40f7-b467-1656bceb2d47
tch_20200629-073759_32,9d86368b-b9b1-11ea-840b-0242ac110002,std_1593398324643_32,d927b316-fefd-470b-a044-0d5d20f5bd5a
tch_20200629-073759_31,464a5df3-b9b1-11ea-840b-0242ac110002,std_1593398178317_31,d0910fac-dfb1-40f2-b0f6-d35406e69bda
tch_20200629-073759_30,184471fb-b9b1-11ea-840b-0242ac110002,std_1593398101083_30,7b4d50ab-6bb7-430b-8bf2-9c141d695dad
tch_20200629-073759_32,8b7a4fb8-b9b1-11ea-94cc-0242ac110002,std_1593398294376_32,d927b316-fefd-470b-a044-0d5d20f5bd5a
tch_20200629-073759_30,071f1a39-b9b1-11ea-840b-0242ac110002,std_1593398072330_30,7b4d50ab-6bb7-430b-8bf2-9c141d695dad
tch_20200629-073759_31,364569f8-b9b1-11ea-840b-0242ac110002,std_1593398151429_31,d0910fac-dfb1-40f2-b0f6-d35406e69bda
tch_20200629-073759_32,7cf5453b-b9b1-11ea-840b-0242ac110002,std_1593398270029_32,d927b316-fefd-470b-a044-0d5d20f5bd5a
tch_20200629-073759_31,270d6350-b9b1-11ea-840b-0242ac110002,std_1593398125899_31,d0910fac-dfb1-40f2-b0f6-d35406e69bda
tch_20200629-073759_29,e89fa35a-b9b0-11ea-840b-0242ac110002,std_1593398021128_29,2f346946-68c0-4fd8-ab05-49bde207d7b6
tch_20200629-073759_33,b114029c-b9b1-11ea-94cc-0242ac110002,std_1593398357462_33,881c46d6-3a7b-4a40-b4f3-9cdeff56b7a9
tch_20200629-073759_31,18d8e935-b9b1-11ea-94cc-0242ac110002,std_1593398102057_31,d0910fac-dfb1-40f2-b0f6-d35406e69bda
tch_20200629-073759_32,6df76070-b9b1-11ea-840b-0242ac110002,std_1593398244865_32,d927b316-fefd-470b-a044-0d5d20f5bd5a
tch_20200629-073759_29,d755d349-b9b0-11ea-840b-0242ac110002,std_1593397992149_29,2f346946-68c0-4fd8-ab05-49bde207d7b6
tch_20200629-073759_33,a283ae0e-b9b1-11ea-840b-0242ac110002,std_1593398333025_33,881c46d6-3a7b-4a40-b4f3-9cdeff56b7a9
tch_20200629-073759_31,0816c02a-b9b1-11ea-94cc-0242ac110002,std_1593398073943_31,d0910fac-dfb1-40f2-b0f6-d35406e69bda
tch_20200629-073759_29,c65037b2-b9b0-11ea-94cc-0242ac110002,std_1593397963573_29,2f346946-68c0-4fd8-ab05-49bde207d7b6
tch_20200629-073759_33,94b08e5a-b9b1-11ea-94cc-0242ac110002,std_1593398309796_33,881c46d6-3a7b-4a40-b4f3-9cdeff56b7a9
tch_20200629-073759_30,f5eaf539-b9b0-11ea-840b-0242ac110002,std_1593398043442_30,99ea72a3-2913-4683-b774-029ae3d50c47
tch_20200629-073759_29,b5f1b2f4-b9b0-11ea-94cc-0242ac110002,std_1593397936125_29,2f346946-68c0-4fd8-ab05-49bde207d7b6
tch_20200629-073759_33,86055e0c-b9b1-11ea-840b-0242ac110002,std_1593398285197_33,881c46d6-3a7b-4a40-b4f3-9cdeff56b7a9
tch_20200629-073759_30,e65cde67-b9b0-11ea-94cc-0242ac110002,std_1593398017321_30,99ea72a3-2913-4683-b774-029ae3d50c47
tch_20200629-073759_29,a4fa2152-b9b0-11ea-840b-0242ac110002,std_1593397907404_29,2f346946-68c0-4fd8-ab05-49bde207d7b6
tch_20200629-073759_33,77459430-b9b1-11ea-94cc-0242ac110002,std_1593398260481_33,881c46d6-3a7b-4a40-b4f3-9cdeff56b7a9
tch_20200629-073759_32,60538ee4-b9b1-11ea-840b-0242ac110002,std_1593398221985_32,2c25ab4c-e6e5-4ff9-93f8-0a08fe9825c6
tch_20200629-073759_30,d4d4a667-b9b0-11ea-94cc-0242ac110002,std_1593397987961_30,99ea72a3-2913-4683-b774-029ae3d50c47
tch_20200629-073759_32,517edd9d-b9b1-11ea-94cc-0242ac110002,std_1593398197102_32,2c25ab4c-e6e5-4ff9-93f8-0a08fe9825c6
tch_20200629-073759_31,f9d15736-b9b0-11ea-94cc-0242ac110002,std_1593398050002_31,c885856b-b600-42e8-b1fa-ea14c9db2cfe
tch_20200629-073759_30,c5b2bf87-b9b0-11ea-94cc-0242ac110002,std_1593397962527_30,99ea72a3-2913-4683-b774-029ae3d50c47
tch_20200629-073759_31,eadac625-b9b0-11ea-840b-0242ac110002,std_1593398024905_31,c885856b-b600-42e8-b1fa-ea14c9db2cfe
tch_20200629-073759_34,2d798fe6-b9b2-11ea-840b-0242ac110002,std_1593398566182_34,1176fc7e-4113-4934-ad56-e79eea5e7d74
tch_20200629-073759_32,44146b33-b9b1-11ea-94cc-0242ac110002,std_1593398174584_32,2c25ab4c-e6e5-4ff9-93f8-0a08fe9825c6
tch_20200629-073759_30,b48f3c29-b9b0-11ea-94cc-0242ac110002,std_1593397933526_30,99ea72a3-2913-4683-b774-029ae3d50c47
tch_20200629-073759_31,d8b1e0da-b9b0-11ea-94cc-0242ac110002,std_1593397994417_31,c885856b-b600-42e8-b1fa-ea14c9db2cfe
tch_20200629-073759_34,1bfe503e-b9b2-11ea-94cc-0242ac110002,std_1593398536832_34,1176fc7e-4113-4934-ad56-e79eea5e7d74
tch_20200629-073759_32,343c04c6-b9b1-11ea-94cc-0242ac110002,std_1593398148023_32,2c25ab4c-e6e5-4ff9-93f8-0a08fe9825c6
tch_20200629-073759_31,c87d9f21-b9b0-11ea-840b-0242ac110002,std_1593397967248_31,c885856b-b600-42e8-b1fa-ea14c9db2cfe
tch_20200629-073759_33,6a201a89-b9b1-11ea-840b-0242ac110002,std_1593398238418_33,4e75e9b0-8991-4302-b98a-caf6b5f02ec7
tch_20200629-073759_34,0b9d5a00-b9b2-11ea-840b-0242ac110002,std_1593398509378_34,1176fc7e-4113-4934-ad56-e79eea5e7d74
tch_20200629-073759_32,24bc957c-b9b1-11ea-94cc-0242ac110002,std_1593398121955_32,2c25ab4c-e6e5-4ff9-93f8-0a08fe9825c6
tch_20200629-073759_31,b7f5c04b-b9b0-11ea-94cc-0242ac110002,std_1593397939210_31,c885856b-b600-42e8-b1fa-ea14c9db2cfe
tch_20200629-073759_33,5bf53dc6-b9b1-11ea-94cc-0242ac110002,std_1593398214661_33,4e75e9b0-8991-4302-b98a-caf6b5f02ec7
tch_20200629-073759_34,fa619357-b9b1-11ea-840b-0242ac110002,std_1593398480435_34,1176fc7e-4113-4934-ad56-e79eea5e7d74
tch_20200629-073759_33,4c44d2ca-b9b1-11ea-94cc-0242ac110002,std_1593398188330_33,4e75e9b0-8991-4302-b98a-caf6b5f02ec7
tch_20200629-073759_34,ea31e5ef-b9b1-11ea-94cc-0242ac110002,std_1593398453266_34,1176fc7e-4113-4934-ad56-e79eea5e7d74
tch_20200629-073759_33,3b85dd2e-b9b1-11ea-840b-0242ac110002,std_1593398160237_33,4e75e9b0-8991-4302-b98a-caf6b5f02ec7
tch_20200629-073759_35,3d69ea8b-b9b2-11ea-94cc-0242ac110002,std_1593398592871_35,eeb25acf-0708-4303-8f74-00a8e97b83b0
tch_20200629-073759_33,2b370f3e-b9b1-11ea-840b-0242ac110002,std_1593398132877_33,4e75e9b0-8991-4302-b98a-caf6b5f02ec7
tch_20200629-073759_35,2f901391-b9b2-11ea-840b-0242ac110002,std_1593398569660_35,eeb25acf-0708-4303-8f74-00a8e97b83b0
tch_20200629-073759_32,167508ee-b9b1-11ea-94cc-0242ac110002,std_1593398098051_32,53149d88-f5b0-4cc0-9c39-3103ec15dc64
tch_20200629-073759_35,21535d66-b9b2-11ea-94cc-0242ac110002,std_1593398545762_35,eeb25acf-0708-4303-8f74-00a8e97b83b0
tch_20200629-073759_32,07442e0f-b9b1-11ea-94cc-0242ac110002,std_1593398072532_32,53149d88-f5b0-4cc0-9c39-3103ec15dc64
tch_20200629-073759_34,d93dd793-b9b1-11ea-840b-0242ac110002,std_1593398424864_34,efd5297a-66dd-4cf9-9f56-0afc6da2b335
tch_20200629-073759_35,120adb2d-b9b2-11ea-840b-0242ac110002,std_1593398520151_35,eeb25acf-0708-4303-8f74-00a8e97b83b0
tch_20200629-073759_34,c8d58e47-b9b1-11ea-94cc-0242ac110002,std_1593398397226_34,efd5297a-66dd-4cf9-9f56-0afc6da2b335
tch_20200629-073759_32,f5f9736e-b9b0-11ea-840b-0242ac110002,std_1593398043562_32,53149d88-f5b0-4cc0-9c39-3103ec15dc64
tch_20200629-073759_35,02b190bf-b9b2-11ea-94cc-0242ac110002,std_1593398494386_35,eeb25acf-0708-4303-8f74-00a8e97b83b0
tch_20200629-073759_33,1b86a450-b9b1-11ea-840b-0242ac110002,std_1593398106505_33,754f10ed-ef5d-4b23-96e2-80c8d8f82b26
tch_20200629-073759_34,b7daef7f-b9b1-11ea-840b-0242ac110002,std_1593398368844_34,efd5297a-66dd-4cf9-9f56-0afc6da2b335
tch_20200629-073759_36,4bf8b89a-b9b2-11ea-94cc-0242ac110002,std_1593398617320_36,90fdcae4-da0f-4a3c-af9f-ecda7d6c7854
tch_20200629-073759_32,e41addda-b9b0-11ea-94cc-0242ac110002,std_1593398013540_32,53149d88-f5b0-4cc0-9c39-3103ec15dc64
tch_20200629-073759_33,0ac342d5-b9b1-11ea-840b-0242ac110002,std_1593398078418_33,754f10ed-ef5d-4b23-96e2-80c8d8f82b26
tch_20200629-073759_34,a5aefdbe-b9b1-11ea-94cc-0242ac110002,std_1593398338363_34,efd5297a-66dd-4cf9-9f56-0afc6da2b335
tch_20200629-073759_36,3bdc6c23-b9b2-11ea-840b-0242ac110002,std_1593398590303_36,90fdcae4-da0f-4a3c-af9f-ecda7d6c7854
tch_20200629-073759_32,d52696ed-b9b0-11ea-840b-0242ac110002,std_1593397988220_32,53149d88-f5b0-4cc0-9c39-3103ec15dc64
tch_20200629-073759_33,fb171cc4-b9b0-11ea-840b-0242ac110002,std_1593398052129_33,754f10ed-ef5d-4b23-96e2-80c8d8f82b26
tch_20200629-073759_34,95c86671-b9b1-11ea-840b-0242ac110002,std_1593398311614_34,efd5297a-66dd-4cf9-9f56-0afc6da2b335
tch_20200629-073759_36,2cb5a3ba-b9b2-11ea-94cc-0242ac110002,std_1593398564878_36,90fdcae4-da0f-4a3c-af9f-ecda7d6c7854
tch_20200629-073759_33,ec29db5b-b9b0-11ea-840b-0242ac110002,std_1593398027092_33,754f10ed-ef5d-4b23-96e2-80c8d8f82b26
tch_20200629-073759_36,1acf93b0-b9b2-11ea-94cc-0242ac110002,std_1593398534811_36,90fdcae4-da0f-4a3c-af9f-ecda7d6c7854
tch_20200629-073759_35,f196991b-b9b1-11ea-94cc-0242ac110002,std_1593398465681_35,77a200cb-0e5c-451e-b37f-c83e6f367a26
tch_20200629-073759_33,def9b248-b9b0-11ea-840b-0242ac110002,std_1593398004694_33,754f10ed-ef5d-4b23-96e2-80c8d8f82b26
tch_20200629-073759_36,0c7c4834-b9b2-11ea-840b-0242ac110002,std_1593398510828_36,90fdcae4-da0f-4a3c-af9f-ecda7d6c7854
tch_20200629-073759_35,e1b421c3-b9b1-11ea-840b-0242ac110002,std_1593398439031_35,77a200cb-0e5c-451e-b37f-c83e6f367a26
tch_20200629-073759_37,5664df4d-b9b2-11ea-94cc-0242ac110002,std_1593398634802_37,d9e6b518-d0ca-4c73-8b4c-0c2b394a6181
tch_20200629-073759_35,d1454864-b9b1-11ea-94cc-0242ac110002,std_1593398411422_35,77a200cb-0e5c-451e-b37f-c83e6f367a26
tch_20200629-073759_37,473a46b8-b9b2-11ea-840b-0242ac110002,std_1593398609356_37,d9e6b518-d0ca-4c73-8b4c-0c2b394a6181
tch_20200629-073759_34,84ece960-b9b1-11ea-840b-0242ac110002,std_1593398283392_34,fee9e247-f911-43bb-b65a-14fe52b16680
tch_20200629-073759_35,c2eb1f22-b9b1-11ea-94cc-0242ac110002,std_1593398387394_35,77a200cb-0e5c-451e-b37f-c83e6f367a26
tch_20200629-073759_35,b26625e2-b9b1-11ea-840b-0242ac110002,std_1593398359683_35,77a200cb-0e5c-451e-b37f-c83e6f367a26
tch_20200629-073759_37,372fd4c9-b9b2-11ea-840b-0242ac110002,std_1593398582447_37,d9e6b518-d0ca-4c73-8b4c-0c2b394a6181
tch_20200629-073759_34,7668c908-b9b1-11ea-94cc-0242ac110002,std_1593398259020_34,fee9e247-f911-43bb-b65a-14fe52b16680
tch_20200629-073759_36,fb8b1f8e-b9b1-11ea-840b-0242ac110002,std_1593398482385_36,d08d9de8-4ae8-49b4-b029-0aff7bda8c2a
tch_20200629-073759_34,65683730-b9b1-11ea-840b-0242ac110002,std_1593398230504_34,fee9e247-f911-43bb-b65a-14fe52b16680
tch_20200629-073759_37,26776ea7-b9b2-11ea-94cc-0242ac110002,std_1593398554410_37,d9e6b518-d0ca-4c73-8b4c-0c2b394a6181
tch_20200629-073759_37,154fcdad-b9b2-11ea-840b-0242ac110002,std_1593398525626_37,d9e6b518-d0ca-4c73-8b4c-0c2b394a6181
tch_20200629-073759_34,576b96fc-b9b1-11ea-840b-0242ac110002,std_1593398207050_34,fee9e247-f911-43bb-b65a-14fe52b16680
tch_20200629-073759_36,eda4c643-b9b1-11ea-94cc-0242ac110002,std_1593398459058_36,d08d9de8-4ae8-49b4-b029-0aff7bda8c2a
tch_20200629-073759_35,a3978eae-b9b1-11ea-94cc-0242ac110002,std_1593398334841_35,6a0a510f-7a2b-4b06-893d-7df7d8ee78f2
tch_20200629-073759_34,4656e043-b9b1-11ea-840b-0242ac110002,std_1593398178396_34,fee9e247-f911-43bb-b65a-14fe52b16680
tch_20200629-073759_36,dffd70d6-b9b1-11ea-840b-0242ac110002,std_1593398436166_36,d08d9de8-4ae8-49b4-b029-0aff7bda8c2a
tch_20200629-073759_35,921f34ec-b9b1-11ea-840b-0242ac110002,std_1593398305534_35,6a0a510f-7a2b-4b06-893d-7df7d8ee78f2
tch_20200629-073759_36,d082e373-b9b1-11ea-840b-0242ac110002,std_1593398410182_36,d08d9de8-4ae8-49b4-b029-0aff7bda8c2a
tch_20200629-073759_35,81b9ab31-b9b1-11ea-94cc-0242ac110002,std_1593398278007_35,6a0a510f-7a2b-4b06-893d-7df7d8ee78f2
tch_20200629-073759_37,06c2ac4e-b9b2-11ea-840b-0242ac110002,std_1593398501215_37,0a319dd7-4eff-40b9-aba5-9c92febb0aec
tch_20200629-073759_36,c025969c-b9b1-11ea-94cc-0242ac110002,std_1593398382757_36,d08d9de8-4ae8-49b4-b029-0aff7bda8c2a
tch_20200629-073759_35,70f75a35-b9b1-11ea-94cc-0242ac110002,std_1593398249907_35,6a0a510f-7a2b-4b06-893d-7df7d8ee78f2
tch_20200629-073759_37,f883f9a6-b9b1-11ea-94cc-0242ac110002,std_1593398477314_37,0a319dd7-4eff-40b9-aba5-9c92febb0aec
tch_20200629-073759_35,5e75a73d-b9b1-11ea-840b-0242ac110002,std_1593398218867_35,6a0a510f-7a2b-4b06-893d-7df7d8ee78f2
