teacher,columnname,stdextuserid,colname2
tch_20200628-214431_22,7d70e8b3-b95d-11ea-94cc-0242ac110002,std_1593362193060_22,ed9ed68b-7a19-4e04-879d-64ab3d868230
tch_20200628-214431_26,9e76a03b-b95e-11ea-94cc-0242ac110002,std_1593362677957_26,cb9fca64-29b0-4dfa-8889-9a8a22de2399
tch_20200628-214431_23,a774fbc7-b95d-11ea-94cc-0242ac110002,std_1593362263511_23,0b3c82f8-85c2-4090-adf4-249599d4d2b6
tch_20200628-214431_25,ed295fb7-b95d-11ea-840b-0242ac110002,std_1593362380504_25,7d5ccc36-da50-478f-9c93-278736464fed
tch_20200628-214431_22,6d7df5f5-b95d-11ea-840b-0242ac110002,std_1593362166315_22,ed9ed68b-7a19-4e04-879d-64ab3d868230
tch_20200628-214431_26,8f4f895a-b95e-11ea-840b-0242ac110002,std_1593362652553_26,cb9fca64-29b0-4dfa-8889-9a8a22de2399
tch_20200628-214431_22,5d0818cc-b95d-11ea-94cc-0242ac110002,std_1593362138626_22,ed9ed68b-7a19-4e04-879d-64ab3d868230
tch_20200628-214431_23,97e62258-b95d-11ea-94cc-0242ac110002,std_1593362237437_23,0b3c82f8-85c2-4090-adf4-249599d4d2b6
tch_20200628-214431_25,dd7830d7-b95d-11ea-94cc-0242ac110002,std_1593362354137_25,7d5ccc36-da50-478f-9c93-278736464fed
tch_20200628-214431_24,e8c6a11f-b95d-11ea-94cc-0242ac110002,std_1593362373135_24,bbef53a2-bd9b-4512-885b-295fc19a8227
tch_20200628-214431_26,7edae3e3-b95e-11ea-840b-0242ac110002,std_1593362624928_26,cb9fca64-29b0-4dfa-8889-9a8a22de2399
tch_20200628-214431_22,4d8c03fb-b95d-11ea-840b-0242ac110002,std_1593362112710_22,ed9ed68b-7a19-4e04-879d-64ab3d868230
tch_20200628-214431_24,d79d523b-b95d-11ea-840b-0242ac110002,std_1593362344360_24,bbef53a2-bd9b-4512-885b-295fc19a8227
tch_20200628-214431_25,cb61c265-b95d-11ea-94cc-0242ac110002,std_1593362323830_25,7d5ccc36-da50-478f-9c93-278736464fed
tch_20200628-214431_26,6e607190-b95e-11ea-840b-0242ac110002,std_1593362597285_26,cb9fca64-29b0-4dfa-8889-9a8a22de2399
tch_20200628-214431_22,3d3fcd8c-b95d-11ea-840b-0242ac110002,std_1593362085089_22,ed9ed68b-7a19-4e04-879d-64ab3d868230
tch_20200628-214431_25,bcfc4e32-b95d-11ea-94cc-0242ac110002,std_1593362299678_25,7d5ccc36-da50-478f-9c93-278736464fed
tch_20200628-214431_24,ca265bfe-b95d-11ea-840b-0242ac110002,std_1593362321764_24,bbef53a2-bd9b-4512-885b-295fc19a8227
tch_20200628-214431_27,bfc7d474-b95e-11ea-840b-0242ac110002,std_1593362733870_27,e4c69ac2-2c51-43be-9eaa-d260349f1b3c
tch_20200628-214431_25,ada3518f-b95d-11ea-840b-0242ac110002,std_1593362273909_25,7d5ccc36-da50-478f-9c93-278736464fed
tch_20200628-214431_24,b9a756c4-b95d-11ea-840b-0242ac110002,std_1593362294020_24,bbef53a2-bd9b-4512-885b-295fc19a8227
tch_20200628-214431_28,bf865f1d-b95e-11ea-94cc-0242ac110002,std_1593362733386_28,4f23a933-54ff-4a04-8bea-b4bf6559314c
tch_20200628-214431_23,868547bb-b95d-11ea-94cc-0242ac110002,std_1593362208299_23,08200747-87c1-4804-8006-af33cdd1cb35
tch_20200628-214431_27,afd38258-b95e-11ea-840b-0242ac110002,std_1593362707084_27,e4c69ac2-2c51-43be-9eaa-d260349f1b3c
tch_20200628-214431_24,aabad71f-b95d-11ea-840b-0242ac110002,std_1593362269038_24,bbef53a2-bd9b-4512-885b-295fc19a8227
tch_20200628-214431_28,b09b3f06-b95e-11ea-840b-0242ac110002,std_1593362708416_28,4f23a933-54ff-4a04-8bea-b4bf6559314c
tch_20200628-214431_23,769429bd-b95d-11ea-94cc-0242ac110002,std_1593362181479_23,08200747-87c1-4804-8006-af33cdd1cb35
tch_20200628-214431_27,9ff2b872-b95e-11ea-94cc-0242ac110002,std_1593362680453_27,e4c69ac2-2c51-43be-9eaa-d260349f1b3c
tch_20200628-214431_26,601fea55-b95e-11ea-840b-0242ac110002,std_1593362573385_26,52ca8e1a-2463-4a76-b5d6-913c63e45883
tch_20200628-214431_28,a14417c7-b95e-11ea-840b-0242ac110002,std_1593362682672_28,4f23a933-54ff-4a04-8bea-b4bf6559314c
tch_20200628-214431_23,65f085d0-b95d-11ea-840b-0242ac110002,std_1593362153633_23,08200747-87c1-4804-8006-af33cdd1cb35
tch_20200628-214431_27,8dc789cd-b95e-11ea-94cc-0242ac110002,std_1593362649954_27,e4c69ac2-2c51-43be-9eaa-d260349f1b3c
tch_20200628-214431_26,4e4f5e2e-b95e-11ea-840b-0242ac110002,std_1593362543492_26,52ca8e1a-2463-4a76-b5d6-913c63e45883
tch_20200628-214431_28,91cfa49c-b95e-11ea-840b-0242ac110002,std_1593362656744_28,4f23a933-54ff-4a04-8bea-b4bf6559314c
tch_20200628-214431_23,5672ea6c-b95d-11ea-840b-0242ac110002,std_1593362127635_23,08200747-87c1-4804-8006-af33cdd1cb35
tch_20200628-214431_25,9c45ab7a-b95d-11ea-94cc-0242ac110002,std_1593362244789_25,9fdc48cc-a51f-45ad-b7fe-a776889a19b6
tch_20200628-214431_27,7deb7a63-b95e-11ea-94cc-0242ac110002,std_1593362623362_27,e4c69ac2-2c51-43be-9eaa-d260349f1b3c
tch_20200628-214431_26,3f4a755b-b95e-11ea-94cc-0242ac110002,std_1593362518255_26,52ca8e1a-2463-4a76-b5d6-913c63e45883
tch_20200628-214431_28,830bbb8d-b95e-11ea-94cc-0242ac110002,std_1593362631950_28,4f23a933-54ff-4a04-8bea-b4bf6559314c
tch_20200628-214431_24,990a56a2-b95d-11ea-840b-0242ac110002,std_1593362239353_24,50622ea1-0665-4467-b4b8-403e0c74e2e8
tch_20200628-214431_23,45cc5ea1-b95d-11ea-94cc-0242ac110002,std_1593362099415_23,08200747-87c1-4804-8006-af33cdd1cb35
tch_20200628-214431_25,8bdf367f-b95d-11ea-840b-0242ac110002,std_1593362217287_25,9fdc48cc-a51f-45ad-b7fe-a776889a19b6
tch_20200628-214431_26,30e13084-b95e-11ea-94cc-0242ac110002,std_1593362494116_26,52ca8e1a-2463-4a76-b5d6-913c63e45883
tch_20200628-214431_24,8a05201a-b95d-11ea-840b-0242ac110002,std_1593362214175_24,50622ea1-0665-4467-b4b8-403e0c74e2e8
tch_20200628-214431_25,7c1b1c88-b95d-11ea-94cc-0242ac110002,std_1593362190799_25,9fdc48cc-a51f-45ad-b7fe-a776889a19b6
tch_20200628-214431_26,216087cf-b95e-11ea-94cc-0242ac110002,std_1593362468086_26,52ca8e1a-2463-4a76-b5d6-913c63e45883
tch_20200628-214431_24,79b1e47d-b95d-11ea-94cc-0242ac110002,std_1593362186783_24,50622ea1-0665-4467-b4b8-403e0c74e2e8
tch_20200628-214431_25,6c3e22d1-b95d-11ea-840b-0242ac110002,std_1593362164224_25,9fdc48cc-a51f-45ad-b7fe-a776889a19b6
tch_20200628-214431_29,d35441bb-b95e-11ea-94cc-0242ac110002,std_1593362766651_29,00bdd2ea-14fc-4925-a5a2-340b790564df
tch_20200628-214431_27,6d4b7f00-b95e-11ea-840b-0242ac110002,std_1593362595476_27,b1c18f39-aca2-44a2-be7a-1d50b497a0dd
tch_20200628-214431_24,67f94d9a-b95d-11ea-840b-0242ac110002,std_1593362157027_24,50622ea1-0665-4467-b4b8-403e0c74e2e8
tch_20200628-214431_28,743e3740-b95e-11ea-94cc-0242ac110002,std_1593362607120_28,62022d18-b401-4f47-8fa2-43b83fd1f510
tch_20200628-214431_25,5c6b8a71-b95d-11ea-840b-0242ac110002,std_1593362137405_25,9fdc48cc-a51f-45ad-b7fe-a776889a19b6
tch_20200628-214431_29,c49ae046-b95e-11ea-840b-0242ac110002,std_1593362741961_29,00bdd2ea-14fc-4925-a5a2-340b790564df
tch_20200628-214431_24,57a2deb0-b95d-11ea-94cc-0242ac110002,std_1593362129354_24,50622ea1-0665-4467-b4b8-403e0c74e2e8
tch_20200628-214431_27,5e19ba33-b95e-11ea-840b-0242ac110002,std_1593362569982_27,b1c18f39-aca2-44a2-be7a-1d50b497a0dd
tch_20200628-214431_28,645137b0-b95e-11ea-840b-0242ac110002,std_1593362580396_28,62022d18-b401-4f47-8fa2-43b83fd1f510
tch_20200628-214431_29,b3962f9c-b95e-11ea-840b-0242ac110002,std_1593362713393_29,00bdd2ea-14fc-4925-a5a2-340b790564df
tch_20200628-214431_27,4e2911fc-b95e-11ea-840b-0242ac110002,std_1593362543222_27,b1c18f39-aca2-44a2-be7a-1d50b497a0dd
tch_20200628-214431_28,5692b13b-b95e-11ea-840b-0242ac110002,std_1593362557353_28,62022d18-b401-4f47-8fa2-43b83fd1f510
tch_20200628-214431_29,a3dfa9e7-b95e-11ea-840b-0242ac110002,std_1593362687035_29,00bdd2ea-14fc-4925-a5a2-340b790564df
tch_20200628-214431_26,11e731c2-b95e-11ea-94cc-0242ac110002,std_1593362442113_26,63977b68-2414-4451-b98c-18b153acb3ca
tch_20200628-214431_27,3e913724-b95e-11ea-840b-0242ac110002,std_1593362517050_27,b1c18f39-aca2-44a2-be7a-1d50b497a0dd
tch_20200628-214431_28,47697765-b95e-11ea-840b-0242ac110002,std_1593362531925_28,62022d18-b401-4f47-8fa2-43b83fd1f510
tch_20200628-214431_29,9190c638-b95e-11ea-840b-0242ac110002,std_1593362656336_29,00bdd2ea-14fc-4925-a5a2-340b790564df
tch_20200628-214431_26,00bcf808-b95e-11ea-94cc-0242ac110002,std_1593362413354_26,63977b68-2414-4451-b98c-18b153acb3ca
tch_20200628-214431_27,2f536493-b95e-11ea-94cc-0242ac110002,std_1593362491488_27,b1c18f39-aca2-44a2-be7a-1d50b497a0dd
tch_20200628-214431_28,37249569-b95e-11ea-840b-0242ac110002,std_1593362504617_28,62022d18-b401-4f47-8fa2-43b83fd1f510
tch_20200628-214431_26,f1140745-b95d-11ea-94cc-0242ac110002,std_1593362387077_26,63977b68-2414-4451-b98c-18b153acb3ca
tch_20200628-214431_26,e144f062-b95d-11ea-840b-0242ac110002,std_1593362360537_26,63977b68-2414-4451-b98c-18b153acb3ca
tch_20200628-214431_26,d1a74a1c-b95d-11ea-94cc-0242ac110002,std_1593362334323_26,63977b68-2414-4451-b98c-18b153acb3ca
tch_20200628-214431_29,82cc41b0-b95e-11ea-94cc-0242ac110002,std_1593362631509_29,39effe63-bf82-42b4-8b35-6d1ef681d71b
tch_20200628-214431_27,214a4020-b95e-11ea-94cc-0242ac110002,std_1593362467973_27,c54db582-1257-4a6b-93f5-82bfdfb29a74
tch_20200628-214431_28,29db3e61-b95e-11ea-94cc-0242ac110002,std_1593362482320_28,d8875a7b-5b35-4fef-b859-e34ac706cb73
tch_20200628-214431_29,738a01ea-b95e-11ea-840b-0242ac110002,std_1593362605949_29,39effe63-bf82-42b4-8b35-6d1ef681d71b
tch_20200628-214431_27,1216f4fc-b95e-11ea-840b-0242ac110002,std_1593362442445_27,c54db582-1257-4a6b-93f5-82bfdfb29a74
tch_20200628-214431_28,19dfc103-b95e-11ea-94cc-0242ac110002,std_1593362455517_28,d8875a7b-5b35-4fef-b859-e34ac706cb73
tch_20200628-214431_29,61fa7673-b95e-11ea-94cc-0242ac110002,std_1593362576491_29,39effe63-bf82-42b4-8b35-6d1ef681d71b
tch_20200628-214431_27,022fe995-b95e-11ea-94cc-0242ac110002,std_1593362415742_27,c54db582-1257-4a6b-93f5-82bfdfb29a74
tch_20200628-214431_28,09fb2673-b95e-11ea-94cc-0242ac110002,std_1593362428858_28,d8875a7b-5b35-4fef-b859-e34ac706cb73
tch_20200628-214431_29,512efe73-b95e-11ea-94cc-0242ac110002,std_1593362548279_29,39effe63-bf82-42b4-8b35-6d1ef681d71b
tch_20200628-214431_26,bfc977e1-b95d-11ea-840b-0242ac110002,std_1593362304374_26,69c784a4-e797-4b72-8f91-678cde62c32c
tch_20200628-214431_27,f3e0e28a-b95d-11ea-94cc-0242ac110002,std_1593362391770_27,c54db582-1257-4a6b-93f5-82bfdfb29a74
tch_20200628-214431_30,f4fc21ab-b95e-11ea-94cc-0242ac110002,std_1593362823113_30,0ba618a7-a038-4be3-a742-ba805e136dc1
tch_20200628-214431_28,fb679cba-b95d-11ea-840b-0242ac110002,std_1593362404413_28,d8875a7b-5b35-4fef-b859-e34ac706cb73
tch_20200628-214431_29,43cbde9a-b95e-11ea-94cc-0242ac110002,std_1593362525798_29,39effe63-bf82-42b4-8b35-6d1ef681d71b
tch_20200628-214431_26,aed4cc5d-b95d-11ea-94cc-0242ac110002,std_1593362275876_26,69c784a4-e797-4b72-8f91-678cde62c32c
tch_20200628-214431_27,e517f13a-b95d-11ea-840b-0242ac110002,std_1593362366971_27,c54db582-1257-4a6b-93f5-82bfdfb29a74
tch_20200628-214431_30,e55a5be2-b95e-11ea-840b-0242ac110002,std_1593362796902_30,0ba618a7-a038-4be3-a742-ba805e136dc1
tch_20200628-214431_28,ed24f25a-b95d-11ea-94cc-0242ac110002,std_1593362380460_28,d8875a7b-5b35-4fef-b859-e34ac706cb73
tch_20200628-214431_26,9d8e0a8f-b95d-11ea-94cc-0242ac110002,std_1593362246928_26,69c784a4-e797-4b72-8f91-678cde62c32c
tch_20200628-214431_30,d67c8314-b95e-11ea-840b-0242ac110002,std_1593362771948_30,0ba618a7-a038-4be3-a742-ba805e136dc1
tch_20200628-214431_26,8ec0fa51-b95d-11ea-840b-0242ac110002,std_1593362222117_26,69c784a4-e797-4b72-8f91-678cde62c32c
tch_20200628-214431_30,c735af54-b95e-11ea-94cc-0242ac110002,std_1593362746316_30,0ba618a7-a038-4be3-a742-ba805e136dc1
tch_20200628-214431_26,806bb218-b95d-11ea-840b-0242ac110002,std_1593362197770_26,69c784a4-e797-4b72-8f91-678cde62c32c
tch_20200628-214431_29,349de9e2-b95e-11ea-94cc-0242ac110002,std_1593362500355_29,a580d03b-e93b-4d15-95f0-876b9326914f
tch_20200628-214431_30,b950193f-b95e-11ea-840b-0242ac110002,std_1593362723001_30,0ba618a7-a038-4be3-a742-ba805e136dc1
tch_20200628-214431_27,d4f1ba1f-b95d-11ea-94cc-0242ac110002,std_1593362339850_27,db90b4e5-d1c6-496a-944f-696dfd06652a
tch_20200628-214431_28,df8b0b70-b95d-11ea-840b-0242ac110002,std_1593362357628_28,8f43081f-6526-489c-8dcd-0fe1a4c1677a
tch_20200628-214431_29,2689064f-b95e-11ea-94cc-0242ac110002,std_1593362476746_29,a580d03b-e93b-4d15-95f0-876b9326914f
tch_20200628-214431_27,c5ed46cf-b95d-11ea-840b-0242ac110002,std_1593362314640_27,db90b4e5-d1c6-496a-944f-696dfd06652a
tch_20200628-214431_28,d239ecf9-b95d-11ea-840b-0242ac110002,std_1593362335320_28,8f43081f-6526-489c-8dcd-0fe1a4c1677a
tch_20200628-214431_29,168990a5-b95e-11ea-94cc-0242ac110002,std_1593362449913_29,a580d03b-e93b-4d15-95f0-876b9326914f
tch_20200628-214431_27,b3ada463-b95d-11ea-840b-0242ac110002,std_1593362284055_27,db90b4e5-d1c6-496a-944f-696dfd06652a
tch_20200628-214431_28,c2d865ae-b95d-11ea-840b-0242ac110002,std_1593362309506_28,8f43081f-6526-489c-8dcd-0fe1a4c1677a
tch_20200628-214431_29,06c269d1-b95e-11ea-94cc-0242ac110002,std_1593362423451_29,a580d03b-e93b-4d15-95f0-876b9326914f
tch_20200628-214431_27,a3a1fa01-b95d-11ea-840b-0242ac110002,std_1593362257134_27,db90b4e5-d1c6-496a-944f-696dfd06652a
tch_20200628-214431_28,b5128c8a-b95d-11ea-94cc-0242ac110002,std_1593362286400_28,8f43081f-6526-489c-8dcd-0fe1a4c1677a
tch_20200628-214431_30,abb12957-b95e-11ea-840b-0242ac110002,std_1593362700149_30,161ab0fc-2144-4d87-8a8f-16e8e8b85213
tch_20200628-214431_29,f4dbe486-b95d-11ea-94cc-0242ac110002,std_1593362393374_29,a580d03b-e93b-4d15-95f0-876b9326914f
tch_20200628-214431_27,955257ca-b95d-11ea-94cc-0242ac110002,std_1593362232833_27,db90b4e5-d1c6-496a-944f-696dfd06652a
tch_20200628-214431_32,0e7d5e14-b95f-11ea-840b-0242ac110002,std_1593362865923_32,2b159d55-f0d8-4eaf-b932-fbcd66d343f1
tch_20200628-214431_28,a4a2a1d6-b95d-11ea-840b-0242ac110002,std_1593362258535_28,8f43081f-6526-489c-8dcd-0fe1a4c1677a
tch_20200628-214431_30,9c9a3e5a-b95e-11ea-94cc-0242ac110002,std_1593362674824_30,161ab0fc-2144-4d87-8a8f-16e8e8b85213
tch_20200628-214431_32,fecea0a7-b95e-11ea-840b-0242ac110002,std_1593362839598_32,2b159d55-f0d8-4eaf-b932-fbcd66d343f1
tch_20200628-214431_30,8e67727a-b95e-11ea-840b-0242ac110002,std_1593362651021_30,161ab0fc-2144-4d87-8a8f-16e8e8b85213
tch_20200628-214431_31,1144939f-b95f-11ea-840b-0242ac110002,std_1593362870576_31,5cd45eb9-2aa0-4667-9f2f-fefb6e0fb4c4
tch_20200628-214431_32,ef60e2fc-b95e-11ea-94cc-0242ac110002,std_1593362813702_32,2b159d55-f0d8-4eaf-b932-fbcd66d343f1
tch_20200628-214431_30,7dba3142-b95e-11ea-840b-0242ac110002,std_1593362623051_30,161ab0fc-2144-4d87-8a8f-16e8e8b85213
tch_20200628-214431_31,ff74f23e-b95e-11ea-840b-0242ac110002,std_1593362840698_31,5cd45eb9-2aa0-4667-9f2f-fefb6e0fb4c4
tch_20200628-214431_32,e19209d2-b95e-11ea-840b-0242ac110002,std_1593362790554_32,2b159d55-f0d8-4eaf-b932-fbcd66d343f1
tch_20200628-214431_29,e616ea92-b95d-11ea-840b-0242ac110002,std_1593362368628_29,7a1da7a2-2b39-453d-928e-c4181d943508
tch_20200628-214431_30,6f15df6a-b95e-11ea-94cc-0242ac110002,std_1593362598474_30,161ab0fc-2144-4d87-8a8f-16e8e8b85213
tch_20200628-214431_31,f05ca8e2-b95e-11ea-840b-0242ac110002,std_1593362815353_31,5cd45eb9-2aa0-4667-9f2f-fefb6e0fb4c4
tch_20200628-214431_29,d7a17108-b95d-11ea-840b-0242ac110002,std_1593362344376_29,7a1da7a2-2b39-453d-928e-c4181d943508
tch_20200628-214431_32,d2ec0944-b95e-11ea-840b-0242ac110002,std_1593362765976_32,2b159d55-f0d8-4eaf-b932-fbcd66d343f1
tch_20200628-214431_29,ca1ee1bd-b95d-11ea-840b-0242ac110002,std_1593362321692_29,7a1da7a2-2b39-453d-928e-c4181d943508
tch_20200628-214431_31,e04c4373-b95e-11ea-840b-0242ac110002,std_1593362788408_31,5cd45eb9-2aa0-4667-9f2f-fefb6e0fb4c4
tch_20200628-214431_29,bac57114-b95d-11ea-840b-0242ac110002,std_1593362295972_29,7a1da7a2-2b39-453d-928e-c4181d943508
tch_20200628-214431_31,cf8d750f-b95e-11ea-840b-0242ac110002,std_1593362760329_31,5cd45eb9-2aa0-4667-9f2f-fefb6e0fb4c4
tch_20200628-214431_29,ab061198-b95d-11ea-840b-0242ac110002,std_1593362269271_29,7a1da7a2-2b39-453d-928e-c4181d943508
tch_20200628-214431_30,5f3ba4c0-b95e-11ea-94cc-0242ac110002,std_1593362571878_30,0b833f49-0b0f-45a2-a72a-4373f08a3229
tch_20200628-214431_33,2341d517-b95f-11ea-94cc-0242ac110002,std_1593362900741_33,d7d7508c-c715-4c34-a4c7-d7553eee2c26
tch_20200628-214431_30,4cdb344b-b95e-11ea-94cc-0242ac110002,std_1593362541017_30,0b833f49-0b0f-45a2-a72a-4373f08a3229
tch_20200628-214431_32,c1a435fd-b95e-11ea-94cc-0242ac110002,std_1593362736982_32,92c3f5e2-a28a-4431-bfe4-b642c12efa77
tch_20200628-214431_33,1493e62f-b95f-11ea-840b-0242ac110002,std_1593362876133_33,d7d7508c-c715-4c34-a4c7-d7553eee2c26
tch_20200628-214431_30,3e0e9a1f-b95e-11ea-94cc-0242ac110002,std_1593362516208_30,0b833f49-0b0f-45a2-a72a-4373f08a3229
tch_20200628-214431_31,bf1266f1-b95e-11ea-840b-0242ac110002,std_1593362732670_31,6739ab76-23a4-4617-920e-0bf997833ed1
tch_20200628-214431_32,b0bfb78c-b95e-11ea-840b-0242ac110002,std_1593362708646_32,92c3f5e2-a28a-4431-bfe4-b642c12efa77
tch_20200628-214431_33,0578199e-b95f-11ea-840b-0242ac110002,std_1593362850794_33,d7d7508c-c715-4c34-a4c7-d7553eee2c26
tch_20200628-214431_30,2c497f81-b95e-11ea-94cc-0242ac110002,std_1593362486381_30,0b833f49-0b0f-45a2-a72a-4373f08a3229
tch_20200628-214431_31,aeaa6c49-b95e-11ea-840b-0242ac110002,std_1593362705125_31,6739ab76-23a4-4617-920e-0bf997833ed1
tch_20200628-214431_32,a194f677-b95e-11ea-840b-0242ac110002,std_1593362683195_32,92c3f5e2-a28a-4431-bfe4-b642c12efa77
tch_20200628-214431_33,f72913e6-b95e-11ea-94cc-0242ac110002,std_1593362826774_33,d7d7508c-c715-4c34-a4c7-d7553eee2c26
tch_20200628-214431_30,1d53b250-b95e-11ea-94cc-0242ac110002,std_1593362461262_30,0b833f49-0b0f-45a2-a72a-4373f08a3229
tch_20200628-214431_31,a077a02a-b95e-11ea-94cc-0242ac110002,std_1593362681300_31,6739ab76-23a4-4617-920e-0bf997833ed1
tch_20200628-214431_32,910b913e-b95e-11ea-840b-0242ac110002,std_1593362655469_32,92c3f5e2-a28a-4431-bfe4-b642c12efa77
tch_20200628-214431_33,e7074900-b95e-11ea-94cc-0242ac110002,std_1593362799680_33,d7d7508c-c715-4c34-a4c7-d7553eee2c26
tch_20200628-214431_31,8fb55007-b95e-11ea-840b-0242ac110002,std_1593362653207_31,6739ab76-23a4-4617-920e-0bf997833ed1
tch_20200628-214431_32,8153f96d-b95e-11ea-94cc-0242ac110002,std_1593362629011_32,92c3f5e2-a28a-4431-bfe4-b642c12efa77
tch_20200628-214431_31,808167ea-b95e-11ea-94cc-0242ac110002,std_1593362627693_31,6739ab76-23a4-4617-920e-0bf997833ed1
tch_20200628-214431_30,0bd58c1e-b95e-11ea-840b-0242ac110002,std_1593362431903_30,5a7e06cb-c864-4800-bfe4-6de5b893adcc
tch_20200628-214431_33,d6eb71c6-b95e-11ea-840b-0242ac110002,std_1593362772678_33,31197d31-27a0-4a2d-b9ff-0be6ad43e3bb
tch_20200628-214431_30,fadaed6b-b95d-11ea-94cc-0242ac110002,std_1593362403480_30,5a7e06cb-c864-4800-bfe4-6de5b893adcc
tch_20200628-214431_33,c7f77887-b95e-11ea-840b-0242ac110002,std_1593362747587_33,31197d31-27a0-4a2d-b9ff-0be6ad43e3bb
tch_20200628-214431_32,6f75158d-b95e-11ea-840b-0242ac110002,std_1593362599067_32,cf29143b-f2d5-4163-ac99-867abfc69b0c
tch_20200628-214431_34,3e211b8a-b95f-11ea-94cc-0242ac110002,std_1593362945835_34,6a9905ff-f7e4-4cc8-a577-be3040787965
tch_20200628-214431_31,6feda1a3-b95e-11ea-840b-0242ac110002,std_1593362599884_31,dc297c57-6324-44a9-b6af-e1b26e23334d
tch_20200628-214431_33,bad3fa11-b95e-11ea-94cc-0242ac110002,std_1593362725529_33,31197d31-27a0-4a2d-b9ff-0be6ad43e3bb
tch_20200628-214431_32,604f3790-b95e-11ea-94cc-0242ac110002,std_1593362573672_32,cf29143b-f2d5-4163-ac99-867abfc69b0c
tch_20200628-214431_34,2f0f887b-b95f-11ea-840b-0242ac110002,std_1593362920543_34,6a9905ff-f7e4-4cc8-a577-be3040787965
tch_20200628-214431_30,eb11a295-b95d-11ea-94cc-0242ac110002,std_1593362376971_30,5a7e06cb-c864-4800-bfe4-6de5b893adcc
tch_20200628-214431_31,5f44a5a7-b95e-11ea-94cc-0242ac110002,std_1593362571895_31,dc297c57-6324-44a9-b6af-e1b26e23334d
tch_20200628-214431_33,aa92728c-b95e-11ea-94cc-0242ac110002,std_1593362698268_33,31197d31-27a0-4a2d-b9ff-0be6ad43e3bb
tch_20200628-214431_30,daf35b46-b95d-11ea-840b-0242ac110002,std_1593362349960_30,5a7e06cb-c864-4800-bfe4-6de5b893adcc
tch_20200628-214431_32,51264b92-b95e-11ea-840b-0242ac110002,std_1593362548252_32,cf29143b-f2d5-4163-ac99-867abfc69b0c
tch_20200628-214431_34,200f8106-b95f-11ea-94cc-0242ac110002,std_1593362895389_34,6a9905ff-f7e4-4cc8-a577-be3040787965
tch_20200628-214431_31,4dac4088-b95e-11ea-840b-0242ac110002,std_1593362542413_31,dc297c57-6324-44a9-b6af-e1b26e23334d
tch_20200628-214431_30,cb3819d3-b95d-11ea-94cc-0242ac110002,std_1593362323264_30,5a7e06cb-c864-4800-bfe4-6de5b893adcc
tch_20200628-214431_32,41309a7b-b95e-11ea-840b-0242ac110002,std_1593362521482_32,cf29143b-f2d5-4163-ac99-867abfc69b0c
tch_20200628-214431_33,9818391c-b95e-11ea-94cc-0242ac110002,std_1593362667276_33,31197d31-27a0-4a2d-b9ff-0be6ad43e3bb
tch_20200628-214431_34,0ef7bdc1-b95f-11ea-94cc-0242ac110002,std_1593362866714_34,6a9905ff-f7e4-4cc8-a577-be3040787965
tch_20200628-214431_31,4067a559-b95e-11ea-840b-0242ac110002,std_1593362520152_31,dc297c57-6324-44a9-b6af-e1b26e23334d
tch_20200628-214431_32,322b8a49-b95e-11ea-840b-0242ac110002,std_1593362496274_32,cf29143b-f2d5-4163-ac99-867abfc69b0c
tch_20200628-214431_34,ff1211e5-b95e-11ea-840b-0242ac110002,std_1593362840042_34,6a9905ff-f7e4-4cc8-a577-be3040787965
tch_20200628-214431_31,2faccf01-b95e-11ea-94cc-0242ac110002,std_1593362492088_31,dc297c57-6324-44a9-b6af-e1b26e23334d
tch_20200628-214431_35,4f927003-b95f-11ea-840b-0242ac110002,std_1593362975105_35,d3821808-4978-49ce-bf98-49508755ca76
tch_20200628-214431_33,89a7ef72-b95e-11ea-840b-0242ac110002,std_1593362643053_33,badd34f3-f7c4-49bd-a0e8-3bb3e92aae29
tch_20200628-214431_32,21cabb2b-b95e-11ea-840b-0242ac110002,std_1593362468789_32,492ff708-a222-47f5-85fc-649b68835437
tch_20200628-214431_34,f120e29a-b95e-11ea-94cc-0242ac110002,std_1593362816639_34,5a3a608d-09a9-4cd4-9d4b-b5315b057d4d
tch_20200628-214431_35,3ebc7089-b95f-11ea-94cc-0242ac110002,std_1593362946856_35,d3821808-4978-49ce-bf98-49508755ca76
tch_20200628-214431_36,53503b57-b95f-11ea-840b-0242ac110002,std_1593362981359_36,a8fc6adf-b68f-44a8-8457-29c85e957597
tch_20200628-214431_31,1f5ec463-b95e-11ea-840b-0242ac110002,std_1593362464741_31,323a7517-f07f-4798-95e3-aad75ec7b733
tch_20200628-214431_32,121ff4f6-b95e-11ea-94cc-0242ac110002,std_1593362442514_32,492ff708-a222-47f5-85fc-649b68835437
tch_20200628-214431_33,7791327a-b95e-11ea-840b-0242ac110002,std_1593362612711_33,badd34f3-f7c4-49bd-a0e8-3bb3e92aae29
tch_20200628-214431_35,2d544378-b95f-11ea-94cc-0242ac110002,std_1593362917635_35,d3821808-4978-49ce-bf98-49508755ca76
tch_20200628-214431_34,df50300e-b95e-11ea-94cc-0242ac110002,std_1593362786765_34,5a3a608d-09a9-4cd4-9d4b-b5315b057d4d
tch_20200628-214431_31,107c300b-b95e-11ea-840b-0242ac110002,std_1593362439757_31,323a7517-f07f-4798-95e3-aad75ec7b733
tch_20200628-214431_36,414565c7-b95f-11ea-94cc-0242ac110002,std_1593362951109_36,a8fc6adf-b68f-44a8-8457-29c85e957597
