teacher,stduuid,stdextuserid,classtitle,classcode,ap1,ap2,ap3,ap4,ap5
tch_20200628-214431_5,2dec9dc7-b95d-11ea-840b-0242ac110002,std_1593362059646_5,class_20200628-214431_5,d2f9-vAC3,81a1121d-6530-41e4-9cb5-a70065c100af,519d38a3-6bc2-4a92-a8cc-dcc542d0044d,672c023d-5d43-4844-be11-226a7b3ca802,9b7a7086-f5e9-4521-b8b8-45b70515b4ab,7dbab91d-137d-4554-aad9-73ec0e17293f
tch_20200628-214431_11,2c6ae02b-b95d-11ea-94cc-0242ac110002,std_1593362057130_11,class_20200628-214431_11,Hjen-rL4W,92586dea-517e-42ba-b0c5-4faef3c4512c,ca452e67-f007-441f-9129-3417d018b567,ac863c48-c6c1-4224-a51c-4d080f082451,fb291231-66ff-4adc-89d7-df43fa602b83,39166ad2-8c16-4ccb-84c3-a84cc6ce2539
tch_20200628-214431_7,2e3bcf95-b95d-11ea-840b-0242ac110002,std_1593362060186_7,class_20200628-214431_7,4hpB-9Vgp,efb79c86-f84e-4660-bf2f-a93d1dbdaadd,3ead6bb0-1987-432e-869f-a3f27c54ff81,7dd8220b-c134-4586-ac31-8d845ddcd404,93f26894-4f6c-4ca8-a01d-dcf1dd59d86e,a3ccae10-2cea-4e2c-8855-9e9aa48f682e
tch_20200628-214431_8,2f72a132-b95d-11ea-94cc-0242ac110002,std_1593362062206_8,class_20200628-214431_8,7cbY-82Qm,9540b650-79c9-44fa-95e5-5ce884aeedaf,c8e649f3-17ee-4aea-91b4-d0b254a94500,32171858-6003-42d1-a21b-9ec59ca28ad2,9caab2a8-16d2-4450-b11e-c4fc62bb77d1,2067e5ae-63f3-4505-be42-f2b258620adb
tch_20200628-214431_20,30ea4d62-b95d-11ea-94cc-0242ac110002,std_1593362064648_20,class_20200628-214431_20,V3E8-4ciF,b6e7df1c-6720-49e2-88c4-c2d0b39f0ec9,ad98da68-155e-42da-a14b-05b9bb8c49a5,8a84a95b-6d50-49d7-9a28-eca471651b75,47ecd8ea-b8d6-47d2-a79b-63f946aa7aef,efb35ea3-78c5-4e6b-b2cd-b64caadaba85
tch_20200628-214431_6,2e009ad8-b95d-11ea-94cc-0242ac110002,std_1593362059781_6,class_20200628-214431_6,EW6C-zfon,0e5aafbe-be07-42b1-9beb-de8854d3dd91,f2e0e346-faa1-4d7f-abf7-aeaf6ea8e7fc,3c7b3db8-e733-43f2-8e8e-59ad5212075b,ada06703-2150-4d9e-8d20-59be3bb40a6b,73cfb70c-9e21-438c-9a20-2410b1bdc777
tch_20200628-214431_19,317c5407-b95d-11ea-94cc-0242ac110002,std_1593362065606_19,class_20200628-214431_19,8WDC-v6JK,30c3c7b6-cefa-465a-9d74-2ce62b1cbf84,c05c1c23-8469-4084-a097-75c76df95ec6,78c5a625-0f46-4ed2-bdb4-cc3b1fac56f6,e3e2f8bd-d226-4df6-b431-ecadd2ac6d97,9a69c988-6ce6-4a9b-9d45-364db3605ff3
tch_20200628-214431_14,34d12408-b95d-11ea-94cc-0242ac110002,std_1593362071202_14,class_20200628-214431_14,342h-vZB7,f54cc265-1df8-4d58-b39c-c0a333b7360a,5477db82-ae3e-4340-9c01-15ad4f8993c5,cdfa1184-9e5f-4c0b-a1e9-d06682f8ddbd,66e98601-54fa-4ef0-8228-2d7f71f06111,c47f8ae8-3c9b-49f4-b733-8817709631c8
tch_20200628-214431_21,38f1a93c-b95d-11ea-94cc-0242ac110002,std_1593362078137_21,class_20200628-214431_21,Tozf-3K9h,8a56b5fb-412c-433d-8320-b1db098de0f6,a4f22800-88cb-4a35-9dcb-9204755825c6,c1fd85ab-5e5b-46a4-857d-fa5393151b61,4637fc25-4e95-4602-be73-d72a8322979c,3a5c6500-9cc9-4063-b9ac-4d5a29a3fbf8
tch_20200628-214431_9,3acf4261-b95d-11ea-94cc-0242ac110002,std_1593362081220_9,class_20200628-214431_9,GA9v-KAXq,98308f94-723f-4770-a75e-6f057404e306,191ce5d9-8385-4dc4-bfdb-84a54ed25a5a,af9beaf8-1d7f-423f-b8ba-8b0a657b1b5f,b36829a7-6a72-4b16-91d4-147b2a75d36e,2c013594-c5d7-4ea3-a5ab-eb1a285ffb65
tch_20200628-214431_17,37a8ae75-b95d-11ea-94cc-0242ac110002,std_1593362075951_17,class_20200628-214431_17,V9rD-7qd3,b2a18691-9841-461a-aebc-8749fe7a42c5,296e9257-f7e0-4e5f-8c17-9a84db0faf2b,1c6496fc-0985-4c0c-900b-1fbac8c036d6,d8f98adc-295d-4e9a-8099-247e5e0dd40f,46b62543-10f9-47e4-9f5e-3b51943af566
tch_20200628-214431_18,3b49a335-b95d-11ea-94cc-0242ac110002,std_1593362082048_18,class_20200628-214431_18,TQ62-b3yt,8e3af0f9-d06f-471a-885e-079c30898263,9841c728-ea24-4491-b36b-38db5c42d0f6,a9e488a0-c72f-48ee-bd96-9a1df13f1b7c,be24d176-7d5f-45b9-831d-4f433a53c2f8,9c7fe5ce-4ba8-45ea-ac71-a9a2ad131457
tch_20200628-214431_15,3ceca450-b95d-11ea-94cc-0242ac110002,std_1593362084801_15,class_20200628-214431_15,8FC8-E2A2,7fe98eab-fc0d-4585-ac33-da7f648bd511,51929c98-e4c5-4fdc-9018-08f2e43fef8a,7e443379-33e2-48e9-915c-d38f42c336b1,364fd96e-5522-4af9-af78-eb48ab6346c6,76e6d8ea-587f-4c10-9af4-9be90c8980a5
tch_20200628-214431_12,3bd4cbac-b95d-11ea-94cc-0242ac110002,std_1593362082958_12,class_20200628-214431_12,7C7b-gp9s,c0bfa7f3-706e-4ae4-a15f-02337f58988d,14c951d0-55aa-4912-b800-c0ef80d8d091,f5fc8eaf-21c2-48d3-93b4-3d3086550e4c,11264e94-51a0-4713-b939-9812e0889cc0,84fb5c72-dd6e-4840-bbdc-a95738a50e93
tch_20200628-214431_10,3bb954cb-b95d-11ea-94cc-0242ac110002,std_1593362082773_10,class_20200628-214431_10,pLp4-Ps6q,c5e130b2-b616-4b3b-a90b-2a53e4b10bd3,5980dc6d-da86-48bc-a767-63010ab1345b,dab5ce2a-866e-4649-a778-c87da44b3bd1,23d5b593-f044-4a16-8d6e-869aeea312bc,6f7a3a70-e34b-495b-89e5-c52230f43e5b
tch_20200628-214431_13,3c49d4da-b95d-11ea-94cc-0242ac110002,std_1593362083700_13,class_20200628-214431_13,86XK-h62e,58bcbb88-359a-496e-a987-26e2b99dfaaf,8d580ee5-9e6b-4b2c-91ee-0df40dbf6483,19197dad-1f16-4751-a5fd-cb8173125f8c,0ffd0c64-14b1-40b0-a9f1-78fe1b498faa,bdf362a2-aa72-45ca-9b39-cfcc458b81f4
tch_20200628-214431_16,3bc00ba6-b95d-11ea-840b-0242ac110002,std_1593362082850_16,class_20200628-214431_16,aA3n-DTY7,355ebc27-c8c5-44db-adb1-9b1ef6412283,9683f62f-2673-4b34-9c46-7f2e878d5e8a,c0cd1467-c905-4cdb-a61c-8b05714f2943,a65c5118-2818-4e15-b458-21c304281128,88e9ce0c-3053-473b-8343-951307e18611
tch_20200628-214431_22,3d3fcd8c-b95d-11ea-840b-0242ac110002,std_1593362085089_22,class_20200628-214431_22,J9h6-WTDm,d31f5d0e-25d0-4d5a-b346-1332938e162c,17ee72b7-04fd-4aa0-b58a-2203072b5f0d,a95e3855-daf9-4dfd-8819-337d115fb56f,e92c8ccf-6941-4608-97b6-ba66cbf73740,1dc6a4fb-5370-4088-ad9c-5c24c2e7b4c4
tch_20200628-214431_8,3e0874fd-b95d-11ea-94cc-0242ac110002,std_1593362086683_8,class_20200628-214431_8,7cbY-82Qm,9540b650-79c9-44fa-95e5-5ce884aeedaf,c8e649f3-17ee-4aea-91b4-d0b254a94500,32171858-6003-42d1-a21b-9ec59ca28ad2,9caab2a8-16d2-4450-b11e-c4fc62bb77d1,2067e5ae-63f3-4505-be42-f2b258620adb
tch_20200628-214431_7,3ddde2ca-b95d-11ea-840b-0242ac110002,std_1593362086381_7,class_20200628-214431_7,4hpB-9Vgp,efb79c86-f84e-4660-bf2f-a93d1dbdaadd,3ead6bb0-1987-432e-869f-a3f27c54ff81,7dd8220b-c134-4586-ac31-8d845ddcd404,93f26894-4f6c-4ca8-a01d-dcf1dd59d86e,a3ccae10-2cea-4e2c-8855-9e9aa48f682e
tch_20200628-214431_6,40203102-b95d-11ea-840b-0242ac110002,std_1593362090176_6,class_20200628-214431_6,EW6C-zfon,0e5aafbe-be07-42b1-9beb-de8854d3dd91,f2e0e346-faa1-4d7f-abf7-aeaf6ea8e7fc,3c7b3db8-e733-43f2-8e8e-59ad5212075b,ada06703-2150-4d9e-8d20-59be3bb40a6b,73cfb70c-9e21-438c-9a20-2410b1bdc777
tch_20200628-214431_11,3d8ed809-b95d-11ea-94cc-0242ac110002,std_1593362085866_11,class_20200628-214431_11,Hjen-rL4W,92586dea-517e-42ba-b0c5-4faef3c4512c,ca452e67-f007-441f-9129-3417d018b567,ac863c48-c6c1-4224-a51c-4d080f082451,fb291231-66ff-4adc-89d7-df43fa602b83,39166ad2-8c16-4ccb-84c3-a84cc6ce2539
tch_20200628-214431_20,3f34bfe4-b95d-11ea-94cc-0242ac110002,std_1593362088622_20,class_20200628-214431_20,V3E8-4ciF,b6e7df1c-6720-49e2-88c4-c2d0b39f0ec9,ad98da68-155e-42da-a14b-05b9bb8c49a5,8a84a95b-6d50-49d7-9a28-eca471651b75,47ecd8ea-b8d6-47d2-a79b-63f946aa7aef,efb35ea3-78c5-4e6b-b2cd-b64caadaba85
tch_20200628-214431_19,40f9c890-b95d-11ea-94cc-0242ac110002,std_1593362091585_19,class_20200628-214431_19,8WDC-v6JK,30c3c7b6-cefa-465a-9d74-2ce62b1cbf84,c05c1c23-8469-4084-a097-75c76df95ec6,78c5a625-0f46-4ed2-bdb4-cc3b1fac56f6,e3e2f8bd-d226-4df6-b431-ecadd2ac6d97,9a69c988-6ce6-4a9b-9d45-364db3605ff3
tch_20200628-214431_14,46745f53-b95d-11ea-94cc-0242ac110002,std_1593362100773_14,class_20200628-214431_14,342h-vZB7,f54cc265-1df8-4d58-b39c-c0a333b7360a,5477db82-ae3e-4340-9c01-15ad4f8993c5,cdfa1184-9e5f-4c0b-a1e9-d06682f8ddbd,66e98601-54fa-4ef0-8228-2d7f71f06111,c47f8ae8-3c9b-49f4-b733-8817709631c8
tch_20200628-214431_23,45cc5ea1-b95d-11ea-94cc-0242ac110002,std_1593362099415_23,class_20200628-214431_23,s3i3-6dQB,64822b39-9b08-438a-a437-69f3038abd6d,ad6f12a2-9f5e-4d71-9b6a-8d63a4ffc4d9,5ea55b8d-9a28-41aa-a303-879ce14349ff,4eeeb6ee-ae35-4278-a2f2-8bfc85226755,a09dd443-1f07-4039-a251-aeee3ecb9ae1
tch_20200628-214431_17,48d6435b-b95d-11ea-94cc-0242ac110002,std_1593362104799_17,class_20200628-214431_17,V9rD-7qd3,b2a18691-9841-461a-aebc-8749fe7a42c5,296e9257-f7e0-4e5f-8c17-9a84db0faf2b,1c6496fc-0985-4c0c-900b-1fbac8c036d6,d8f98adc-295d-4e9a-8099-247e5e0dd40f,46b62543-10f9-47e4-9f5e-3b51943af566
tch_20200628-214431_21,47aa6e2f-b95d-11ea-94cc-0242ac110002,std_1593362102836_21,class_20200628-214431_21,Tozf-3K9h,8a56b5fb-412c-433d-8320-b1db098de0f6,a4f22800-88cb-4a35-9dcb-9204755825c6,c1fd85ab-5e5b-46a4-857d-fa5393151b61,4637fc25-4e95-4602-be73-d72a8322979c,3a5c6500-9cc9-4063-b9ac-4d5a29a3fbf8
tch_20200628-214431_18,49b99ef4-b95d-11ea-840b-0242ac110002,std_1593362106284_18,class_20200628-214431_18,TQ62-b3yt,8e3af0f9-d06f-471a-885e-079c30898263,9841c728-ea24-4491-b36b-38db5c42d0f6,a9e488a0-c72f-48ee-bd96-9a1df13f1b7c,be24d176-7d5f-45b9-831d-4f433a53c2f8,9c7fe5ce-4ba8-45ea-ac71-a9a2ad131457
tch_20200628-214431_9,488b0978-b95d-11ea-840b-0242ac110002,std_1593362104288_9,class_20200628-214431_9,GA9v-KAXq,98308f94-723f-4770-a75e-6f057404e306,191ce5d9-8385-4dc4-bfdb-84a54ed25a5a,af9beaf8-1d7f-423f-b8ba-8b0a657b1b5f,b36829a7-6a72-4b16-91d4-147b2a75d36e,2c013594-c5d7-4ea3-a5ab-eb1a285ffb65
tch_20200628-214431_10,4c26cea7-b95d-11ea-840b-0242ac110002,std_1593362110343_10,class_20200628-214431_10,pLp4-Ps6q,c5e130b2-b616-4b3b-a90b-2a53e4b10bd3,5980dc6d-da86-48bc-a767-63010ab1345b,dab5ce2a-866e-4649-a778-c87da44b3bd1,23d5b593-f044-4a16-8d6e-869aeea312bc,6f7a3a70-e34b-495b-89e5-c52230f43e5b
tch_20200628-214431_15,4be2c053-b95d-11ea-94cc-0242ac110002,std_1593362109902_15,class_20200628-214431_15,8FC8-E2A2,7fe98eab-fc0d-4585-ac33-da7f648bd511,51929c98-e4c5-4fdc-9018-08f2e43fef8a,7e443379-33e2-48e9-915c-d38f42c336b1,364fd96e-5522-4af9-af78-eb48ab6346c6,76e6d8ea-587f-4c10-9af4-9be90c8980a5
tch_20200628-214431_16,4cab8f1a-b95d-11ea-94cc-0242ac110002,std_1593362111223_16,class_20200628-214431_16,aA3n-DTY7,355ebc27-c8c5-44db-adb1-9b1ef6412283,9683f62f-2673-4b34-9c46-7f2e878d5e8a,c0cd1467-c905-4cdb-a61c-8b05714f2943,a65c5118-2818-4e15-b458-21c304281128,88e9ce0c-3053-473b-8343-951307e18611
tch_20200628-214431_12,4c0fc36c-b95d-11ea-94cc-0242ac110002,std_1593362110215_12,class_20200628-214431_12,7C7b-gp9s,c0bfa7f3-706e-4ae4-a15f-02337f58988d,14c951d0-55aa-4912-b800-c0ef80d8d091,f5fc8eaf-21c2-48d3-93b4-3d3086550e4c,11264e94-51a0-4713-b939-9812e0889cc0,84fb5c72-dd6e-4840-bbdc-a95738a50e93
tch_20200628-214431_13,4c7b7dcd-b95d-11ea-94cc-0242ac110002,std_1593362110916_13,class_20200628-214431_13,86XK-h62e,58bcbb88-359a-496e-a987-26e2b99dfaaf,8d580ee5-9e6b-4b2c-91ee-0df40dbf6483,19197dad-1f16-4751-a5fd-cb8173125f8c,0ffd0c64-14b1-40b0-a9f1-78fe1b498faa,bdf362a2-aa72-45ca-9b39-cfcc458b81f4
tch_20200628-214431_22,4d8c03fb-b95d-11ea-840b-0242ac110002,std_1593362112710_22,class_20200628-214431_22,J9h6-WTDm,d31f5d0e-25d0-4d5a-b346-1332938e162c,17ee72b7-04fd-4aa0-b58a-2203072b5f0d,a95e3855-daf9-4dfd-8819-337d115fb56f,e92c8ccf-6941-4608-97b6-ba66cbf73740,1dc6a4fb-5370-4088-ad9c-5c24c2e7b4c4
tch_20200628-214431_7,4df76ffd-b95d-11ea-840b-0242ac110002,std_1593362113345_7,class_20200628-214431_7,4hpB-9Vgp,efb79c86-f84e-4660-bf2f-a93d1dbdaadd,3ead6bb0-1987-432e-869f-a3f27c54ff81,7dd8220b-c134-4586-ac31-8d845ddcd404,93f26894-4f6c-4ca8-a01d-dcf1dd59d86e,a3ccae10-2cea-4e2c-8855-9e9aa48f682e
tch_20200628-214431_8,4db50f36-b95d-11ea-840b-0242ac110002,std_1593362112971_8,class_20200628-214431_8,7cbY-82Qm,9540b650-79c9-44fa-95e5-5ce884aeedaf,c8e649f3-17ee-4aea-91b4-d0b254a94500,32171858-6003-42d1-a21b-9ec59ca28ad2,9caab2a8-16d2-4450-b11e-c4fc62bb77d1,2067e5ae-63f3-4505-be42-f2b258620adb
tch_20200628-214431_11,4f5a5a92-b95d-11ea-840b-0242ac110002,std_1593362115758_11,class_20200628-214431_11,Hjen-rL4W,92586dea-517e-42ba-b0c5-4faef3c4512c,ca452e67-f007-441f-9129-3417d018b567,ac863c48-c6c1-4224-a51c-4d080f082451,fb291231-66ff-4adc-89d7-df43fa602b83,39166ad2-8c16-4ccb-84c3-a84cc6ce2539
tch_20200628-214431_20,4fab133e-b95d-11ea-840b-0242ac110002,std_1593362116269_20,class_20200628-214431_20,V3E8-4ciF,b6e7df1c-6720-49e2-88c4-c2d0b39f0ec9,ad98da68-155e-42da-a14b-05b9bb8c49a5,8a84a95b-6d50-49d7-9a28-eca471651b75,47ecd8ea-b8d6-47d2-a79b-63f946aa7aef,efb35ea3-78c5-4e6b-b2cd-b64caadaba85
tch_20200628-214431_19,528709a2-b95d-11ea-840b-0242ac110002,std_1593362121074_19,class_20200628-214431_19,8WDC-v6JK,30c3c7b6-cefa-465a-9d74-2ce62b1cbf84,c05c1c23-8469-4084-a097-75c76df95ec6,78c5a625-0f46-4ed2-bdb4-cc3b1fac56f6,e3e2f8bd-d226-4df6-b431-ecadd2ac6d97,9a69c988-6ce6-4a9b-9d45-364db3605ff3
tch_20200628-214431_21,572793e6-b95d-11ea-840b-0242ac110002,std_1593362128815_21,class_20200628-214431_21,Tozf-3K9h,8a56b5fb-412c-433d-8320-b1db098de0f6,a4f22800-88cb-4a35-9dcb-9204755825c6,c1fd85ab-5e5b-46a4-857d-fa5393151b61,4637fc25-4e95-4602-be73-d72a8322979c,3a5c6500-9cc9-4063-b9ac-4d5a29a3fbf8
tch_20200628-214431_14,54e98b61-b95d-11ea-94cc-0242ac110002,std_1593362125064_14,class_20200628-214431_14,342h-vZB7,f54cc265-1df8-4d58-b39c-c0a333b7360a,5477db82-ae3e-4340-9c01-15ad4f8993c5,cdfa1184-9e5f-4c0b-a1e9-d06682f8ddbd,66e98601-54fa-4ef0-8228-2d7f71f06111,c47f8ae8-3c9b-49f4-b733-8817709631c8
tch_20200628-214431_23,5672ea6c-b95d-11ea-840b-0242ac110002,std_1593362127635_23,class_20200628-214431_23,s3i3-6dQB,64822b39-9b08-438a-a437-69f3038abd6d,ad6f12a2-9f5e-4d71-9b6a-8d63a4ffc4d9,5ea55b8d-9a28-41aa-a303-879ce14349ff,4eeeb6ee-ae35-4278-a2f2-8bfc85226755,a09dd443-1f07-4039-a251-aeee3ecb9ae1
tch_20200628-214431_24,57a2deb0-b95d-11ea-94cc-0242ac110002,std_1593362129354_24,class_20200628-214431_24,sKuQ-gV3a,1777a05a-469c-42c4-8da0-055c61fa7e1b,666fc514-767c-4a1c-b711-e1cafeb990d0,143fe3fe-da28-4878-818b-1ccbdcbc2f50,4307bcf1-b234-4ed9-98e2-e9bbc389aab4,2215cacd-a57d-4e62-a1f0-6d4b6de316be
tch_20200628-214431_17,56c10a2e-b95d-11ea-840b-0242ac110002,std_1593362128182_17,class_20200628-214431_17,V9rD-7qd3,b2a18691-9841-461a-aebc-8749fe7a42c5,296e9257-f7e0-4e5f-8c17-9a84db0faf2b,1c6496fc-0985-4c0c-900b-1fbac8c036d6,d8f98adc-295d-4e9a-8099-247e5e0dd40f,46b62543-10f9-47e4-9f5e-3b51943af566
tch_20200628-214431_9,5a042728-b95d-11ea-94cc-0242ac110002,std_1593362133626_9,class_20200628-214431_9,GA9v-KAXq,98308f94-723f-4770-a75e-6f057404e306,191ce5d9-8385-4dc4-bfdb-84a54ed25a5a,af9beaf8-1d7f-423f-b8ba-8b0a657b1b5f,b36829a7-6a72-4b16-91d4-147b2a75d36e,2c013594-c5d7-4ea3-a5ab-eb1a285ffb65
tch_20200628-214431_18,59799aa0-b95d-11ea-94cc-0242ac110002,std_1593362132714_18,class_20200628-214431_18,TQ62-b3yt,8e3af0f9-d06f-471a-885e-079c30898263,9841c728-ea24-4491-b36b-38db5c42d0f6,a9e488a0-c72f-48ee-bd96-9a1df13f1b7c,be24d176-7d5f-45b9-831d-4f433a53c2f8,9c7fe5ce-4ba8-45ea-ac71-a9a2ad131457
tch_20200628-214431_10,5b3c8040-b95d-11ea-94cc-0242ac110002,std_1593362135684_10,class_20200628-214431_10,pLp4-Ps6q,c5e130b2-b616-4b3b-a90b-2a53e4b10bd3,5980dc6d-da86-48bc-a767-63010ab1345b,dab5ce2a-866e-4649-a778-c87da44b3bd1,23d5b593-f044-4a16-8d6e-869aeea312bc,6f7a3a70-e34b-495b-89e5-c52230f43e5b
tch_20200628-214431_16,5c49d0e8-b95d-11ea-94cc-0242ac110002,std_1593362137431_16,class_20200628-214431_16,aA3n-DTY7,355ebc27-c8c5-44db-adb1-9b1ef6412283,9683f62f-2673-4b34-9c46-7f2e878d5e8a,c0cd1467-c905-4cdb-a61c-8b05714f2943,a65c5118-2818-4e15-b458-21c304281128,88e9ce0c-3053-473b-8343-951307e18611
tch_20200628-214431_15,5b52c79f-b95d-11ea-94cc-0242ac110002,std_1593362135780_15,class_20200628-214431_15,8FC8-E2A2,7fe98eab-fc0d-4585-ac33-da7f648bd511,51929c98-e4c5-4fdc-9018-08f2e43fef8a,7e443379-33e2-48e9-915c-d38f42c336b1,364fd96e-5522-4af9-af78-eb48ab6346c6,76e6d8ea-587f-4c10-9af4-9be90c8980a5
tch_20200628-214431_13,5ceb4105-b95d-11ea-840b-0242ac110002,std_1593362138495_13,class_20200628-214431_13,86XK-h62e,58bcbb88-359a-496e-a987-26e2b99dfaaf,8d580ee5-9e6b-4b2c-91ee-0df40dbf6483,19197dad-1f16-4751-a5fd-cb8173125f8c,0ffd0c64-14b1-40b0-a9f1-78fe1b498faa,bdf362a2-aa72-45ca-9b39-cfcc458b81f4
tch_20200628-214431_25,5c6b8a71-b95d-11ea-840b-0242ac110002,std_1593362137405_25,class_20200628-214431_25,xqDr-nrX4,4dcff992-37d3-408c-a2ea-896dee656f91,367da70a-e0a4-4070-b740-45025d94521c,b5aa7a14-5f46-4297-b2aa-b7bc3fb5213c,b0bbf95f-a3e0-4b5f-b761-000a73ee8291,4b4af9f7-9f63-4784-b2bc-e38fb23be0d2
tch_20200628-214431_22,5d0818cc-b95d-11ea-94cc-0242ac110002,std_1593362138626_22,class_20200628-214431_22,J9h6-WTDm,d31f5d0e-25d0-4d5a-b346-1332938e162c,17ee72b7-04fd-4aa0-b58a-2203072b5f0d,a95e3855-daf9-4dfd-8819-337d115fb56f,e92c8ccf-6941-4608-97b6-ba66cbf73740,1dc6a4fb-5370-4088-ad9c-5c24c2e7b4c4
tch_20200628-214431_12,5cda03b4-b95d-11ea-840b-0242ac110002,std_1593362138401_12,class_20200628-214431_12,7C7b-gp9s,c0bfa7f3-706e-4ae4-a15f-02337f58988d,14c951d0-55aa-4912-b800-c0ef80d8d091,f5fc8eaf-21c2-48d3-93b4-3d3086550e4c,11264e94-51a0-4713-b939-9812e0889cc0,84fb5c72-dd6e-4840-bbdc-a95738a50e93
tch_20200628-214431_11,5eeb092e-b95d-11ea-94cc-0242ac110002,std_1593362141791_11,class_20200628-214431_11,Hjen-rL4W,92586dea-517e-42ba-b0c5-4faef3c4512c,ca452e67-f007-441f-9129-3417d018b567,ac863c48-c6c1-4224-a51c-4d080f082451,fb291231-66ff-4adc-89d7-df43fa602b83,39166ad2-8c16-4ccb-84c3-a84cc6ce2539
tch_20200628-214431_8,5e705ab2-b95d-11ea-840b-0242ac110002,std_1593362141049_8,class_20200628-214431_8,7cbY-82Qm,9540b650-79c9-44fa-95e5-5ce884aeedaf,c8e649f3-17ee-4aea-91b4-d0b254a94500,32171858-6003-42d1-a21b-9ec59ca28ad2,9caab2a8-16d2-4450-b11e-c4fc62bb77d1,2067e5ae-63f3-4505-be42-f2b258620adb
tch_20200628-214431_20,5fb202cc-b95d-11ea-840b-0242ac110002,std_1593362143164_20,class_20200628-214431_20,V3E8-4ciF,b6e7df1c-6720-49e2-88c4-c2d0b39f0ec9,ad98da68-155e-42da-a14b-05b9bb8c49a5,8a84a95b-6d50-49d7-9a28-eca471651b75,47ecd8ea-b8d6-47d2-a79b-63f946aa7aef,efb35ea3-78c5-4e6b-b2cd-b64caadaba85
tch_20200628-214431_19,64465823-b95d-11ea-840b-0242ac110002,std_1593362150823_19,class_20200628-214431_19,8WDC-v6JK,30c3c7b6-cefa-465a-9d74-2ce62b1cbf84,c05c1c23-8469-4084-a097-75c76df95ec6,78c5a625-0f46-4ed2-bdb4-cc3b1fac56f6,e3e2f8bd-d226-4df6-b431-ecadd2ac6d97,9a69c988-6ce6-4a9b-9d45-364db3605ff3
tch_20200628-214431_21,651b823a-b95d-11ea-840b-0242ac110002,std_1593362152237_21,class_20200628-214431_21,Tozf-3K9h,8a56b5fb-412c-433d-8320-b1db098de0f6,a4f22800-88cb-4a35-9dcb-9204755825c6,c1fd85ab-5e5b-46a4-857d-fa5393151b61,4637fc25-4e95-4602-be73-d72a8322979c,3a5c6500-9cc9-4063-b9ac-4d5a29a3fbf8
tch_20200628-214431_14,652434ae-b95d-11ea-94cc-0242ac110002,std_1593362152304_14,class_20200628-214431_14,342h-vZB7,f54cc265-1df8-4d58-b39c-c0a333b7360a,5477db82-ae3e-4340-9c01-15ad4f8993c5,cdfa1184-9e5f-4c0b-a1e9-d06682f8ddbd,66e98601-54fa-4ef0-8228-2d7f71f06111,c47f8ae8-3c9b-49f4-b733-8817709631c8
tch_20200628-214431_23,65f085d0-b95d-11ea-840b-0242ac110002,std_1593362153633_23,class_20200628-214431_23,s3i3-6dQB,64822b39-9b08-438a-a437-69f3038abd6d,ad6f12a2-9f5e-4d71-9b6a-8d63a4ffc4d9,5ea55b8d-9a28-41aa-a303-879ce14349ff,4eeeb6ee-ae35-4278-a2f2-8bfc85226755,a09dd443-1f07-4039-a251-aeee3ecb9ae1
tch_20200628-214431_9,696cb3b6-b95d-11ea-94cc-0242ac110002,std_1593362159453_9,class_20200628-214431_9,GA9v-KAXq,98308f94-723f-4770-a75e-6f057404e306,191ce5d9-8385-4dc4-bfdb-84a54ed25a5a,af9beaf8-1d7f-423f-b8ba-8b0a657b1b5f,b36829a7-6a72-4b16-91d4-147b2a75d36e,2c013594-c5d7-4ea3-a5ab-eb1a285ffb65
tch_20200628-214431_10,6a7faa30-b95d-11ea-840b-0242ac110002,std_1593362161270_10,class_20200628-214431_10,pLp4-Ps6q,c5e130b2-b616-4b3b-a90b-2a53e4b10bd3,5980dc6d-da86-48bc-a767-63010ab1345b,dab5ce2a-866e-4649-a778-c87da44b3bd1,23d5b593-f044-4a16-8d6e-869aeea312bc,6f7a3a70-e34b-495b-89e5-c52230f43e5b
tch_20200628-214431_24,67f94d9a-b95d-11ea-840b-0242ac110002,std_1593362157027_24,class_20200628-214431_24,sKuQ-gV3a,1777a05a-469c-42c4-8da0-055c61fa7e1b,666fc514-767c-4a1c-b711-e1cafeb990d0,143fe3fe-da28-4878-818b-1ccbdcbc2f50,4307bcf1-b234-4ed9-98e2-e9bbc389aab4,2215cacd-a57d-4e62-a1f0-6d4b6de316be
tch_20200628-214431_18,6a6481b4-b95d-11ea-840b-0242ac110002,std_1593362161106_18,class_20200628-214431_18,TQ62-b3yt,8e3af0f9-d06f-471a-885e-079c30898263,9841c728-ea24-4491-b36b-38db5c42d0f6,a9e488a0-c72f-48ee-bd96-9a1df13f1b7c,be24d176-7d5f-45b9-831d-4f433a53c2f8,9c7fe5ce-4ba8-45ea-ac71-a9a2ad131457
tch_20200628-214431_17,68849d65-b95d-11ea-840b-0242ac110002,std_1593362157956_17,class_20200628-214431_17,V9rD-7qd3,b2a18691-9841-461a-aebc-8749fe7a42c5,296e9257-f7e0-4e5f-8c17-9a84db0faf2b,1c6496fc-0985-4c0c-900b-1fbac8c036d6,d8f98adc-295d-4e9a-8099-247e5e0dd40f,46b62543-10f9-47e4-9f5e-3b51943af566
