stdextuserid,col2,teacher
std_1593363511449_69,ebdbf6dc-77a7-417b-9c95-dcd11ca0bc7c,tch_20200628-214431_69
std_1593363549017_71,d59f787d-1a3b-4e69-912a-aa0be520e318,tch_20200628-214431_71
std_1593363864189_73,f8cbc42e-33da-4389-8f90-75883a19d943,tch_20200628-214431_73
std_1593363522608_70,5b70ccc4-e804-4e9d-b26d-5813faadbb99,tch_20200628-214431_70
std_1593363707637_72,035744e9-6a69-4d1b-8070-13e98ac02338,tch_20200628-214431_72
std_1593364043462_74,c91c457c-a441-4101-a047-3cec4ee66596,tch_20200628-214431_74
std_1593364065710_75,5e223ea5-8e5b-4b48-95de-076b43585f89,tch_20200628-214431_75
std_1593363722817_73,86371817-b47c-48d9-8a9d-599ba1bef664,tch_20200628-214431_73
std_1593363575759_72,05963cf3-cb9c-4d13-94fb-cae56ef40baf,tch_20200628-214431_72
std_1593363914902_74,45c135bd-8146-4cea-bb1f-c689b468be73,tch_20200628-214431_74
std_1593363929477_75,249c87f3-499d-4a06-bee2-50657c49219c,tch_20200628-214431_75
std_1593363594155_73,2e141910-dcea-475e-a5de-b664bb9fa213,tch_20200628-214431_73
std_1593364107022_76,2b49e08a-9070-430e-ba7d-df12d5393052,tch_20200628-214431_76
std_1593363781509_74,b0ee086b-f7c0-4140-ada4-2d5219ab72eb,tch_20200628-214431_74
std_1593364124780_77,1f725314-8860-4f5c-bb42-6b86710159af,tch_20200628-214431_77
std_1593364142960_78,2d5e07a3-4710-4d0d-a002-cb40db9e6551,tch_20200628-214431_78
std_1593363795066_75,f1d4d387-67e7-4426-8add-bfaa24ae5d18,tch_20200628-214431_75
std_1593363976132_76,9e55bead-b2eb-484e-9d88-5df0e2e8237c,tch_20200628-214431_76
std_1593363647569_74,6faa9e91-4e8a-4e45-b24e-4264fd83754b,tch_20200628-214431_74
std_1593363989079_77,e6ea654a-9b61-44c1-8b68-2a62864353b8,tch_20200628-214431_77
std_1593363664263_75,673a7049-8c97-4477-9674-b6eaa1a37375,tch_20200628-214431_75
std_1593364012958_78,c8adbab3-d6e3-48f5-a859-2ab984898973,tch_20200628-214431_78
std_1593364185182_79,7e64a912-5e4b-4f2e-a4c4-7be505a4100e,tch_20200628-214431_79
std_1593363844562_76,de91ee2d-9126-4ba0-b57e-e508d9411dd2,tch_20200628-214431_76
std_1593363852318_77,c5d34da3-a913-4fef-b3a0-b786e28314d1,tch_20200628-214431_77
std_1593363886682_78,84c9f1d7-bdb7-40ff-b8f0-5a13f32ef54d,tch_20200628-214431_78
std_1593364054642_79,c61656dd-a03d-4f70-9e6b-66eeed3a26c5,tch_20200628-214431_79
std_1593363715660_76,d15b024e-bc54-4342-8a23-deda4aa0c875,tch_20200628-214431_76
std_1593364224503_80,d98d61d5-a27c-410c-ba88-5fbd9d910fa9,tch_20200628-214431_80
std_1593363728311_77,9ca79c1f-f6f9-4349-8769-637e428291b4,tch_20200628-214431_77
std_1593364243370_81,d6a143a5-266f-4439-ba8c-35441688dc8b,tch_20200628-214431_81
std_1593363755426_78,9b4e28aa-eb2d-43eb-91bc-ebbfbd410364,tch_20200628-214431_78
std_1593363921945_79,0f6fd8da-20b8-4479-8eeb-0c637147ed5f,tch_20200628-214431_79
std_1593364088521_80,e3a7ad9a-efca-47af-bdf8-b7a7cd838550,tch_20200628-214431_80
std_1593364283452_82,1be9b020-eeed-4910-a4d5-73e56f775842,tch_20200628-214431_82
std_1593364107670_81,03e94730-0c99-4b21-8591-c9d4a84e392d,tch_20200628-214431_81
std_1593363781132_79,0ac8343a-6bb0-4988-b3a0-3463c8b21c1a,tch_20200628-214431_79
std_1593363954750_80,08f5d5d7-11ec-4555-8a1a-8f2c3023fd36,tch_20200628-214431_80
std_1593364148572_82,8ab2c2b2-f64e-43c8-912e-5c56f6340575,tch_20200628-214431_82
std_1593363974231_81,74cd8b7b-a07a-444c-90b8-b94696f63e1f,tch_20200628-214431_81
std_1593364323774_83,fb84305f-7f69-4544-ab20-b6e9f4b334f0,tch_20200628-214431_83
std_1593364342266_84,57beddb8-afba-47df-8e16-fe2e2d484c0e,tch_20200628-214431_84
std_1593363829385_80,d8fc6504-895c-4662-ac51-97aa056e90d4,tch_20200628-214431_80
std_1593363841895_81,c9eeb651-ead5-4358-904e-da2d55d95943,tch_20200628-214431_81
std_1593364018293_82,d0b7bd61-a619-4535-b6c1-52c8a5636fe1,tch_20200628-214431_82
std_1593364189244_83,5d4dc1db-3f4e-4fac-9d0a-ae7c33f5d826,tch_20200628-214431_83
std_1593364366189_86,83f9a0c8-ada7-4f8c-aac3-08e2c3a94f85,tch_20200628-214431_86
std_1593364200221_84,48f75481-2302-4e9b-9b5c-6c656cb81ac7,tch_20200628-214431_84
std_1593364382985_85,aca49fa0-673b-4014-b1b8-8f06320ceb8f,tch_20200628-214431_85
std_1593363879048_82,1c3b0a2b-af4c-4355-ab76-78ccfafa1c2f,tch_20200628-214431_82
std_1593364054825_83,8c4b9589-04ad-4b70-b364-1fb73caf2f36,tch_20200628-214431_83
std_1593364414255_87,ab26c47e-aac5-4897-849f-16102e9b8a90,tch_20200628-214431_87
std_1593364234339_86,2b93eaf9-9d85-4393-9383-179b7230c514,tch_20200628-214431_86
std_1593364072077_84,a55e5ac9-f9c9-4920-bc45-7388d64a017c,tch_20200628-214431_84
std_1593364247158_85,8b8485b5-a306-497b-8be3-a2875a9aff87,tch_20200628-214431_85
std_1593364104910_86,39e4cdfa-5e8b-404f-b89d-bf42d85bc7c7,tch_20200628-214431_86
std_1593363918435_83,274362d0-b19d-47dc-809b-d5fb4e567d5e,tch_20200628-214431_83
std_1593364288763_87,cb939012-6368-4b70-9f88-78c4db842cdd,tch_20200628-214431_87
std_1593363939952_84,211059fc-bbf3-4eb7-b458-5b51c826a446,tch_20200628-214431_84
std_1593364109947_85,08ec1624-8a0a-4465-b70e-e17bd0c5b175,tch_20200628-214431_85
std_1593363973451_86,4a7f62a4-4f55-4146-90bb-354c8aa47d58,tch_20200628-214431_86
std_1593364149014_87,6a0900c6-3c4a-4a46-a9d0-a6f98291daaf,tch_20200628-214431_87
std_1593364484243_88,35ca0562-c1c0-4836-b92f-2b5610fbfaeb,tch_20200628-214431_88
std_1593364493406_89,48829250-2fea-498e-887f-3b67fcac7d20,tch_20200628-214431_89
std_1593363975282_85,80faf83a-de9b-426b-8a74-6c4f0079c0e2,tch_20200628-214431_85
std_1593364350497_88,11bc9344-f8c7-40bb-97be-8a0b0d3590ef,tch_20200628-214431_88
std_1593364019373_87,435868fc-1289-4c8d-bdb2-8bceffc70021,tch_20200628-214431_87
std_1593364515839_90,bf05ead3-5076-4f00-8d27-b913e898d49f,tch_20200628-214431_90
std_1593364358135_89,618f9058-ab4a-4234-99f4-e37ed507fac9,tch_20200628-214431_89
std_1593364551385_91,8d992faa-13b9-4b31-ae44-3269a7af46a5,tch_20200628-214431_91
std_1593364384596_90,4cfc77dd-d593-466b-bd1e-c04e395d5442,tch_20200628-214431_90
std_1593364218646_88,f1466fa3-0484-4cbf-ac23-5cfd8100f832,tch_20200628-214431_88
std_1593364222802_89,4dc35298-8453-4205-a597-ebc21eae2535,tch_20200628-214431_89
std_1593364417930_91,eb119b11-b8f5-4dab-861d-80624b5843ec,tch_20200628-214431_91
std_1593364590000_92,c8c8a1fe-8b90-4575-a7b4-485bd1dd19f9,tch_20200628-214431_92
std_1593364248475_90,a551b6c3-1ab2-4f63-ab56-b157058935e6,tch_20200628-214431_90
std_1593364078687_88,cd1969dd-a99c-4389-81de-ea8874de6ed3,tch_20200628-214431_88
std_1593364093491_89,0e8f05a9-37b6-40ed-af9a-167f2b5520e2,tch_20200628-214431_89
std_1593364278413_91,05d8da67-36ee-4005-89dc-17e48e154d3f,tch_20200628-214431_91
std_1593364627464_94,94ffa3bf-9b59-4ef2-9fd0-b7703e1f6d4d,tch_20200628-214431_94
std_1593364461529_92,e6268213-de93-44e9-9cf6-cf520da4fef4,tch_20200628-214431_92
std_1593364628103_93,ad563084-5be6-4653-91e7-507e9d4a10bd,tch_20200628-214431_93
std_1593364112080_90,9b42898d-5d5f-4ff3-bd2b-23c2a2a0ae76,tch_20200628-214431_90
std_1593364141466_91,3bde0885-5bb9-4f8c-9a30-38cb663aaac4,tch_20200628-214431_91
std_1593364504554_94,fcad1080-a5a9-4250-8b28-c4d6857a16fb,tch_20200628-214431_94
std_1593364327809_92,1fa89664-4d55-439a-81f7-f6ab2aa44351,tch_20200628-214431_92
std_1593364494936_93,1e1ade7e-ca1f-4339-af96-90057fa9ce83,tch_20200628-214431_93
std_1593364658524_95,e8fb8245-4596-4659-ae18-d6d0e0a5ff6c,tch_20200628-214431_95
std_1593364371212_94,2e34ee91-439d-4d46-b2b1-66cdf99f59d9,tch_20200628-214431_94
std_1593364690487_96,40527e1d-a02a-4cb4-b3d7-b623241f0b5d,tch_20200628-214431_96
std_1593364191193_92,22d59fcd-bd83-4d4b-a26e-a31b4df669db,tch_20200628-214431_92
std_1593364352472_93,e1f8dc66-aa73-4c00-8919-48c12c5d5a7a,tch_20200628-214431_93
std_1593364525387_95,1049234a-9c37-4ab1-ba9e-398cb9b956c3,tch_20200628-214431_95
std_1593364710459_97,c3e43a87-2f55-4865-b2b7-db2fc40312d3,tch_20200628-214431_97
std_1593364570838_96,57ff951e-0c5a-4b99-a1cf-a21f4d3bdd12,tch_20200628-214431_96
std_1593364235003_94,cda02b8d-8deb-4f2c-813c-372b8bff945d,tch_20200628-214431_94
std_1593364395145_95,68e5c962-74c5-4f04-9bfa-b7c6c24f9301,tch_20200628-214431_95
std_1593364215665_93,53bd7230-7a89-478d-a038-b718371a30df,tch_20200628-214431_93
std_1593364752440_98,3226aff5-46df-4391-b991-22a3d05e77f7,tch_20200628-214431_98
std_1593364582425_97,d94cc534-8b14-4301-b14c-667a9749de80,tch_20200628-214431_97
std_1593364435701_96,027cf03f-2883-4996-a47c-a8b56bda634b,tch_20200628-214431_96
std_1593364260287_95,86dd039e-97ef-4126-8593-a8666c5ca8e8,tch_20200628-214431_95
std_1593364624439_98,d22e5a00-1f8f-4ffb-9529-2f7cb84bae12,tch_20200628-214431_98
std_1593364453782_97,765e444d-7191-4512-ac03-5d3dd53801c3,tch_20200628-214431_97
std_1593364793141_100,e6b60a57-7d8f-4698-aa47-41ae8f592213,tch_20200628-214431_100
std_1593364298770_96,3013815a-a082-4283-92cc-e49b43f41948,tch_20200628-214431_96
std_1593364812319_99,c50d1599-7ca9-4d84-ad83-8f56f97f3058,tch_20200628-214431_99
std_1593364319494_97,24c7b048-0242-4e4b-8245-01c9aca00c4c,tch_20200628-214431_97
std_1593364494066_98,be0bad8c-ccb5-43d1-9647-c57e9a69938e,tch_20200628-214431_98
std_1593364662550_100,1b5dcfbd-a5bb-415c-8b9f-513827bffc65,tch_20200628-214431_100
std_1593364674671_99,e82beb68-1235-4d0f-82be-7f735339f66b,tch_20200628-214431_99
std_1593364358611_98,11b23200-d4fd-411a-88b5-a3fb1306cae9,tch_20200628-214431_98
std_1593364524584_100,ca11a632-a920-4e7b-8822-668d7940e3f2,tch_20200628-214431_100
std_1593364536304_99,907683a6-5e4a-4336-91d1-1f11fdd9a5a6,tch_20200628-214431_99
std_1593364395089_100,4f39c276-0808-4b53-b6b1-60486d83255d,tch_20200628-214431_100
std_1593364399722_99,93a9c17e-d65a-4992-87c7-6bd2e6c05fde,tch_20200628-214431_99
