tchextid,studentuuid,stuextid,classtitle,classcode,assignedgrp1,ag2,ag3,ag4,ag5
tch_20200625-194027_13,81af8aa5-b6f1-11ea-840b-0242ac110002,std_1593095897288_13,class_20200625-194027_13,BHf6-e2Hc,27e66a0f-c4f6-4875-a682-829a13f97a46,365137fd-3ba1-483e-8af8-251a3969f864,efd4d03b-874b-4e99-b3c9-c7bfd777f2ca,1bd8c29a-cb6b-4ea7-99e5-2319e6b4788c,82c00ca5-93e3-4e05-909c-b680568bd675
tch_20200625-194027_14,896bd36b-b6f1-11ea-94cc-0242ac110002,std_1593095910247_14,class_20200625-194027_14,X98A-r92W,33e3928f-e3f5-4686-a95c-f7ddfd1c0fb5,a9847a04-69f3-421f-b104-6f102877e714,16e20321-f922-4cbc-b7cc-3e75f36356e7,0658046b-68fe-4900-bb13-ba057c9ccd9d,bc16170c-49ea-4aa1-a7a1-bc05c6cc2840
tch_20200625-194027_18,8779a0b8-b6f1-11ea-94cc-0242ac110002,std_1593095906885_18,class_20200625-194027_18,XA2b-XrEd,300a4987-4229-4a66-aec2-32a9297f2423,fdebdfbd-074d-47f4-876b-bc840883abb5,8a25fa11-e228-4fa6-b6d2-dcf4d5796596,3d63322c-6ef6-427a-be07-03b2c4a45adc,0cfd6ff9-39ae-4f83-b66c-0ac9dc6e9094
tch_20200625-194027_12,8af273a9-b6f1-11ea-94cc-0242ac110002,std_1593095912826_12,class_20200625-194027_12,3N8T-FXBM,880c5b4b-6e2a-4dc0-8e90-58cfc82fca71,abe895e8-3545-4486-aaca-33b6be4498da,9b533c95-24bf-4bdd-ba54-e369c74926e7,fde19dae-66cb-4a44-85fe-01a68073dc29,99d6be9b-0560-41a9-8ce3-677331faf094
tch_20200625-194027_20,8bcd6a5c-b6f1-11ea-94cc-0242ac110002,std_1593095914261_20,class_20200625-194027_20,9X3W-8s8t,676cd19d-93bd-49d8-8752-8a72dc8b0793,1d02c771-8565-4729-a9e3-b11dad8287dd,3b0b0589-033e-4625-832c-d348634e161b,d4089df9-b586-4859-bb41-bae9037b8eae,31566da1-c1ef-449c-b7db-01d667c12c28
tch_20200625-194027_17,8dedb26a-b6f1-11ea-94cc-0242ac110002,std_1593095917814_17,class_20200625-194027_17,EMJP-d42Y,fe52caf9-7f78-466e-8f65-50d88885f981,a25cc960-236a-400f-a80d-eb212423b5e2,8b30db1b-d16d-45b3-ac35-6040d1d39521,85ae2b14-2f85-4d68-9c56-0e73cf641d4b,8d9bd762-d73b-4284-a2d6-be5b9c025f77
tch_20200625-194027_16,91846db3-b6f1-11ea-94cc-0242ac110002,std_1593095923785_16,class_20200625-194027_16,7sKg-e2JV,53b6f320-98ce-4b18-8cc9-36c2bc6eb566,990317a0-da53-4137-9ef0-aa5acb7cb0dd,9a28e774-f96f-4954-9410-3489bcf2d413,947c2405-e44c-4279-b10f-2d905fbca273,40ccacd4-96ab-4706-a103-7dbec692863b
tch_20200625-194027_19,8f9a77e0-b6f1-11ea-94cc-0242ac110002,std_1593095920623_19,class_20200625-194027_19,c396-oXvW,c2e457f5-687d-4413-8bb6-8a0760b88b7f,cd7aaf87-9652-40d3-a249-8386e97a38bf,91efbe24-16f8-4af6-803d-fff06d2510e1,0bebdee6-74d2-41bc-88d7-678c04d90d9b,2a5abce2-1336-4d5d-a71a-7327e893d136
tch_20200625-194027_15,8ecfd55d-b6f1-11ea-840b-0242ac110002,std_1593095919286_15,class_20200625-194027_15,92FW-mjtx,da450a92-8e62-4f2f-a748-4e9c88817ebb,d419f0cb-b9bb-4dc7-a566-a86f991776a5,ae2c0b2c-0619-4fa9-8f53-9f2e13e5b249,d208a3bf-3096-4b47-b19f-78ab9a3741f2,5ac85b0f-cd99-4661-a942-06db7f0900c7
tch_20200625-194027_13,91a2cb06-b6f1-11ea-840b-0242ac110002,std_1593095924030_13,class_20200625-194027_13,BHf6-e2Hc,27e66a0f-c4f6-4875-a682-829a13f97a46,365137fd-3ba1-483e-8af8-251a3969f864,efd4d03b-874b-4e99-b3c9-c7bfd777f2ca,1bd8c29a-cb6b-4ea7-99e5-2319e6b4788c,82c00ca5-93e3-4e05-909c-b680568bd675
tch_20200625-194027_14,9732976f-b6f1-11ea-840b-0242ac110002,std_1593095933381_14,class_20200625-194027_14,X98A-r92W,33e3928f-e3f5-4686-a95c-f7ddfd1c0fb5,a9847a04-69f3-421f-b104-6f102877e714,16e20321-f922-4cbc-b7cc-3e75f36356e7,0658046b-68fe-4900-bb13-ba057c9ccd9d,bc16170c-49ea-4aa1-a7a1-bc05c6cc2840
tch_20200625-194027_12,9901b1db-b6f1-11ea-94cc-0242ac110002,std_1593095936387_12,class_20200625-194027_12,3N8T-FXBM,880c5b4b-6e2a-4dc0-8e90-58cfc82fca71,abe895e8-3545-4486-aaca-33b6be4498da,9b533c95-24bf-4bdd-ba54-e369c74926e7,fde19dae-66cb-4a44-85fe-01a68073dc29,99d6be9b-0560-41a9-8ce3-677331faf094
tch_20200625-194027_18,97f216cb-b6f1-11ea-840b-0242ac110002,std_1593095934627_18,class_20200625-194027_18,XA2b-XrEd,300a4987-4229-4a66-aec2-32a9297f2423,fdebdfbd-074d-47f4-876b-bc840883abb5,8a25fa11-e228-4fa6-b6d2-dcf4d5796596,3d63322c-6ef6-427a-be07-03b2c4a45adc,0cfd6ff9-39ae-4f83-b66c-0ac9dc6e9094
tch_20200625-194027_17,9c80ede8-b6f1-11ea-94cc-0242ac110002,std_1593095942260_17,class_20200625-194027_17,EMJP-d42Y,fe52caf9-7f78-466e-8f65-50d88885f981,a25cc960-236a-400f-a80d-eb212423b5e2,8b30db1b-d16d-45b3-ac35-6040d1d39521,85ae2b14-2f85-4d68-9c56-0e73cf641d4b,8d9bd762-d73b-4284-a2d6-be5b9c025f77
tch_20200625-194027_20,9aae50e8-b6f1-11ea-94cc-0242ac110002,std_1593095939162_20,class_20200625-194027_20,9X3W-8s8t,676cd19d-93bd-49d8-8752-8a72dc8b0793,1d02c771-8565-4729-a9e3-b11dad8287dd,3b0b0589-033e-4625-832c-d348634e161b,d4089df9-b586-4859-bb41-bae9037b8eae,31566da1-c1ef-449c-b7db-01d667c12c28
tch_20200625-194027_15,a021e1ec-b6f1-11ea-94cc-0242ac110002,std_1593095948332_15,class_20200625-194027_15,92FW-mjtx,da450a92-8e62-4f2f-a748-4e9c88817ebb,d419f0cb-b9bb-4dc7-a566-a86f991776a5,ae2c0b2c-0619-4fa9-8f53-9f2e13e5b249,d208a3bf-3096-4b47-b19f-78ab9a3741f2,5ac85b0f-cd99-4661-a942-06db7f0900c7
tch_20200625-194027_19,9f55df11-b6f1-11ea-840b-0242ac110002,std_1593095947027_19,class_20200625-194027_19,c396-oXvW,c2e457f5-687d-4413-8bb6-8a0760b88b7f,cd7aaf87-9652-40d3-a249-8386e97a38bf,91efbe24-16f8-4af6-803d-fff06d2510e1,0bebdee6-74d2-41bc-88d7-678c04d90d9b,2a5abce2-1336-4d5d-a71a-7327e893d136
tch_20200625-194027_16,9ee36efd-b6f1-11ea-840b-0242ac110002,std_1593095946287_16,class_20200625-194027_16,7sKg-e2JV,53b6f320-98ce-4b18-8cc9-36c2bc6eb566,990317a0-da53-4137-9ef0-aa5acb7cb0dd,9a28e774-f96f-4954-9410-3489bcf2d413,947c2405-e44c-4279-b10f-2d905fbca273,40ccacd4-96ab-4706-a103-7dbec692863b
tch_20200625-194027_13,a2241a49-b6f1-11ea-94cc-0242ac110002,std_1593095951720_13,class_20200625-194027_13,BHf6-e2Hc,27e66a0f-c4f6-4875-a682-829a13f97a46,365137fd-3ba1-483e-8af8-251a3969f864,efd4d03b-874b-4e99-b3c9-c7bfd777f2ca,1bd8c29a-cb6b-4ea7-99e5-2319e6b4788c,82c00ca5-93e3-4e05-909c-b680568bd675
tch_20200625-194027_14,a6f44034-b6f1-11ea-840b-0242ac110002,std_1593095959798_14,class_20200625-194027_14,X98A-r92W,33e3928f-e3f5-4686-a95c-f7ddfd1c0fb5,a9847a04-69f3-421f-b104-6f102877e714,16e20321-f922-4cbc-b7cc-3e75f36356e7,0658046b-68fe-4900-bb13-ba057c9ccd9d,bc16170c-49ea-4aa1-a7a1-bc05c6cc2840
tch_20200625-194027_18,aaaefe58-b6f1-11ea-94cc-0242ac110002,std_1593095966056_18,class_20200625-194027_18,XA2b-XrEd,300a4987-4229-4a66-aec2-32a9297f2423,fdebdfbd-074d-47f4-876b-bc840883abb5,8a25fa11-e228-4fa6-b6d2-dcf4d5796596,3d63322c-6ef6-427a-be07-03b2c4a45adc,0cfd6ff9-39ae-4f83-b66c-0ac9dc6e9094
tch_20200625-194027_20,ac132227-b6f1-11ea-840b-0242ac110002,std_1593095968395_20,class_20200625-194027_20,9X3W-8s8t,676cd19d-93bd-49d8-8752-8a72dc8b0793,1d02c771-8565-4729-a9e3-b11dad8287dd,3b0b0589-033e-4625-832c-d348634e161b,d4089df9-b586-4859-bb41-bae9037b8eae,31566da1-c1ef-449c-b7db-01d667c12c28
tch_20200625-194027_15,adab0018-b6f1-11ea-94cc-0242ac110002,std_1593095971028_15,class_20200625-194027_15,92FW-mjtx,da450a92-8e62-4f2f-a748-4e9c88817ebb,d419f0cb-b9bb-4dc7-a566-a86f991776a5,ae2c0b2c-0619-4fa9-8f53-9f2e13e5b249,d208a3bf-3096-4b47-b19f-78ab9a3741f2,5ac85b0f-cd99-4661-a942-06db7f0900c7
tch_20200625-194027_17,ab953fa8-b6f1-11ea-840b-0242ac110002,std_1593095967568_17,class_20200625-194027_17,EMJP-d42Y,fe52caf9-7f78-466e-8f65-50d88885f981,a25cc960-236a-400f-a80d-eb212423b5e2,8b30db1b-d16d-45b3-ac35-6040d1d39521,85ae2b14-2f85-4d68-9c56-0e73cf641d4b,8d9bd762-d73b-4284-a2d6-be5b9c025f77
tch_20200625-194027_19,adffd784-b6f1-11ea-840b-0242ac110002,std_1593095971614_19,class_20200625-194027_19,c396-oXvW,c2e457f5-687d-4413-8bb6-8a0760b88b7f,cd7aaf87-9652-40d3-a249-8386e97a38bf,91efbe24-16f8-4af6-803d-fff06d2510e1,0bebdee6-74d2-41bc-88d7-678c04d90d9b,2a5abce2-1336-4d5d-a71a-7327e893d136
tch_20200625-194027_16,afc8fe1b-b6f1-11ea-94cc-0242ac110002,std_1593095974635_16,class_20200625-194027_16,7sKg-e2JV,53b6f320-98ce-4b18-8cc9-36c2bc6eb566,990317a0-da53-4137-9ef0-aa5acb7cb0dd,9a28e774-f96f-4954-9410-3489bcf2d413,947c2405-e44c-4279-b10f-2d905fbca273,40ccacd4-96ab-4706-a103-7dbec692863b
tch_20200625-194027_21,afcb21aa-b6f1-11ea-840b-0242ac110002,std_1593095974364_21,class_20200625-194027_21,aZ36-htXv,d4f64bd4-b008-41f2-965f-6a4c2bb31170,e30114c9-8456-4268-86f4-a7adc85a9937,c8e1eb6b-b136-4f7b-88f8-0a6c958ec0de,13a4cc92-e005-4452-a60e-f6ac8dec9806,a268a157-bb99-4269-a7b3-a09c83d297ff
tch_20200625-194027_13,b2fc3c97-b6f1-11ea-94cc-0242ac110002,std_1593095979984_13,class_20200625-194027_13,BHf6-e2Hc,27e66a0f-c4f6-4875-a682-829a13f97a46,365137fd-3ba1-483e-8af8-251a3969f864,efd4d03b-874b-4e99-b3c9-c7bfd777f2ca,1bd8c29a-cb6b-4ea7-99e5-2319e6b4788c,82c00ca5-93e3-4e05-909c-b680568bd675
tch_20200625-194027_14,b5e0988a-b6f1-11ea-94cc-0242ac110002,std_1593095984850_14,class_20200625-194027_14,X98A-r92W,33e3928f-e3f5-4686-a95c-f7ddfd1c0fb5,a9847a04-69f3-421f-b104-6f102877e714,16e20321-f922-4cbc-b7cc-3e75f36356e7,0658046b-68fe-4900-bb13-ba057c9ccd9d,bc16170c-49ea-4aa1-a7a1-bc05c6cc2840
tch_20200625-194027_18,b8949449-b6f1-11ea-840b-0242ac110002,std_1593095989372_18,class_20200625-194027_18,XA2b-XrEd,300a4987-4229-4a66-aec2-32a9297f2423,fdebdfbd-074d-47f4-876b-bc840883abb5,8a25fa11-e228-4fa6-b6d2-dcf4d5796596,3d63322c-6ef6-427a-be07-03b2c4a45adc,0cfd6ff9-39ae-4f83-b66c-0ac9dc6e9094
tch_20200625-194027_15,bc4d56a7-b6f1-11ea-94cc-0242ac110002,std_1593095995623_15,class_20200625-194027_15,92FW-mjtx,da450a92-8e62-4f2f-a748-4e9c88817ebb,d419f0cb-b9bb-4dc7-a566-a86f991776a5,ae2c0b2c-0619-4fa9-8f53-9f2e13e5b249,d208a3bf-3096-4b47-b19f-78ab9a3741f2,5ac85b0f-cd99-4661-a942-06db7f0900c7
tch_20200625-194027_20,bc202c15-b6f1-11ea-840b-0242ac110002,std_1593095995315_20,class_20200625-194027_20,9X3W-8s8t,676cd19d-93bd-49d8-8752-8a72dc8b0793,1d02c771-8565-4729-a9e3-b11dad8287dd,3b0b0589-033e-4625-832c-d348634e161b,d4089df9-b586-4859-bb41-bae9037b8eae,31566da1-c1ef-449c-b7db-01d667c12c28
tch_20200625-194027_19,be87ddb5-b6f1-11ea-840b-0242ac110002,std_1593095999367_19,class_20200625-194027_19,c396-oXvW,c2e457f5-687d-4413-8bb6-8a0760b88b7f,cd7aaf87-9652-40d3-a249-8386e97a38bf,91efbe24-16f8-4af6-803d-fff06d2510e1,0bebdee6-74d2-41bc-88d7-678c04d90d9b,2a5abce2-1336-4d5d-a71a-7327e893d136
tch_20200625-194027_17,be1d830e-b6f1-11ea-840b-0242ac110002,std_1593095998664_17,class_20200625-194027_17,EMJP-d42Y,fe52caf9-7f78-466e-8f65-50d88885f981,a25cc960-236a-400f-a80d-eb212423b5e2,8b30db1b-d16d-45b3-ac35-6040d1d39521,85ae2b14-2f85-4d68-9c56-0e73cf641d4b,8d9bd762-d73b-4284-a2d6-be5b9c025f77
tch_20200625-194027_13,c1312b37-b6f1-11ea-840b-0242ac110002,std_1593096003814_13,class_20200625-194027_13,BHf6-e2Hc,27e66a0f-c4f6-4875-a682-829a13f97a46,365137fd-3ba1-483e-8af8-251a3969f864,efd4d03b-874b-4e99-b3c9-c7bfd777f2ca,1bd8c29a-cb6b-4ea7-99e5-2319e6b4788c,82c00ca5-93e3-4e05-909c-b680568bd675
tch_20200625-194027_21,c118c1c8-b6f1-11ea-840b-0242ac110002,std_1593096003676_21,class_20200625-194027_21,aZ36-htXv,d4f64bd4-b008-41f2-965f-6a4c2bb31170,e30114c9-8456-4268-86f4-a7adc85a9937,c8e1eb6b-b136-4f7b-88f8-0a6c958ec0de,13a4cc92-e005-4452-a60e-f6ac8dec9806,a268a157-bb99-4269-a7b3-a09c83d297ff
tch_20200625-194027_16,c0b03bf7-b6f1-11ea-840b-0242ac110002,std_1593096002918_16,class_20200625-194027_16,7sKg-e2JV,53b6f320-98ce-4b18-8cc9-36c2bc6eb566,990317a0-da53-4137-9ef0-aa5acb7cb0dd,9a28e774-f96f-4954-9410-3489bcf2d413,947c2405-e44c-4279-b10f-2d905fbca273,40ccacd4-96ab-4706-a103-7dbec692863b
tch_20200625-194027_14,c67f0d3c-b6f1-11ea-840b-0242ac110002,std_1593096012716_14,class_20200625-194027_14,X98A-r92W,33e3928f-e3f5-4686-a95c-f7ddfd1c0fb5,a9847a04-69f3-421f-b104-6f102877e714,16e20321-f922-4cbc-b7cc-3e75f36356e7,0658046b-68fe-4900-bb13-ba057c9ccd9d,bc16170c-49ea-4aa1-a7a1-bc05c6cc2840
tch_20200625-194027_22,c5fc9601-b6f1-11ea-840b-0242ac110002,std_1593096011586_22,class_20200625-194027_22,BjF2-87cG,c77a22f6-599f-4f69-8534-a4760c05f162,27f03865-1aff-4d07-aada-e89eb9dfdbd3,e6cf227b-0a41-431f-997f-fa7fe82707c6,b400c047-eab7-481f-836e-ca934ab73878,3589d414-ea9a-43e9-bf2c-0fbfd633f74a
tch_20200625-194027_18,c98ee493-b6f1-11ea-94cc-0242ac110002,std_1593096017854_18,class_20200625-194027_18,XA2b-XrEd,300a4987-4229-4a66-aec2-32a9297f2423,fdebdfbd-074d-47f4-876b-bc840883abb5,8a25fa11-e228-4fa6-b6d2-dcf4d5796596,3d63322c-6ef6-427a-be07-03b2c4a45adc,0cfd6ff9-39ae-4f83-b66c-0ac9dc6e9094
tch_20200625-194027_15,caca990e-b6f1-11ea-94cc-0242ac110002,std_1593096019930_15,class_20200625-194027_15,92FW-mjtx,da450a92-8e62-4f2f-a748-4e9c88817ebb,d419f0cb-b9bb-4dc7-a566-a86f991776a5,ae2c0b2c-0619-4fa9-8f53-9f2e13e5b249,d208a3bf-3096-4b47-b19f-78ab9a3741f2,5ac85b0f-cd99-4661-a942-06db7f0900c7
tch_20200625-194027_20,cc7896f2-b6f1-11ea-840b-0242ac110002,std_1593096022767_20,class_20200625-194027_20,9X3W-8s8t,676cd19d-93bd-49d8-8752-8a72dc8b0793,1d02c771-8565-4729-a9e3-b11dad8287dd,3b0b0589-033e-4625-832c-d348634e161b,d4089df9-b586-4859-bb41-bae9037b8eae,31566da1-c1ef-449c-b7db-01d667c12c28
tch_20200625-194027_17,ce501640-b6f1-11ea-94cc-0242ac110002,std_1593096025811_17,class_20200625-194027_17,EMJP-d42Y,fe52caf9-7f78-466e-8f65-50d88885f981,a25cc960-236a-400f-a80d-eb212423b5e2,8b30db1b-d16d-45b3-ac35-6040d1d39521,85ae2b14-2f85-4d68-9c56-0e73cf641d4b,8d9bd762-d73b-4284-a2d6-be5b9c025f77
tch_20200625-194027_19,cde8059e-b6f1-11ea-840b-0242ac110002,std_1593096025166_19,class_20200625-194027_19,c396-oXvW,c2e457f5-687d-4413-8bb6-8a0760b88b7f,cd7aaf87-9652-40d3-a249-8386e97a38bf,91efbe24-16f8-4af6-803d-fff06d2510e1,0bebdee6-74d2-41bc-88d7-678c04d90d9b,2a5abce2-1336-4d5d-a71a-7327e893d136
tch_20200625-194027_21,d0f67e19-b6f1-11ea-94cc-0242ac110002,std_1593096030300_21,class_20200625-194027_21,aZ36-htXv,d4f64bd4-b008-41f2-965f-6a4c2bb31170,e30114c9-8456-4268-86f4-a7adc85a9937,c8e1eb6b-b136-4f7b-88f8-0a6c958ec0de,13a4cc92-e005-4452-a60e-f6ac8dec9806,a268a157-bb99-4269-a7b3-a09c83d297ff
tch_20200625-194027_16,d2b9646b-b6f1-11ea-94cc-0242ac110002,std_1593096033250_16,class_20200625-194027_16,7sKg-e2JV,53b6f320-98ce-4b18-8cc9-36c2bc6eb566,990317a0-da53-4137-9ef0-aa5acb7cb0dd,9a28e774-f96f-4954-9410-3489bcf2d413,947c2405-e44c-4279-b10f-2d905fbca273,40ccacd4-96ab-4706-a103-7dbec692863b
tch_20200625-194027_14,d559ff09-b6f1-11ea-94cc-0242ac110002,std_1593096037666_14,class_20200625-194027_14,X98A-r92W,33e3928f-e3f5-4686-a95c-f7ddfd1c0fb5,a9847a04-69f3-421f-b104-6f102877e714,16e20321-f922-4cbc-b7cc-3e75f36356e7,0658046b-68fe-4900-bb13-ba057c9ccd9d,bc16170c-49ea-4aa1-a7a1-bc05c6cc2840
tch_20200625-194027_22,d6c0bb26-b6f1-11ea-840b-0242ac110002,std_1593096039991_22,class_20200625-194027_22,BjF2-87cG,c77a22f6-599f-4f69-8534-a4760c05f162,27f03865-1aff-4d07-aada-e89eb9dfdbd3,e6cf227b-0a41-431f-997f-fa7fe82707c6,b400c047-eab7-481f-836e-ca934ab73878,3589d414-ea9a-43e9-bf2c-0fbfd633f74a
tch_20200625-194027_18,d7e05bcd-b6f1-11ea-94cc-0242ac110002,std_1593096041882_18,class_20200625-194027_18,XA2b-XrEd,300a4987-4229-4a66-aec2-32a9297f2423,fdebdfbd-074d-47f4-876b-bc840883abb5,8a25fa11-e228-4fa6-b6d2-dcf4d5796596,3d63322c-6ef6-427a-be07-03b2c4a45adc,0cfd6ff9-39ae-4f83-b66c-0ac9dc6e9094
tch_20200625-194027_15,d942f9f2-b6f1-11ea-94cc-0242ac110002,std_1593096044217_15,class_20200625-194027_15,92FW-mjtx,da450a92-8e62-4f2f-a748-4e9c88817ebb,d419f0cb-b9bb-4dc7-a566-a86f991776a5,ae2c0b2c-0619-4fa9-8f53-9f2e13e5b249,d208a3bf-3096-4b47-b19f-78ab9a3741f2,5ac85b0f-cd99-4661-a942-06db7f0900c7
tch_20200625-194027_20,d9bcbd44-b6f1-11ea-840b-0242ac110002,std_1593096045004_20,class_20200625-194027_20,9X3W-8s8t,676cd19d-93bd-49d8-8752-8a72dc8b0793,1d02c771-8565-4729-a9e3-b11dad8287dd,3b0b0589-033e-4625-832c-d348634e161b,d4089df9-b586-4859-bb41-bae9037b8eae,31566da1-c1ef-449c-b7db-01d667c12c28
tch_20200625-194027_17,dda8ebbb-b6f1-11ea-94cc-0242ac110002,std_1593096051528_17,class_20200625-194027_17,EMJP-d42Y,fe52caf9-7f78-466e-8f65-50d88885f981,a25cc960-236a-400f-a80d-eb212423b5e2,8b30db1b-d16d-45b3-ac35-6040d1d39521,85ae2b14-2f85-4d68-9c56-0e73cf641d4b,8d9bd762-d73b-4284-a2d6-be5b9c025f77
tch_20200625-194027_19,df91342f-b6f1-11ea-840b-0242ac110002,std_1593096054699_19,class_20200625-194027_19,c396-oXvW,c2e457f5-687d-4413-8bb6-8a0760b88b7f,cd7aaf87-9652-40d3-a249-8386e97a38bf,91efbe24-16f8-4af6-803d-fff06d2510e1,0bebdee6-74d2-41bc-88d7-678c04d90d9b,2a5abce2-1336-4d5d-a71a-7327e893d136
tch_20200625-194027_23,e07c7d95-b6f1-11ea-94cc-0242ac110002,std_1593096056043_23,class_20200625-194027_23,96ri-pUyt,da5d0e2e-21d2-4814-9497-f3caa34b1f6e,2c534803-28a3-4fd4-b20a-d819e9672938,1c51752e-8f63-42ff-8a0c-5c74efddfd96,e3d45803-b463-47a1-b84f-fe7ac806c280,3890cd84-31f3-4d59-b1cb-9dbc3dedd1ac
tch_20200625-194027_16,e18a1dd2-b6f1-11ea-840b-0242ac110002,std_1593096058109_16,class_20200625-194027_16,7sKg-e2JV,53b6f320-98ce-4b18-8cc9-36c2bc6eb566,990317a0-da53-4137-9ef0-aa5acb7cb0dd,9a28e774-f96f-4954-9410-3489bcf2d413,947c2405-e44c-4279-b10f-2d905fbca273,40ccacd4-96ab-4706-a103-7dbec692863b
tch_20200625-194027_21,df9db6bc-b6f1-11ea-94cc-0242ac110002,std_1593096054860_21,class_20200625-194027_21,aZ36-htXv,d4f64bd4-b008-41f2-965f-6a4c2bb31170,e30114c9-8456-4268-86f4-a7adc85a9937,c8e1eb6b-b136-4f7b-88f8-0a6c958ec0de,13a4cc92-e005-4452-a60e-f6ac8dec9806,a268a157-bb99-4269-a7b3-a09c83d297ff
tch_20200625-194027_14,e5dd4abc-b6f1-11ea-94cc-0242ac110002,std_1593096065353_14,class_20200625-194027_14,X98A-r92W,33e3928f-e3f5-4686-a95c-f7ddfd1c0fb5,a9847a04-69f3-421f-b104-6f102877e714,16e20321-f922-4cbc-b7cc-3e75f36356e7,0658046b-68fe-4900-bb13-ba057c9ccd9d,bc16170c-49ea-4aa1-a7a1-bc05c6cc2840
tch_20200625-194027_22,e5e8959e-b6f1-11ea-94cc-0242ac110002,std_1593096065433_22,class_20200625-194027_22,BjF2-87cG,c77a22f6-599f-4f69-8534-a4760c05f162,27f03865-1aff-4d07-aada-e89eb9dfdbd3,e6cf227b-0a41-431f-997f-fa7fe82707c6,b400c047-eab7-481f-836e-ca934ab73878,3589d414-ea9a-43e9-bf2c-0fbfd633f74a
tch_20200625-194027_20,e90a4873-b6f1-11ea-94cc-0242ac110002,std_1593096070688_20,class_20200625-194027_20,9X3W-8s8t,676cd19d-93bd-49d8-8752-8a72dc8b0793,1d02c771-8565-4729-a9e3-b11dad8287dd,3b0b0589-033e-4625-832c-d348634e161b,d4089df9-b586-4859-bb41-bae9037b8eae,31566da1-c1ef-449c-b7db-01d667c12c28
tch_20200625-194027_15,e8fe1335-b6f1-11ea-94cc-0242ac110002,std_1593096070609_15,class_20200625-194027_15,92FW-mjtx,da450a92-8e62-4f2f-a748-4e9c88817ebb,d419f0cb-b9bb-4dc7-a566-a86f991776a5,ae2c0b2c-0619-4fa9-8f53-9f2e13e5b249,d208a3bf-3096-4b47-b19f-78ab9a3741f2,5ac85b0f-cd99-4661-a942-06db7f0900c7
tch_20200625-194027_18,e7637648-b6f1-11ea-840b-0242ac110002,std_1593096067913_18,class_20200625-194027_18,XA2b-XrEd,300a4987-4229-4a66-aec2-32a9297f2423,fdebdfbd-074d-47f4-876b-bc840883abb5,8a25fa11-e228-4fa6-b6d2-dcf4d5796596,3d63322c-6ef6-427a-be07-03b2c4a45adc,0cfd6ff9-39ae-4f83-b66c-0ac9dc6e9094
tch_20200625-194027_17,edd1e234-b6f1-11ea-94cc-0242ac110002,std_1593096078653_17,class_20200625-194027_17,EMJP-d42Y,fe52caf9-7f78-466e-8f65-50d88885f981,a25cc960-236a-400f-a80d-eb212423b5e2,8b30db1b-d16d-45b3-ac35-6040d1d39521,85ae2b14-2f85-4d68-9c56-0e73cf641d4b,8d9bd762-d73b-4284-a2d6-be5b9c025f77
tch_20200625-194027_16,f086c906-b6f1-11ea-840b-0242ac110002,std_1593096083225_16,class_20200625-194027_16,7sKg-e2JV,53b6f320-98ce-4b18-8cc9-36c2bc6eb566,990317a0-da53-4137-9ef0-aa5acb7cb0dd,9a28e774-f96f-4954-9410-3489bcf2d413,947c2405-e44c-4279-b10f-2d905fbca273,40ccacd4-96ab-4706-a103-7dbec692863b
tch_20200625-194027_19,edffa87d-b6f1-11ea-94cc-0242ac110002,std_1593096078967_19,class_20200625-194027_19,c396-oXvW,c2e457f5-687d-4413-8bb6-8a0760b88b7f,cd7aaf87-9652-40d3-a249-8386e97a38bf,91efbe24-16f8-4af6-803d-fff06d2510e1,0bebdee6-74d2-41bc-88d7-678c04d90d9b,2a5abce2-1336-4d5d-a71a-7327e893d136
tch_20200625-194027_21,f0c50a11-b6f1-11ea-94cc-0242ac110002,std_1593096083639_21,class_20200625-194027_21,aZ36-htXv,d4f64bd4-b008-41f2-965f-6a4c2bb31170,e30114c9-8456-4268-86f4-a7adc85a9937,c8e1eb6b-b136-4f7b-88f8-0a6c958ec0de,13a4cc92-e005-4452-a60e-f6ac8dec9806,a268a157-bb99-4269-a7b3-a09c83d297ff
tch_20200625-194027_23,f06c8a59-b6f1-11ea-94cc-0242ac110002,std_1593096083068_23,class_20200625-194027_23,96ri-pUyt,da5d0e2e-21d2-4814-9497-f3caa34b1f6e,2c534803-28a3-4fd4-b20a-d819e9672938,1c51752e-8f63-42ff-8a0c-5c74efddfd96,e3d45803-b463-47a1-b84f-fe7ac806c280,3890cd84-31f3-4d59-b1cb-9dbc3dedd1ac
tch_20200625-194027_15,f8257850-b6f1-11ea-840b-0242ac110002,std_1593096096027_15,class_20200625-194027_15,92FW-mjtx,da450a92-8e62-4f2f-a748-4e9c88817ebb,d419f0cb-b9bb-4dc7-a566-a86f991776a5,ae2c0b2c-0619-4fa9-8f53-9f2e13e5b249,d208a3bf-3096-4b47-b19f-78ab9a3741f2,5ac85b0f-cd99-4661-a942-06db7f0900c7
tch_20200625-194027_18,f88376f4-b6f1-11ea-840b-0242ac110002,std_1593096096624_18,class_20200625-194027_18,XA2b-XrEd,300a4987-4229-4a66-aec2-32a9297f2423,fdebdfbd-074d-47f4-876b-bc840883abb5,8a25fa11-e228-4fa6-b6d2-dcf4d5796596,3d63322c-6ef6-427a-be07-03b2c4a45adc,0cfd6ff9-39ae-4f83-b66c-0ac9dc6e9094
