teacher,stduuid,stdextuserid,classtitle,classcode,ap1,ap2,ap3,ap4,ap5
tch_20200626-122441_12,ca74365c-b77d-11ea-94cc-0242ac110002,std_1593156163623_12,class_20200626-122441_12,2w4r-oMm8,cd3236ee-e83f-47f9-8ab0-ff49a0c22b0d,947d7c40-7494-4b5e-b885-7cd43652a651,7480f061-f0ca-4f11-abe1-e62abd66ba8b,a06dce24-4406-4eba-8f3a-8b27ed112bcb,56d04b8d-acd3-4730-8684-d30d8ed4205e
tch_20200626-122441_33,d044dc34-b77d-11ea-840b-0242ac110002,std_1593156173373_33,class_20200626-122441_33,id89-XPjy,7b746fc0-f6c6-4e04-9393-cc95c819a55a,e4d5ad5f-f0f3-4a96-8000-5c5659695465,c3ccec0a-3208-4606-b5fa-2e0cd38d7aa6,54645c2f-7390-4578-bbce-61d6212282c6,fca2024f-3e6a-47c9-94b9-2ce2593859d3
tch_20200626-122441_10,dc93f374-b77d-11ea-840b-0242ac110002,std_1593156194011_10,class_20200626-122441_10,84t9-Tf2r,95b12e6e-bfcf-4813-ae0c-66a6b4d794ef,2ab677bc-faed-4d01-be2b-fa251327838d,da1b2ae2-4300-42a5-afd1-15d8b1f6c145,42ce98a8-f59e-487c-b55a-ea3533950259,997d6e4b-0e9d-4805-9fed-e22679c068c5
tch_20200626-122441_14,dece2c04-b77d-11ea-840b-0242ac110002,std_1593156197741_14,class_20200626-122441_14,7tU2-N4EB,2352a603-f2b7-4e63-8002-a2470ff5ec45,ad094084-d5fc-456b-8b71-af1c2b8446d3,8bb83e44-e2e3-4287-b1f5-f1e322aead44,0ae24fdb-276c-468a-aee3-c1474d114dbe,f8ac0c35-2d83-4e1b-b959-718906016e1b
tch_20200626-122441_34,e39e51ac-b77d-11ea-94cc-0242ac110002,std_1593156205835_34,class_20200626-122441_34,P82E-m8Gj,fea98533-1469-4b62-9334-3e19c6bfe3a3,5edb0196-883f-4082-a225-92848c099abb,9d1167ef-abfe-44f1-b15b-4e5b73a76454,7c761ec2-89a4-47aa-8360-9e53653a6bcf,dc24bfd1-c3b2-4c1d-bb5c-d8474097df4e
tch_20200626-122441_8,dea63209-b77d-11ea-94cc-0242ac110002,std_1593156197477_8,class_20200626-122441_8,fbh9-qUf6,febd74a6-ef8a-435b-adbe-1fa7d03b6b4c,e1b503ed-035f-4038-a683-33a221a04af1,8e987e3f-5035-4683-8725-9bf412dff656,580a997b-d14c-4055-bdf1-7348bf7ed77e,6e49b46c-63cf-4b70-b901-517dcc98794e
tch_20200626-122441_6,dfea719e-b77d-11ea-94cc-0242ac110002,std_1593156199627_6,class_20200626-122441_6,tFmh-J4wa,50674d0a-432c-46da-9275-506f88519fe5,2cb6b3d0-83fb-4c56-987f-a8211b322ee8,7e552380-33af-46f9-8663-a01b7927fd46,1e4530dc-0c12-4684-a872-dc16f41b855b,5d270b98-d003-4790-b6fa-15b171164a56
tch_20200626-122441_27,e3bd241f-b77d-11ea-94cc-0242ac110002,std_1593156206031_27,class_20200626-122441_27,Nmp3-Jqw3,c9f46425-c546-4569-b663-297f2d6694eb,593ff897-9f8b-4a45-83fe-3f6395b3c5e7,c8a82153-93cf-4517-afc8-ff75af386909,d0b8632b-3581-4904-ab6f-1ffe093516b7,679aa389-0819-4c68-8029-3d7d72fc2bf4
tch_20200626-122441_20,d9c98892-b77d-11ea-840b-0242ac110002,std_1593156189361_20,class_20200626-122441_20,W839-3raB,5ab7e9dd-990c-4960-9797-70b2276b1b5c,4b8adef3-1974-4901-b53c-ff6005782ccd,f40b47fa-38c9-41df-9cf2-c08ae010215f,5e4021da-3b68-4eb4-87f8-ecd943ddd326,96c646cb-e24b-4679-928a-196899339bef
tch_20200626-122441_24,d926b8f4-b77d-11ea-94cc-0242ac110002,std_1593156188263_24,class_20200626-122441_24,PY2r-qnhr,43799b18-dc38-451d-94b5-d71db2920b58,d2407352-810f-4400-8ff7-d9187627e46f,cb14233a-923c-448c-a473-09b4b4ee8d32,22156902-5b2e-4978-aff4-d064448de910,6245cec0-5348-4f89-a075-6aa366c48ff9
tch_20200626-122441_25,d8da2025-b77d-11ea-840b-0242ac110002,std_1593156187793_25,class_20200626-122441_25,6ege-Q9Lr,f82346dd-e70a-4e83-a6d5-c0eea41ae7d8,d9f7e740-6f75-406a-988d-0f05e520c7e6,fce84a46-b5c3-4d53-8c36-031be9e8e745,8b5986d2-1c1b-4d11-97d9-f5c7314184af,e929a5d5-84ef-42f2-b07f-00e84d1a5774
tch_20200626-122441_28,e7651d85-b77d-11ea-840b-0242ac110002,std_1593156212182_28,class_20200626-122441_28,erA2-XTpo,1dc7f838-1ef8-4a9d-ba5a-24b2ef9d61cc,6acfcbe7-5fb5-4be1-ba38-8daf3908eb44,206234b3-0216-43dd-8ff1-d41b14883e0b,a37c3815-e866-45d7-b323-28c8f268c53c,1b4e6826-2841-4976-93b5-c706473cb4b7
tch_20200626-122441_30,e0c71630-b77d-11ea-94cc-0242ac110002,std_1593156201081_30,class_20200626-122441_30,jRGE-BV2f,161506f3-0b7f-47df-a0c8-17d7fdc375d1,adcb6bb3-7321-4327-8942-c2d9bc336d09,d5f5fc8a-7ea3-4938-8226-d81ca574259c,a93268b3-0d2b-4abb-a450-5f7f9ce8cf7a,d7757037-d63b-4959-9ca1-54b97228547b
tch_20200626-122441_7,e4794817-b77d-11ea-840b-0242ac110002,std_1593156207276_7,class_20200626-122441_7,6u8m-drpu,34e58390-21ab-4e30-8aab-0c37ff9d3f92,1cabaa26-a230-4249-a55e-c7837f9a2d74,d3d7a444-2bb0-48c0-ac7c-61abd569e092,95b4c409-b13f-4a8d-8539-0e51f8c60410,54bbef62-7dec-4edc-9aca-0a1ec1468f17
tch_20200626-122441_35,d9c17311-b77d-11ea-840b-0242ac110002,std_1593156189302_35,class_20200626-122441_35,2A2T-FCnf,fed324c7-06a7-4d33-ac30-b6fdbd92f91a,2f196444-53ac-4ca7-8684-7d9c99f6f0a0,c45126aa-a111-416b-8f43-a7d61799d1c7,4e0fc234-06eb-47a0-b898-0eaed8e06020,5fee30eb-17d3-4e30-8123-05eec4aeabdb
tch_20200626-122441_26,dd3711aa-b77d-11ea-840b-0242ac110002,std_1593156195083_26,class_20200626-122441_26,p783-xPu2,f0714caa-3f9e-469c-a53b-153fd148b975,c2b70691-9bdd-4c79-9e2a-0e89ec206323,a44a85b2-9f75-4567-b549-5bb6a77c52ba,9c0719a8-de24-4ad8-9549-9d83282b73cc,1a9f5daf-d3a6-4c1e-a2c9-ce3cb74385cf
tch_20200626-122441_15,df304975-b77d-11ea-840b-0242ac110002,std_1593156198429_15,class_20200626-122441_15,834J-7heW,1a47a6ad-9c50-4e12-b75d-afc394638e44,2d7f67a9-1330-4291-a121-23109094543c,6e0e47ba-4dd0-4eda-baf8-c7c85f1d8fd0,d869e0b5-c042-4e7d-878a-fad1fa9214ad,52236379-0559-4b63-9926-6ac57cb0588c
tch_20200626-122441_37,e1f49963-b77d-11ea-840b-0242ac110002,std_1593156203052_37,class_20200626-122441_37,4673-73Lv,35354420-14b6-49a7-ba0f-d70d2f45d7cf,24c97ea5-030d-4d79-9a8e-6575cbb153e5,83d881e1-a79a-4701-b7e4-0b01562e8a1a,b5a3ee6f-d2b4-4254-b7ab-1c57785ccad3,db260700-f91e-4ee9-9181-79cfffd89be7
tch_20200626-122441_17,e25641fd-b77d-11ea-94cc-0242ac110002,std_1593156203699_17,class_20200626-122441_17,VHo7-4924,d2b09a5f-4e87-4539-80ba-3cb4fd458b68,15abca0d-6241-426f-8a08-2006fe2cb4ad,dd8ecff7-7bcd-405e-ae07-754b6445eb66,a8486a4b-65cd-4f18-a114-4c84774ed137,d69311c5-1f6b-405c-a61f-98e800eecbd6
tch_20200626-122441_29,eb81d262-b77d-11ea-94cc-0242ac110002,std_1593156219074_29,class_20200626-122441_29,EhjA-aK26,e4fd9892-031e-4d3b-9cd3-97ad5d81278b,25822582-cbe4-488a-bfe2-b7ba45622337,8bcc0dab-634a-4bea-91cc-77fbcb9aca6c,73714618-d211-4d0a-87bf-7065b7a856d6,e2476e84-3c90-406f-a57e-e84b2b535be8
tch_20200626-122441_23,e2825ac3-b77d-11ea-840b-0242ac110002,std_1593156203989_23,class_20200626-122441_23,a8aF-TeDv,f7b41c06-6e95-4c98-9f82-9e4351adda9b,847807c2-8cd3-4100-a485-382473181ed0,1d43075a-4a5b-41c9-ab1b-a5b4907718e3,bb5bc59f-b6b5-436c-84ec-4d19b173155d,5cc5a15e-0d6b-4ef9-a6ae-946b39441593
tch_20200626-122441_31,ec652cd2-b77d-11ea-94cc-0242ac110002,std_1593156220527_31,class_20200626-122441_31,2mYw-gJ3z,14684cc3-a1f5-42f1-bb89-9963d0f4753d,2631cd5c-f6ba-4d2b-81b9-8935814a9e9f,4eaae5a4-daa2-43c4-9dbe-469a135a3d9c,e6c74421-0329-46e7-965c-e1d57f001d93,c68f0cf6-2945-4da8-a2a2-b9a837487d00
tch_20200626-122441_16,eae4cf3b-b77d-11ea-94cc-0242ac110002,std_1593156218046_16,class_20200626-122441_16,879X-9x3C,d252141a-abf3-4a1d-9499-c8fc9113b3c5,9d826b8f-bad5-4f0b-98df-6e603380a962,a1d536eb-9115-4354-afcf-bb6e781f2cb8,9633afc8-153e-48f7-8389-324b7c859bd4,0d3f56bd-9e86-4b0c-b30f-805a5489cab8
tch_20200626-122441_21,f16bf3a1-b77d-11ea-94cc-0242ac110002,std_1593156228960_21,class_20200626-122441_21,rebG-YgVc,6d66e5bd-ae26-4af2-9877-f611cd2e603a,982de4cd-5f80-4729-bf9f-7488cf372516,581ea31a-6e75-4146-8eb2-ec9191bb0c47,36863870-9e2f-4505-b433-1eba0d9e48c6,84e1465e-f05e-4310-bac7-af405789e4ea
tch_20200626-122441_13,e3a8d958-b77d-11ea-94cc-0242ac110002,std_1593156205907_13,class_20200626-122441_13,wzBW-skco,ea1278cf-a193-4a7b-8157-df05d7b158d5,9396a50b-1ec3-4b0e-b309-c8c1df8473f6,72bf54dc-548b-4947-8c01-194169e7d33f,2f7d6eff-ddaa-4326-becc-b06763ebf2a2,57130d43-75a3-4f7f-aa91-eeb10f4ffd7d
tch_20200626-122441_36,ee3d218e-b77d-11ea-94cc-0242ac110002,std_1593156223643_36,class_20200626-122441_36,iWMP-23qp,216c3d8f-6081-4710-9caa-e7b021aea415,e6dcda17-2ecc-4938-bbae-3fdf2983c302,1ae8cce8-4210-4537-b76e-1a5ea654fafd,e919f28f-94f0-496f-85fa-92b430010b57,08042016-2d31-4532-8c1b-79e8f6b97d3d
tch_20200626-122441_34,f93cfd5a-b77d-11ea-840b-0242ac110002,std_1593156242109_34,class_20200626-122441_34,P82E-m8Gj,fea98533-1469-4b62-9334-3e19c6bfe3a3,5edb0196-883f-4082-a225-92848c099abb,9d1167ef-abfe-44f1-b15b-4e5b73a76454,7c761ec2-89a4-47aa-8360-9e53653a6bcf,dc24bfd1-c3b2-4c1d-bb5c-d8474097df4e
tch_20200626-122441_9,e67b5a08-b77d-11ea-94cc-0242ac110002,std_1593156210634_9,class_20200626-122441_9,CeN9-VL7e,73b955b3-573f-463c-8be8-dafefa54bd2c,55dc0a5f-7ed4-4b3d-97ee-bec57537eea2,fff0c716-5684-4c91-8fda-51369ac3f8cf,f4932de4-a98a-4f94-93c1-c1ef6676cd99,fa9a2626-3e48-4f1f-ab86-fd0a0ac7072d
tch_20200626-122441_38,e80f8f0d-b77d-11ea-94cc-0242ac110002,std_1593156213286_38,class_20200626-122441_38,98WF-LqDs,bb660a8e-65d5-48d4-94be-9f282065bc90,b7811a23-887f-4bed-a1a2-be0dfa90de37,8d49722e-5a71-44ee-8f58-eef4c770eee0,0394a395-87be-454f-989a-cd8c4c3d04cf,7b2a1a64-320a-4bab-a239-c9faffb25f74
tch_20200626-122441_8,facbda4b-b77d-11ea-840b-0242ac110002,std_1593156244668_8,class_20200626-122441_8,fbh9-qUf6,febd74a6-ef8a-435b-adbe-1fa7d03b6b4c,e1b503ed-035f-4038-a683-33a221a04af1,8e987e3f-5035-4683-8725-9bf412dff656,580a997b-d14c-4055-bdf1-7348bf7ed77e,6e49b46c-63cf-4b70-b901-517dcc98794e
tch_20200626-122441_19,e91628c2-b77d-11ea-840b-0242ac110002,std_1593156215001_19,class_20200626-122441_19,94v3-FiyX,e4af8a47-a02d-4372-9335-c066350fcbb1,f82c8293-2ef5-4e8d-8e82-7a1ee9a1222b,2834307a-e132-4047-a708-eda61c36cc0e,a9ae71c6-c870-4f88-b9da-7a7f25d45645,f80f1fed-5dbe-42ad-a951-19b3f2aa7a35
tch_20200626-122441_18,ed4db8c2-b77d-11ea-840b-0242ac110002,std_1593156222076_18,class_20200626-122441_18,4i8P-rWzd,e0c827f5-3456-4b10-85fa-e01055560794,5dd09fff-358d-4166-adfc-4676ae618937,2159a915-3756-42b8-bfdd-a81306e8cafe,3bc05db1-567c-4657-96b6-0b9e8d8adb4d,a8970db7-cf2c-43b9-8ff8-70267cdd998b
tch_20200626-122441_32,fe19a59a-b77d-11ea-94cc-0242ac110002,std_1593156250201_32,class_20200626-122441_32,eY2c-teLG,3eb8ca81-4553-4da7-a13c-a9592adabc74,48150770-45e3-41a3-9230-dbdff447a48e,657c36df-c137-4399-a7b0-579fa568943a,6c64f6d3-2b2c-4fff-bbc0-809012060ee8,c80aa271-190d-4162-959b-b251002a87d1
tch_20200626-122441_10,f744af41-b77d-11ea-94cc-0242ac110002,std_1593156238812_10,class_20200626-122441_10,84t9-Tf2r,95b12e6e-bfcf-4813-ae0c-66a6b4d794ef,2ab677bc-faed-4d01-be2b-fa251327838d,da1b2ae2-4300-42a5-afd1-15d8b1f6c145,42ce98a8-f59e-487c-b55a-ea3533950259,997d6e4b-0e9d-4805-9fed-e22679c068c5
tch_20200626-122441_33,f5a02755-b77d-11ea-840b-0242ac110002,std_1593156236049_33,class_20200626-122441_33,id89-XPjy,7b746fc0-f6c6-4e04-9393-cc95c819a55a,e4d5ad5f-f0f3-4a96-8000-5c5659695465,c3ccec0a-3208-4606-b5fa-2e0cd38d7aa6,54645c2f-7390-4578-bbce-61d6212282c6,fca2024f-3e6a-47c9-94b9-2ce2593859d3
tch_20200626-122441_39,f60cf22d-b77d-11ea-94cc-0242ac110002,std_1593156236769_39,class_20200626-122441_39,VF29-nh6x,3939c6b0-7bc5-4ff0-854b-339fafb37e94,7c9be37f-525e-44cb-9436-219601cfbb90,7d1ae63b-55f9-49be-a793-abed3a1c5f6f,2b6c122c-bd45-434c-a7e2-8908b02bca12,d951d199-640b-460d-9517-a836620176d5
tch_20200626-122441_11,efc4ab76-b77d-11ea-840b-0242ac110002,std_1593156226210_11,class_20200626-122441_11,v6PN-yMzx,6edfbd06-9b58-49f8-82c2-6b122824e525,b9d9680f-f9d1-4652-aed6-fea3620646c3,727a2b51-6105-458d-9903-53c1ec0d4aca,c5e09fd4-eb51-496f-b2e3-b779cf449d0d,99353303-ed37-4be7-b2c3-d9f2813f8f91
tch_20200626-122441_30,ff7b5883-b77d-11ea-840b-0242ac110002,std_1593156252567_30,class_20200626-122441_30,jRGE-BV2f,161506f3-0b7f-47df-a0c8-17d7fdc375d1,adcb6bb3-7321-4327-8942-c2d9bc336d09,d5f5fc8a-7ea3-4938-8226-d81ca574259c,a93268b3-0d2b-4abb-a450-5f7f9ce8cf7a,d7757037-d63b-4959-9ca1-54b97228547b
tch_20200626-122441_26,010e54b4-b77e-11ea-840b-0242ac110002,std_1593156255229_26,class_20200626-122441_26,p783-xPu2,f0714caa-3f9e-469c-a53b-153fd148b975,c2b70691-9bdd-4c79-9e2a-0e89ec206323,a44a85b2-9f75-4567-b549-5bb6a77c52ba,9c0719a8-de24-4ad8-9549-9d83282b73cc,1a9f5daf-d3a6-4c1e-a2c9-ce3cb74385cf
tch_20200626-122441_7,fff4a71b-b77d-11ea-840b-0242ac110002,std_1593156253386_7,class_20200626-122441_7,6u8m-drpu,34e58390-21ab-4e30-8aab-0c37ff9d3f92,1cabaa26-a230-4249-a55e-c7837f9a2d74,d3d7a444-2bb0-48c0-ac7c-61abd569e092,95b4c409-b13f-4a8d-8539-0e51f8c60410,54bbef62-7dec-4edc-9aca-0a1ec1468f17
tch_20200626-122441_35,00c5b327-b77e-11ea-840b-0242ac110002,std_1593156254766_35,class_20200626-122441_35,2A2T-FCnf,fed324c7-06a7-4d33-ac30-b6fdbd92f91a,2f196444-53ac-4ca7-8684-7d9c99f6f0a0,c45126aa-a111-416b-8f43-a7d61799d1c7,4e0fc234-06eb-47a0-b898-0eaed8e06020,5fee30eb-17d3-4e30-8123-05eec4aeabdb
tch_20200626-122441_25,fe2a4731-b77d-11ea-840b-0242ac110002,std_1593156250393_25,class_20200626-122441_25,6ege-Q9Lr,f82346dd-e70a-4e83-a6d5-c0eea41ae7d8,d9f7e740-6f75-406a-988d-0f05e520c7e6,fce84a46-b5c3-4d53-8c36-031be9e8e745,8b5986d2-1c1b-4d11-97d9-f5c7314184af,e929a5d5-84ef-42f2-b07f-00e84d1a5774
tch_20200626-122441_27,fc1019dc-b77d-11ea-94cc-0242ac110002,std_1593156246859_27,class_20200626-122441_27,Nmp3-Jqw3,c9f46425-c546-4569-b663-297f2d6694eb,593ff897-9f8b-4a45-83fe-3f6395b3c5e7,c8a82153-93cf-4517-afc8-ff75af386909,d0b8632b-3581-4904-ab6f-1ffe093516b7,679aa389-0819-4c68-8029-3d7d72fc2bf4
tch_20200626-122441_37,0338394c-b77e-11ea-94cc-0242ac110002,std_1593156258863_37,class_20200626-122441_37,4673-73Lv,35354420-14b6-49a7-ba0f-d70d2f45d7cf,24c97ea5-030d-4d79-9a8e-6575cbb153e5,83d881e1-a79a-4701-b7e4-0b01562e8a1a,b5a3ee6f-d2b4-4254-b7ab-1c57785ccad3,db260700-f91e-4ee9-9181-79cfffd89be7
tch_20200626-122441_28,fe7bc30b-b77d-11ea-94cc-0242ac110002,std_1593156250917_28,class_20200626-122441_28,erA2-XTpo,1dc7f838-1ef8-4a9d-ba5a-24b2ef9d61cc,6acfcbe7-5fb5-4be1-ba38-8daf3908eb44,206234b3-0216-43dd-8ff1-d41b14883e0b,a37c3815-e866-45d7-b323-28c8f268c53c,1b4e6826-2841-4976-93b5-c706473cb4b7
tch_20200626-122441_29,0575f46f-b77e-11ea-94cc-0242ac110002,std_1593156262616_29,class_20200626-122441_29,EhjA-aK26,e4fd9892-031e-4d3b-9cd3-97ad5d81278b,25822582-cbe4-488a-bfe2-b7ba45622337,8bcc0dab-634a-4bea-91cc-77fbcb9aca6c,73714618-d211-4d0a-87bf-7065b7a856d6,e2476e84-3c90-406f-a57e-e84b2b535be8
tch_20200626-122441_20,fcd4f054-b77d-11ea-94cc-0242ac110002,std_1593156248141_20,class_20200626-122441_20,W839-3raB,5ab7e9dd-990c-4960-9797-70b2276b1b5c,4b8adef3-1974-4901-b53c-ff6005782ccd,f40b47fa-38c9-41df-9cf2-c08ae010215f,5e4021da-3b68-4eb4-87f8-ecd943ddd326,96c646cb-e24b-4679-928a-196899339bef
tch_20200626-122441_21,0c48a0f1-b77e-11ea-840b-0242ac110002,std_1593156274061_21,class_20200626-122441_21,rebG-YgVc,6d66e5bd-ae26-4af2-9877-f611cd2e603a,982de4cd-5f80-4729-bf9f-7488cf372516,581ea31a-6e75-4146-8eb2-ec9191bb0c47,36863870-9e2f-4505-b433-1eba0d9e48c6,84e1465e-f05e-4310-bac7-af405789e4ea
tch_20200626-122441_22,0863024a-b77e-11ea-94cc-0242ac110002,std_1593156267529_22,class_20200626-122441_22,wDTW-yap4,a66f2cab-06e2-4332-8607-af532855d4a9,03f57431-5826-4085-b696-63eadb2f6e9c,58ecd74e-fe52-4a8d-8b2e-24111a182640,8582d0c7-a068-4fbd-b704-abe8a6f25cf3,db5df4e5-e550-4fcd-8d40-53bb0a075f7b
tch_20200626-122441_38,0ef0683a-b77e-11ea-94cc-0242ac110002,std_1593156278505_38,class_20200626-122441_38,98WF-LqDs,bb660a8e-65d5-48d4-94be-9f282065bc90,b7811a23-887f-4bed-a1a2-be0dfa90de37,8d49722e-5a71-44ee-8f58-eef4c770eee0,0394a395-87be-454f-989a-cd8c4c3d04cf,7b2a1a64-320a-4bab-a239-c9faffb25f74
tch_20200626-122441_31,09ecfd68-b77e-11ea-94cc-0242ac110002,std_1593156270107_31,class_20200626-122441_31,2mYw-gJ3z,14684cc3-a1f5-42f1-bb89-9963d0f4753d,2631cd5c-f6ba-4d2b-81b9-8935814a9e9f,4eaae5a4-daa2-43c4-9dbe-469a135a3d9c,e6c74421-0329-46e7-965c-e1d57f001d93,c68f0cf6-2945-4da8-a2a2-b9a837487d00
tch_20200626-122441_16,0af4344c-b77e-11ea-94cc-0242ac110002,std_1593156271787_16,class_20200626-122441_16,879X-9x3C,d252141a-abf3-4a1d-9499-c8fc9113b3c5,9d826b8f-bad5-4f0b-98df-6e603380a962,a1d536eb-9115-4354-afcf-bb6e781f2cb8,9633afc8-153e-48f7-8389-324b7c859bd4,0d3f56bd-9e86-4b0c-b30f-805a5489cab8
tch_20200626-122441_24,1404e9cc-b77e-11ea-94cc-0242ac110002,std_1593156287042_24,class_20200626-122441_24,PY2r-qnhr,43799b18-dc38-451d-94b5-d71db2920b58,d2407352-810f-4400-8ff7-d9187627e46f,cb14233a-923c-448c-a473-09b4b4ee8d32,22156902-5b2e-4978-aff4-d064448de910,6245cec0-5348-4f89-a075-6aa366c48ff9
tch_20200626-122441_19,12e548ec-b77e-11ea-94cc-0242ac110002,std_1593156285172_19,class_20200626-122441_19,94v3-FiyX,e4af8a47-a02d-4372-9335-c066350fcbb1,f82c8293-2ef5-4e8d-8e82-7a1ee9a1222b,2834307a-e132-4047-a708-eda61c36cc0e,a9ae71c6-c870-4f88-b9da-7a7f25d45645,f80f1fed-5dbe-42ad-a951-19b3f2aa7a35
tch_20200626-122441_13,0d14a32c-b77e-11ea-840b-0242ac110002,std_1593156275401_13,class_20200626-122441_13,wzBW-skco,ea1278cf-a193-4a7b-8157-df05d7b158d5,9396a50b-1ec3-4b0e-b309-c8c1df8473f6,72bf54dc-548b-4947-8c01-194169e7d33f,2f7d6eff-ddaa-4326-becc-b06763ebf2a2,57130d43-75a3-4f7f-aa91-eeb10f4ffd7d
tch_20200626-122441_39,14fc1bc0-b77e-11ea-840b-0242ac110002,std_1593156288641_39,class_20200626-122441_39,VF29-nh6x,3939c6b0-7bc5-4ff0-854b-339fafb37e94,7c9be37f-525e-44cb-9436-219601cfbb90,7d1ae63b-55f9-49be-a793-abed3a1c5f6f,2b6c122c-bd45-434c-a7e2-8908b02bca12,d951d199-640b-460d-9517-a836620176d5
tch_20200626-122441_12,1303a6c1-b77e-11ea-94cc-0242ac110002,std_1593156285356_12,class_20200626-122441_12,2w4r-oMm8,cd3236ee-e83f-47f9-8ab0-ff49a0c22b0d,947d7c40-7494-4b5e-b885-7cd43652a651,7480f061-f0ca-4f11-abe1-e62abd66ba8b,a06dce24-4406-4eba-8f3a-8b27ed112bcb,56d04b8d-acd3-4730-8684-d30d8ed4205e
tch_20200626-122441_40,0a73929b-b77e-11ea-94cc-0242ac110002,std_1593156270982_40,class_20200626-122441_40,8FcT-397n,76fb8fb8-5fce-4ada-be2e-6726d4cedbe6,b14f7303-9ab7-4cea-ad2a-6a3dec970e75,731787f6-4522-42db-8aff-22bcf9ec5d96,6b71fe63-6312-472a-adc4-4cdc1c793e37,717ec3f0-f5a4-44e9-9cef-e2611659884f
tch_20200626-122441_9,0ec476c7-b77e-11ea-94cc-0242ac110002,std_1593156278232_9,class_20200626-122441_9,CeN9-VL7e,73b955b3-573f-463c-8be8-dafefa54bd2c,55dc0a5f-7ed4-4b3d-97ee-bec57537eea2,fff0c716-5684-4c91-8fda-51369ac3f8cf,f4932de4-a98a-4f94-93c1-c1ef6676cd99,fa9a2626-3e48-4f1f-ab86-fd0a0ac7072d
tch_20200626-122441_26,1b131923-b77e-11ea-94cc-0242ac110002,std_1593156298885_26,class_20200626-122441_26,p783-xPu2,f0714caa-3f9e-469c-a53b-153fd148b975,c2b70691-9bdd-4c79-9e2a-0e89ec206323,a44a85b2-9f75-4567-b549-5bb6a77c52ba,9c0719a8-de24-4ad8-9549-9d83282b73cc,1a9f5daf-d3a6-4c1e-a2c9-ce3cb74385cf
tch_20200626-122441_36,0d998b55-b77e-11ea-840b-0242ac110002,std_1593156276229_36,class_20200626-122441_36,iWMP-23qp,216c3d8f-6081-4710-9caa-e7b021aea415,e6dcda17-2ecc-4938-bbae-3fdf2983c302,1ae8cce8-4210-4537-b76e-1a5ea654fafd,e919f28f-94f0-496f-85fa-92b430010b57,08042016-2d31-4532-8c1b-79e8f6b97d3d
tch_20200626-122441_27,1ea62ad9-b77e-11ea-94cc-0242ac110002,std_1593156304862_27,class_20200626-122441_27,Nmp3-Jqw3,c9f46425-c546-4569-b663-297f2d6694eb,593ff897-9f8b-4a45-83fe-3f6395b3c5e7,c8a82153-93cf-4517-afc8-ff75af386909,d0b8632b-3581-4904-ab6f-1ffe093516b7,679aa389-0819-4c68-8029-3d7d72fc2bf4
tch_20200626-122441_11,165e6a09-b77e-11ea-94cc-0242ac110002,std_1593156290974_11,class_20200626-122441_11,v6PN-yMzx,6edfbd06-9b58-49f8-82c2-6b122824e525,b9d9680f-f9d1-4652-aed6-fea3620646c3,727a2b51-6105-458d-9903-53c1ec0d4aca,c5e09fd4-eb51-496f-b2e3-b779cf449d0d,99353303-ed37-4be7-b2c3-d9f2813f8f91
tch_20200626-122441_41,16d71cf7-b77e-11ea-94cc-0242ac110002,std_1593156291789_41,class_20200626-122441_41,UR64-WzkT,484b954a-d9ed-4e73-af35-0d08332997bf,d813be5a-da86-493c-a450-1db1c4554934,5d844f9a-479e-492e-9547-a62c79443edd,4783e967-9d90-47b3-ae42-be32fdfe2457,cfd5bf80-ea9c-4655-9d1b-53ac227df6c1
tch_20200626-122441_32,13582ed4-b77e-11ea-840b-0242ac110002,std_1593156285917_32,class_20200626-122441_32,eY2c-teLG,3eb8ca81-4553-4da7-a13c-a9592adabc74,48150770-45e3-41a3-9230-dbdff447a48e,657c36df-c137-4399-a7b0-579fa568943a,6c64f6d3-2b2c-4fff-bbc0-809012060ee8,c80aa271-190d-4162-959b-b251002a87d1
tch_20200626-122441_18,133c69bf-b77e-11ea-94cc-0242ac110002,std_1593156285740_18,class_20200626-122441_18,4i8P-rWzd,e0c827f5-3456-4b10-85fa-e01055560794,5dd09fff-358d-4166-adfc-4676ae618937,2159a915-3756-42b8-bfdd-a81306e8cafe,3bc05db1-567c-4657-96b6-0b9e8d8adb4d,a8970db7-cf2c-43b9-8ff8-70267cdd998b
tch_20200626-122441_14,1d35aa45-b77e-11ea-840b-0242ac110002,std_1593156302471_14,class_20200626-122441_14,7tU2-N4EB,2352a603-f2b7-4e63-8002-a2470ff5ec45,ad094084-d5fc-456b-8b71-af1c2b8446d3,8bb83e44-e2e3-4287-b1f5-f1e322aead44,0ae24fdb-276c-468a-aee3-c1474d114dbe,f8ac0c35-2d83-4e1b-b959-718906016e1b
tch_20200626-122441_37,1ebe6d5d-b77e-11ea-840b-0242ac110002,std_1593156305026_37,class_20200626-122441_37,4673-73Lv,35354420-14b6-49a7-ba0f-d70d2f45d7cf,24c97ea5-030d-4d79-9a8e-6575cbb153e5,83d881e1-a79a-4701-b7e4-0b01562e8a1a,b5a3ee6f-d2b4-4254-b7ab-1c57785ccad3,db260700-f91e-4ee9-9181-79cfffd89be7
